signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_34511	0.5825745226	3.80657573e-06	54	Benzocaine	LSM-5830	NA	10uM	MCF7	24h	LINCSCP_34511
LINCSCP_41912	0.5812317757	4.056222473e-06	54	Trifluoperazine	LSM-4010	DRD2|DRD3|DRD4|HTR2A|HTR2C	10uM	NOMO1	6h	LINCSCP_41912
LINCSCP_16068	0.5461584968	1.938155002e-05	54	MLS001116134	LSM-3922	NA	10uM	HA1E	6h	LINCSCP_16068
LINCSCP_72945	0.5425867351	2.250834411e-05	54	BRD-A31180007	LSM-45646	NA	10uM	A375	24h	LINCSCP_72945
LINCSCP_20628	-0.5403836384	2.46627281e-05	54	BRD-K50521229	LSM-6124	NA	10uM	HCC515	6h	LINCSCP_20628
LINCSCP_147630	0.5350040063	3.074796558e-05	54	WZ 4002	LSM-1085	EGFR|ERBB2	3.33uM	NPC.CAS9	24h	LINCSCP_147630
LINCSCP_10274	0.534642456	3.120288576e-05	54	Sirolimus	LSM-42782	FKBP1A|MTOR	1uM	A549	6h	LINCSCP_10274
LINCSCP_146152	0.5342506368	3.17028928e-05	54	Allitinib	LSM-1225	NA	3.33uM	MNEU.E	24h	LINCSCP_146152
LINCSCP_7801	0.5292197358	3.881424158e-05	54	BRD-K25719068	LSM-6095	NA	10uM	A549	24h	LINCSCP_7801
LINCSCP_103674	0.5289105501	3.929590761e-05	54	NG,NG-Dimethyl-L-arginine, Dihydrochloride	LSM-45294	NA	3.33uM	HELA	24h	LINCSCP_103674
LINCSCP_9342	0.524959196	4.595595407e-05	54	Sildenafil	LSM-3797	PDE5A	0.1uM	A549	6h	LINCSCP_9342
LINCSCP_107436	0.5227936435	5.003218637e-05	54	Etazolate	LSM-3446	GABRB3|PDE4A	0.37uM	HELA	24h	LINCSCP_107436
LINCSCP_42829	0.522433013	5.0742446e-05	54	Trans-1,4-bis(2-chlorobenzaminomethyl)cyclohexane dihydrochloride	LSM-2053	NA	10uM	NPC	24h	LINCSCP_42829
LINCSCP_4133	-0.5209806211	5.369781409e-05	54	Warfarin	LSM-1405	VKORC1	10uM	A549	24h	LINCSCP_4133
LINCSCP_15305	0.5190570068	5.7855756e-05	54	Etomoxir	LSM-6240	CPT1A	90uM	HA1E	24h	LINCSCP_15305
LINCSCP_6562	0.5182322794	5.972741892e-05	54	BCB03_000082	LSM-36632	NA	10uM	A549	6h	LINCSCP_6562
LINCSCP_157058	0.5159615569	6.517189042e-05	54	AC1NWAQV	LSM-1503	NR3C1	1.11uM	PC3	24h	LINCSCP_157058
LINCSCP_255521	0.5145472316	6.878956369e-05	54	Iniparib	LSM-6317	PARP1	0.001uM	MCF7	6h	LINCSCP_255521
LINCSCP_9216	0.5140760104	7.00352462e-05	54	Sildenafil	LSM-3797	PDE5A	1uM	A549	24h	LINCSCP_9216
LINCSCP_25209	0.5138005019	7.077311742e-05	54	Flavanone	LSM-1283	NA	10uM	HT29	24h	LINCSCP_25209
LINCSCP_24924	0.5126047497	7.405903207e-05	54	Ponatinib	LSM-1151	ABL1|BCR|FGFR1|FGFR2|FGFR3|FGFR4|FLT3|KIT|RET|TEK	0.1uM	HS578T	6h	LINCSCP_24924
LINCSCP_50440	0.5084636357	8.655092107e-05	54	BRD-K22033393	LSM-6826	NA	3uM	PHH	6h	LINCSCP_50440
LINCSCP_104028	0.5082643656	8.719812724e-05	54	GF-109203	LSM-2677	PRKCA	3.33uM	HELA	24h	LINCSCP_104028
