signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_24791	0.9974958851	6.018754089e-07	7	JNK-IN-2	LSM-43288	IRAK1	1uM	HS578T	24h	LINCSCP_24791
LINCSCP_53909	0.9959269499	2.029106939e-06	7	Piplartine	LSM-42914	NA	10uM	SNUC5	6h	LINCSCP_53909
LINCSCP_190479	0.9942984016	4.700213416e-06	7	ST013960	LSM-4594	NA	10uM	A549	24h	LINCSCP_190479
LINCSCP_133097	-0.9915042443	1.271977426e-05	7	AZD-5438	LSM-1159	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	10uM	MCF7	3h	LINCSCP_133097
LINCSCP_45883	0.9907666099	1.565687888e-05	7	KUC103424N	LSM-1876	NA	10uM	PC3	24h	LINCSCP_45883
LINCSCP_37628	0.9900651884	1.879479496e-05	7	SA-1919551	LSM-37598	NA	10uM	MCF7	24h	LINCSCP_37628
LINCSCP_180257	-0.9893528176	2.23387522e-05	7	Pentosalen	LSM-2140	NA	10uM	A375	6h	LINCSCP_180257
LINCSCP_39999	-0.9881922557	2.891468605e-05	7	SMR000075319	LSM-6371	KPNB1	60uM	NCIH2073	6h	LINCSCP_39999
LINCSCP_20280	-0.9873525322	3.431736217e-05	7	SMR000076922	LSM-3142	NA	10uM	HCC515	6h	LINCSCP_20280
LINCSCP_37835	0.9870752289	3.622407391e-05	7	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	3uM	MCF7	6h	LINCSCP_37835
LINCSCP_146363	-0.985668101	4.686736975e-05	7	CHEMBL552425	LSM-1003	DDR1	3.33uM	NEU	24h	LINCSCP_146363
LINCSCP_167847	-0.9843010781	5.881202273e-05	7	Ridaforolimus (Deforolimus, MK-8669)	LSM-45997	MTOR	3.33uM	YAPC	24h	LINCSCP_167847
LINCSCP_100810	0.9838516777	6.309645268e-05	7	amcinonide	NA	NA	0.12uM	HCC515	24h	LINCSCP_100810
