signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_146628	-0.9248181555	2.979191225e-07	16	BGT-226	LSM-6710	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.37uM	NEU	24h	LINCSCP_146628
LINCSCP_48626	0.920919864	4.199459539e-07	16	BRD-K76390333	LSM-46045	NA	10uM	PC3	24h	LINCSCP_48626
LINCSCP_4616	0.8985909761	2.253445617e-06	16	Tozasertib	LSM-1021	ABL1|AURKA|AURKB|AURKC|BCR|FLT3|JAK2	10uM	A549	24h	LINCSCP_4616
LINCSCP_68731	0.8974918392	2.422777765e-06	16	13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	LSM-1895	ESR1	10uM	VCAP	24h	LINCSCP_68731
LINCSCP_56797	0.8881413708	4.350641534e-06	16	Thioridazine	LSM-1863	DRD1|DRD2|DRD3|DRD4|HTR2A|HTR2C	10uM	VCAP	24h	LINCSCP_56797
LINCSCP_147253	-0.8865170794	4.791166022e-06	16	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.37uM	NEU	24h	LINCSCP_147253
LINCSCP_7564	0.8818762445	6.262398716e-06	16	Trans-1,4-bis(2-chlorobenzaminomethyl)cyclohexane dihydrochloride	LSM-2053	NA	10uM	A549	24h	LINCSCP_7564
LINCSCP_96426	0.8694552995	1.218410583e-05	16	Dilazep	LSM-3068	SLC29A1	10uM	HA1E	24h	LINCSCP_96426
LINCSCP_14853	0.8689342463	1.251056027e-05	16	13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	LSM-1895	ESR1	10uM	HA1E	6h	LINCSCP_14853
LINCSCP_167632	0.8599137876	1.944228638e-05	16	Saracatinib	LSM-1032	ABL1|SRC	1.11uM	YAPC	24h	LINCSCP_167632
LINCSCP_75839	-0.8553785513	2.399532075e-05	16	Milciclib (PHA-848125)	LSM-45577	CDK1|CDK2|CDK4|NTRK1	0.04uM	A375	24h	LINCSCP_75839
LINCSCP_67727	-0.8511831926	2.897217066e-05	16	Wortmannin	LSM-3947	PIK3CA|PIK3CG|PLK1	10uM	NEU	24h	LINCSCP_67727
LINCSCP_43157	-0.8491646362	3.165860493e-05	16	CHEMBL2362317	LSM-12520	NA	10uM	NPC	24h	LINCSCP_43157
LINCSCP_58512	0.8434164301	4.047729477e-05	16	BRD-K95976153	LSM-42480	NA	10uM	VCAP	6h	LINCSCP_58512
LINCSCP_2096	-0.8410717298	4.462144859e-05	16	CHEMBL599255	LSM-4317	NA	10uM	A375	6h	LINCSCP_2096
LINCSCP_289590	0.8400659206	4.650483798e-05	16	Pimozide	LSM-2001	DRD1|DRD2|DRD3|DRD4|DRD5|HTR2A	10uM	VCAP	24h	LINCSCP_289590
LINCSCP_167396	0.8391641456	4.824949842e-05	16	Trimipramine	LSM-1371	ADRA1A|ADRA1B|ADRA1D|DRD2|HRH1|HTR2A|HTR2C|SLC6A2|SLC6A3|SLC6A4	10uM	YAPC	24h	LINCSCP_167396
LINCSCP_167631	0.836024301	5.475725802e-05	16	Saracatinib	LSM-1032	ABL1|SRC	3.33uM	YAPC	24h	LINCSCP_167631
LINCSCP_256991	0.8333716966	6.081198735e-05	16	4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline	LSM-4945	NA	10uM	NCIH1836	6h	LINCSCP_256991
LINCSCP_30399	-0.8329407428	6.184652415e-05	16	RS102895	LSM-3870	CCR2	10uM	MCF7	6h	LINCSCP_30399
