signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_131342	0.8837154142	1.999783713e-13	38	BRD-K01425431	NA	NA	10uM	MCF10A	24h	LINCSCP_131342
LINCSCP_131405	0.8611291178	4.025156264e-12	38	Selumetinib	LSM-1056	MAP2K1|MAP2K2	0.37uM	MCF10A	24h	LINCSCP_131405
LINCSCP_123853	0.8585238569	5.499897389e-12	38	RO4987655	LSM-45489	MAP2K1|MAP2K2	1.11uM	HT29	24h	LINCSCP_123853
LINCSCP_131200	0.8572571343	6.387098447e-12	38	Saracatinib	LSM-1032	ABL1|SRC	10uM	MCF10A	24h	LINCSCP_131200
LINCSCP_123852	0.8488172269	1.670168799e-11	38	RO4987655	LSM-45489	MAP2K1|MAP2K2	3.33uM	HT29	24h	LINCSCP_123852
LINCSCP_131185	-0.8456240952	2.366787706e-11	38	Tamatinib	LSM-1040	SYK	0.37uM	MCF10A	24h	LINCSCP_131185
LINCSCP_123854	0.8450694456	2.512526659e-11	38	RO4987655	LSM-45489	MAP2K1|MAP2K2	0.37uM	HT29	24h	LINCSCP_123854
LINCSCP_130645	-0.841662299	3.608637028e-11	38	PLX-4720	LSM-1049	BRAF	1.11uM	MCF10A	24h	LINCSCP_130645
LINCSCP_125207	0.841488903	3.674907064e-11	38	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	3.33uM	HT29	24h	LINCSCP_125207
LINCSCP_131403	0.8406123993	4.0276588e-11	38	Selumetinib	LSM-1056	MAP2K1|MAP2K2	3.33uM	MCF10A	24h	LINCSCP_131403
LINCSCP_125208	0.8399237943	4.326718698e-11	38	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	1.11uM	HT29	24h	LINCSCP_125208
LINCSCP_75903	0.8393701216	4.582092235e-11	38	AZD-8330	LSM-1165	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_75903
LINCSCP_131223	0.8388576439	4.830951631e-11	38	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.04uM	MCF10A	24h	LINCSCP_131223
LINCSCP_125206	0.8362889843	6.28014389e-11	38	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	10uM	HT29	24h	LINCSCP_125206
LINCSCP_131221	0.8357807552	6.611217956e-11	38	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	MCF10A	24h	LINCSCP_131221
LINCSCP_130652	0.8342798425	7.686618579e-11	38	Radicicol	LSM-43303	NA	0.37uM	MCF10A	24h	LINCSCP_130652
LINCSCP_123851	0.8334837484	8.321274015e-11	38	RO4987655	LSM-45489	MAP2K1|MAP2K2	10uM	HT29	24h	LINCSCP_123851
LINCSCP_122863	0.8304937346	1.116872491e-10	38	AZD-8330	LSM-1165	MAP2K1|MAP2K2	0.37uM	HT29	24h	LINCSCP_122863
LINCSCP_72351	0.8290807271	1.280996333e-10	38	GSK962040	LSM-45854	MLNR	10uM	A375	24h	LINCSCP_72351
LINCSCP_123060	0.8288448268	1.310497244e-10	38	Selumetinib	LSM-1056	MAP2K1|MAP2K2	0.37uM	HT29	24h	LINCSCP_123060
LINCSCP_125210	0.827398708	1.505662979e-10	38	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	0.12uM	HT29	24h	LINCSCP_125210
LINCSCP_131426	0.8269682644	1.568796856e-10	38	Gefitinib	LSM-1098	EGFR	10uM	MCF10A	24h	LINCSCP_131426
LINCSCP_130646	-0.8259159048	1.733704812e-10	38	PLX-4720	LSM-1049	BRAF	0.37uM	MCF10A	24h	LINCSCP_130646
LINCSCP_122865	0.8246068694	1.961417298e-10	38	AZD-8330	LSM-1165	MAP2K1|MAP2K2	0.04uM	HT29	24h	LINCSCP_122865
LINCSCP_122862	0.8230527374	2.267935524e-10	38	AZD-8330	LSM-1165	MAP2K1|MAP2K2	1.11uM	HT29	24h	LINCSCP_122862
LINCSCP_113836	0.8224918984	2.389118401e-10	38	Allitinib	LSM-1225	NA	0.37uM	HME1	24h	LINCSCP_113836
LINCSCP_114338	0.8212947566	2.668278226e-10	38	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	HME1	24h	LINCSCP_114338
LINCSCP_125209	0.8205603189	2.854299235e-10	38	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	0.37uM	HT29	24h	LINCSCP_125209
