signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_116175	-0.9933203728	6.978764765e-06	7	AKT Inhibitor VIII	LSM-1035	AKT1|AKT2	10uM	HT29	24h	LINCSCP_116175
LINCSCP_129398	0.9880988827	2.948822684e-05	7	Mitoxantrone	LSM-2481	TOP2A	10uM	JURKAT	24h	LINCSCP_129398
LINCSCP_129506	0.9864122246	4.103515591e-05	7	Dacomitinib	LSM-42808	EGFR|ERBB2|ERBB3|ERBB4	10uM	JURKAT	24h	LINCSCP_129506
LINCSCP_77427	-0.9851152436	5.150344667e-05	7	Lafutidine	LSM-45448	NA	0.12uM	A375	24h	LINCSCP_77427
LINCSCP_27265	0.9847560994	5.465605057e-05	7	AC1NSOND	LSM-43112	NA	10uM	HT29	6h	LINCSCP_27265
LINCSCP_51001	0.9841339709	6.038416608e-05	7	3,5-Bis(4-methylbenzylidene)piperidin-4-one	LSM-42949	SENP2|USP1|USP2|USP7	10uM	RMGI	6h	LINCSCP_51001
LINCSCP_87393	0.9834405801	6.717428183e-05	7	Rigosertib	LSM-44531	CDK1|F2R|FLT1|FYN|PDGFRA|PLK1|PLK2|SRC	0.12uM	CD34	24h	LINCSCP_87393
LINCSCP_129439	0.9832303325	6.931898094e-05	7	SGI-1776	LSM-6307	PIM1|PIM2|PIM3	10uM	JURKAT	24h	LINCSCP_129439
LINCSCP_50133	0.9826916302	7.499898568e-05	7	Dipyridamole	LSM-3927	ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1	10uM	PHH	24h	LINCSCP_50133
LINCSCP_129690	0.9824760015	7.734772196e-05	7	OTSSP167	LSM-6340	NA	0.04uM	JURKAT	24h	LINCSCP_129690
LINCSCP_129688	0.9817547505	8.552049188e-05	7	OTSSP167	LSM-6340	NA	10uM	JURKAT	24h	LINCSCP_129688
LINCSCP_17043	-0.9815508055	8.792076315e-05	7	Benzofuran	LSM-36964	NA	10uM	HA1E	24h	LINCSCP_17043
LINCSCP_298858	0.9802765128	0.0001038266321	7	BRD-K01008530	LSM-6870	NA	5uM	VCAP	6h	LINCSCP_298858
LINCSCP_56860	0.9802573467	0.0001040779701	7	TW 37	LSM-6236	BCL2|BCL2L1|MCL1	10uM	VCAP	24h	LINCSCP_56860
LINCSCP_18731	0.9794225597	0.0001153792818	7	Tyrphostin B46	LSM-3628	EGFR	10uM	HCC515	6h	LINCSCP_18731
LINCSCP_59495	0.9786559231	0.0001263756043	7	Loperamide	LSM-3365	OPRD1|OPRM1	10uM	VCAP	24h	LINCSCP_59495
LINCSCP_3018	0.9784001871	0.000130177174	7	BRD-K73945663	LSM-41290	NA	10uM	A375	6h	LINCSCP_3018
LINCSCP_44808	0.9783634636	0.0001307285995	7	BDBM50127227	LSM-43025	FNTA|IKBKB	10uM	PC3	6h	LINCSCP_44808
