signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_146628	-0.8756245004	9.084025693e-07	19	BGT-226	LSM-6710	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.37uM	NEU	24h	LINCSCP_146628
LINCSCP_48956	0.8692709417	1.356512844e-06	19	CHEMBL2139107	LSM-7275	NA	10uM	PC3	24h	LINCSCP_48956
LINCSCP_241824	0.8680847366	1.458617458e-06	19	Clozapine	LSM-2823	ADRA1A|ADRA1B|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD2|DRD3|DRD4|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR6|HTR7	10uM	MCF7	6h	LINCSCP_241824
LINCSCP_191753	0.8447992336	5.345281848e-06	19	Prochlorperazine	LSM-2436	DRD2	10uM	A549	24h	LINCSCP_191753
LINCSCP_146395	0.8370803672	7.854391422e-06	19	SAR245409	LSM-1174	NA	0.37uM	NEU	24h	LINCSCP_146395
LINCSCP_48933	0.82778312	1.217399313e-05	19	BRD-K18183699	LSM-38235	NA	10uM	PC3	24h	LINCSCP_48933
LINCSCP_146825	-0.821347579	1.624649651e-05	19	Azacitidine	LSM-5218	DNMT1|DNMT3A	10uM	NEU	24h	LINCSCP_146825
LINCSCP_146435	0.8169335351	1.967483699e-05	19	AZ628	LSM-1050	BRAF|RAF1	10uM	NEU	24h	LINCSCP_146435
LINCSCP_43473	-0.8150479899	2.13189809e-05	19	24(S),25-epoxycholesterol	LSM-5712	NR1H2|NR1H3	10uM	NPC	24h	LINCSCP_43473
LINCSCP_146537	0.814882147	2.146908538e-05	19	CDK9 Inhibitor	LSM-1197	NA	10uM	NEU	24h	LINCSCP_146537
LINCSCP_147262	-0.8118392845	2.438919766e-05	19	CC-401	LSM-1186	NA	10uM	NEU	24h	LINCSCP_147262
LINCSCP_96666	-0.8102870492	2.600601755e-05	19	MLN-8054	LSM-1066	AURKA	10uM	HA1E	24h	LINCSCP_96666
LINCSCP_74223	0.8068922411	2.98661352e-05	19	CEFEPIME HYDROCHLORIDE	LSM-45262	NA	0.12uM	A375	24h	LINCSCP_74223
LINCSCP_260087	-0.8068471609	2.992053488e-05	19	FOXY-5	LSM-36992	NA	10uM	NEU	6h	LINCSCP_260087
LINCSCP_43107	-0.8010984927	3.759455335e-05	19	BRD-K22052171	LSM-9763	NA	10uM	NPC	24h	LINCSCP_43107
LINCSCP_146694	0.7996272493	3.981026131e-05	19	SCHEMBL618594	LSM-1070	NA	3.33uM	NEU	24h	LINCSCP_146694
LINCSCP_100217	0.7978457388	4.264241212e-05	19	SCHEMBL17378613	LSM-5749	CSF1R	3.33uM	HCC515	24h	LINCSCP_100217
LINCSCP_17042	-0.7975552337	4.312024698e-05	19	(S)-Zearalenone	LSM-44632	NA	20uM	HA1E	24h	LINCSCP_17042
LINCSCP_39905	-0.7965913665	4.473870364e-05	19	Quinacrine	LSM-1577	TP53	10uM	NCIH1836	6h	LINCSCP_39905
LINCSCP_146657	0.792783757	5.165210843e-05	19	BS-181	LSM-6305	NA	1.11uM	NEU	24h	LINCSCP_146657
LINCSCP_148251	-0.7902513513	5.674062227e-05	19	Rigosertib	LSM-44531	CDK1|F2R|FLT1|FYN|PDGFRA|PLK1|PLK2|SRC	0.12uM	NPC.CAS9	24h	LINCSCP_148251
LINCSCP_271417	0.7899226977	5.743145406e-05	19	SCHEMBL6466366	LSM-6071	NA	10uM	PC3	24h	LINCSCP_271417
LINCSCP_146405	0.789219478	5.893386085e-05	19	Cabozantinib	LSM-1195	KDR|MET	10uM	NEU	24h	LINCSCP_146405
LINCSCP_43643	0.7887968973	5.985278203e-05	19	PD-98059	LSM-3394	MAP2K1	10uM	NPC	6h	LINCSCP_43643
LINCSCP_257868	-0.7852000927	6.818356252e-05	19	N-(5-Chloro-2-hydroxyphenyl)-2-ethoxybenzamide	LSM-4803	NA	10uM	NEU	24h	LINCSCP_257868
LINCSCP_39908	-0.7845199407	6.98655922e-05	19	Manumycin-A	LSM-43075	FNTA|IKBKB	10uM	NCIH1836	6h	LINCSCP_39908
LINCSCP_23431	-0.7824557188	7.518961958e-05	19	BRD-K47977047-001-01-2	LSM-6836	NA	3uM	HEPG2	24h	LINCSCP_23431
LINCSCP_87023	-0.7816010766	7.749336667e-05	19	JW 55	LSM-6318	NA	0.04uM	CD34	24h	LINCSCP_87023
