signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_165912	0.7691529953	2.673600182e-09	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	SKL	24h	LINCSCP_165912
LINCSCP_165911	0.7624979458	4.412788122e-09	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	SKL	24h	LINCSCP_165911
LINCSCP_165913	0.7613319178	4.809704075e-09	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	SKL	24h	LINCSCP_165913
LINCSCP_165558	0.7402873282	2.103364099e-08	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	SKL	24h	LINCSCP_165558
LINCSCP_165557	0.7355156078	2.88261885e-08	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	SKL	24h	LINCSCP_165557
LINCSCP_166259	0.7291649623	4.340119471e-08	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	SKL	24h	LINCSCP_166259
LINCSCP_165559	0.718096106	8.624621419e-08	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	SKL	24h	LINCSCP_165559
LINCSCP_83274	0.7151516154	1.029744303e-07	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	ASC.C	24h	LINCSCP_83274
LINCSCP_108407	0.7023401107	2.172276759e-07	42	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	10uM	HELA	24h	LINCSCP_108407
LINCSCP_165199	0.6866592026	5.145246805e-07	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	SKL.C	24h	LINCSCP_165199
LINCSCP_165201	0.6854416769	5.489336943e-07	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	SKL.C	24h	LINCSCP_165201
LINCSCP_166260	0.6801589809	7.243808163e-07	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	SKL	24h	LINCSCP_166260
LINCSCP_104147	0.6668380049	1.422474694e-06	42	TAK-733	LSM-45834	MAP2K1|MAP2K2	10uM	HELA	24h	LINCSCP_104147
LINCSCP_107057	0.6637011967	1.659335487e-06	42	RO4987655	LSM-45489	MAP2K1|MAP2K2	1.11uM	HELA	24h	LINCSCP_107057
LINCSCP_83273	0.6626720328	1.744655742e-06	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	ASC.C	24h	LINCSCP_83273
LINCSCP_83982	0.6595191433	2.031903728e-06	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	ASC.C	24h	LINCSCP_83982
LINCSCP_104075	0.6591846456	2.064811443e-06	42	VRT752271	LSM-45974	NA	10uM	HELA	24h	LINCSCP_104075
LINCSCP_107055	0.6583556153	2.148502742e-06	42	RO4987655	LSM-45489	MAP2K1|MAP2K2	10uM	HELA	24h	LINCSCP_107055
LINCSCP_83277	0.6565637266	2.340196805e-06	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.04uM	ASC.C	24h	LINCSCP_83277
LINCSCP_165556	0.6522709647	2.865380532e-06	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	SKL	24h	LINCSCP_165556
LINCSCP_114769	0.6511795255	3.015220676e-06	42	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HS578T	24h	LINCSCP_114769
