signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_37628	0.9805696284	6.091721759e-07	10	SA-1919551	LSM-37598	NA	10uM	MCF7	24h	LINCSCP_37628
LINCSCP_137400	0.9790892584	8.156730841e-07	10	GF-109203	LSM-2677	PRKCA	10uM	MCF7	24h	LINCSCP_137400
LINCSCP_121835	-0.9767567356	1.241656197e-06	10	Seliciclib	LSM-1001	CDK1|CDK2|CDK5|CDK7|CDK9	10uM	HT29	24h	LINCSCP_121835
LINCSCP_129709	0.9745028523	1.793056921e-06	10	Vandetanib	LSM-1199	EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK	10uM	JURKAT	24h	LINCSCP_129709
LINCSCP_52270	0.9730502919	2.233981601e-06	10	STOCK1S-03920	LSM-43331	NA	10uM	SKB	24h	LINCSCP_52270
LINCSCP_139219	-0.9695299394	3.634983652e-06	10	Y-39983	LSM-1150	ROCK1|ROCK2	3.33uM	MCF7	24h	LINCSCP_139219
LINCSCP_110369	-0.9688062242	3.989325752e-06	10	Doxorubicin	LSM-4062	TOP2A	0.12uM	HELA	24h	LINCSCP_110369
LINCSCP_38780	0.9650200752	6.279222031e-06	10	Tamoxifen	LSM-42959	ESR1|ESR2	0.04uM	MCF7	24h	LINCSCP_38780
LINCSCP_94390	-0.9623287764	8.418753256e-06	10	Losmapimod	LSM-42767	MAPK11|MAPK14	1.11uM	HA1E	24h	LINCSCP_94390
LINCSCP_139188	0.9593485133	1.137467102e-05	10	LGX818	LSM-45655	NA	10uM	MCF7	24h	LINCSCP_139188
LINCSCP_43957	0.9591988103	1.154104726e-05	10	Withaferin A	LSM-6685	IKBKB|NAMPT	1uM	PC3	6h	LINCSCP_43957
LINCSCP_129625	0.9581825571	1.271879732e-05	10	HG-14-10-04	LSM-6345	NA	10uM	JURKAT	24h	LINCSCP_129625
LINCSCP_133273	-0.9550410099	1.692850878e-05	10	Mitoxantrone	LSM-2481	TOP2A	10uM	MCF7	24h	LINCSCP_133273
LINCSCP_39886	0.9548763288	1.717445472e-05	10	Sepantronium	LSM-5399	BIRC5	0.5uM	NCIH1694	6h	LINCSCP_39886
LINCSCP_68318	0.9544901756	1.776156596e-05	10	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	10uM	VCAP	6h	LINCSCP_68318
LINCSCP_38878	0.9535774275	1.920850675e-05	10	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	0.5uM	MCF7	6h	LINCSCP_38878
LINCSCP_2323	0.9535619168	1.92338272e-05	10	SMR000217164	LSM-2440	NA	10uM	A375	6h	LINCSCP_2323
LINCSCP_154897	0.9529184146	2.030634134e-05	10	Lacidipine	LSM-46031	NA	0.37uM	PC3	24h	LINCSCP_154897
LINCSCP_311771	0.9510632142	2.364748732e-05	10	BRD-K88722443	LSM-42108	NA	10uM	VCAP	24h	LINCSCP_311771
LINCSCP_5988	0.9505599688	2.462017344e-05	10	BRD-K95976153	LSM-42480	NA	10uM	A549	24h	LINCSCP_5988
LINCSCP_147622	-0.9500027133	2.573155974e-05	10	MLN-0128	LSM-1206	MTOR	0.37uM	NPC.CAS9	24h	LINCSCP_147622
LINCSCP_68350	0.949664744	2.642348329e-05	10	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	10uM	VCAP	24h	LINCSCP_68350
LINCSCP_190479	0.9496522303	2.644936474e-05	10	ST013960	LSM-4594	NA	10uM	A549	24h	LINCSCP_190479
LINCSCP_69286	-0.9492939868	2.719831134e-05	10	Linsitinib	LSM-1135	IGF1R|INSR	1.11uM	A375	24h	LINCSCP_69286
LINCSCP_68282	0.9491684547	2.746443505e-05	10	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	10uM	VCAP	6h	LINCSCP_68282
LINCSCP_27284	0.9478213584	3.044338697e-05	10	Ketoconazole	LSM-5148	AR|CYP19A1	10uM	HT29	6h	LINCSCP_27284
