signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_96044	0.8570513896	2.776014227e-06	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HA1E	24h	LINCSCP_96044
LINCSCP_114339	0.8449619536	5.300922884e-06	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.04uM	HME1	24h	LINCSCP_114339
LINCSCP_114335	0.836161169	8.211940488e-06	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HME1	24h	LINCSCP_114335
LINCSCP_113229	0.82943337	1.12843301e-05	19	Selumetinib	LSM-1056	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_113229
LINCSCP_113979	0.8280840534	1.2007392e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	HME1	24h	LINCSCP_113979
LINCSCP_114336	0.8254357149	1.354339606e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	HME1	24h	LINCSCP_114336
LINCSCP_90764	-0.8212792573	1.629535221e-05	19	Galeterone	LSM-45479	NA	10uM	HA1E	24h	LINCSCP_90764
LINCSCP_114337	0.8210356862	1.647055693e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HME1	24h	LINCSCP_114337
LINCSCP_114334	0.8183516837	1.851129044e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_114334
LINCSCP_113980	0.8168434	1.975087054e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HME1	24h	LINCSCP_113980
LINCSCP_114338	0.81658956	1.996635808e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	HME1	24h	LINCSCP_114338
LINCSCP_120873	0.8138301626	2.24425855e-05	19	VRT752271	LSM-45974	NA	0.12uM	HT29	24h	LINCSCP_120873
LINCSCP_114687	0.8091504797	2.724754005e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	HME1	24h	LINCSCP_114687
LINCSCP_113981	0.8089436657	2.747884429e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	HME1	24h	LINCSCP_113981
LINCSCP_15683	-0.808341946	2.816144143e-05	19	MLS000038106	LSM-4068	NA	10uM	HA1E	6h	LINCSCP_15683
LINCSCP_9252	-0.8057863962	3.122539863e-05	19	MLS000038106	LSM-4068	NA	0.5uM	A549	24h	LINCSCP_9252
LINCSCP_114685	0.8056266998	3.142601537e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_114685
LINCSCP_229	0.8044058696	3.299659201e-05	19	PRESTWICK3_000685	LSM-1674	NA	10uM	A375	24h	LINCSCP_229
LINCSCP_167619	0.8038498023	3.373401126e-05	19	KW-2449	LSM-42803	ABL1|AURKA|AURKB|FLT3	3.33uM	YAPC	24h	LINCSCP_167619
LINCSCP_71134	0.7998891238	3.940787523e-05	19	CEP-701	LSM-45844	NA	3.33uM	A375	24h	LINCSCP_71134
LINCSCP_146286	-0.799738631	3.963868775e-05	19	BGT-226	LSM-6710	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.04uM	MNEU.E	24h	LINCSCP_146286
LINCSCP_113977	0.7982680412	4.195589481e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_113977
LINCSCP_86013	0.7952956103	4.699634499e-05	19	BRD-K01425431	NA	NA	0.37uM	BT20	24h	LINCSCP_86013
LINCSCP_113978	0.7951233073	4.730378649e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HME1	24h	LINCSCP_113978
LINCSCP_113982	0.7928972145	5.143360224e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.04uM	HME1	24h	LINCSCP_113982
LINCSCP_113300	-0.7885616148	6.036971177e-05	19	LRRK2-IN-1	LSM-1086	LRRK2	0.04uM	HME1	24h	LINCSCP_113300
LINCSCP_113272	0.788149892	6.128349209e-05	19	AS-605240	LSM-42784	PIK3CG	3.33uM	HME1	24h	LINCSCP_113272
LINCSCP_113230	0.7875907666	6.254336278e-05	19	Selumetinib	LSM-1056	MAP2K1|MAP2K2	3.33uM	HME1	24h	LINCSCP_113230
LINCSCP_114689	0.7868937279	6.414499035e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	HME1	24h	LINCSCP_114689
LINCSCP_191488	0.7867073441	6.457915708e-05	19	AC1LGCD9	LSM-4698	NA	10uM	A549	24h	LINCSCP_191488
LINCSCP_67338	0.7866603504	6.468902147e-05	19	Trichostatin A, Streptomyces Sp.	LSM-42814	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	10uM	MCF7	6h	LINCSCP_67338
LINCSCP_113048	0.7849785351	6.872763098e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HME1	24h	LINCSCP_113048
LINCSCP_15340	0.7839399754	7.132777956e-05	19	AC1M52QF	LSM-43140	NA	10uM	HA1E	24h	LINCSCP_15340
LINCSCP_113047	0.7838909696	7.145252192e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	HME1	24h	LINCSCP_113047
LINCSCP_113296	-0.7831316928	7.340921358e-05	19	LRRK2-IN-1	LSM-1086	LRRK2	3.33uM	HME1	24h	LINCSCP_113296
LINCSCP_171852	0.7827384653	7.444046928e-05	19	Tivozanib	LSM-1005	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB	10uM	YAPC	24h	LINCSCP_171852
LINCSCP_113398	0.7822145816	7.583360928e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HME1	3h	LINCSCP_113398
LINCSCP_96043	0.781889402	7.670951192e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HA1E	24h	LINCSCP_96043
LINCSCP_93308	-0.7810994213	7.887352078e-05	19	Trovafloxacin mesylate	LSM-45386	NA	10uM	HA1E	24h	LINCSCP_93308
LINCSCP_6399	0.7805048193	8.053656095e-05	19	N-Cyclooctyl-4-methylbenzenesulfonamide	LSM-6588	NA	10uM	A549	24h	LINCSCP_6399
LINCSCP_86114	0.7775004223	8.940578146e-05	19	AS-605240	LSM-42784	PIK3CG	1.11uM	BT20	24h	LINCSCP_86114
LINCSCP_85946	0.775911606	9.442437592e-05	19	C24H25CLFN5O3	LSM-42794	EGFR|ERBB2|ERBB4	1.11uM	BT20	24h	LINCSCP_85946
LINCSCP_81360	0.7754256108	9.600673931e-05	19	Trametinib	LSM-1143	MAP2K1|MAP2K2	1.11uM	A549	24h	LINCSCP_81360
LINCSCP_87995	0.775233113	9.66397298e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HA1E	24h	LINCSCP_87995
LINCSCP_85888	0.7751009438	9.707640273e-05	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	BT20	24h	LINCSCP_85888
LINCSCP_114686	0.7739065793	0.0001010994763	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HME1	24h	LINCSCP_114686
LINCSCP_113273	0.7738776276	0.0001011987371	19	AS-605240	LSM-42784	PIK3CG	1.11uM	HME1	24h	LINCSCP_113273
LINCSCP_56246	0.7733625203	0.0001029787423	19	181144-66-1	LSM-2180	NA	10uM	VCAP	24h	LINCSCP_56246
LINCSCP_25892	-0.7732244067	0.0001034605274	19	SMR000093349	LSM-2294	S1PR3	10uM	HT29	24h	LINCSCP_25892
LINCSCP_82030	0.7730554546	0.0001040525026	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	A549	24h	LINCSCP_82030
LINCSCP_14628	-0.7726166152	0.0001056036374	19	16Beta-hydroxydisitoxigenin	LSM-1432	ATP1A1	10uM	HA1E	24h	LINCSCP_14628
LINCSCP_6450	0.7717997687	0.000108543496	19	Oleoylethanolamide	LSM-42935	GPR119|PPARA	10uM	A549	24h	LINCSCP_6450
LINCSCP_114688	0.7707814467	0.0001123060509	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HME1	24h	LINCSCP_114688
LINCSCP_207478	-0.7690677777	0.0001188891519	19	Niclosamide	LSM-2787	STAT3	10uM	FIBRNPC	24h	LINCSCP_207478
LINCSCP_82026	0.7688912124	0.0001195857576	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	A549	24h	LINCSCP_82026
LINCSCP_86014	0.7680020382	0.0001231469933	19	BRD-K01425431	NA	NA	0.12uM	BT20	24h	LINCSCP_86014
LINCSCP_263490	0.7676388077	0.0001246275721	19	N-38763a	LSM-37143	NA	10uM	NPC	24h	LINCSCP_263490
LINCSCP_113045	0.7673673211	0.000125744079	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_113045
LINCSCP_61895	0.7668732854	0.0001277977259	19	BRD-K57166447	LSM-11891	NA	5uM	VCAP	6h	LINCSCP_61895
LINCSCP_113046	0.7667778378	0.0001281977685	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HME1	24h	LINCSCP_113046
LINCSCP_88059	0.7657913914	0.0001323951271	19	CHEMBL2136735	LSM-1152	FGFR1|FGFR3|FLT1|FLT4|KDR|PDGFRA|PDGFRB	1.11uM	HA1E	24h	LINCSCP_88059
LINCSCP_170839	0.7647092691	0.0001371337906	19	Apilimod	LSM-45286	NA	0.37uM	YAPC	24h	LINCSCP_170839
LINCSCP_25926	-0.7640586891	0.0001400516975	19	MLS-0390843.0001	LSM-2890	NA	10uM	HT29	24h	LINCSCP_25926
LINCSCP_92359	0.7635200005	0.0001425076445	19	S1RA (hydrochloride)	LSM-45440	NA	0.12uM	HA1E	24h	LINCSCP_92359
LINCSCP_114690	0.7627190498	0.0001462270804	19	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.04uM	HME1	24h	LINCSCP_114690
LINCSCP_85153	0.7623773923	0.0001478386425	19	Dasatinib	LSM-1020	ABL1|BCR|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|YES1	3.33uM	BT20	24h	LINCSCP_85153
