signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_169785	-0.9871745681	7.768931102e-07	9	Altrenogest	LSM-45810	NA	0.37uM	YAPC	24h	LINCSCP_169785
LINCSCP_169402	-0.9815745583	2.745959534e-06	9	Temozolomide	LSM-4590	MGMT	0.12uM	YAPC	24h	LINCSCP_169402
LINCSCP_146680	0.9788087057	4.467931112e-06	9	Infigratinib	LSM-1184	FGFR1|FGFR2|FGFR3|FGFR4	3.33uM	NEU	24h	LINCSCP_146680
LINCSCP_170775	-0.9752761257	7.637640139e-06	9	CGP-12177	LSM-1474	NA	0.04uM	YAPC	24h	LINCSCP_170775
LINCSCP_168308	-0.9715134704	1.249354689e-05	9	brivanib	LSM-45738	NA	3.33uM	YAPC	24h	LINCSCP_168308
LINCSCP_113941	-0.9701711669	1.465890493e-05	9	Motesanib	LSM-1042	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET	10uM	HME1	24h	LINCSCP_113941
LINCSCP_81162	-0.9677281939	1.926251346e-05	9	Buparlisib	LSM-1148	PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	1.11uM	A549	24h	LINCSCP_81162
LINCSCP_34759	0.9616641397	3.498295894e-05	9	BRD-K24139908	LSM-38587	NA	5uM	MCF7	24h	LINCSCP_34759
LINCSCP_170590	0.9583877537	4.646317388e-05	9	Rottlerin	LSM-42845	NA	0.12uM	YAPC	24h	LINCSCP_170590
LINCSCP_4521	-0.958054664	4.776226425e-05	9	PP-30	LSM-6238	RAF1	10uM	A549	24h	LINCSCP_4521
LINCSCP_170514	-0.9559653595	5.650367175e-05	9	Celecoxib	LSM-2032	PTGS2	10uM	YAPC	24h	LINCSCP_170514
LINCSCP_69129	-0.954946071	6.115374738e-05	9	TGX 221	LSM-1172	PIK3CB	10uM	A375	24h	LINCSCP_69129
LINCSCP_14350	0.9545998206	6.279305545e-05	9	NCGC00167840-01	LSM-1436	TLR7	10uM	HA1E	24h	LINCSCP_14350
LINCSCP_310637	0.9543568677	6.396168356e-05	9	BRD-K66617214	LSM-40900	NA	10uM	VCAP	6h	LINCSCP_310637
LINCSCP_54671	0.953605852	6.767131911e-05	9	Tozasertib	LSM-1021	ABL1|AURKA|AURKB|AURKC|BCR|FLT3|JAK2	10uM	SW948	6h	LINCSCP_54671
LINCSCP_169295	-0.952528399	7.325534193e-05	9	Acifran	LSM-45845	NA	0.04uM	YAPC	24h	LINCSCP_169295
LINCSCP_269914	0.9522364774	7.48225575e-05	9	Ranolazine	LSM-1952	SCN4A|SCN5A|SCN9A	10uM	PC3	6h	LINCSCP_269914
LINCSCP_66141	0.9512156482	8.048938535e-05	9	BRD-K69672023	LSM-41063	NA	1uM	VCAP	24h	LINCSCP_66141
LINCSCP_125547	-0.9492865403	9.201502938e-05	9	Phorbol Myristate Acetate	LSM-25630	NA	0.03uM	HT29	24h	LINCSCP_125547
LINCSCP_17998	0.9486251338	9.622112518e-05	9	Ponalrestat	LSM-3528	AKR1B1	10uM	HCC515	24h	LINCSCP_17998
LINCSCP_90777	0.9475478054	0.0001033599522	9	BRD-A00474148	LSM-45242	NA	3.33uM	HA1E	24h	LINCSCP_90777
LINCSCP_132148	0.9463672235	0.0001116033761	9	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	0.12uM	MCF7	24h	LINCSCP_132148
LINCSCP_131903	0.9460034639	0.0001142340034	9	Dasatinib	LSM-1020	ABL1|BCR|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|YES1	0.04uM	MCF7	24h	LINCSCP_131903
LINCSCP_170802	-0.9456104509	0.0001171250063	9	Valproic acid	LSM-4620	ABAT|ALDH5A1|HDAC1|SCN1A|SCN3A	1.11uM	YAPC	24h	LINCSCP_170802
LINCSCP_168180	-0.9453570521	0.0001190161293	9	SGX-523	LSM-1123	MET	0.12uM	YAPC	24h	LINCSCP_168180
LINCSCP_46917	0.9452255686	0.0001200058306	9	BDBM50377913	LSM-5158	ALOX5|NR1I2|PTGS1	10uM	PC3	6h	LINCSCP_46917
LINCSCP_145530	-0.9447232512	0.0001238403414	9	WYE 125132	LSM-1064	MTOR	0.12uM	MDAMB231	24h	LINCSCP_145530
LINCSCP_170447	-0.9446053296	0.0001247528757	9	Olaparib	LSM-1145	PARP1|PARP2|PARP3	0.04uM	YAPC	24h	LINCSCP_170447
LINCSCP_15748	-0.941978707	0.0001463310621	9	SMR000798332	LSM-2559	NA	10uM	HA1E	24h	LINCSCP_15748
LINCSCP_109225	0.9411056631	0.0001540499251	9	tropisetron	LSM-45589	NA	0.12uM	HELA	24h	LINCSCP_109225
