signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_75554	0.6292708663	8.274171266e-36	312	Cholic acid	LSM-5541	CES1|FECH|PLA2G1B	10uM	A375	24h	LINCSCP_75554
LINCSCP_74484	0.5823644704	1.009616812e-29	312	Alaproclate	LSM-1333	SLC6A4	1.11uM	A375	24h	LINCSCP_74484
LINCSCP_63361	0.5774132433	3.892187606e-29	312	BRD-K30794866	LSM-10284	NA	5uM	VCAP	24h	LINCSCP_63361
LINCSCP_75199	0.5511109099	3.489233613e-26	312	Alizapride	LSM-4953	DRD2	1.11uM	A375	24h	LINCSCP_75199
LINCSCP_89525	0.5504690143	4.088397687e-26	312	Pyrazinamide	LSM-5425	FASN	3.33uM	HA1E	24h	LINCSCP_89525
LINCSCP_74496	0.5496504618	5.00152104e-26	312	Swainsonine	LSM-45602	NA	1.28uM	A375	24h	LINCSCP_74496
LINCSCP_128245	-0.5464220932	1.101691639e-25	312	FR-180204	LSM-42790	MAPK1|MAPK3	0.04uM	HUES3	24h	LINCSCP_128245
LINCSCP_32631	-0.5435737107	2.195765644e-25	312	BRD-A80960055-001-01-7	LSM-5162	NA	10uM	MCF7	6h	LINCSCP_32631
LINCSCP_62245	0.5429543727	2.548803973e-25	312	BRD-K00347265	LSM-8447	NA	5uM	VCAP	24h	LINCSCP_62245
LINCSCP_75547	0.5418456753	3.325937797e-25	312	AMD-070 (hydrochloride)	LSM-45591	NA	0.04uM	A375	24h	LINCSCP_75547
LINCSCP_75560	0.5418092944	3.355053489e-25	312	Acetazolamide	LSM-5543	CA1|CA12|CA14|CA2|CA4|CA7	10uM	A375	24h	LINCSCP_75560
LINCSCP_75583	0.5415618321	3.559876906e-25	312	MLN 2480	LSM-45644	ARAF|BRAF|RAF1	0.04uM	A375	24h	LINCSCP_75583
LINCSCP_136669	-0.5387889865	6.892161893e-25	312	Temsirolimus (CCI-779, NSC 683864)	LSM-45994	MTOR	10uM	MCF7	24h	LINCSCP_136669
LINCSCP_74492	0.5346255754	1.837443783e-24	312	Emedastine	LSM-5331	HRH1	0.12uM	A375	24h	LINCSCP_74492
LINCSCP_71305	0.5346189862	1.840277745e-24	312	MK-8245	LSM-45756	NA	0.12uM	A375	24h	LINCSCP_71305
LINCSCP_69045	-0.5322648969	3.18470795e-24	312	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	10uM	A375	24h	LINCSCP_69045
LINCSCP_154047	-0.5309147866	4.353463436e-24	312	Simvastatin	LSM-2492	HMGCR	0.37uM	PC3	24h	LINCSCP_154047
LINCSCP_472	-0.5290246191	6.72803007e-24	312	Linoleic acid	LSM-42867	NA	10uM	A375	6h	LINCSCP_472
LINCSCP_61931	0.5277921306	8.923255081e-24	312	BRD-K00695053	LSM-8478	NA	5uM	VCAP	24h	LINCSCP_61931
LINCSCP_64251	0.5274890227	9.563272098e-24	312	BRD-K16811158	LSM-38156	NA	5uM	VCAP	24h	LINCSCP_64251
LINCSCP_75555	0.5264175112	1.220987255e-23	312	Cholic acid	LSM-5541	CES1|FECH|PLA2G1B	3.33uM	A375	24h	LINCSCP_75555
LINCSCP_169739	-0.5263182379	1.248884972e-23	312	MK-0812	LSM-45856	NA	0.04uM	YAPC	24h	LINCSCP_169739
LINCSCP_64052	0.5256000147	1.470311437e-23	312	BRD-M87776818	LSM-45074	NA	5uM	VCAP	24h	LINCSCP_64052
LINCSCP_138016	0.5218317423	3.440160828e-23	312	Emedastine	LSM-5331	HRH1	0.12uM	MCF7	24h	LINCSCP_138016
LINCSCP_61944	0.5174084764	9.206353618e-23	312	BRD-K13779607	LSM-9262	NA	5uM	VCAP	24h	LINCSCP_61944
LINCSCP_75556	0.5173711264	9.282629206e-23	312	Cholic acid	LSM-5541	CES1|FECH|PLA2G1B	1.11uM	A375	24h	LINCSCP_75556
LINCSCP_61818	0.5173398838	9.346910145e-23	312	BRD-K73876582	LSM-12955	NA	5uM	VCAP	24h	LINCSCP_61818
LINCSCP_105717	0.5157063453	1.339497351e-22	312	Cholic acid	LSM-5541	CES1|FECH|PLA2G1B	10uM	HELA	24h	LINCSCP_105717
LINCSCP_126167	-0.5140609043	1.920901619e-22	312	SPECTRUM_000011	LSM-1767	NA	3.33uM	HT29	24h	LINCSCP_126167
LINCSCP_62135	0.5101603102	4.479920294e-22	312	BRD-K24017250	LSM-9878	NA	5uM	VCAP	24h	LINCSCP_62135
LINCSCP_44018	-0.50890471	5.870187018e-22	312	Arecaidine Propargyl Ester	LSM-2520	CHRM1	10uM	PC3	24h	LINCSCP_44018
LINCSCP_11655	0.5088585352	5.928699121e-22	312	BMS-345541	LSM-1028	IKBKB	0.5uM	BT20	24h	LINCSCP_11655
LINCSCP_73416	0.5087443974	6.075808777e-22	312	CHEMBL179288	LSM-3648	NA	3.33uM	A375	24h	LINCSCP_73416
LINCSCP_155235	-0.507605229	7.755789481e-22	312	Temoporfin	LSM-45995	NA	10uM	PC3	24h	LINCSCP_155235
LINCSCP_74540	0.5074724125	7.979236374e-22	312	Iguratimod	LSM-45469	NA	10uM	A375	24h	LINCSCP_74540
LINCSCP_74486	0.5067861781	9.238670559e-22	312	Alaproclate	LSM-1333	SLC6A4	0.12uM	A375	24h	LINCSCP_74486
LINCSCP_74495	0.5067509527	9.308351178e-22	312	Swainsonine	LSM-45602	NA	3.85uM	A375	24h	LINCSCP_74495
LINCSCP_153687	-0.504627832	1.461711866e-21	312	Adoprazine	LSM-45419	NA	0.37uM	PC3	24h	LINCSCP_153687
LINCSCP_145915	0.5039837825	1.675116902e-21	312	Lapatinib	LSM-1051	EGFR|ERBB2	10uM	MDAMB231	3h	LINCSCP_145915
LINCSCP_61966	0.502435621	2.321657057e-21	312	BRD-K24339152	LSM-9905	NA	5uM	VCAP	24h	LINCSCP_61966
LINCSCP_212182	0.5001622922	3.738060278e-21	312	BRD-K45758869-001-01-3	LSM-39802	NA	10uM	HA1E	6h	LINCSCP_212182
LINCSCP_201007	-0.4998883759	3.957907106e-21	312	BRD-K79793579	LSM-41625	NA	10uM	A549	24h	LINCSCP_201007
LINCSCP_68007	-0.498472222	5.314060136e-21	312	Withaferin A	LSM-6685	IKBKB|NAMPT	10uM	PC3	6h	LINCSCP_68007
LINCSCP_61935	0.4984161978	5.376213059e-21	312	BRD-K05726929	LSM-8767	NA	5uM	VCAP	24h	LINCSCP_61935
LINCSCP_163413	0.4984078761	5.385505975e-21	312	Erlotinib	LSM-1097	EGFR	0.12uM	SKBR3	3h	LINCSCP_163413
LINCSCP_372	-0.4976394129	6.315388687e-21	312	Haloperidol	LSM-3512	DRD1|DRD2|DRD3|DRD4|HTR2A	10uM	A375	24h	LINCSCP_372
LINCSCP_24689	0.4967474512	7.594023073e-21	312	GSK-1904529A	LSM-1134	IGF1R|INSR	10uM	HS578T	24h	LINCSCP_24689
LINCSCP_14200	0.4967386076	7.607897157e-21	312	Dobutamine	LSM-1807	ADRB1|ADRB2	10uM	HA1E	6h	LINCSCP_14200
LINCSCP_4328	-0.495428294	9.964704666e-21	312	Tocainide	LSM-1909	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	10uM	A549	6h	LINCSCP_4328
