signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_161026	0.9066770347	2.523455594e-09	23	IMD-0354	LSM-3667	IKBKB	1.11uM	PC3	24h	LINCSCP_161026
LINCSCP_48776	0.9017314057	4.243855538e-09	23	CHEMBL2362282	LSM-39732	NA	10uM	PC3	24h	LINCSCP_48776
LINCSCP_158583	0.8789647769	3.411965088e-08	23	ABT-199 (GDC-0199)	LSM-45468	BCL2	10uM	PC3	24h	LINCSCP_158583
LINCSCP_161025	0.8767235831	4.094670715e-08	23	IMD-0354	LSM-3667	IKBKB	3.33uM	PC3	24h	LINCSCP_161025
LINCSCP_114989	-0.8667383956	8.861207637e-08	23	SB590885	LSM-42746	NA	0.12uM	HS578T	24h	LINCSCP_114989
LINCSCP_99973	0.8652961832	9.855961688e-08	23	noscapine	NA	NA	3.33uM	HCC515	24h	LINCSCP_99973
LINCSCP_44394	0.8637946992	1.099630654e-07	23	BRD-K38477985	LSM-2854	EGFR	10uM	PC3	24h	LINCSCP_44394
LINCSCP_125212	0.8596954709	1.473197786e-07	23	Miconazole	LSM-5165	NA	10uM	HT29	24h	LINCSCP_125212
LINCSCP_45542	0.8568024068	1.801092774e-07	23	ML239	LSM-3882	NA	10uM	PC3	24h	LINCSCP_45542
LINCSCP_113253	0.8566285323	1.822724615e-07	23	Gefitinib	LSM-1098	EGFR	10uM	HME1	24h	LINCSCP_113253
LINCSCP_153343	0.8558117975	1.927464656e-07	23	ARTESUNATE	LSM-45731	NA	3.33uM	PC3	24h	LINCSCP_153343
LINCSCP_48764	0.8548690907	2.055000351e-07	23	CHEMBL2355647	LSM-39249	NA	10uM	PC3	24h	LINCSCP_48764
LINCSCP_44664	0.8520144335	2.488303991e-07	23	Rhodomyrtoxin B	LSM-1285	SLCO1B3	10uM	PC3	24h	LINCSCP_44664
LINCSCP_48767	0.8503272369	2.781042985e-07	23	CHEMBL2355693	LSM-39349	NA	10uM	PC3	24h	LINCSCP_48767
LINCSCP_155230	0.8499724341	2.846368751e-07	23	Niclosamide	LSM-2787	STAT3	3.33uM	PC3	24h	LINCSCP_155230
LINCSCP_44201	0.8466761548	3.521779995e-07	23	Fccp	LSM-2317	NA	10uM	PC3	24h	LINCSCP_44201
LINCSCP_125770	0.8466259007	3.533095585e-07	23	SGI-1776	LSM-6307	PIM1|PIM2|PIM3	10uM	HT29	24h	LINCSCP_125770
LINCSCP_130615	0.8457964573	3.724592356e-07	23	Pelitinib	LSM-42796	EGFR	1.11uM	MCF10A	24h	LINCSCP_130615
LINCSCP_161547	0.8455477335	3.78378838e-07	23	Thioguanosine	LSM-5832	NA	3.33uM	PC3	24h	LINCSCP_161547
LINCSCP_160694	0.8453397969	3.833918004e-07	23	Simeprevir	LSM-45598	NA	10uM	PC3	24h	LINCSCP_160694
LINCSCP_49062	0.8441210849	4.13978949e-07	23	BRD-K97787842	LSM-42566	NA	10uM	PC3	24h	LINCSCP_49062
LINCSCP_25301	0.8437411106	4.239495875e-07	23	Thapsigargin	LSM-43008	ATP2A1	10uM	HT29	24h	LINCSCP_25301
LINCSCP_153342	0.840832311	5.076337117e-07	23	ARTESUNATE	LSM-45731	NA	10uM	PC3	24h	LINCSCP_153342
LINCSCP_159998	0.8407940009	5.088274393e-07	23	Miconazole	LSM-5165	NA	10uM	PC3	24h	LINCSCP_159998
LINCSCP_155229	0.840559664	5.161837705e-07	23	Niclosamide	LSM-2787	STAT3	10uM	PC3	24h	LINCSCP_155229
LINCSCP_30425	0.8390392899	5.662524251e-07	23	BRD-A43331270-001-01-6	LSM-4436	ADRA1A|CACNA1C	10uM	MCF7	24h	LINCSCP_30425
