signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_114338	0.7657092896	9.006364636e-41	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	HME1	24h	LINCSCP_114338
LINCSCP_114335	0.7598066069	8.073383132e-40	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HME1	24h	LINCSCP_114335
LINCSCP_113981	0.7595566636	8.846698991e-40	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	HME1	24h	LINCSCP_113981
LINCSCP_113979	0.7594268967	9.276563223e-40	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	HME1	24h	LINCSCP_113979
LINCSCP_114336	0.7585412912	1.281344245e-39	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	HME1	24h	LINCSCP_114336
LINCSCP_114339	0.7565105405	2.673388164e-39	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.04uM	HME1	24h	LINCSCP_114339
LINCSCP_114337	0.7547295976	5.065204643e-39	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HME1	24h	LINCSCP_114337
LINCSCP_113982	0.7495351072	3.16726605e-38	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.04uM	HME1	24h	LINCSCP_113982
LINCSCP_114688	0.7473117905	6.846487079e-38	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HME1	24h	LINCSCP_114688
LINCSCP_113980	0.7457510201	1.170585641e-37	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HME1	24h	LINCSCP_113980
LINCSCP_114334	0.7453356287	1.349309069e-37	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_114334
LINCSCP_113977	0.7452367893	1.395651051e-37	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_113977
LINCSCP_113978	0.7436034941	2.433001696e-37	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HME1	24h	LINCSCP_113978
LINCSCP_114689	0.7431252944	2.860641641e-37	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	HME1	24h	LINCSCP_114689
LINCSCP_114686	0.7396323371	9.234701804e-37	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	HME1	24h	LINCSCP_114686
LINCSCP_76895	0.7389643283	1.152999403e-36	205	RO4987655	LSM-45489	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_76895
LINCSCP_131280	0.7374661561	1.892228068e-36	205	C24H25CLFN5O3	LSM-42794	EGFR|ERBB2|ERBB4	1.11uM	MCF10A	24h	LINCSCP_131280
LINCSCP_76894	0.7356382611	3.447330454e-36	205	RO4987655	LSM-45489	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_76894
LINCSCP_131444	0.7329025976	8.38207361e-36	205	AS-605240	LSM-42784	PIK3CG	10uM	MCF10A	24h	LINCSCP_131444
LINCSCP_76098	0.7322055299	1.049334623e-35	205	Selumetinib	LSM-1056	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_76098
LINCSCP_130469	0.7321568713	1.065891243e-35	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.04uM	MCF10A	24h	LINCSCP_130469
LINCSCP_78245	0.7318220199	1.187025966e-35	205	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_78245
LINCSCP_75901	0.7316675479	1.247388599e-35	205	AZD-8330	LSM-1165	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_75901
LINCSCP_131426	0.7314560522	1.334969066e-35	205	Gefitinib	LSM-1098	EGFR	10uM	MCF10A	24h	LINCSCP_131426
LINCSCP_131445	0.7307196083	1.689927284e-35	205	AS-605240	LSM-42784	PIK3CG	3.33uM	MCF10A	24h	LINCSCP_131445
LINCSCP_76896	0.7298988551	2.195786307e-35	205	RO4987655	LSM-45489	MAP2K1|MAP2K2	1.11uM	A375	24h	LINCSCP_76896
LINCSCP_78244	0.7270473687	5.413347145e-35	205	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_78244
LINCSCP_114687	0.726800526	5.850002825e-35	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	HME1	24h	LINCSCP_114687
LINCSCP_131402	0.7259953912	7.529892305e-35	205	Selumetinib	LSM-1056	MAP2K1|MAP2K2	10uM	MCF10A	24h	LINCSCP_131402
LINCSCP_75900	0.7256948989	8.271911784e-35	205	AZD-8330	LSM-1165	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_75900
LINCSCP_78246	0.7251666702	9.754974944e-35	205	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	1.11uM	A375	24h	LINCSCP_78246
LINCSCP_130777	0.723613731	1.580589719e-34	205	Trametinib	LSM-1143	MAP2K1|MAP2K2	1.11uM	MCF10A	24h	LINCSCP_130777
LINCSCP_130652	0.7219586109	2.63411096e-34	205	Radicicol	LSM-43303	NA	0.37uM	MCF10A	24h	LINCSCP_130652
LINCSCP_69000	0.7190310262	6.442781528e-34	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_69000
LINCSCP_130574	0.7187556823	7.00410624e-34	205	AZD-8330	LSM-1165	MAP2K1|MAP2K2	0.37uM	MCF10A	24h	LINCSCP_130574
LINCSCP_130673	0.7183393089	7.945693986e-34	205	CI-1040	LSM-1048	MAP2K1|MAP2K2	10uM	MCF10A	24h	LINCSCP_130673
LINCSCP_113827	0.7182349854	8.200520306e-34	205	PCI-32765	LSM-1129	BTK	10uM	HME1	24h	LINCSCP_113827
LINCSCP_73830	0.7177415435	9.519248997e-34	205	Pimasertib	LSM-5946	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_73830
LINCSCP_113229	0.7170605016	1.168849251e-33	205	Selumetinib	LSM-1056	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_113229
LINCSCP_69585	0.7168024901	1.263183797e-33	205	Selumetinib	LSM-1056	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_69585
LINCSCP_77712	0.7167063762	1.300210855e-33	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	A375	24h	LINCSCP_77712
LINCSCP_131222	0.7164323873	1.411735304e-33	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	MCF10A	24h	LINCSCP_131222
LINCSCP_76898	0.7159293138	1.641591225e-33	205	RO4987655	LSM-45489	MAP2K1|MAP2K2	0.12uM	A375	24h	LINCSCP_76898
LINCSCP_77714	0.7157948584	1.709031941e-33	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	A375	24h	LINCSCP_77714
LINCSCP_114685	0.7156286705	1.796172151e-33	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	HME1	24h	LINCSCP_114685
LINCSCP_77711	0.7156139919	1.804076097e-33	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_77711
LINCSCP_75904	0.7155419514	1.84336719e-33	205	AZD-8330	LSM-1165	MAP2K1|MAP2K2	0.12uM	A375	24h	LINCSCP_75904
LINCSCP_113834	0.7152377997	2.018760059e-33	205	Allitinib	LSM-1225	NA	3.33uM	HME1	24h	LINCSCP_113834
LINCSCP_77713	0.7150031645	2.165211973e-33	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_77713
LINCSCP_130573	0.7140565199	2.870139134e-33	205	AZD-8330	LSM-1165	MAP2K1|MAP2K2	1.11uM	MCF10A	24h	LINCSCP_130573
LINCSCP_69001	0.7140415596	2.882925016e-33	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	A375	24h	LINCSCP_69001
LINCSCP_75902	0.7137723987	3.122794064e-33	205	AZD-8330	LSM-1165	MAP2K1|MAP2K2	1.11uM	A375	24h	LINCSCP_75902
LINCSCP_69400	0.7134494653	3.436646367e-33	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	1.11uM	A375	24h	LINCSCP_69400
LINCSCP_73833	0.7129501341	3.984116658e-33	205	Pimasertib	LSM-5946	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_73833
LINCSCP_69311	0.7118254381	5.551741744e-33	205	Trametinib	LSM-1143	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_69311
LINCSCP_72636	0.7116705474	5.810585279e-33	205	Dabrafenib	LSM-6303	BRAF	0.12uM	A375	24h	LINCSCP_72636
LINCSCP_72632	0.7109977823	7.079925986e-33	205	Dabrafenib	LSM-6303	BRAF	10uM	A375	24h	LINCSCP_72632
LINCSCP_130776	0.7108947876	7.296988158e-33	205	Trametinib	LSM-1143	MAP2K1|MAP2K2	3.33uM	MCF10A	24h	LINCSCP_130776
LINCSCP_130674	0.7108925012	7.301880502e-33	205	CI-1040	LSM-1048	MAP2K1|MAP2K2	3.33uM	MCF10A	24h	LINCSCP_130674
LINCSCP_130775	0.7099197574	9.705456764e-33	205	Trametinib	LSM-1143	MAP2K1|MAP2K2	10uM	MCF10A	24h	LINCSCP_130775
LINCSCP_72637	0.7098741566	9.835507275e-33	205	Dabrafenib	LSM-6303	BRAF	0.04uM	A375	24h	LINCSCP_72637
LINCSCP_69310	0.7097848578	1.00951757e-32	205	Trametinib	LSM-1143	MAP2K1|MAP2K2	1.11uM	A375	24h	LINCSCP_69310
LINCSCP_131404	0.7091185471	1.225807746e-32	205	Selumetinib	LSM-1056	MAP2K1|MAP2K2	1.11uM	MCF10A	24h	LINCSCP_131404
LINCSCP_113048	0.7090403671	1.254003953e-32	205	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	HME1	24h	LINCSCP_113048
LINCSCP_131429	0.708996342	1.270162234e-32	205	Gefitinib	LSM-1098	EGFR	0.37uM	MCF10A	24h	LINCSCP_131429
LINCSCP_73831	0.7083295802	1.541499432e-32	205	Pimasertib	LSM-5946	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_73831
LINCSCP_73835	0.7081035256	1.645875353e-32	205	Pimasertib	LSM-5946	MAP2K1|MAP2K2	0.04uM	A375	24h	LINCSCP_73835
LINCSCP_74001	0.707415324	2.00841771e-32	205	TAK-733	LSM-45834	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_74001
LINCSCP_7	0.7070758528	2.215177842e-32	205	Dabrafenib	LSM-6303	BRAF	10uM	A375	24h	LINCSCP_7
