term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.A004_HELA_3H_D13_perhexiline_10uM up	a67d9e0f-93d8-4042-8fa5-ea931585eb42	250	3.214331379140407e-30	2.6965106297893354e-24	41.01828571428572	19	REP.A004	HELA	3H	D13	perhexiline	10uM	up
CPC006_HCC515_6H_N11_LDN-193189_10uM up	b8c9fd40-43ce-4bd3-8a12-86b4dc15395a	250	3.214331379140407e-30	2.6965106297893354e-24	41.01828571428572	19	CPC006	HCC515	6H	N11	LDN-193189	10uM	up
FIBR004_MCLF027CN_6H_N15_narciclasine_0.37uM up	f750949f-3146-44d4-86c6-d897e90e3751	250	9.80032484230391e-28	1.6443034022041713e-22	38.85942857142857	18	FIBR004	MCLF027CN	6H	N15	narciclasine	0.37uM	up
PAC069_U2OS_6H_L01_thioridazine_20uM up	279f101a-8caa-4207-9285-0fe0b3833566	250	9.80032484230391e-28	1.6443034022041713e-22	38.85942857142857	18	PAC069	U2OS	6H	L01	thioridazine	20uM	up
FIBR007_MCLF051CN_6H_J10_BRD-K68946329_4uM up	88e87959-7911-4366-ae2e-0596189e8c16	250	9.80032484230391e-28	1.6443034022041713e-22	38.85942857142857	18	FIBR007	MCLF051CN	6H	J10	BRD-K68946329	4uM	up
CPC010_A549_6H_F24_BRD-A24643465_10uM up	ee7cca15-42d6-48be-8004-23fece9fd2c5	250	9.80032484230391e-28	1.6443034022041713e-22	38.85942857142857	18	CPC010	A549	6H	F24	BRD-A24643465	10uM	up
PAC069_U2OS_6H_L22_BRD-K06765193_20uM up	ef28fecb-e5f9-42c6-91f0-65e31a3cfdb6	250	9.80032484230391e-28	1.6443034022041713e-22	38.85942857142857	18	PAC069	U2OS	6H	L22	BRD-K06765193	20uM	up
FIBR021_MCLF037SZ_6H_G16_NSC-632839_0.74uM down	0acee22f-a03d-4293-9b7b-43c5e1fbbaf7	250	9.80032484230391e-28	1.6443034022041713e-22	38.85942857142857	18	FIBR021	MCLF037SZ	6H	G16	NSC-632839	0.74uM	down
FIBR005_MCLF033SZ_6H_E22_AGK-2_4uM up	a32e1f92-2e20-4cd4-9195-456e1086b54b	250	9.80032484230391e-28	1.6443034022041713e-22	38.85942857142857	18	FIBR005	MCLF033SZ	6H	E22	AGK-2	4uM	up
LJP006_MDAMB231_3H_O20_QL-XII-47_3.33uM up	b70c7da8-a6f7-4d4f-8a6b-60b29fadb5b4	250	9.80032484230391e-28	1.6443034022041713e-22	38.85942857142857	18	LJP006	MDAMB231	3H	O20	QL-XII-47	3.33uM	up
LJP005_SKBR3_3H_J19_PF-477736_10uM up	dcde4483-b6e0-4e57-b34c-98ea5e78e52e	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	LJP005	SKBR3	3H	J19	PF-477736	10uM	up
FIBR005_MCLF033SZ_6H_G06_pifithrin-mu_2.22uM down	328eeaf0-fadd-4a61-8379-a5e87ea8193f	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR005	MCLF033SZ	6H	G06	pifithrin-mu	2.22uM	down
CRCGN004_HMELZ_6H_L10_kepone_20uM up	68a0b12e-0635-4212-b67e-792e43a958ab	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	CRCGN004	HMELZ	6H	L10	kepone	20uM	up
FIBR034_MCLF100SZ_6H_N15_narciclasine_0.37uM up	fdb70b8d-03ec-461f-9592-b3cb193bec6c	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR034	MCLF100SZ	6H	N15	narciclasine	0.37uM	up
LJP006_HME1_3H_O19_QL-XII-47_10uM up	709b58a9-abaa-4bb9-8601-013e953c7804	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	LJP006	HME1	3H	O19	QL-XII-47	10uM	up
FIBR022_MCLF037SZ_6H_G10_TL-HRAS-61_0.37uM up	0fb9a950-e43f-4d3c-b6b8-b7b1fa731974	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR022	MCLF037SZ	6H	G10	TL-HRAS-61	0.37uM	up
FIBR034_MCLF100SZ_6H_G10_TL-HRAS-61_0.37uM up	567be746-057b-4e6e-954e-55252bcf302f	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR034	MCLF100SZ	6H	G10	TL-HRAS-61	0.37uM	up
ASG001_MCF7_6H_A21_withaferin-a_10uM up	2b2b7336-ec94-4936-bcc6-9a506b0ed37c	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	ASG001	MCF7	6H	A21	withaferin-a	10uM	up
FIBR040_MCLF056CN_6H_E22_AGK-2_4uM up	35018a72-5aab-46d2-b450-f3a5524fdcf1	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR040	MCLF056CN	6H	E22	AGK-2	4uM	up
FIBR012_MCLF015CN_6H_E22_AGK-2_4uM up	9c8e7593-9beb-4f40-847f-c87436f722da	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR012	MCLF015CN	6H	E22	AGK-2	4uM	up
PAC005_U2OS_6H_C02_tetrindole_10uM up	ddfe9c70-8859-46a7-8a4c-98038c0abeaa	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	PAC005	U2OS	6H	C02	tetrindole	10uM	up
ASG001_MCF7_6H_N21_withaferin-a_2.22uM up	2294cf0d-591f-4a8e-b5ee-705189e8f414	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	ASG001	MCF7	6H	N21	withaferin-a	2.22uM	up
LJP006_BT20_3H_O22_QL-XII-47_0.37uM up	c46c2208-944c-4e94-a7ce-5aa2271101a4	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	LJP006	BT20	3H	O22	QL-XII-47	0.37uM	up
FIBR011_MCLF015CN_6H_E22_AGK-2_4uM up	35750af1-6aab-451a-bd16-d039e710eea2	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR011	MCLF015CN	6H	E22	AGK-2	4uM	up
CEGS002_HIMG001_24H_D07_fluoxetine_25uM up	91e081c2-8c9f-4c07-a0d4-4eaca76c0abd	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	CEGS002	HIMG001	24H	D07	fluoxetine	25uM	up
FIBR015_MCLF022CN_6H_N15_narciclasine_0.37uM up	4342d0b3-ae6d-4d56-b6f8-e83e21649a41	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR015	MCLF022CN	6H	N15	narciclasine	0.37uM	up
LJP005_SKBR3_3H_G01_LDN-193189_10uM up	4cca0f08-9c46-4baf-bf31-501e8d1b3c1c	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	LJP005	SKBR3	3H	G01	LDN-193189	10uM	up
FIBR003_MCLF027CN_6H_N15_narciclasine_0.37uM up	75e4280e-32c3-4e86-ab9f-642d32920025	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR003	MCLF027CN	6H	N15	narciclasine	0.37uM	up
FIBR033_MCLF100SZ_6H_N15_narciclasine_0.37uM up	88a20345-8a6a-478e-ad0a-0508c1a1f403	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR033	MCLF100SZ	6H	N15	narciclasine	0.37uM	up
CEGS002_HIMG001_24H_D19_sertraline_25uM up	1f0e2288-1975-44c0-909d-a040282a9b6d	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	CEGS002	HIMG001	24H	D19	sertraline	25uM	up
FIBR025_MCLF141SZ_6H_J18_ramelteon_4uM down	65043cb6-9d79-41ff-9660-cd251ac2f0eb	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR025	MCLF141SZ	6H	J18	ramelteon	4uM	down
FIBR037_MCLF035SZ_6H_E22_AGK-2_4uM up	32203ccb-d1e4-4456-95ca-0594d42d65fb	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR037	MCLF035SZ	6H	E22	AGK-2	4uM	up
GPR001_HELA_XH_P11_GALR2_M617_12.5uM up	7df76f19-b88f-4c49-b986-2182b3314742	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	GPR001	HELA	XH	P11	GALR2	M617_12.5uM	up
FIBR037_MCLF035SZ_6H_N15_narciclasine_0.37uM up	5752e6a2-6aba-45fa-8917-cd40192ec4f0	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR037	MCLF035SZ	6H	N15	narciclasine	0.37uM	up
FIBR005_MCLF033SZ_6H_G10_TL-HRAS-61_0.37uM up	b928e3a5-30ed-4364-8714-93b0c7acc16e	250	2.113350323179431e-25	1.0130827825663045e-20	36.70057142857143	17	FIBR005	MCLF033SZ	6H	G10	TL-HRAS-61	0.37uM	up
LJP006_HME1_3H_O20_QL-XII-47_3.33uM up	4e655e6f-2e98-4081-a264-6d03b3c92b92	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	LJP006	HME1	3H	O20	QL-XII-47	3.33uM	up
CVD001_HUH7_6H_E19_NSC-632839_10uM up	58ec9806-2c50-470c-9c3f-dfa424d090c1	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	CVD001	HUH7	6H	E19	NSC-632839	10uM	up
FIBR016_MCLF022CN_6H_N15_narciclasine_0.37uM up	d46be6aa-4ece-4416-be43-6d342167c043	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR016	MCLF022CN	6H	N15	narciclasine	0.37uM	up
FIBR020_MCLF135CN_6H_E22_AGK-2_4uM up	35b5008d-5220-4f4e-8c08-608ee8f8c00e	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR020	MCLF135CN	6H	E22	AGK-2	4uM	up
LPROT004_YAPC_6H_P13_okadaic-acid_1.11uM up	fcb47029-9066-47db-8546-1c0c842291aa	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	LPROT004	YAPC	6H	P13	okadaic-acid	1.11uM	up
REP.A010_A375_24H_I02_midostaurin_3.33uM up	70908ff1-e066-49ba-af5a-c9008970c83b	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	REP.A010	A375	24H	I02	midostaurin	3.33uM	up
FIBR033_MCLF100SZ_6H_N01_BRD-A36275421_0.37uM up	1dcc7349-e034-489b-b71f-0f288360f6d1	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR033	MCLF100SZ	6H	N01	BRD-A36275421	0.37uM	up
CPC020_HA1E_6H_E23_I-606051_10uM up	4258f0ea-92f4-46ae-b8d3-7aa37b4b07ad	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	CPC020	HA1E	6H	E23	I-606051	10uM	up
FIBR033_MCLF100SZ_6H_E22_AGK-2_4uM up	9cbbae86-9770-4bd7-b805-6c8229dd0ffd	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR033	MCLF100SZ	6H	E22	AGK-2	4uM	up
FIBR012_MCLF015CN_6H_G06_pifithrin-mu_2.22uM down	9eb1fa5f-e41e-4a86-862f-a30ecf79cdfb	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR012	MCLF015CN	6H	G06	pifithrin-mu	2.22uM	down
CPC006_SKLU1_6H_F17_teniposide_1.25uM up	c0baf7da-57be-49ef-ac81-4ef7316593a2	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	CPC006	SKLU1	6H	F17	teniposide	1.25uM	up
FIBR021_MCLF037SZ_6H_N01_BRD-A36275421_0.37uM up	626f83f3-66bc-4a34-8dda-acb45c4aa2eb	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR021	MCLF037SZ	6H	N01	BRD-A36275421	0.37uM	up
HOG002_A549_6H_B17_BRD-K76674262_0.37uM up	5c96cd58-87aa-4776-9b3c-7368b956e27f	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	HOG002	A549	6H	B17	BRD-K76674262	0.37uM	up
FIBR038_MCLF035SZ_6H_I23_BADGE_4uM down	d8efd391-d382-4004-83d8-546c530805bb	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR038	MCLF035SZ	6H	I23	BADGE	4uM	down
PAC005_U2OS_6H_H04_alvespimycin_20uM up	845f1f31-ad11-4e05-b3cc-2b115bd23cd8	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	PAC005	U2OS	6H	H04	alvespimycin	20uM	up
PAC004_U2OS_6H_B06_famotidine_10uM down	a76ed32a-6d34-40b0-ad68-2056ee774167	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	PAC004	U2OS	6H	B06	famotidine	10uM	down
FIBR018_MCLF076SZ_6H_N01_BRD-A36275421_0.37uM up	d318ca6d-2a0a-44fc-b047-42676d5643b5	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR018	MCLF076SZ	6H	N01	BRD-A36275421	0.37uM	up
FIBR024_MCLF126CN_6H_G10_TL-HRAS-61_0.37uM up	f28d4597-1718-4296-8bee-23257420943e	250	3.4275934912083164e-23	6.84623035418663e-19	34.541714285714285	16	FIBR024	MCLF126CN	6H	G10	TL-HRAS-61	0.37uM	up
