term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.A022_HEK293_24H_D17_BRD-K68552125_0.12uM up	98a12492-c4c0-4061-bdf7-9f76abafa695	250	1.9921060865489378e-11	6.684731105084481e-06	19.711304347826086	10	REP.A022	HEK293	24H	D17	BRD-K68552125	0.12uM	up
REP.A024_A375_24H_M13_dolastatin-10_10uM up	b71b0f2f-fdd3-4d31-b46d-b75502653488	250	1.9921060865489378e-11	6.684731105084481e-06	19.711304347826086	10	REP.A024	A375	24H	M13	dolastatin-10	10uM	up
REP.B006_HT29_24H_O19_efatutazone_2.22uM up	de048ad6-da56-4668-970b-1cd2d23f17d4	250	1.9921060865489378e-11	6.684731105084481e-06	19.711304347826086	10	REP.B006	HT29	24H	O19	efatutazone	2.22uM	up
DOSVAL005_HA1E_24H_H03_BRD-K41719870_4uM up	9999efb1-ada9-4f6b-aa6c-d7eb347c329c	250	1.9921060865489378e-11	6.684731105084481e-06	19.711304347826086	10	DOSVAL005	HA1E	24H	H03	BRD-K41719870	4uM	up
REP.B021_A375_24H_I04_NMS-1286937_0.08uM up	eece3533-8af9-430c-a51f-06b417029feb	250	1.9921060865489378e-11	6.684731105084481e-06	19.711304347826086	10	REP.B021	A375	24H	I04	NMS-1286937	0.08uM	up
ASG003_XC.P934_24H_D01_obatoclax_10uM up	c18dc900-4f68-434e-80d7-9cbaa0adbd2d	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	ASG003	XC.P934	24H	D01	obatoclax	10uM	up
REP.A006_HT29_24H_P19_AT-9283_10uM up	5f3a3918-162d-45f9-a326-73666a1ca871	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	REP.A006	HT29	24H	P19	AT-9283	10uM	up
LKCP002_A549_24H_N15_selumetinib_0.12uM down	b520fc34-ff04-44a5-874a-830deda4d68a	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	LKCP002	A549	24H	N15	selumetinib	0.12uM	down
REP.A017_HELA_24H_B19_palomid-529_10uM up	d9b5c160-133b-468f-b396-427bcdd2dcc2	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	REP.A017	HELA	24H	B19	palomid-529	10uM	up
CPC016_MCF7_24H_P19_tetramethylsilane_10uM down	e3951fd4-60eb-4ddf-9af1-5af8755ebe9f	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	CPC016	MCF7	24H	P19	tetramethylsilane	10uM	down
FIBR039_MCLF056CN_6H_D08_sirolimus_4uM down	05fe22f8-2c7c-44e0-b082-e4e643ed1657	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	FIBR039	MCLF056CN	6H	D08	sirolimus	4uM	down
LCP001_MCF10A.WT_12H_A10_ICG-001_10uM up	794e7ed5-bbfb-4910-9852-282e63abdde3	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	LCP001	MCF10A.WT	12H	A10	ICG-001	10uM	up
ASG003_XC.P933_24H_M14_NVP-AUY922_1.11uM down	e274a5ae-d77b-4a78-95a2-8a21812f6f3d	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	ASG003	XC.P933	24H	M14	NVP-AUY922	1.11uM	down
LKCP001_U2OS_24H_D10_imatinib_10uM up	e3a31ab0-b281-4275-bc7e-3869165830c1	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	LKCP001	U2OS	24H	D10	imatinib	10uM	up
XPR035_A375.311_96H_N19_NUAK2 up	05d37a6c-ef4b-41f3-8021-785f88d8835f	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	XPR035	A375.311	96H	N19	NUAK2	N/A	up
ASG003_XC.P907_24H_E13_KW-2478_10uM down	6115d3d4-0324-447f-a238-689ae114865f	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	ASG003	XC.P907	24H	E13	KW-2478	10uM	down
REP.A020_HELA_24H_L09_amrinone_1.11uM up	9beee022-f6c1-406c-ae04-c4a58347b40b	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	REP.A020	HELA	24H	L09	amrinone	1.11uM	up
CRCGN016_MCF10A.TP53.M_24H_G14_tanespimycin_3.33uM down	658d516c-15e5-4d35-b07d-c884c432a6f4	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	CRCGN016	MCF10A.TP53.M	24H	G14	tanespimycin	3.33uM	down
CPC013_HT29_6H_O14_tozasertib_10uM down	ed0da5bf-0bf8-44aa-9e6e-6f33bee74638	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	CPC013	HT29	6H	O14	tozasertib	10uM	down
LKCP001_U2OS_48H_G01_nilotinib_10uM up	11568b37-bd17-4daf-94b2-b9f91ad3a1d1	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	LKCP001	U2OS	48H	G01	nilotinib	10uM	up
REP.B027_HELA_24H_N20_tanaproget_0.74uM up	e4b74d2a-dc24-4068-b775-be3dc0cfde03	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	REP.B027	HELA	24H	N20	tanaproget	0.74uM	up
CPC018_HT29_6H_H04_BRD-K12244279_10uM down	9151b8aa-42b4-4101-a016-5bc38bf18461	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	CPC018	HT29	6H	H04	BRD-K12244279	10uM	down
CRCGN016_MCF10A.WT.HP_24H_G15_tanespimycin_1.11uM down	29076377-c705-461c-beea-df12d2b1d402	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	CRCGN016	MCF10A.WT.HP	24H	G15	tanespimycin	1.11uM	down
REP.A008_MCF7_24H_H18_YM-155_0.04uM up	3ca1a493-97a6-4051-afb3-b85bac369924	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	REP.A008	MCF7	24H	H18	YM-155	0.04uM	up
LJP008_YAPC_24H_O02_PD-0325901_3.33uM down	ad2040bf-e3dd-4fc9-bb3a-a428938fd8e9	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	LJP008	YAPC	24H	O02	PD-0325901	3.33uM	down
LKCP002_U2OS_24H_O10_azacitidine_10uM up	69ff2a98-0141-4c69-91f1-c2ce8264ad72	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	LKCP002	U2OS	24H	O10	azacitidine	10uM	up
XPR033_HT29.311_96H_J08_LDHA down	64fd092c-76db-488a-92b7-52dedf7a6597	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	XPR033	HT29.311	96H	J08	LDHA	N/A	down
FIBR040_MCLF056CN_6H_M01_7b-cis_4uM down	8fa209da-7ac8-41e0-a6f0-c26ae9524e33	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	FIBR040	MCLF056CN	6H	M01	7b-cis	4uM	down
LJP007_YAPC_24H_K13_HG-9-91-01_10uM down	bc2e43e9-4b18-4f67-bda7-e9ece9af2bdf	250	6.591015260395454e-10	3.8132546065406184e-05	17.740173913043478	9	LJP007	YAPC	24H	K13	HG-9-91-01	10uM	down
REP.B009_A375_24H_G24_TAK-733_0.01uM down	c395e202-398f-43e8-a105-72505b67e893	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	REP.B009	A375	24H	G24	TAK-733	0.01uM	down
LKCP001_MCF7_6H_L22_alvimopan_10uM up	d90385af-4b49-4a77-93d1-5e748454f77f	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	LKCP001	MCF7	6H	L22	alvimopan	10uM	up
REP.A023_YAPC_24H_P14_floxuridine_3.33uM up	7e3b29f3-506c-4d2a-8931-2c10e575934e	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	REP.A023	YAPC	24H	P14	floxuridine	3.33uM	up
AICHI001_SKMEL5_24H_B20_trametinib_2.5uM down	3bd84a99-5def-41f3-bdd2-bd447659a18c	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	AICHI001	SKMEL5	24H	B20	trametinib	2.5uM	down
ASG003_XC.P933_24H_M13_NVP-AUY922_10uM down	4542e132-47e8-4c10-b8f1-bf8ce951d773	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	ASG003	XC.P933	24H	M13	NVP-AUY922	10uM	down
AICHI001_OCILY3_24H_C23_sirolimus_0.04uM down	44622db4-266a-4f8d-b892-97bada6a80f4	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	AICHI001	OCILY3	24H	C23	sirolimus	0.04uM	down
ASG003_XC.P907_24H_M14_NVP-AUY922_1.11uM down	d51c0eb4-1b21-4ec4-801d-11b75bad9fb3	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	ASG003	XC.P907	24H	M14	NVP-AUY922	1.11uM	down
LPROT002_NPC.TAK_6H_K02_niclosamide_3.33uM up	b3db35a1-0e5b-4e81-aee2-34d2f5bea22e	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	LPROT002	NPC.TAK	6H	K02	niclosamide	3.33uM	up
AICHI002_OCILY19_4H_J10_PF-04691502_0.125uM down	09ab5685-46b4-4f77-8aee-4c8da6f20766	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	AICHI002	OCILY19	4H	J10	PF-04691502	0.125uM	down
CPC016_MCF7_24H_A03_geldanamycin_10uM down	72e7da8c-a725-48cb-bf44-8a0a8bec009e	250	1.8254603368203918e-08	0.0001750152274525107	15.769043478260869	8	CPC016	MCF7	24H	A03	geldanamycin	10uM	down
