term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
DOS017_VCAP_24H_M09_geldanamycin_10uM up	91c2fdd2-fa6f-47d9-a885-6c4f1f503260	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	DOS017	VCAP	24H	M09	geldanamycin	10uM	up
REP.A025_HELA_24H_P04_albendazole_0.37uM down	78b81ed5-ed8e-482b-a890-e3f281d470f5	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.A025	HELA	24H	P04	albendazole	0.37uM	down
REP.A027_A549_24H_B15_zaleplon_1.11uM up	769917b3-1b7b-4b61-87c2-4d9ae69aa477	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.A027	A549	24H	B15	zaleplon	1.11uM	up
REP.A028_MCF7_24H_F14_hesperidin_3.33uM up	aee97b15-11ca-4add-9644-106f2112551d	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.A028	MCF7	24H	F14	hesperidin	3.33uM	up
REP.B011_A549_24H_P19_etoposide_2.22uM down	660ed522-4713-4791-a71d-0d011c817f18	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.B011	A549	24H	P19	etoposide	2.22uM	down
REP.B021_MDAMB231_24H_M11_otilonium_0.03uM up	31887396-892f-415d-b706-a2494a8d886a	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.B021	MDAMB231	24H	M11	otilonium	0.03uM	up
REP.B023_A549_24H_A19_MK-2206_2.22uM up	c7f4e047-dba8-4caa-8235-b66e17a8e315	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.B023	A549	24H	A19	MK-2206	2.22uM	up
REP.B024_HUVEC.A_24H_A09_ST-1859_0.25uM up	4148c04e-da8a-402d-a031-596dc94aa1f5	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.B024	HUVEC.A	24H	A09	ST-1859	0.25uM	up
REP.B024_MCF10A_24H_F16_procainamide_0.08uM down	64b92787-5c73-4847-976b-66270529fb6f	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.B024	MCF10A	24H	F16	procainamide	0.08uM	down
REP.B024_MDAMB231_24H_L07_fluspirilene_2.22uM down	a84a8e38-4a40-4a0b-a38f-85e95173d6eb	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.B024	MDAMB231	24H	L07	fluspirilene	2.22uM	down
REP.B025_A549_24H_L09_BRD-K76674262_0.25uM up	01794098-a875-4785-b995-10c6d1061be0	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.B025	A549	24H	L09	BRD-K76674262	0.25uM	up
REP.B025_YAPC_24H_L04_fasudil_0.08uM down	621bb269-5ed6-4832-8885-41af883c0b79	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	REP.B025	YAPC	24H	L04	fasudil	0.08uM	down
XPR008_AGS.311_96H_F13_FOXM1 down	0afca6d1-377d-48d8-844f-9d13cb5e0eb6	250	1.0589288341274681e-05	0.002315189070293506	45.336	3	XPR008	AGS.311	96H	F13	FOXM1	N/A	down
