sig_id	x	y	DBSCAN-clustering	KMeans-clustering	p-value	Cell	Dose	Perturbation_ID	Time	Perturbation	EHR_Coprescribed_Drugs	EHR_Diagnoses	Phase	MOA	rings	scaffolds	n_rings	n_scaffolds	predicted_MOA	R2_Score	Batch	Scores
MUC.CP006_MCF7_6H:BRD-K82823804-001-01-7:10	-1.1704051626	1.1137969041	0	10	0.0	MCF7	10.0	BRD-K82823804	6.0	SA-792987	unknown	unknown	Preclinical	PKC inhibitor	c1ccccc1	c1ccc(cc1)-c2cc3[nH]c4ccccc4c3c5c2CNC5	2.0	1.0	PARP inhibitor	0.2260379833	MUC.CP006	0.0344827586
CPC018_HT29_6H:BRD-K91263825-001-03-6:10	0.7607545495	-4.2658481156	0	11	0.0	HT29	10.0	BRD-K91263825	6.0	nortriptyline	SUMATRIPTAN	Migraine, unspecified	Launched	tricyclic antidepressant	c1ccc2c(c1)Cc3ccccc3CC2	unknown	1.0	0.0	histamine receptor antagonist	0.0899300342	CPC018	-0.0344827586
CPC014_A549_6H:BRD-K83988098-003-01-8:10	1.6458180429	1.7606594773	0	15	0.0	A549	10.0	BRD-K83988098	6.0	alvespimycin	unknown	unknown	Phase 2	HSP inhibitor	C=1C=CCCC=CCCCCCCC2=CCC=C(NCC1)C2	unknown	1.0	0.0	HSP inhibitor	0.3328182736	CPC014	-0.0517241379
CPC018_HEPG2_6H:BRD-K59256312-066-04-1:10	-2.8233131424	0.5928473946	0	21	0.0	HEPG2	10.0	BRD-K59256312	6.0	gabexate	unknown	unknown	Launched	serine protease inhibitor	c1ccccc1	unknown	1.0	0.0	adrenergic receptor antagonist	0.0917798753	CPC018	0.0172413793
CPC003_HA1E_24H:BRD-K15409150-001-01-7:10	6.2748067145	0.4684486993	0	23	0.0	HA1E	10.0	BRD-K15409150	24.0	penfluridol	unknown	unknown	Launched	T-type calcium channel blocker	c1ccccc1	c1ccc(cc1)Cc2ccccc2	2.0	6.0	dopamine receptor antagonist	0.1209122249	CPC003	-0.0862068966
CPC009_PC3_6H:BRD-K19973744-001-01-1:10	-3.9766546403	-0.4886059676	0	6	0.0077	PC3	10.0	BRD-K19973744	6.0	BRD-K19973744	unknown	unknown	unknown	unknown	n1cnc2ccccc2c1	S(c1ccccc1)N2CCNCC2	3.0	6.0	dopamine receptor antagonist	-0.27324569	CPC009	0.0344827586
CPC006_HEPG2_6H:BRD-K68336408-001-04-2:56.78	2.1262875079	-2.561270725	0	17	0.0	HEPG2	56.78	BRD-K68336408	6.0	tyrphostin-AG-1478	unknown	unknown	Preclinical	EGFR inhibitor	n1cnc2ccccc2c1	n1cnc(Nc2ccccc2)c3ccccc13	2.0	1.0	EGFR inhibitor	0.1259082694	CPC006	0.0517241379
CPC014_HEPG2_6H:BRD-K78062244-001-06-5:10	-0.2875923789	0.8735162943	0	10	0.0	HEPG2	10.0	BRD-K78062244	6.0	BRD-K78062244	unknown	unknown	unknown	unknown	c1ccc2c(c1)[nH]c3c2CCNC3	unknown	1.0	0.0	cyclooxygenase inhibitor	0.0862755054	CPC014	-0.0344827586
CPC007_A375_6H:BRD-K84203638-019-03-0:10	-6.2521989393	6.0046248644	5	25	0.0	A375	10.0	BRD-K84203638	6.0	BRD-K84203638	unknown	unknown	unknown	unknown	n1ccccc1	n1ccccc1NCCCCOC2=C[CH]Nc3ccccc23	2.0	1.0	cyclooxygenase inhibitor	0.0580216527	CPC007	0.0
CPC017_HT29_6H:BRD-K06426971-001-01-9:10	6.8955686346	1.0691550667	0	23	0.0	HT29	10.0	BRD-K06426971	6.0	ryuvidine	unknown	unknown	Preclinical	histone lysine methyltransferase inhibitor	n1csc2c1CC=CC2	n1csc2c1CC(=CC2)Nc3ccccc3	2.0	1.0	PI3K inhibitor	0.1027887363	CPC017	-0.1034482759
CPC003_HCC515_6H:BRD-A75409952:10	-1.301745509	-0.611046739	0	0	0.0	HCC515	10.0	BRD-A75409952	6.0	wortmannin	unknown	unknown	Preclinical	PI3K inhibitor	o1cc2c3c1CC4=C(CCC5CCCC45)C3COC2	unknown	1.0	0.0	PI3K inhibitor	0.050131208	CPC003	0.0517241379
CPC014_ASC_24H:BRD-K78062244-001-06-5:10	-0.0076440943	2.1558663614	0	15	0.0	ASC	10.0	BRD-K78062244	24.0	BRD-K78062244	unknown	unknown	unknown	unknown	c1ccc2c(c1)[nH]c3c2CCNC3	unknown	1.0	0.0	cyclooxygenase inhibitor	0.0862755054	CPC014	0.0344827586
CPC004_HEPG2_6H:BRD-A46747628-001-01-9:10	2.1173684385	6.601750127	4	4	0.0	HEPG2	10.0	BRD-A46747628	6.0	ouabain	unknown	unknown	Launched	ATPase inhibitor	O1CCCCC1	O1CC=C(C1)C2CCC3C2CCC4C5CCCCC5CCC34	2.0	3.0	protein synthesis inhibitor	0.3876263867	CPC004	0.0862068966
CPC007_HA1E_24H:BRD-K73610817-001-06-3:10	0.5980292717	-0.8856439475	0	26	0.0	HA1E	10.0	BRD-K73610817	24.0	BRD-K73610817	unknown	unknown	unknown	unknown	c1ccccc1	n1cccc2c1cccc2COCc3ccccc3	2.0	3.0	adrenergic receptor antagonist	0.35014943	CPC007	-0.0862068966
CPC019_HT29_6H:BRD-K62818989-001-01-8:10	-2.6771261512	-2.8990500489	0	3	0.0	HT29	10.0	BRD-K62818989	6.0	BRD-K62818989	unknown	unknown	unknown	unknown	O1c2ccccc2CCNCCC1	c1ccc(cc1)NCc2ccccc2	2.0	3.0	dopamine receptor antagonist	0.3225700851	CPC019	-0.0344827586
CPC014_A549_24H:BRD-K99545815-001-01-4:10	-5.2442936323	5.9964927005	9	25	0.0	A549	10.0	BRD-K99545815	24.0	PF-562271	unknown	unknown	Phase 1	focal adhesion kinase inhibitor	n1cnccc1	n1cnc(cc1)NCc2cnccc2	3.0	3.0	RAF inhibitor	0.1105625577	CPC014	0.0344827586
CPC009_A549_6H:BRD-K79222491-001-01-5:10	-8.8323766484	9.4201018164	2	2	0.0	A549	10.0	BRD-K79222491	6.0	BRD-K79222491	unknown	unknown	unknown	unknown	[N]1C=Nc2ccccc12	n1cc2ncn(c2nc1N3CCOCC3)-c4cscc4	3.0	7.0	PI3K inhibitor	0.1882841103	CPC009	-0.0172413793
CPC012_VCAP_24H:BRD-A63583287-001-01-8:10	8.5131939478	0.0150853234	0	23	0.0	VCAP	10.0	BRD-A63583287	24.0	SA-1447005	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C=CCN2CC=CCC2	2.0	3.0	calcium channel blocker	0.1636502279	CPC012	0.0
CPC007_VCAP_24H:BRD-K88198340-001-05-0:10	8.9707658277	0.5005918415	0	1	0.0	VCAP	10.0	BRD-K88198340	24.0	BRD-K88198340	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)CNC2=CCC=CC2	1.0	1.0	cyclooxygenase inhibitor	0.1014252926	CPC007	0.0
CPC012_MCF7_6H:BRD-K63954456-001-01-4:10	-4.9294060499	-0.401288955	0	6	0.0	MCF7	10.0	BRD-K63954456	6.0	BRD-K63954456	unknown	unknown	unknown	unknown	n1csc2ccccc12	n1c(sc2ccccc12)-c3ccccc3	2.0	1.0	cyclooxygenase inhibitor	-0.0385647811	CPC012	0.1034482759
CPC012_PC3_24H:BRD-K72615639-001-01-0:10	5.2925550485	-5.0601580992	1	9	0.0	PC3	10.0	BRD-K72615639	24.0	BRD-K72615639	unknown	unknown	unknown	unknown	c1ccccc1	N(=Cc1ccccc1)NCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.2753937711	CPC012	-0.0172413793
CPC003_PC3_24H:BRD-K17705806-003-01-0:10	6.6033819621	0.9422739844	0	23	0.0	PC3	10.0	BRD-K17705806	24.0	JTC-801	unknown	unknown	Phase 2	opioid receptor antagonist	c1ccccc1	O(c1ccccc1)Cc2ccccc2	2.0	3.0	EGFR inhibitor	0.3266868489	CPC003	-0.0517241379
CPC006_HCC515_6H:BRD-K54256913-001-01-2:10	-4.5653538017	-1.9283315882	-1	6	0.0	HCC515	10.0	BRD-K54256913	6.0	MK-1775	unknown	unknown	Phase 2	WEE1 kinase inhibitor	[N]1[N]c2ncncc2[CH]1	c1ccc(cc1)N2CCNCC2	4.0	6.0	PLK inhibitor	0.0153603626	CPC006	0.0517241379
CPC008_PC3_6H:BRD-K24156250-001-06-1:10	8.1666780613	1.4231191424	0	1	0.0	PC3	10.0	BRD-K24156250	6.0	BRD-K24156250	unknown	unknown	unknown	unknown	n1cnc2sccc2c1	N1=N[N]C(=N1)Sc2ncnc3sccc32	2.0	3.0	cyclooxygenase inhibitor	0.1467020083	CPC008	-0.1724137931
CPC015_MCF7_6H:BRD-K63550407-001-08-5:10	-3.8594444786	1.0884526226	0	21	0.0007	MCF7	10.0	BRD-K63550407	6.0	erythromycin	NEOMYCIN	Other acne	Launched	NFkB pathway inhibitor	O1CCCCC1	O1CCCCCCCCC(OC2OCCCC2)CC(OC3OCCCC3)CC1	2.0	3.0	NFkB pathway inhibitor	-0.8242075272	CPC015	0.0862068966
CPC014_MCF7_6H:BRD-K31841256-001-01-4:10	-0.4059500978	-7.6019200458	17	22	0.0	MCF7	10.0	BRD-K31841256	6.0	BRD-K31841256	unknown	unknown	unknown	unknown	c1ccccc1	O(c1ccccc1)CCNc2ccccc2	1.0	1.0	calcium channel blocker	0.2112107028	CPC014	0.0
CPC004_HEPG2_6H:BRD-K67439147-001-01-7:10	-2.5600986165	4.2851582808	0	27	0.0	HEPG2	10.0	BRD-K67439147	6.0	SIB-1893	unknown	unknown	Preclinical	glutamate receptor antagonist	c1ccccc1	n1ccccc1C=Cc2ccccc2	2.0	1.0	histamine receptor antagonist	0.0601678912	CPC004	-0.0172413793
CPC006_HCC515_24H:BRD-U88459701-000-01-8:10	-2.7084604829	0.5283196791	0	21	0.0	HCC515	10.0	BRD-U88459701	24.0	atorvastatin	METFORMIN	Other and unspecified hyperlipidemia	Launched	HMGCR inhibitor	unknown	unknown	0.0	0.0	cyclooxygenase inhibitor	unknown	CPC006	-0.0344827586
CPC012_SKB_24H:BRD-A63583287-001-01-8:10	6.8974297658	0.9307900599	0	23	0.0	SKB	10.0	BRD-A63583287	24.0	SA-1447005	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C=CCN2CC=CCC2	2.0	3.0	calcium channel blocker	0.1636502279	CPC012	-0.1034482759
CPC020_HA1E_6H:BRD-K94353609-001-15-8:10	-4.603792899	0.8823920489	10	21	0.0	HA1E	10.0	BRD-K94353609	6.0	fluocinolone	HYDROXYZINE	Seborrheic dermatitis, unspecified	unknown	unknown	O1COC2C1CC3C2CCC4C5C=CCC=C5CCC43	unknown	1.0	0.0	glucocorticoid receptor agonist	0.4690120231	CPC020	0.0
CPC014_HA1E_6H:BRD-K78431006-001-02-9:10	-3.2346798516	2.0841732797	0	21	0.0	HA1E	10.0	BRD-K78431006	6.0	crizotinib	unknown	unknown	Launched	ALK tyrosine kinase receptor inhibitor	c1ccccc1	n1cccc(OCc2ccccc2)c1	2.0	6.0	Aurora kinase inhibitor	0.1610853324	CPC014	0.0344827586
CPC006_SW620_6H:BRD-K17140735-300-02-4:11.1	-4.4246708576	-0.6104259421	0	6	0.0	SW620	11.1	BRD-K17140735	6.0	SCH-79797	unknown	unknown	unknown	unknown	n1cnc2ccc3[nH]ccc3c2c1	n1cc2c(nc1NC3CC3)ccc4c2ccn4Cc5ccccc5	2.0	3.0	CDK inhibitor	0.1449262658	CPC006	0.1034482759
CPC008_VCAP_24H:BRD-K20492338-001-01-1:10	-0.6109186508	-1.975395853	0	18	0.0007	VCAP	10.0	BRD-K20492338	24.0	BRD-K20492338	unknown	unknown	unknown	unknown	n1cnc2ccccc2c1	n1cnc(NCc2ccccc2)c3ccccc13	3.0	3.0	Aurora kinase inhibitor	0.3178151661	CPC008	-0.0689655172
CPC001_VCAP_24H:BRD-K45988865-001-01-0:10	-6.5519544895	-2.2737081272	8	19	0.0	VCAP	10.0	BRD-K45988865	24.0	tetramethylsilane	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C=Cc2ccccc2	1.0	1.0	estrogen receptor agonist	0.048240574	CPC001	-0.0344827586
CPC001_VCAP_6H:BRD-K05433219-001-02-6:10	-1.7413533364	0.5259194294	0	10	0.0056	VCAP	10.0	BRD-K05433219	6.0	sericetin	unknown	unknown	unknown	unknown	O1C=C[CH]c2cc3C=CCOc3cc12	O1C(=C[CH]c2cc3C=CCOc3cc12)c4ccccc4	2.0	1.0	estrogen receptor agonist	-0.2066515131	CPC001	0.0517241379
CPC006_NCIH508_6H:BRD-A15079084-001-02-9:10	2.8386715072	2.6798614715	-1	24	0.0	NCIH508	10.0	BRD-A15079084	6.0	phorbol-12-myristate-13-acetate	unknown	unknown	unknown	unknown	C1=CC2C(C1)CC=CC3C2CCC4CC34	unknown	1.0	0.0	glucocorticoid receptor agonist	0.1656200605	CPC006	0.0
CPC008_VCAP_6H:BRD-K15166186-001-03-7:10	8.074323913	0.4679277113	0	23	0.0	VCAP	10.0	BRD-K15166186	6.0	TL-HRAS-27	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)Cc2ccccc2	2.0	6.0	calcium channel blocker	0.0685041339	CPC008	0.0344827586
CPC018_SKB_24H:BRD-K88329126-001-01-0:10	0.3237278905	-0.4134317983	0	26	0.0189	SKB	10.0	BRD-K88329126	24.0	BRD-K88329126	unknown	unknown	unknown	unknown	c1ccccc1	unknown	1.0	0.0	estrogen receptor agonist	0.1397176031	CPC018	0.0172413793
CPC019_PC3_6H:BRD-K92817986-001-01-7:10	4.1655763674	-1.5496235784	0	5	0.0	PC3	10.0	BRD-K92817986	6.0	BJM-CSC-19	unknown	unknown	unknown	unknown	c1ccccc1	N(=Cc1ccc[nH]1)NCCSc2ccccc2	1.0	1.0	MEK inhibitor	0.2481043163	CPC019	-0.2068965517
CPC003_HCC515_24H:BRD-K77171813-050-01-4:10	-1.3922471762	1.0404019233	0	10	0.0035	HCC515	10.0	BRD-K77171813	24.0	proxyfan	unknown	unknown	Preclinical	histamine receptor modulator	c1ccccc1	N1=C[N]C(=C1)CCCOCc2ccccc2	1.0	1.0	histamine receptor antagonist	-0.1381937273	CPC003	0.0517241379
CPC016_SKB_24H:BRD-K91370081-001-10-3:10	3.7307550865	6.319624826	4	4	0.0	SKB	10.0	BRD-K91370081	24.0	anisomycin	unknown	unknown	Preclinical	DNA synthesis inhibitor	c1ccccc1	c1ccc(cc1)CC2NCCC2	1.0	1.0	protein synthesis inhibitor	0.0408168639	CPC016	0.1551724138
CPC002_VCAP_6H:BRD-K93658967-001-01-7:10	-2.217612883	1.4449573789	0	16	0.0	VCAP	10.0	BRD-K93658967	6.0	aloisine	unknown	unknown	unknown	unknown	c1ccccc1	n1ccnc2C=C([N]c12)c3ccccc3	2.0	1.0	estrogen receptor agonist	0.1517829224	CPC002	-0.0344827586
CPC008_A375_6H:BRD-K77547509-001-01-7:10	-2.8572320895	2.4454686641	0	16	0.0084	A375	10.0	BRD-K77547509	6.0	BRD-K77547509	unknown	unknown	unknown	unknown	n1cnccc1	c1ccc(cc1)N2CCNCC2	3.0	6.0	dopamine receptor antagonist	0.29773454	CPC008	0.0172413793
CPC012_VCAP_24H:BRD-K68588778-001-05-7:10	-2.6302115446	0.2455762478	0	21	0.0	VCAP	10.0	BRD-K68588778	24.0	BRD-K68588778	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)Cn2cccc2	1.0	1.0	cyclooxygenase inhibitor	0.1054691677	CPC012	-0.0689655172
CPC001_PC3_6H:BRD-A00267231-001-01-1:10	-3.4315692702	-0.1664571733	0	6	0.0007	PC3	10.0	BRD-A00267231	6.0	hemado	unknown	unknown	Preclinical	unknown	n1cnc2[N]C=Nc2c1	n1cnc2c(ncn2C3OCCC3)c1	1.0	1.0	EGFR inhibitor	0.0583763077	CPC001	0.0689655172
CPC006_PC3_24H:BRD-K56301217-001-01-7:11.1	2.730520637	-2.8541841183	0	17	0.0	PC3	11.1	BRD-K56301217	24.0	ABT-737	unknown	unknown	Phase 1/Phase 2	BCL inhibitor	c1ccccc1	c1ccc(cc1)-c2ccccc2	2.0	15.0	dopamine receptor antagonist	0.2715839009	CPC006	-0.3448275862
CPC016_A375_6H:BRD-K78122587-300-01-9:10	3.7404788076	-1.8835840415	0	5	0.0	A375	10.0	BRD-K78122587	6.0	NNC-55-0396	unknown	unknown	Preclinical	T-type calcium channel blocker	N1=C[N]c2ccccc12	N1=C([N]c2ccccc12)CCCNCCC3Cc4ccccc4CC3	2.0	3.0	adrenergic receptor antagonist	0.3047393824	CPC016	-0.0862068966
CPC008_PC3_24H:BRD-K33680967-001-01-4:10	0.3282529186	-2.5768835493	0	18	0.0007	PC3	10.0	BRD-K33680967	24.0	BRD-K33680967	unknown	unknown	unknown	unknown	n1cnc2sccc2c1	c1ccc(cc1)CC2CCNCC2	3.0	3.0	dopamine receptor antagonist	0.3713877027	CPC008	0.0862068966
CPC012_PC3_6H:BRD-K36267058-001-04-1:10	0.4363587174	0.8668658892	0	15	0.0399	PC3	10.0	BRD-K36267058	6.0	BAS-02859604	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCC=Cc2c[nH]c3ccccc23	2.0	3.0	PARP inhibitor	-0.9186145119	CPC012	0.0344827586
CPC007_A549_6H:BRD-K03067624-003-19-3:10	3.7391936541	6.0067698866	4	4	0.0	A549	10.0	BRD-K03067624	6.0	emetine	unknown	unknown	Phase 2	protein synthesis inhibitor	c1ccc2c(c1)CCN3CCCCC23	c1ccc2c(c1)CCNC2CC3CCN4CCc5ccccc5C4C3	2.0	1.0	adrenergic receptor antagonist	0.0618646328	CPC007	0.0862068966
CPC020_MCF7_24H:BRD-K79131256-001-14-6:10	-9.0044581819	-5.7063371556	6	7	0.0	MCF7	10.0	BRD-K79131256	24.0	albendazole	MEBENDAZOLE	Enterobiasis	Launched	tubulin polymerization inhibitor	[N]1C=Nc2ccccc12	unknown	1.0	0.0	tubulin polymerization inhibitor	0.0559061953	CPC020	-0.0172413793
CPC013_A549_6H:BRD-K09854848-001-01-0:10	8.0809323076	2.0813481381	0	1	0.0	A549	10.0	BRD-K09854848	6.0	MD-II-008-P	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C=CCN2CC=CCCC2	2.0	1.0	calcium channel blocker	0.1782583958	CPC013	-0.0344827586
CPC003_VCAP_24H:BRD-K38477985-001-01-8:10	4.5151271933	-2.6695300588	0	5	0.0	VCAP	10.0	BRD-K38477985	24.0	malonoben	unknown	unknown	unknown	unknown	c1ccccc1	unknown	1.0	0.0	retinoid receptor agonist	0.1373000213	CPC003	-0.3103448276
CPC006_PC3_24H:BRD-K61323504-001-03-2:11.1	-8.8356098241	-5.8620127699	6	7	0.0	PC3	11.1	BRD-K61323504	24.0	SB-225002	unknown	unknown	Preclinical	CC chemokine receptor antagonist	c1ccccc1	c1ccc(cc1)NCNc2ccccc2	1.0	1.0	calcium channel blocker	0.1163341092	CPC006	0.0
CPC013_SKB_24H:BRD-A60386802-001-01-5:10	-0.5504432806	1.0429141185	0	10	0.0014	SKB	10.0	BRD-A60386802	24.0	BRD-A60386802	unknown	unknown	unknown	unknown	O1c2ccccc2NNC13c4ccccc4NC3	unknown	1.0	0.0	HDAC inhibitor	0.1328334692	CPC013	-0.0344827586
CPC006_HCC15_6H:BRD-K28907958-001-02-7:11.1	3.2622651252	5.5847832835	4	4	0.0	HCC15	11.1	BRD-K28907958	6.0	CD-437	unknown	unknown	Preclinical	retinoid receptor agonist	c1ccccc1	c1ccc(cc1)-c2ccc3ccccc3c2	3.0	3.0	estrogen receptor agonist	0.1460015639	CPC006	0.0689655172
CPC006_VCAP_6H:BRD-K54256913-001-01-2:10	-6.4411805014	-2.2629678588	8	19	0.0	VCAP	10.0	BRD-K54256913	6.0	MK-1775	unknown	unknown	Phase 2	WEE1 kinase inhibitor	[N]1[N]c2ncncc2[CH]1	c1ccc(cc1)N2CCNCC2	4.0	6.0	PLK inhibitor	0.0153603626	CPC006	-0.0862068966
CPC007_MCF7_24H:BRD-K83213280-001-07-0:10	2.5156786126	-1.5818122396	0	17	0.0	MCF7	10.0	BRD-K83213280	24.0	BRD-K83213280	unknown	unknown	unknown	unknown	N=1c2ccccc2CN3C1CCC3	unknown	1.0	0.0	dopamine receptor antagonist	0.0585046721	CPC007	-0.0862068966
CPC011_VCAP_24H:BRD-K00532621-003-06-9:10	-3.65892229	-4.5080939831	0	29	0.0	VCAP	10.0	BRD-K00532621	24.0	midazolam	PROPOFOL	Personal history of allergy to medicinal agents	unknown	unknown	n1cc2n(c1)-c3ccccc3C=NC2	n1cc2n(c1)-c3ccccc3C(=NC2)c4ccccc4	2.0	1.0	cyclooxygenase inhibitor	-0.220382659	CPC011	0.0517241379
CPC011_PC3_6H:BRD-K51730347-001-03-1:10	8.1703935598	1.2360878663	0	1	0.0	PC3	10.0	BRD-K51730347	6.0	diphencyprone	unknown	unknown	Phase 2	immunostimulant	c1ccccc1	c1ccc(cc1)C=2[CH]C2c3ccccc3	1.0	2.0	cyclooxygenase inhibitor	0.1364013372	CPC011	-0.1034482759
MUC.CP003_MCF7_24H:BRD-K26997899-001-01-4:10	-9.0610741365	-5.8399583456	6	7	0.0	MCF7	10.0	BRD-K26997899	24.0	SA-792574	unknown	unknown	Preclinical	microtubule inhibitor	c1ccccc1	c1ccc(cc1)Cc2cc3ccccc3[nH]2	2.0	1.0	cyclooxygenase inhibitor	0.0724372158	MUC.CP003	-0.0344827586
CPC003_HA1E_24H:BRD-K77554836-001-03-3:10	-2.9520316716	1.1005744938	0	21	0.0028	HA1E	10.0	BRD-K77554836	24.0	triamcinolone	IOHEXOL	Contact dermatitis and other eczema, unspecified cause	Launched	glucocorticoid receptor agonist	C1=CC2C(=CC1)CCC3C2CCC4CCCC43	unknown	1.0	0.0	glucocorticoid receptor agonist	0.7024707682	CPC003	0.0517241379
CPC014_ASC_24H:BRD-M16762496-001-01-9:10	-8.5012082004	9.7367215207	2	2	0.0	ASC	10.0	BRD-M16762496	24.0	PIK-75	unknown	unknown	Preclinical	DNA protein kinase inhibitor, PI3K inhibitor	c1ccccc1	N(=Cc1cnc2ccccn21)NSc3ccccc3	2.0	1.0	cyclooxygenase inhibitor	0.0708270799	CPC014	0.0172413793
CPC020_HT29_6H:BRD-K03406345-001-11-2:10	4.3673912539	-0.4663471808	-1	5	0.0	HT29	10.0	BRD-K03406345	6.0	azacitidine	LORATADINE	Myelodysplastic syndrome, unspecified	Launched	DNA methyltransferase inhibitor	n1cncnc1	N=1C=N[CH]N(C1)C2OCCC2	1.0	1.0	HDAC inhibitor	0.1063353114	CPC020	-0.1896551724
CPC004_PC3_24H:BRD-A15415227-003-01-1:10	-1.6637811849	-2.8002512352	0	18	0.0	PC3	10.0	BRD-A15415227	24.0	GW-1929	unknown	unknown	Preclinical	PPAR receptor agonist	c1ccccc1	c1ccc(cc1)Cc2ccccc2	2.0	6.0	adrenergic receptor antagonist	0.0409205741	CPC004	-0.0344827586
CPC019_A375_6H:BRD-K28120860-001-02-4:10	4.4171475066	-1.8140495714	0	5	0.0	A375	10.0	BRD-K28120860	6.0	KM-03949SC	unknown	unknown	unknown	unknown	S1C=CCCC1	S(C=1SCCCC1)CCNc2ccccc2	2.0	1.0	MEK inhibitor	0.1682217602	CPC019	-0.2413793103
CPC012_A375_6H:BRD-A15010982-001-01-9:10	3.7189920297	5.652956208	4	4	0.0	A375	10.0	BRD-A15010982	6.0	HU-211	unknown	unknown	unknown	unknown	O1c2ccccc2C3CC=CCC3C1	unknown	1.0	0.0	estrogen receptor agonist	0.2672745884	CPC012	-0.0689655172
CPC006_HCC15_6H:BRD-K06792661-001-01-9:10	3.6462840801	5.8737372188	4	4	0.0	HCC15	10.0	BRD-K06792661	6.0	narciclasine	unknown	unknown	unknown	unknown	O1c2cc3c(cc2OC1)CNC4C3=CCCC4	unknown	1.0	0.0	topoisomerase inhibitor	0.019648547	CPC006	0.0862068966
CPC004_VCAP_24H:BRD-K34014345-001-03-4:10	-2.3341303887	0.3805977341	0	21	0.0261	VCAP	10.0	BRD-K34014345	24.0	naproxol	unknown	unknown	unknown	unknown	c1ccc2ccccc2c1	unknown	1.0	0.0	estrogen receptor agonist	0.0831402334	CPC004	-0.0172413793
CPC012_MCF7_24H:BRD-K69888333-001-01-7:10	-2.6513524498	-6.2289244642	11	29	0.0	MCF7	10.0	BRD-K69888333	24.0	BRD-K69888333	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	c1ccc(cc1)NCc2ccccc2	2.0	10.0	topoisomerase inhibitor	0.3989901406	CPC012	-0.0517241379
CPC004_PC3_6H:BRD-A09472452-015-11-9:10	-0.9259271797	0.6640430041	0	10	0.0141	PC3	10.0	BRD-A09472452	6.0	flecainide	RIVAROXABAN	Atrial flutter	Launched	sodium channel blocker	c1ccccc1	c1ccc(cc1)CNCC2NCCCC2	2.0	1.0	adrenergic receptor antagonist	0.0328863482	CPC004	-0.0517241379
CPC011_PC3_24H:BRD-K21806131-050-02-5:10	3.6566251432	0.0302041955	0	24	0.0021	PC3	10.0	BRD-K21806131	24.0	tegaserod	ERYTHROMYCIN	Gastroparesis	Withdrawn	serotonin receptor partial agonist	c1ccc2[nH]ccc2c1	unknown	1.0	0.0	tubulin polymerization inhibitor	0.1695625098	CPC011	-0.1034482759
CPC008_HT29_6H:BRD-K06436323-001-01-3:10	-5.8675904787	5.3110760449	5	25	0.0	HT29	10.0	BRD-K06436323	6.0	BRD-K06436323	unknown	unknown	unknown	unknown	n1cnccc1	c1ccc(cc1)N2CCNCC2	3.0	3.0	dopamine receptor antagonist	0.2988594774	CPC008	0.0344827586
CPC014_PC3_6H:BRD-K19540840-001-02-9:10	-0.6993032049	-0.5503465695	0	0	0.0	PC3	10.0	BRD-K19540840	6.0	saracatinib	unknown	unknown	Phase 2/Phase 3	src inhibitor	n1cnc2ccccc2c1	n1cnc(Nc2cccc3OCOc32)c4ccc(OCCN5CCNCC5)cc14	4.0	7.0	EGFR inhibitor	0.3818325567	CPC014	0.0
CPC006_VCAP_6H:BRD-K21672174-001-02-2:160	4.0903678317	-2.642840369	0	5	0.0	VCAP	160.0	BRD-K21672174	6.0	RO-28-1675	unknown	unknown	Preclinical	glucokinase activator	c1ccccc1	n1ccsc1NCCc2ccccc2	1.0	4.0	cyclooxygenase inhibitor	0.1042931172	CPC006	-0.224137931
CPC004_HCC515_6H:BRD-A91008255-003-16-4:10	-1.2585055569	1.0425301222	0	10	0.0007	HCC515	10.0	BRD-A91008255	6.0	bepridil	unknown	unknown	Launched	calcium channel blocker	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	4.0	histamine receptor antagonist	-0.1035898556	CPC004	0.0
CPC010_A549_6H:BRD-K99615199-001-15-1:10	-6.2821633077	0.7044236582	12	20	0.0077	A549	10.0	BRD-K99615199	6.0	medroxyprogesterone	LEVONORGESTREL	Surveillance of other contraceptive method	Launched	progesterone receptor agonist	C1=C2CCC3C(CCC4CCCC43)C2CCC1	unknown	1.0	0.0	glucocorticoid receptor agonist	0.3133197583	CPC010	0.0344827586
LJP001_SKBR3_24H:BRD-K68174511-001-02-5:10	-2.1000676449	-0.3971046199	0	0	0.0	SKBR3	10.0	BRD-K68174511	24.0	torin-2	unknown	unknown	Preclinical	mTOR inhibitor	n1cc2C=C[CH]Nc2c3ccccc13	n1cc2C=C[CH]N(c3ccccc3)c2c4ccccc14	3.0	3.0	PI3K inhibitor	0.0998606518	LJP001	0.0172413793
