signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_25266	0.948798076	7.081684586e-08	15	GF-109203	LSM-2677	PRKCA	10uM	HT29	24h	LINCSCP_25266
LINCSCP_26442	0.922959512	9.462515504e-07	15	SCHEMBL15422032	LSM-43336	NA	10uM	HT29	6h	LINCSCP_26442
LINCSCP_25516	0.9191805415	1.279819543e-06	15	GF-109203	LSM-2677	PRKCA	10uM	HT29	24h	LINCSCP_25516
LINCSCP_195636	0.9178425033	1.419288783e-06	15	BRD-K38517635	LSM-10761	NA	5uM	A549	24h	LINCSCP_195636
LINCSCP_26072	0.9118265475	2.213684084e-06	15	MLS002264464	LSM-2528	NA	10uM	HT29	6h	LINCSCP_26072
LINCSCP_225668	0.9088538886	2.72600972e-06	15	Targinine	LSM-36418	NA	10uM	HT29	6h	LINCSCP_225668
LINCSCP_26660	0.9068675476	3.120702445e-06	15	Canertinib	LSM-1120	EGFR|ERBB2|ERBB4	10uM	HT29	6h	LINCSCP_26660
LINCSCP_26910	0.9028592275	4.063445466e-06	15	LY 2183240	LSM-2839	FAAH	10uM	HT29	6h	LINCSCP_26910
LINCSCP_10549	-0.9014145056	4.456699127e-06	15	NSC119236	LSM-4575	NA	20uM	AGS	6h	LINCSCP_10549
LINCSCP_155426	0.8912926031	8.203286653e-06	15	GSK-923295	LSM-45692	NA	10uM	PC3	24h	LINCSCP_155426
LINCSCP_99327	-0.8895186325	9.073255554e-06	15	Piperidolate	LSM-1951	CHRM1	0.37uM	HA1E	24h	LINCSCP_99327
LINCSCP_122482	-0.8868865441	1.050453217e-05	15	Cyclobenzaprine	LSM-5537	HTR2A|HTR2C	10uM	HT29	24h	LINCSCP_122482
LINCSCP_132773	-0.8867033846	1.061073742e-05	15	TAE-684	LSM-1024	ALK	10uM	MCF7	24h	LINCSCP_132773
LINCSCP_27218	0.8859630589	1.104916009e-05	15	AK-968/11369213	LSM-6608	NA	10uM	HT29	6h	LINCSCP_27218
LINCSCP_26369	0.8851942083	1.152031327e-05	15	SCHEMBL15422533	LSM-44568	NA	10uM	HT29	6h	LINCSCP_26369
LINCSCP_157391	0.8848575573	1.173180677e-05	15	LGX818	LSM-45655	NA	10uM	PC3	24h	LINCSCP_157391
LINCSCP_158860	0.8820147362	1.364992811e-05	15	RG7388	LSM-45958	NA	3.33uM	PC3	24h	LINCSCP_158860
LINCSCP_126443	0.8813588777	1.412754841e-05	15	LY2090314	LSM-45915	GSK3A|GSK3B	3.33uM	HT29	24h	LINCSCP_126443
LINCSCP_151649	0.8777047031	1.705020784e-05	15	Rebastinib	LSM-6708	ABL1	10uM	PC3	24h	LINCSCP_151649
LINCSCP_58030	-0.8752726162	1.92606742e-05	15	(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid	LSM-5532	ALOX5|PPARG|PTGS1|PTGS2	10uM	VCAP	6h	LINCSCP_58030
LINCSCP_25562	0.8734571545	2.106137807e-05	15	SB-216763	LSM-1161	GSK3B	10uM	HT29	24h	LINCSCP_25562
LINCSCP_26948	0.8711528106	2.354603018e-05	15	SB-203580	LSM-1168	MAPK1|MAPK11|MAPK14	10uM	HT29	6h	LINCSCP_26948
LINCSCP_26436	0.8711235506	2.357907535e-05	15	SCHEMBL15422156	LSM-43123	NA	10uM	HT29	6h	LINCSCP_26436
LINCSCP_155225	0.8677723697	2.762712483e-05	15	AC1MJ3VH	LSM-1731	TOP2A	1.11uM	PC3	24h	LINCSCP_155225
LINCSCP_126442	0.8665041568	2.930193044e-05	15	LY2090314	LSM-45915	GSK3A|GSK3B	10uM	HT29	24h	LINCSCP_126442
LINCSCP_159115	0.8626055232	3.498587899e-05	15	MLN9708	LSM-45406	NA	0.12uM	PC3	24h	LINCSCP_159115
LINCSCP_155606	0.8612873969	3.710248408e-05	15	GF-109203	LSM-2677	PRKCA	10uM	PC3	24h	LINCSCP_155606
LINCSCP_157445	0.86069372	3.808981221e-05	15	Indomethacin	LSM-3275	PPARG|PTGDR2|PTGS1|PTGS2	10uM	PC3	24h	LINCSCP_157445
LINCSCP_151153	0.8595533938	4.00472895e-05	15	Mitoxantrone	LSM-2481	TOP2A	10uM	PC3	24h	LINCSCP_151153
LINCSCP_155223	0.8591631399	4.073601047e-05	15	AC1MJ3VH	LSM-1731	TOP2A	10uM	PC3	24h	LINCSCP_155223
LINCSCP_26365	0.8585732978	4.179554244e-05	15	SCHEMBL15422158	LSM-44565	NA	10uM	HT29	6h	LINCSCP_26365
LINCSCP_132636	-0.8582353853	4.241273447e-05	15	936890-98-1	LSM-42786	MTOR	3.33uM	MCF7	24h	LINCSCP_132636
LINCSCP_61140	-0.8574152694	4.394207676e-05	15	BRD-K53101279	LSM-11667	NA	5uM	VCAP	6h	LINCSCP_61140
LINCSCP_55928	-0.8567459082	4.52238389e-05	15	PD-160170	LSM-2247	NPY1R	10uM	VCAP	24h	LINCSCP_55928
