signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_59697	-0.9826514942	2.226416271e-06	9	BRD-K77644833	LSM-41505	NA	5uM	VCAP	24h	LINCSCP_59697
LINCSCP_106011	0.9720803556	1.165128266e-05	9	Cariprazine	LSM-45253	DRD2|DRD3	10uM	HELA	24h	LINCSCP_106011
LINCSCP_166022	-0.9708933206	1.346347262e-05	9	CHEMBL2132289	LSM-1044	RPS6KA3	0.37uM	SKL	24h	LINCSCP_166022
LINCSCP_130428	-0.9686868686	1.734936981e-05	9	CP-724714	LSM-42777	ERBB2	10uM	MCF10A	24h	LINCSCP_130428
LINCSCP_100249	-0.9612039911	3.645826161e-05	9	Pazopanib	LSM-1114	CSF1R|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|LCK|PDGFRA|PDGFRB	0.37uM	HCC515	24h	LINCSCP_100249
LINCSCP_238317	0.9555115761	5.854178513e-05	9	SR-03000000931-1	LSM-2425	NA	10uM	MCF7	24h	LINCSCP_238317
LINCSCP_81179	0.9541698621	6.487160512e-05	9	TGX 221	LSM-1172	PIK3CB	3.33uM	A549	24h	LINCSCP_81179
LINCSCP_119248	0.9541105099	6.51622997e-05	9	Saracatinib	LSM-1032	ABL1|SRC	1.11uM	HT29	24h	LINCSCP_119248
LINCSCP_78553	-0.9502991396	8.582947973e-05	9	Epothilone B (EPO906, Patupilone)	LSM-46001	NA	0.37uM	A375	24h	LINCSCP_78553
LINCSCP_151376	0.9485885591	9.64576e-05	9	ZSTK 474	LSM-1053	PIK3CG	3.33uM	PC3	24h	LINCSCP_151376
LINCSCP_60505	-0.9484892245	9.71019192e-05	9	BRD-K10046096	LSM-6981	NA	5uM	VCAP	24h	LINCSCP_60505
LINCSCP_136550	-0.9483761355	9.783914584e-05	9	FAMPRIDINE	LSM-45521	KCNA1|KCNA10|KCNA2|KCNA3|KCNA4|KCNA5|KCNA6|KCNA7|KCNB1|KCNB2|KCNC1|KCNC2|KCNC3|KCNC4|KCND1|KCND2|KCND3|KCNF1|KCNG1|KCNG2|KCNG3|KCNG4|KCNH1|KCNH2|KCNH3|KCNH4|KCNH5|KCNH6|KCNH7|KCNH8|KCNQ1|KCNQ2|KCNQ3|KCNQ4|KCNQ5|KCNS1|KCNS2|KCNS3|KCNV1|KCNV2	3.33uM	MCF7	24h	LINCSCP_136550
LINCSCP_36020	-0.9472852124	0.0001051550388	9	Withaferin A	LSM-6685	IKBKB|NAMPT	0.5uM	MCF7	24h	LINCSCP_36020
LINCSCP_3420	0.9412048994	0.0001531584273	9	BRD-K98225498	LSM-42594	NA	5uM	A375	24h	LINCSCP_3420
LINCSCP_61854	-0.9391822193	0.0001720605057	9	BRD-K96269157	LSM-14336	NA	5uM	VCAP	24h	LINCSCP_61854
LINCSCP_72245	-0.937950932	0.0001843385024	9	Bardoxolone Methyl	LSM-45471	IKBKB|KEAP1|NFE2L2|PPARG	1.11uM	A375	24h	LINCSCP_72245
LINCSCP_277595	-0.9360117396	0.0002049066378	9	BRD-K37869460	LSM-46116	NA	5uM	PC3	24h	LINCSCP_277595
LINCSCP_8558	0.9355724153	0.0002097812096	9	BRD-K71805031	LSM-12828	NA	5uM	A549	24h	LINCSCP_8558
LINCSCP_149080	-0.9353543751	0.000212230527	9	GSK-J2	LSM-44940	NA	0.04uM	NPC	24h	LINCSCP_149080
LINCSCP_161215	0.934892995	0.0002174795594	9	testosterone	LSM-4025	AR	0.04uM	PC3	24h	LINCSCP_161215
LINCSCP_78819	-0.9348011588	0.0002185351497	9	MG-132	LSM-1107	PSMB1	20uM	A375	24h	LINCSCP_78819
LINCSCP_4603	-0.9335340785	0.0002334696523	9	BDBM50127227	LSM-43025	FNTA|IKBKB	10uM	A549	24h	LINCSCP_4603
LINCSCP_65239	0.9318882641	0.0002539209889	9	BRD-K19033174	LSM-44712	NA	10uM	VCAP	24h	LINCSCP_65239
LINCSCP_121107	0.929477445	0.0002861054404	9	Fenticonazole Nitrate	LSM-45431	NA	0.12uM	HT29	24h	LINCSCP_121107
LINCSCP_147939	0.9294642355	0.0002862892774	9	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.12uM	NPC.CAS9	24h	LINCSCP_147939
