signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_19536	-0.804966913	9.125340679e-12	47	Niclosamide	LSM-2787	STAT3	10uM	HCC515	6h	LINCSCP_19536
LINCSCP_69173	-0.7767025549	1.389939705e-10	47	PF477736	LSM-1112	CHEK1	1.11uM	A375	24h	LINCSCP_69173
LINCSCP_19586	-0.7688507449	2.763954865e-10	47	IMD-0354	LSM-3667	IKBKB	10uM	HCC515	6h	LINCSCP_19586
LINCSCP_81018	-0.7586314405	6.502233108e-10	47	Neratinib	LSM-42778	EGFR|ERBB2|ERBB4	3.33uM	A549	24h	LINCSCP_81018
LINCSCP_99402	-0.7494339946	1.355766895e-09	47	Vemurafenib	LSM-1068	BRAF	10uM	HCC515	24h	LINCSCP_99402
LINCSCP_9204	-0.7486806923	1.437857482e-09	47	3,7-Bis(dimethylamino)phenothiazin-5-ium	LSM-4555	ACHE	10uM	A549	24h	LINCSCP_9204
LINCSCP_33693	-0.7481398842	1.499649505e-09	47	Cyclosporin A	LSM-1703	PPIA|PPP3CA	10uM	MCF7	6h	LINCSCP_33693
LINCSCP_109439	-0.7409293609	2.602143392e-09	47	IMD-0354	LSM-3667	IKBKB	1.11uM	HELA	24h	LINCSCP_109439
LINCSCP_33843	-0.7406442883	2.658475175e-09	47	CHEMBL2362248	LSM-39042	NA	10uM	MCF7	24h	LINCSCP_33843
LINCSCP_31132	-0.7382871603	3.170174847e-09	47	BAS 07529539	LSM-2407	NA	10uM	MCF7	24h	LINCSCP_31132
LINCSCP_35294	-0.7381994033	3.19090472e-09	47	CHEMBL3186722	LSM-38352	NA	10uM	MCF7	24h	LINCSCP_35294
LINCSCP_32936	-0.7377958906	3.287871586e-09	47	NONOXYNOL 9	LSM-3971	NA	10uM	MCF7	24h	LINCSCP_32936
LINCSCP_47597	-0.7376947768	3.312600006e-09	47	BDBM79205	LSM-1571	NA	10uM	PC3	24h	LINCSCP_47597
LINCSCP_82224	-0.7373301366	3.403235134e-09	47	Azacitidine	LSM-5218	DNMT1|DNMT3A	1.11uM	A549	24h	LINCSCP_82224
LINCSCP_9205	-0.7370096037	3.484825671e-09	47	3,7-Bis(dimethylamino)phenothiazin-5-ium	LSM-4555	ACHE	1uM	A549	24h	LINCSCP_9205
LINCSCP_48817	-0.736870716	3.520746495e-09	47	BRD-K70337365	LSM-41097	NA	10uM	PC3	24h	LINCSCP_48817
LINCSCP_13513	-0.7366057887	3.590231644e-09	47	Quiflapon	LSM-6242	ALOX5AP	80uM	H1299	6h	LINCSCP_13513
LINCSCP_9480	-0.736405333	3.643660935e-09	47	Niclosamide	LSM-2787	STAT3	1uM	A549	24h	LINCSCP_9480
LINCSCP_31860	-0.7357495256	3.82372445e-09	47	BRD-K04534322	LSM-36643	NA	10uM	MCF7	24h	LINCSCP_31860
LINCSCP_1979	-0.7330243863	4.665338251e-09	47	BRD-K04534322	LSM-36643	NA	10uM	A375	6h	LINCSCP_1979
LINCSCP_44644	-0.7312990544	5.284995008e-09	47	AC1L1JM9	LSM-2056	NA	10uM	PC3	6h	LINCSCP_44644
LINCSCP_82198	-0.7293481379	6.078453994e-09	47	GSK J4	LSM-6328	NA	10uM	A549	24h	LINCSCP_82198
LINCSCP_69494	-0.7283573183	6.522995227e-09	47	PD-173074	LSM-1026	FGFR1|FGFR3	10uM	A375	24h	LINCSCP_69494
LINCSCP_32835	-0.7265342172	7.421716871e-09	47	Ivermectin	LSM-42824	NA	10uM	MCF7	24h	LINCSCP_32835
LINCSCP_35968	-0.724925281	8.310139238e-09	47	AKT Inhibitor IV	LSM-43091	AKT1	3uM	MCF7	24h	LINCSCP_35968
LINCSCP_76427	-0.7244553713	8.587864326e-09	47	Econazole	LSM-1617	NA	10uM	A375	24h	LINCSCP_76427
LINCSCP_188097	-0.7244016406	8.620169008e-09	47	Cyclosporine	LSM-42817	PPIA|PPP3CA	10uM	A549	6h	LINCSCP_188097
LINCSCP_9254	-0.7243188587	8.670163445e-09	47	MLS000038106	LSM-4068	NA	3uM	A549	24h	LINCSCP_9254
LINCSCP_109929	-0.7227505832	9.670247764e-09	47	Etravirine (TMC125)	LSM-45824	NA	10uM	HELA	24h	LINCSCP_109929
LINCSCP_53573	-0.722568904	9.792852799e-09	47	Quiflapon	LSM-6242	ALOX5AP	80uM	SNGM	6h	LINCSCP_53573
LINCSCP_30748	-0.7223176086	9.964842334e-09	47	CHEMBL258148	LSM-6214	CTSL	90uM	MCF7	6h	LINCSCP_30748
LINCSCP_4490	-0.7217316713	1.037693134e-08	47	Valdecoxib	LSM-5305	PTGS2	100uM	A549	24h	LINCSCP_4490
LINCSCP_148050	-0.7217003802	1.03993817e-08	47	VE-821	LSM-36358	NA	3.33uM	NPC.CAS9	24h	LINCSCP_148050
LINCSCP_400	-0.7216639917	1.042554655e-08	47	Rhodomyrtoxin B	LSM-1285	SLCO1B3	10uM	A375	6h	LINCSCP_400
LINCSCP_35185	-0.7212346978	1.073892405e-08	47	CHEMBL3188581	LSM-38540	NA	10uM	MCF7	24h	LINCSCP_35185
LINCSCP_13492	-0.7205459034	1.126025221e-08	47	RO-281675	LSM-6231	GCK	100uM	H1299	6h	LINCSCP_13492
LINCSCP_31864	-0.7204332856	1.134771381e-08	47	SCHEMBL10028376	LSM-36648	NA	10uM	MCF7	24h	LINCSCP_31864
LINCSCP_31872	-0.7202287732	1.150817386e-08	47	Tunicamycin From Streptomyces Sp.	LSM-43169	GNPTAB	10uM	MCF7	24h	LINCSCP_31872
LINCSCP_249788	-0.7200038353	1.168711545e-08	47	BRD-K45627302	LSM-44774	NA	10uM	MCF7	24h	LINCSCP_249788
LINCSCP_69682	-0.7197893229	1.186019088e-08	47	TPCA-1	LSM-1136	IKBKB	10uM	A375	24h	LINCSCP_69682
LINCSCP_9685	-0.7194109171	1.217137344e-08	47	ML239	LSM-3882	NA	10uM	A549	24h	LINCSCP_9685
LINCSCP_25740	-0.7188486668	1.264790719e-08	47	RO-281675	LSM-6231	GCK	100uM	HT29	6h	LINCSCP_25740
LINCSCP_126239	-0.7182500912	1.317441927e-08	47	IMD-0354	LSM-3667	IKBKB	3.33uM	HT29	24h	LINCSCP_126239
LINCSCP_126238	-0.7179908946	1.340872654e-08	47	IMD-0354	LSM-3667	IKBKB	10uM	HT29	24h	LINCSCP_126238
LINCSCP_32689	-0.7178179444	1.356723608e-08	47	Tyrphostin A9	LSM-4617	NA	10uM	MCF7	6h	LINCSCP_32689
LINCSCP_41772	-0.717788224	1.359465116e-08	47	pyrvinium-pamoate	NA	AR	0.5uM	NKDBA	24h	LINCSCP_41772
LINCSCP_4464	-0.7176634952	1.371027251e-08	47	Rosiglitazone	LSM-1949	PPARG	80uM	A549	24h	LINCSCP_4464
LINCSCP_143315	-0.7175700107	1.379753454e-08	47	Etravirine (TMC125)	LSM-45824	NA	10uM	MCF7	24h	LINCSCP_143315
LINCSCP_126730	-0.71716042	1.41860365e-08	47	Etravirine (TMC125)	LSM-45824	NA	10uM	HT29	24h	LINCSCP_126730
LINCSCP_99888	-0.7166773427	1.465741614e-08	47	PD-173074	LSM-1026	FGFR1|FGFR3	10uM	HCC515	24h	LINCSCP_99888
LINCSCP_17674	-0.715558924	1.580569225e-08	47	RO-281675	LSM-6231	GCK	100uM	HCC15	6h	LINCSCP_17674
LINCSCP_264816	-0.7150280616	1.637974915e-08	47	Rottlerin	LSM-42845	NA	10uM	PC3	6h	LINCSCP_264816
LINCSCP_1022	-0.7142551789	1.725053802e-08	47	Lonidamine	LSM-6272	NA	100uM	A375	6h	LINCSCP_1022
LINCSCP_914	-0.7140397581	1.750086884e-08	47	Rottlerin	LSM-42845	NA	10uM	A375	6h	LINCSCP_914
LINCSCP_32571	-0.7137566654	1.783501628e-08	47	AC1LUIBL	LSM-6693	NA	10uM	MCF7	24h	LINCSCP_32571
LINCSCP_133931	-0.7134771455	1.817080469e-08	47	CGK733	LSM-1610	ATM|ATR	10uM	MCF7	24h	LINCSCP_133931
LINCSCP_7270	-0.7133232818	1.835816044e-08	47	ZK 164015	LSM-2085	NA	10uM	A549	24h	LINCSCP_7270
LINCSCP_30251	-0.7131935965	1.851747896e-08	47	AC1MD3YP	LSM-1801	EIF2S1	10uM	MCF7	24h	LINCSCP_30251
LINCSCP_82246	-0.7129928455	1.876665881e-08	47	STK219801	LSM-43281	NA	10uM	A549	24h	LINCSCP_82246
LINCSCP_32942	-0.7117941191	2.032118034e-08	47	Reserpine	LSM-4162	SLC18A1|SLC18A2	10uM	MCF7	24h	LINCSCP_32942
LINCSCP_33596	-0.7115663742	2.062983441e-08	47	Carbonyl Cyanide M-Chlorophenylhydrazone	LSM-2341	NA	10uM	MCF7	24h	LINCSCP_33596
LINCSCP_47203	-0.7111958586	2.114138182e-08	47	SAN1_000751	LSM-36670	NA	10uM	PC3	6h	LINCSCP_47203
LINCSCP_79845	-0.7109813101	2.144300317e-08	47	Dequalinium	LSM-5846	NA	10uM	A375	24h	LINCSCP_79845
LINCSCP_44201	-0.7108895399	2.157324431e-08	47	Fccp	LSM-2317	NA	10uM	PC3	24h	LINCSCP_44201
LINCSCP_33874	-0.7108369637	2.164819462e-08	47	CHEMBL1986318	LSM-6610	NA	10uM	MCF7	24h	LINCSCP_33874
LINCSCP_27195	-0.7096810444	2.335896278e-08	47	SAN1_000751	LSM-36670	NA	10uM	HT29	6h	LINCSCP_27195
LINCSCP_5064	-0.7089932172	2.443620836e-08	47	KUC103443N	LSM-1828	NA	10uM	A549	6h	LINCSCP_5064
LINCSCP_19087	-0.7088299335	2.469868208e-08	47	Niclosamide	LSM-2787	STAT3	10uM	HCC515	6h	LINCSCP_19087
LINCSCP_4633	-0.7084992513	2.52383522e-08	47	Kinetin Riboside	LSM-6292	NA	10uM	A549	24h	LINCSCP_4633
LINCSCP_34510	-0.7082932958	2.558002943e-08	47	Benzethonium	LSM-5804	SCN10A	10uM	MCF7	24h	LINCSCP_34510
LINCSCP_114329	-0.7079887564	2.609320246e-08	47	BRD-A01645196	LSM-42745	NA	3.33uM	HME1	24h	LINCSCP_114329
LINCSCP_124601	-0.707765159	2.647610218e-08	47	Ivermectin	LSM-42824	NA	10uM	HT29	24h	LINCSCP_124601
