signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_113577	-0.7408200086	1.048330533e-07	38	noscapine	NA	NA	10uM	HME1	3h	LINCSCP_113577
LINCSCP_54238	-0.7178735252	3.911768227e-07	38	MLS003448149	LSM-3003	NA	10uM	SW620	6h	LINCSCP_54238
LINCSCP_129626	-0.7168493615	4.13619355e-07	38	HG-14-10-04	LSM-6345	NA	3.33uM	JURKAT	24h	LINCSCP_129626
LINCSCP_145374	0.70618194	7.292542052e-07	38	936890-98-1	LSM-42786	MTOR	0.12uM	MDAMB231	24h	LINCSCP_145374
LINCSCP_91692	0.7056212588	7.508016869e-07	38	MK-5108	LSM-36812	AURKA|AURKB	1.11uM	HA1E	24h	LINCSCP_91692
LINCSCP_113563	0.7043965891	7.99921307e-07	38	WYE 125132	LSM-1064	MTOR	0.12uM	HME1	3h	LINCSCP_113563
LINCSCP_17431	0.7030593663	8.569234293e-07	38	SCHEMBL16980377	LSM-6821	NA	0.12uM	HA1E	24h	LINCSCP_17431
LINCSCP_130314	-0.7026928579	8.731869762e-07	38	SCHEMBL1564574	LSM-1006	CHEK1|CHEK2	10uM	LNCAP	3h	LINCSCP_130314
LINCSCP_218821	-0.6975102186	1.135745083e-06	38	Trifluoperazine	LSM-4010	DRD2|DRD3|DRD4|HTR2A|HTR2C	10uM	HEC108	6h	LINCSCP_218821
LINCSCP_32324	-0.6930847688	1.415502233e-06	38	SAN1_000362	LSM-36667	NA	10uM	MCF7	6h	LINCSCP_32324
LINCSCP_33040	-0.6899673287	1.64919786e-06	38	BRD-A10420615-001-02-8	LSM-1306	ATP2A1	10uM	MCF7	24h	LINCSCP_33040
LINCSCP_153001	-0.6863077406	1.968534351e-06	38	MK-8245	LSM-45756	NA	10uM	PC3	24h	LINCSCP_153001
LINCSCP_29710	0.686190875	1.979610091e-06	38	PLX-4720	LSM-1049	BRAF	1uM	MCF10A	6h	LINCSCP_29710
LINCSCP_60122	-0.6802643156	2.622454059e-06	38	BRD-K78961368	LSM-7883	NA	5uM	VCAP	6h	LINCSCP_60122
LINCSCP_211670	0.6801935525	2.631171964e-06	38	BRD-K84803513	LSM-45112	NA	10uM	HA1E	6h	LINCSCP_211670
LINCSCP_96916	0.6779839697	2.917147592e-06	38	Phorbol Myristate Acetate	LSM-25630	NA	0.03uM	HA1E	24h	LINCSCP_96916
LINCSCP_12277	0.6776612539	2.961223158e-06	38	CHEMBL585951	LSM-36386	MAPK8	0.5uM	BT20	6h	LINCSCP_12277
LINCSCP_6050	0.6772563085	3.017393542e-06	38	MW-A1-14	LSM-2695	NA	10uM	A549	6h	LINCSCP_6050
LINCSCP_212449	0.6770644049	3.044352592e-06	38	Dioxane	LSM-37087	NA	20uM	HA1E	24h	LINCSCP_212449
LINCSCP_92224	-0.6761485998	3.176076588e-06	38	AZD4547	LSM-6308	NA	10uM	HA1E	24h	LINCSCP_92224
LINCSCP_145727	0.6741768816	3.477600908e-06	38	936890-98-1	LSM-42786	MTOR	0.12uM	MDAMB231	3h	LINCSCP_145727
LINCSCP_24278	0.6736647844	3.560094694e-06	38	CHEMBL3188661	LSM-5394	DDR1	1uM	HS578T	24h	LINCSCP_24278
LINCSCP_16122	0.6724460982	3.763679735e-06	38	AC1NDH8W	LSM-2467	NA	10uM	HA1E	6h	LINCSCP_16122
LINCSCP_115942	-0.6718828223	3.861336271e-06	38	CHEMBL2136735	LSM-1152	FGFR1|FGFR3|FLT1|FLT4|KDR|PDGFRA|PDGFRB	10uM	HS578T	3h	LINCSCP_115942
LINCSCP_24428	0.6702604724	4.155733043e-06	38	QL47	LSM-6019	BMX|BTK	1uM	HS578T	24h	LINCSCP_24428
LINCSCP_109999	0.6685338666	4.491531007e-06	38	Omacetaxine Mepesuccinate	LSM-3716	NA	0.04uM	HELA	24h	LINCSCP_109999
LINCSCP_39690	0.6682127153	4.556666055e-06	38	Itrazole	LSM-5032	NA	10uM	MDST8	6h	LINCSCP_39690
LINCSCP_272339	-0.6667496312	4.864499489e-06	38	BRD-K74507776	LSM-41330	NA	10uM	PC3	6h	LINCSCP_272339
LINCSCP_5196	0.6655092938	5.140260991e-06	38	BRD-A43805296	LSM-1555	NA	10uM	A549	6h	LINCSCP_5196
LINCSCP_113755	0.6652784023	5.193148119e-06	38	Ipatasertib	LSM-6341	AKT1|AKT2|AKT3	10uM	HME1	24h	LINCSCP_113755
LINCSCP_35856	-0.6648658508	5.288887887e-06	38	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	0.5uM	MCF7	24h	LINCSCP_35856
LINCSCP_53957	-0.6644259462	5.392753728e-06	38	Trifluoperazine	LSM-4010	DRD2|DRD3|DRD4|HTR2A|HTR2C	10uM	SNUC5	6h	LINCSCP_53957
