signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_129391	-1	0	3	TPCA-1	LSM-1136	IKBKB	10uM	JURKAT	24h	LINCSCP_129391
LINCSCP_129392	-1	0	3	TPCA-1	LSM-1136	IKBKB	3.33uM	JURKAT	24h	LINCSCP_129392
LINCSCP_129458	-1	0	3	Bosutinib	LSM-1190	ABL1|BCR|CAMK2G|HCK|LYN|SRC	3.33uM	JURKAT	24h	LINCSCP_129458
LINCSCP_129488	-1	0	3	AZD4547	LSM-6308	NA	10uM	JURKAT	24h	LINCSCP_129488
LINCSCP_129554	-1	0	3	Pazopanib	LSM-1114	CSF1R|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|LCK|PDGFRA|PDGFRB	10uM	JURKAT	24h	LINCSCP_129554
LINCSCP_129649	-1	0	3	761437-28-9	LSM-1208	NA	10uM	JURKAT	24h	LINCSCP_129649
LINCSCP_153372	-1	0	3	Bosutinib	LSM-1190	ABL1|BCR|CAMK2G|HCK|LYN|SRC	10uM	PC3	24h	LINCSCP_153372
LINCSCP_154231	-1	0	3	Pelitinib	LSM-42796	EGFR	3.33uM	PC3	24h	LINCSCP_154231
LINCSCP_154232	-1	0	3	Pelitinib	LSM-42796	EGFR	1.11uM	PC3	24h	LINCSCP_154232
LINCSCP_154339	-1	0	3	Dabrafenib	LSM-6303	BRAF	3.33uM	PC3	24h	LINCSCP_154339
LINCSCP_154340	-1	0	3	Dabrafenib	LSM-6303	BRAF	1.11uM	PC3	24h	LINCSCP_154340
LINCSCP_158583	-1	0	3	ABT-199 (GDC-0199)	LSM-45468	BCL2	10uM	PC3	24h	LINCSCP_158583
LINCSCP_68238	0.9999999999	9.02859121e-06	3	Wortmannin	LSM-3947	PIK3CA|PIK3CG|PLK1	10uM	SNGM	6h	LINCSCP_68238
LINCSCP_28924	-0.9999999994	2.259307546e-05	3	Rotenone	LSM-5260	MT-ND1	0.1uM	HUH7	6h	LINCSCP_28924
LINCSCP_93956	0.9999999984	3.630216141e-05	3	PENICILLIN V POTASSIUM	LSM-45657	NA	1.11uM	HA1E	24h	LINCSCP_93956
LINCSCP_76547	-0.9999999978	4.17799915e-05	3	AZD-1775	LSM-1153	WEE1	3.33uM	A375	24h	LINCSCP_76547
LINCSCP_57756	-0.9999999968	5.0561416e-05	3	MLS002264469	LSM-2012	NA	10uM	VCAP	24h	LINCSCP_57756
LINCSCP_124788	-0.9999999967	5.14041583e-05	3	MLS002222336	LSM-1855	PTGS1|PTGS2	3.33uM	HT29	24h	LINCSCP_124788
LINCSCP_267985	0.9999999965	5.320904222e-05	3	2-Bromo-n-[3-(pentanoylamino)phenyl]benzamide	LSM-3693	NA	10uM	PC3	6h	LINCSCP_267985
LINCSCP_1059	0.9999999956	5.950652759e-05	3	Parthenolide	LSM-43090	NA	10uM	A375	6h	LINCSCP_1059
LINCSCP_24257	0.9999999946	6.619723414e-05	3	AT-7519	LSM-1004	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	0.5uM	HS578T	24h	LINCSCP_24257
LINCSCP_312080	-0.9999999917	8.20748982e-05	3	Troglitazone	LSM-4890	PPARG	1uM	VCAP	6h	LINCSCP_312080
LINCSCP_132619	-0.9999999894	9.275466283e-05	3	BI-2536	LSM-1041	PLK1	1.11uM	MCF7	24h	LINCSCP_132619
LINCSCP_38299	0.9999999887	9.567317127e-05	3	LY-294002	LSM-2597	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PLK1|PRKDC	3uM	MCF7	6h	LINCSCP_38299
LINCSCP_103550	0.9999999886	9.601934424e-05	3	Sulfadoxine	LSM-5657	NA	1.11uM	HELA	24h	LINCSCP_103550
LINCSCP_83471	-0.9999999863	0.0001052294315	3	Azacitidine	LSM-5218	DNMT1|DNMT3A	0.04uM	ASC.C	24h	LINCSCP_83471
