signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_261653	0.9999999999	8.101080003e-06	3	BRD-K30511626	LSM-6791	NA	10uM	NPC	24h	LINCSCP_261653
LINCSCP_132974	0.9999999997	1.546333934e-05	3	BI-2536	LSM-1041	PLK1	0.37uM	MCF7	3h	LINCSCP_132974
LINCSCP_71338	-0.9999999994	2.219513491e-05	3	Torsemide	LSM-2662	SLC12A1	3.33uM	A375	24h	LINCSCP_71338
LINCSCP_71104	0.9999999993	2.313275361e-05	3	SAQUINAVIR MESYLATE	LSM-45573	NA	3.33uM	A375	24h	LINCSCP_71104
LINCSCP_262150	-0.9999999989	2.921447693e-05	3	Nbqx	LSM-3054	GRIA1	10uM	NPC	24h	LINCSCP_262150
LINCSCP_137497	-0.9999999989	2.928671309e-05	3	KX2-391	LSM-45890	SRC	3.33uM	MCF7	24h	LINCSCP_137497
LINCSCP_21827	0.9999999988	3.090547624e-05	3	NCT-502	LSM-2265	NA	10uM	HEPG2	6h	LINCSCP_21827
LINCSCP_20691	-0.9999999975	4.465350242e-05	3	3-[(3-Hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azoniabicyclo[3.2.1]octane	LSM-1268	CHRM1|CHRM2|CHRM3|CHRM4	10uM	HCC515	6h	LINCSCP_20691
LINCSCP_310118	-0.9999999968	5.101123666e-05	3	BRD-K21994180	LSM-38461	NA	30uM	VCAP	6h	LINCSCP_310118
LINCSCP_72066	0.9999999949	6.42923919e-05	3	Dolutegravir (GSK1349572)	LSM-45596	NA	3.33uM	A375	24h	LINCSCP_72066
LINCSCP_48428	-0.9999999935	7.230898548e-05	3	BRD-K19677752	LSM-9619	NA	10uM	PC3	24h	LINCSCP_48428
LINCSCP_146931	-0.9999999909	8.601011262e-05	3	Anacardic acid	LSM-6320	NA	0.12uM	NEU	24h	LINCSCP_146931
LINCSCP_68156	0.9999999858	0.0001071238203	3	Trichostatin A, Streptomyces Sp.	LSM-42814	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	0.5uM	PC3	24h	LINCSCP_68156
LINCSCP_44279	0.9999999796	0.0001286691123	3	(+)-Camptothecin	LSM-1442	TOP1	10uM	PC3	6h	LINCSCP_44279
LINCSCP_134182	-0.999999977	0.0001365831153	3	HMN-214	LSM-42802	CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RET	3.33uM	MCF7	24h	LINCSCP_134182
LINCSCP_176625	0.9999999753	0.0001414708791	3	Piperidolate	LSM-1951	CHRM1	10uM	A375	6h	LINCSCP_176625
LINCSCP_31618	0.9999999739	0.0001453944471	3	Toremifene	LSM-42973	ESR1|ESR2	10uM	MCF7	24h	LINCSCP_31618
LINCSCP_49403	-0.999999972	0.0001507148117	3	Curcumin	LSM-43083	PTGS1|PTGS2	0.1uM	PC3	24h	LINCSCP_49403
LINCSCP_75514	0.9999999687	0.0001593765449	3	Tasisulam	LSM-45766	NA	1.11uM	A375	24h	LINCSCP_75514
LINCSCP_89658	0.9999999676	0.0001619756363	3	AMIKACIN HYDRATE	LSM-45899	NA	1.11uM	HA1E	24h	LINCSCP_89658
