signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_2888	-0.7162935642	4.262899747e-07	38	CHEMBL19130	LSM-2863	NA	10uM	A375	6h	LINCSCP_2888
LINCSCP_19460	-0.7040052764	8.162294513e-07	38	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	LSM-6189	TOP1	0.5uM	HCC515	6h	LINCSCP_19460
LINCSCP_9671	-0.6958069518	1.236764405e-06	38	AC1Q6JJ5	LSM-6192	TOP2A	0.5uM	A549	24h	LINCSCP_9671
LINCSCP_52948	-0.6814541362	2.479784162e-06	38	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	LSM-6189	TOP1	0.5uM	SKLU1	6h	LINCSCP_52948
LINCSCP_150141	-0.6576898234	7.234975585e-06	38	UNC0638	LSM-6325	NA	10uM	NPC.TAK	24h	LINCSCP_150141
LINCSCP_148055	-0.6551467445	8.068654842e-06	38	Rabusertib	LSM-36359	CHEK1	10uM	NPC.CAS9	24h	LINCSCP_148055
LINCSCP_6678	-0.6525246276	9.019404272e-06	38	GNF-PF-2272	LSM-6669	NA	10uM	A549	6h	LINCSCP_6678
LINCSCP_9673	-0.6404604976	1.485702973e-05	38	AC1Q6JJ5	LSM-6192	TOP2A	1uM	A549	24h	LINCSCP_9673
LINCSCP_15490	-0.6393114433	1.556295419e-05	38	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	LSM-6189	TOP1	0.5uM	HA1E	6h	LINCSCP_15490
LINCSCP_149912	-0.6375633538	1.669570184e-05	38	GSK-1070916	LSM-1062	AURKB|AURKC	10uM	NPC.TAK	24h	LINCSCP_149912
LINCSCP_13978	-0.6370329163	1.705399171e-05	38	(+)-Camptothecin	LSM-1442	TOP1	10uM	HA1E	24h	LINCSCP_13978
LINCSCP_80885	-0.6341292344	1.914254621e-05	38	Dihydroorotate Dehydrogenase Inhibitor, Brequinar	LSM-45952	NA	10uM	A375	24h	LINCSCP_80885
LINCSCP_113385	-0.6314557959	2.126881558e-05	38	BI-2536	LSM-1041	PLK1	10uM	HME1	3h	LINCSCP_113385
LINCSCP_79669	-0.6291247098	2.329595994e-05	38	Genz-644282	LSM-45838	NA	0.37uM	A375	24h	LINCSCP_79669
LINCSCP_115924	-0.627845615	2.44815405e-05	38	BRD-A24396574-001-01-5	LSM-5006	NA	10uM	HS578T	3h	LINCSCP_115924
LINCSCP_47514	-0.624154806	2.821688734e-05	38	Camptothecin	LSM-4611	TOP1	10uM	PC3	24h	LINCSCP_47514
LINCSCP_150213	-0.6216723711	3.101322667e-05	38	Rabusertib	LSM-36359	CHEK1	10uM	NPC.TAK	24h	LINCSCP_150213
LINCSCP_44174	-0.6205850522	3.231552834e-05	38	(+)-Camptothecin	LSM-1442	TOP1	10uM	PC3	24h	LINCSCP_44174
LINCSCP_80887	-0.6200019343	3.303422884e-05	38	Dihydroorotate Dehydrogenase Inhibitor, Brequinar	LSM-45952	NA	1.11uM	A375	24h	LINCSCP_80887
LINCSCP_53528	-0.6188287142	3.452442517e-05	38	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	LSM-6189	TOP1	0.5uM	SNGM	6h	LINCSCP_53528
LINCSCP_52570	-0.613561818	4.199600467e-05	38	Irinotecan	LSM-2167	TOP1	10uM	SKB	24h	LINCSCP_52570
LINCSCP_115681	-0.6129803961	4.290489369e-05	38	SCHEMBL1564574	LSM-1006	CHEK1|CHEK2	0.37uM	HS578T	24h	LINCSCP_115681
LINCSCP_149860	-0.6128351322	4.313474217e-05	38	Vandetanib	LSM-1199	EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK	10uM	NPC.TAK	24h	LINCSCP_149860
LINCSCP_147756	-0.611463124	4.53614124e-05	38	GSK-1070916	LSM-1062	AURKB|AURKC	10uM	NPC.CAS9	24h	LINCSCP_147756
