signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_129668	0.8594098905	2.38140186e-09	29	BGT-226	LSM-6710	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.12uM	JURKAT	24h	LINCSCP_129668
LINCSCP_129669	0.8555035411	3.36502387e-09	29	BGT-226	LSM-6710	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.04uM	JURKAT	24h	LINCSCP_129669
LINCSCP_88196	0.8505660225	5.13627897e-09	29	EX-8678	LSM-1147	NA	0.37uM	HA1E	24h	LINCSCP_88196
LINCSCP_129620	0.8504310556	5.194893874e-09	29	MLN-0128	LSM-1206	MTOR	3.33uM	JURKAT	24h	LINCSCP_129620
LINCSCP_129624	0.8500236922	5.375535969e-09	29	MLN-0128	LSM-1206	MTOR	0.04uM	JURKAT	24h	LINCSCP_129624
LINCSCP_25592	0.8486596767	6.023015567e-09	29	AZD-8055	LSM-1007	MTOR	10uM	HT29	24h	LINCSCP_25592
LINCSCP_25477	0.8463095757	7.307946155e-09	29	Dactolisib	LSM-4255	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.5uM	HT29	24h	LINCSCP_25477
LINCSCP_129623	0.8444227662	8.515724812e-09	29	MLN-0128	LSM-1206	MTOR	0.12uM	JURKAT	24h	LINCSCP_129623
LINCSCP_129619	0.8421540387	1.020816188e-08	29	MLN-0128	LSM-1206	MTOR	10uM	JURKAT	24h	LINCSCP_129619
LINCSCP_129621	0.8399190317	1.217061139e-08	29	MLN-0128	LSM-1206	MTOR	1.11uM	JURKAT	24h	LINCSCP_129621
LINCSCP_69045	0.839536405	1.253919725e-08	29	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	10uM	A375	24h	LINCSCP_69045
LINCSCP_151190	0.8392534446	1.281829867e-08	29	936890-98-1	LSM-42786	MTOR	3.33uM	PC3	24h	LINCSCP_151190
LINCSCP_116422	0.8391895735	1.288207812e-08	29	Dactolisib	LSM-4255	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	3.33uM	HT29	24h	LINCSCP_116422
LINCSCP_129622	0.8359369523	1.654027656e-08	29	MLN-0128	LSM-1206	MTOR	0.37uM	JURKAT	24h	LINCSCP_129622
LINCSCP_151099	0.8301528293	2.546355797e-08	29	AZD-8055	LSM-1007	MTOR	10uM	PC3	24h	LINCSCP_151099
LINCSCP_113251	0.827037152	3.191428373e-08	29	EX-8678	LSM-1147	NA	0.12uM	HME1	24h	LINCSCP_113251
LINCSCP_129611	0.8248559917	3.72815084e-08	29	BRD-A25736793	LSM-43054	MTOR	0.12uM	JURKAT	24h	LINCSCP_129611
LINCSCP_87791	0.823842776	4.004427328e-08	29	Apitolisib (gdc-0980, rg7422)	LSM-4257	PIK3CA|PIK3CB|PIK3CD|PIK3CG|MTOR	1.11uM	HA1E	24h	LINCSCP_87791
LINCSCP_113191	0.822101859	4.523043692e-08	29	TAE-684	LSM-1024	ALK	0.37uM	HME1	24h	LINCSCP_113191
LINCSCP_153390	0.8208950733	4.917692665e-08	29	Dactolisib	LSM-4255	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	10uM	PC3	24h	LINCSCP_153390
LINCSCP_88197	0.8197231903	5.33070525e-08	29	EX-8678	LSM-1147	NA	0.12uM	HA1E	24h	LINCSCP_88197
LINCSCP_151286	0.8184096576	5.831025247e-08	29	PI-103	LSM-1126	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG	3.33uM	PC3	24h	LINCSCP_151286
LINCSCP_99506	0.8183068005	5.871953771e-08	29	Buparlisib	LSM-1148	PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	1.11uM	HCC515	24h	LINCSCP_99506
LINCSCP_113039	0.8175048991	6.200128272e-08	29	Pictilisib	LSM-1047	PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	10uM	HME1	24h	LINCSCP_113039
LINCSCP_129667	0.817124478	6.361581686e-08	29	BGT-226	LSM-6710	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.37uM	JURKAT	24h	LINCSCP_129667
LINCSCP_86051	0.8166594107	6.56415749e-08	29	WYE 125132	LSM-1064	MTOR	0.04uM	BT20	24h	LINCSCP_86051
LINCSCP_129607	0.8165540147	6.610875142e-08	29	BRD-A25736793	LSM-43054	MTOR	10uM	JURKAT	24h	LINCSCP_129607
LINCSCP_99589	0.8151813121	7.247627383e-08	29	Apitolisib (gdc-0980, rg7422)	LSM-4257	PIK3CA|PIK3CB|PIK3CD|PIK3CG|MTOR	3.33uM	HCC515	24h	LINCSCP_99589
LINCSCP_154250	0.8150732406	7.300055263e-08	29	Ridaforolimus (Deforolimus, MK-8669)	LSM-45997	MTOR	1.11uM	PC3	24h	LINCSCP_154250
LINCSCP_129610	0.8141387925	7.767988286e-08	29	BRD-A25736793	LSM-43054	MTOR	0.37uM	JURKAT	24h	LINCSCP_129610
LINCSCP_150980	0.8140796333	7.798512195e-08	29	Apitolisib (gdc-0980, rg7422)	LSM-4257	PIK3CA|PIK3CB|PIK3CD|PIK3CG|MTOR	3.33uM	PC3	24h	LINCSCP_150980
LINCSCP_116791	0.8140762879	7.800241563e-08	29	EX-8678	LSM-1147	NA	0.12uM	HT29	24h	LINCSCP_116791
LINCSCP_42006	0.8128710233	8.446509097e-08	29	Wortmannin	LSM-3947	PIK3CA|PIK3CG|PLK1	10uM	NOMO1	6h	LINCSCP_42006
LINCSCP_129608	0.8120046087	8.940792402e-08	29	BRD-A25736793	LSM-43054	MTOR	3.33uM	JURKAT	24h	LINCSCP_129608
LINCSCP_151287	0.8115121973	9.233303421e-08	29	PI-103	LSM-1126	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG	1.11uM	PC3	24h	LINCSCP_151287
LINCSCP_121815	0.8102276441	1.003784041e-07	29	PF-04691502	LSM-45239	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.12uM	HT29	24h	LINCSCP_121815
LINCSCP_116381	0.8100560126	1.015003555e-07	29	Apitolisib (gdc-0980, rg7422)	LSM-4257	PIK3CA|PIK3CB|PIK3CD|PIK3CG|MTOR	1.11uM	HT29	24h	LINCSCP_116381
LINCSCP_129959	-0.8100486194	1.015489399e-07	29	CHEMBL585951	LSM-36386	MAPK8	0.04uM	LNCAP	24h	LINCSCP_129959
