signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_150826	1	0	3	WZ3105	LSM-5970	CLK2|CSNK1E|FLT3|ULK1	0.37uM	PC3	24h	LINCSCP_150826
LINCSCP_158153	1	0	3	179324-69-7	LSM-6281	ADRM1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD6|PSMD7|PSMD8|SEM1	20uM	PC3	24h	LINCSCP_158153
LINCSCP_158154	1	0	3	179324-69-7	LSM-6281	ADRM1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD6|PSMD7|PSMD8|SEM1	20uM	PC3	24h	LINCSCP_158154
LINCSCP_158236	1	0	3	179324-69-7	LSM-6281	ADRM1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD6|PSMD7|PSMD8|SEM1	20uM	PC3	24h	LINCSCP_158236
LINCSCP_45889	-1	2.280580307e-06	3	VU0402604-1	LSM-2016	NA	10uM	PC3	24h	LINCSCP_45889
LINCSCP_94990	1	2.852213616e-06	3	AS-605240	LSM-42784	PIK3CG	10uM	HA1E	24h	LINCSCP_94990
LINCSCP_131321	0.9999999996	1.771811619e-05	3	PI-103	LSM-1126	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG	3.33uM	MCF10A	24h	LINCSCP_131321
LINCSCP_107315	-0.9999999996	1.808800263e-05	3	RU 58841	LSM-45711	NA	1.11uM	HELA	24h	LINCSCP_107315
LINCSCP_105219	0.9999999995	2.071812538e-05	3	179324-69-7	LSM-6281	ADRM1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD6|PSMD7|PSMD8|SEM1	20uM	HELA	24h	LINCSCP_105219
LINCSCP_168211	0.9999999993	2.465331897e-05	3	LCQ-908	LSM-45255	DGAT1	0.04uM	YAPC	24h	LINCSCP_168211
LINCSCP_33405	-0.9999999992	2.48009411e-05	3	GSK 3BETA Inhibitor VIII	LSM-3514	GSK3B	10uM	MCF7	24h	LINCSCP_33405
LINCSCP_115367	0.9999999981	3.9354049e-05	3	Dactolisib	LSM-4255	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.04uM	HS578T	3h	LINCSCP_115367
LINCSCP_131632	-0.9999999974	4.620083593e-05	3	C24H25CLFN5O3	LSM-42794	EGFR|ERBB2|ERBB4	0.12uM	MCF10A	3h	LINCSCP_131632
LINCSCP_6427	-0.9999999967	5.148164109e-05	3	Vemurafenib	LSM-1068	BRAF	10uM	A549	24h	LINCSCP_6427
LINCSCP_165051	-0.9999999967	5.165049015e-05	3	Dabrafenib	LSM-6303	BRAF	0.37uM	SKL.C	24h	LINCSCP_165051
LINCSCP_131800	-0.9999999961	5.59884644e-05	3	AS-605240	LSM-42784	PIK3CG	0.12uM	MCF10A	3h	LINCSCP_131800
LINCSCP_252286	-0.9999999959	5.766415621e-05	3	CHEMBL1617726	LSM-6255	NA	3uM	MCF7	24h	LINCSCP_252286
LINCSCP_163435	-0.9999999941	6.927295761e-05	3	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	1.11uM	SKBR3	3h	LINCSCP_163435
LINCSCP_142548	-0.9999999939	7.033567996e-05	3	R-7128	LSM-45627	NA	3.33uM	MCF7	24h	LINCSCP_142548
LINCSCP_44193	-0.9999999938	7.071419496e-05	3	Isorotenone	LSM-2115	NA	10uM	PC3	24h	LINCSCP_44193
LINCSCP_49363	-0.9999999923	7.882884927e-05	3	Tacedinaline	LSM-19036	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9	10uM	PC3	6h	LINCSCP_49363
LINCSCP_62322	0.9999999913	8.402432614e-05	3	BRD-K81736443	LSM-13421	NA	5uM	VCAP	24h	LINCSCP_62322
LINCSCP_136926	-0.9999999911	8.504736735e-05	3	Trifluoperazine	LSM-4010	DRD2|DRD3|DRD4|HTR2A|HTR2C	10uM	MCF7	24h	LINCSCP_136926
LINCSCP_12207	-0.9999999903	8.880032215e-05	3	Erlotinib	LSM-1097	EGFR	0.5uM	BT20	24h	LINCSCP_12207
LINCSCP_63523	-0.9999999897	9.142478763e-05	3	BRD-K75322905	LSM-13035	NA	5uM	VCAP	24h	LINCSCP_63523
LINCSCP_59107	-0.9999999892	9.343734374e-05	3	WZ 3146	LSM-5809	EGFR	10uM	VCAP	6h	LINCSCP_59107
LINCSCP_84252	0.9999999881	9.807960652e-05	3	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	1.11uM	ASC	24h	LINCSCP_84252
LINCSCP_10778	-0.9999999881	9.812450032e-05	3	AC1OAV9H	LSM-6653	NA	10uM	ASC	24h	LINCSCP_10778
LINCSCP_113124	0.999999985	0.0001100832953	3	BMS-387032	LSM-1132	CDK2|CDK7|CDK9	1.11uM	HME1	24h	LINCSCP_113124
LINCSCP_162698	-0.9999999837	0.0001148758435	3	Deferasirox	LSM-45297	NA	10uM	PC3	24h	LINCSCP_162698
LINCSCP_68994	0.9999999823	0.0001198030639	3	AKT Inhibitor VIII	LSM-1035	AKT1|AKT2	0.37uM	A375	24h	LINCSCP_68994
LINCSCP_81525	-0.9999999792	0.0001298869227	3	Canertinib	LSM-1120	EGFR|ERBB2|ERBB4	0.04uM	A549	24h	LINCSCP_81525
LINCSCP_151692	0.9999999782	0.0001329561527	3	BRD-A25736793	LSM-43054	MTOR	3.33uM	PC3	24h	LINCSCP_151692
LINCSCP_26717	-0.9999999759	0.0001396691151	3	Nilotinib	LSM-1099	ABL1|BCR|KIT	10uM	HT29	6h	LINCSCP_26717
LINCSCP_34189	-0.9999999739	0.0001453435423	3	CVF-SUMO-14	LSM-4841	NA	10uM	MCF7	6h	LINCSCP_34189
LINCSCP_115971	-0.9999999694	0.0001575251504	3	Dasatinib	LSM-1020	ABL1|BCR|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|YES1	0.04uM	HS578T	3h	LINCSCP_115971
LINCSCP_168481	0.9999999681	0.0001608807095	3	Teriflunomide	LSM-45555	NA	10uM	YAPC	24h	LINCSCP_168481
LINCSCP_100810	0.9999999659	0.0001663603607	3	amcinonide	NA	NA	0.12uM	HCC515	24h	LINCSCP_100810
LINCSCP_92424	-0.9999999627	0.0001738693084	3	BRD-A69421747	LSM-45546	NA	0.37uM	HA1E	24h	LINCSCP_92424
LINCSCP_55120	-0.9999999627	0.0001739304203	3	BRD-K95985487-001-01-3	LSM-36800	NA	0.1uM	THP1	24h	LINCSCP_55120
LINCSCP_67347	-0.9999999608	0.0001782443037	3	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	10uM	MCF7	6h	LINCSCP_67347
LINCSCP_173576	0.99999996	0.000180083325	3	SCHEMBL6851809	LSM-43061	MTOR	0.37uM	YAPC	24h	LINCSCP_173576
LINCSCP_113519	0.9999999573	0.0001860014913	3	Linifanib	LSM-1183	CSF1R|FLT1|FLT3|FLT4|KDR|PDGFRA|PDGFRB	1.11uM	HME1	3h	LINCSCP_113519
LINCSCP_47525	0.9999999534	0.0001943858865	3	Nifenazone	LSM-5583	NA	10uM	PC3	24h	LINCSCP_47525
LINCSCP_107440	0.9999999534	0.000194400615	3	PHA-793887	LSM-1073	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	3.33uM	HELA	24h	LINCSCP_107440
LINCSCP_160058	-0.9999999533	0.000194499802	3	Rosuvastatin	LSM-43032	HMGCR	10uM	PC3	24h	LINCSCP_160058
LINCSCP_286525	0.9999999503	0.000200742782	3	Phloretin	LSM-6221	NA	100uM	SNGM	6h	LINCSCP_286525
LINCSCP_175151	-0.9999999442	0.0002127382071	3	MG-132	LSM-1107	PSMB1	20uM	YAPC	24h	LINCSCP_175151
LINCSCP_38613	-0.9999999441	0.000212813086	3	CHEMBL3183436	LSM-15092	NA	0.37uM	MCF7	24h	LINCSCP_38613
LINCSCP_310156	-0.9999999433	0.0002143411478	3	AC1O9HQ4	LSM-36688	NA	30uM	VCAP	6h	LINCSCP_310156
LINCSCP_15998	-0.9999999428	0.0002153801767	3	5-{[(3-Fluorophenyl)amino]methyl}quinolin-8-ol	LSM-2857	NA	10uM	HA1E	6h	LINCSCP_15998
LINCSCP_16465	-0.9999999406	0.00021939438	3	20554-84-1	LSM-43090	NA	10uM	HA1E	6h	LINCSCP_16465
LINCSCP_32018	-0.9999999363	0.0002272776055	3	MD-II-038	LSM-43121	NA	10uM	MCF7	6h	LINCSCP_32018
LINCSCP_201161	0.9999999311	0.0002363929586	3	Trichostatin	LSM-43005	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	0.001uM	A549	24h	LINCSCP_201161
LINCSCP_114812	0.9999999266	0.0002439935823	3	WZ3105	LSM-5970	CLK2|CSNK1E|FLT3|ULK1	3.33uM	HS578T	24h	LINCSCP_114812
LINCSCP_48514	-0.9999999237	0.0002487189247	3	MLS003128748	LSM-10166	NA	10uM	PC3	24h	LINCSCP_48514
LINCSCP_11113	0.9999999218	0.0002517970745	3	N-[(1-Ethylpyrrolidin-3-yl)methyl]-2-methoxy-5-sulfamoylbenzamide	LSM-1307	CA7|DRD2|DRD3	10uM	ASC	24h	LINCSCP_11113
LINCSCP_7223	0.9999999218	0.0002518255816	3	CGP13501	LSM-4158	GABBR1	10uM	A549	6h	LINCSCP_7223
LINCSCP_117186	0.9999999193	0.0002556847006	3	BS-181	LSM-6305	NA	0.04uM	HT29	24h	LINCSCP_117186
