signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_35019	0.995041753	2.812484919e-08	9	BRD-K33318635	LSM-39097	NA	5uM	MCF7	24h	LINCSCP_35019
LINCSCP_58708	-0.9938775233	5.877519777e-08	9	ST072947	LSM-43087	NA	10uM	VCAP	6h	LINCSCP_58708
LINCSCP_88114	0.9934163827	7.5749537e-08	9	Linifanib	LSM-1183	CSF1R|FLT1|FLT3|FLT4|KDR|PDGFRA|PDGFRB	0.12uM	HA1E	24h	LINCSCP_88114
LINCSCP_43728	0.9932485338	8.271347092e-08	9	LE-135	LSM-2127	RARB	20uM	OV7	6h	LINCSCP_43728
LINCSCP_10653	0.9930294159	9.247668671e-08	9	PKC Beta Inhibitor	LSM-4753	PRKCB	10uM	AGS	6h	LINCSCP_10653
LINCSCP_152152	0.9911761497	2.106730089e-07	9	VE-821	LSM-36358	NA	3.33uM	PC3	24h	LINCSCP_152152
LINCSCP_121433	0.9907121548	2.519482118e-07	9	Emedastine	LSM-5331	HRH1	10uM	HT29	24h	LINCSCP_121433
LINCSCP_55106	0.9903301548	2.900115982e-07	9	BRD-K51556300-001-01-9	LSM-40116	NA	1uM	THP1	24h	LINCSCP_55106
LINCSCP_81260	0.9898160524	3.474847505e-07	9	CI-1040	LSM-1048	MAP2K1|MAP2K2	0.12uM	A549	24h	LINCSCP_81260
LINCSCP_92511	0.9896604951	3.663636546e-07	9	Rolipram	LSM-1471	PDE4A|PDE4B|PDE4C|PDE4D	10uM	HA1E	24h	LINCSCP_92511
LINCSCP_21834	0.9892905357	4.141842593e-07	9	CYM50199	LSM-2362	S1PR3	10uM	HEPG2	6h	LINCSCP_21834
LINCSCP_12930	0.9890904172	4.418248621e-07	9	COT-10B	LSM-6226	NA	40uM	EFO27	6h	LINCSCP_12930
LINCSCP_147941	0.9889391153	4.635771808e-07	9	852475-26-4	LSM-43291	NA	10uM	NPC.CAS9	24h	LINCSCP_147941
LINCSCP_238350	0.9888025732	4.838530089e-07	9	NCGC00161790-01	LSM-2825	NA	10uM	MCF7	24h	LINCSCP_238350
LINCSCP_22427	0.9884864213	5.332142766e-07	9	(4-{[(4-Fluorophenyl)sulfonyl](methyl)amino}phenoxy)acetic acid	LSM-4737	NA	10uM	HEPG2	6h	LINCSCP_22427
LINCSCP_7509	0.9880777312	6.02210733e-07	9	IN1048	LSM-3525	RARB	10uM	A549	6h	LINCSCP_7509
LINCSCP_37715	0.9874105552	7.281693285e-07	9	CHEMBL2001494	LSM-6630	NA	10uM	MCF7	24h	LINCSCP_37715
LINCSCP_130030	0.9866423503	8.952383181e-07	9	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	0.12uM	LNCAP	24h	LINCSCP_130030
LINCSCP_28569	0.9860397173	1.044137118e-06	9	TL_HRAS26	LSM-2013	NA	10uM	HT29	24h	LINCSCP_28569
LINCSCP_3339	0.9860031074	1.053714511e-06	9	BRD-K33204746	LSM-39091	NA	5uM	A375	24h	LINCSCP_3339
LINCSCP_48595	0.9859948176	1.055891831e-06	9	BRD-K91461129	LSM-42253	NA	10uM	PC3	24h	LINCSCP_48595
LINCSCP_137653	0.9859448127	1.069093646e-06	9	Actarit	LSM-5475	NA	3.33uM	MCF7	24h	LINCSCP_137653
LINCSCP_28540	0.9859119124	1.077843479e-06	9	4L7B	LSM-36813	KEAP1	0.04uM	HT29	24h	LINCSCP_28540
LINCSCP_49648	0.9858566571	1.09265323e-06	9	E319	LSM-36677	NA	0.41uM	PC3	24h	LINCSCP_49648
LINCSCP_173159	0.9855914551	1.165756886e-06	9	FK888	LSM-3876	TACR1	10uM	YAPC	24h	LINCSCP_173159
LINCSCP_22043	-0.9851911352	1.282607632e-06	9	MLS002607711	LSM-2877	NA	10uM	HEPG2	6h	LINCSCP_22043
LINCSCP_43807	0.9846615472	1.449700378e-06	9	Elesclomol	LSM-4929	HSPA1A	10uM	OV7	6h	LINCSCP_43807
LINCSCP_49587	0.9845708951	1.479779094e-06	9	Wortmannin	LSM-3947	PIK3CA|PIK3CG|PLK1	0.12uM	PC3	24h	LINCSCP_49587
LINCSCP_249253	0.9843691014	1.548326156e-06	9	BRD-K46815273	LSM-39876	NA	5uM	MCF7	24h	LINCSCP_249253
LINCSCP_228899	0.9843339113	1.560507037e-06	9	BRD-K09852122	LSM-9031	NA	5uM	HT29	24h	LINCSCP_228899
LINCSCP_19794	0.9842689534	1.583170836e-06	9	CHEMBL1515144	LSM-4023	NA	10uM	HCC515	6h	LINCSCP_19794
LINCSCP_65298	0.9842622763	1.585513664e-06	9	CHEMBL2355391	LSM-40030	NA	10uM	VCAP	24h	LINCSCP_65298
LINCSCP_49688	0.9842289373	1.597248477e-06	9	2-(4-(4-Chloro-1,2-diphenylbut-1-en-1-yl)phenoxy)-n,n-dimethylethanamine	LSM-42974	ESR1	3.33uM	PC3	24h	LINCSCP_49688
LINCSCP_92961	0.9841243095	1.634477257e-06	9	Ciprofloxacin	LSM-5226	NA	3.33uM	HA1E	24h	LINCSCP_92961
LINCSCP_285916	-0.9837070373	1.789112764e-06	9	KO143	LSM-6260	ABCG2	40uM	SKM1	6h	LINCSCP_285916
LINCSCP_35524	0.9835756759	1.839873541e-06	9	Entinostat	LSM-4811	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9	0.1uM	MCF7	24h	LINCSCP_35524
LINCSCP_22575	0.9834847429	1.875606629e-06	9	MLS002725680	LSM-2842	NA	10uM	HEPG2	6h	LINCSCP_22575
