signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_83	-0.9631123073	7.747272461e-06	10	AC1NSZMI	LSM-1768	NA	10uM	A375	6h	LINCSCP_83
LINCSCP_309746	-0.9614726522	9.200953729e-06	10	BRD-K23872647	LSM-45360	NA	30uM	VCAP	24h	LINCSCP_309746
LINCSCP_69052	0.9453128164	3.662104459e-05	10	PF431396	LSM-1116	NA	3.33uM	A375	24h	LINCSCP_69052
LINCSCP_222190	0.9401479602	5.221016351e-05	10	2-(4-Nitro-phenylamino)-benzoic acid	LSM-45307	NA	10uM	HL60	24h	LINCSCP_222190
LINCSCP_115716	0.940140426	5.223597473e-05	10	ZSTK 474	LSM-1053	PIK3CG	1.11uM	HS578T	24h	LINCSCP_115716
LINCSCP_222168	0.9387596122	5.712826504e-05	10	BRD-K53325797	LSM-45342	NA	10uM	HL60	24h	LINCSCP_222168
LINCSCP_8272	0.937967267	6.00842319e-05	10	BRD-K01497355	LSM-37354	NA	5uM	A549	24h	LINCSCP_8272
LINCSCP_81652	0.9363708894	6.638175669e-05	10	EX-8678	LSM-1147	NA	3.33uM	A549	24h	LINCSCP_81652
LINCSCP_166193	0.9349059642	7.257854812e-05	10	GSK-2334470	LSM-1222	PDK1|PDPK1	3.33uM	SKL	24h	LINCSCP_166193
LINCSCP_85801	0.9333124366	7.979430725e-05	10	AZD-8055	LSM-1007	MTOR	3.33uM	BT20	24h	LINCSCP_85801
LINCSCP_87644	0.9326059103	8.31576675e-05	10	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.37uM	HA1E	24h	LINCSCP_87644
LINCSCP_130380	-0.9312531178	8.9888488e-05	10	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	10uM	LNCAP	3h	LINCSCP_130380
LINCSCP_81683	0.9294670951	9.938115206e-05	10	TORIN1	LSM-1079	MTOR	1.11uM	A549	24h	LINCSCP_81683
LINCSCP_81957	0.928540686	0.0001045867464	10	BRD-A25736793	LSM-43054	MTOR	1.11uM	A549	24h	LINCSCP_81957
LINCSCP_222106	0.9284660232	0.0001050148713	10	BRD-A73513677	LSM-45325	NA	10uM	HL60	24h	LINCSCP_222106
LINCSCP_53782	-0.9279570242	0.0001079681069	10	Gly-Gly-Palo	LSM-6223	NA	80uM	SNUC4	6h	LINCSCP_53782
LINCSCP_142892	-0.9253848816	0.0001238394026	10	Procainamide	LSM-3681	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	0.37uM	MCF7	24h	LINCSCP_142892
LINCSCP_102671	0.9202172844	0.0001608479359	10	Ridaforolimus (Deforolimus, MK-8669)	LSM-45997	MTOR	1.11uM	HELA	24h	LINCSCP_102671
LINCSCP_113133	0.9195723163	0.0001659801752	10	GSK-1904529A	LSM-1134	IGF1R|INSR	0.04uM	HME1	24h	LINCSCP_113133
LINCSCP_87855	-0.9195274348	0.0001663417465	10	Nilotinib	LSM-1099	ABL1|BCR|KIT	3.33uM	HA1E	24h	LINCSCP_87855
LINCSCP_4863	-0.9192470805	0.0001686134695	10	Pifithrin MU	LSM-4188	HSPA1A|TP53	10uM	A549	6h	LINCSCP_4863
LINCSCP_140217	0.9169583994	0.0001880237192	10	OTSSP167	LSM-6340	NA	0.12uM	MCF7	24h	LINCSCP_140217
LINCSCP_150249	-0.9165389978	0.0001917514901	10	EMF-sumo1-1	NA	NA	0.37uM	NPC.TAK	24h	LINCSCP_150249
LINCSCP_46115	-0.91611937	0.0001955354546	10	Tomelukast	LSM-3675	CYSLTR1	10uM	PC3	24h	LINCSCP_46115
LINCSCP_100034	-0.9144522826	0.0002111134651	10	QL47	LSM-6019	BMX|BTK	1.11uM	HCC515	24h	LINCSCP_100034
LINCSCP_101814	0.914443933	0.0002111937132	10	Dactolisib	LSM-4255	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	1.11uM	HELA	24h	LINCSCP_101814
