signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_34216	-0.7813605604	2.126016734e-07	31	MLS001116216	LSM-6177	NA	10uM	MCF7	6h	LINCSCP_34216
LINCSCP_138253	-0.7705874998	3.959965126e-07	31	AZ628	LSM-1050	BRAF|RAF1	3.33uM	MCF7	24h	LINCSCP_138253
LINCSCP_18070	0.7507313889	1.147090414e-06	31	SU-6656	LSM-42805	LYN	10uM	HCC515	24h	LINCSCP_18070
LINCSCP_33202	-0.7400170193	1.956834428e-06	31	JLK-6	LSM-2489	PSEN1	10uM	MCF7	6h	LINCSCP_33202
LINCSCP_172204	-0.7348178134	2.512690404e-06	31	Lidoflazine	LSM-3397	NA	10uM	YAPC	24h	LINCSCP_172204
LINCSCP_15625	-0.7345245037	2.547947513e-06	31	9-Cis retinol	LSM-5317	RARA|RARB|RARG|RORB	40uM	HA1E	6h	LINCSCP_15625
LINCSCP_15621	-0.7307888181	3.03798938e-06	31	CHEMBL520231	LSM-43280	XPO1	10uM	HA1E	6h	LINCSCP_15621
LINCSCP_21982	-0.7276383799	3.516035269e-06	31	MLS002264469	LSM-2012	NA	10uM	HEPG2	6h	LINCSCP_21982
LINCSCP_140735	-0.7244161256	4.074552447e-06	31	Semaxanib	LSM-42995	FLT1|FLT4|KDR|KIT|PDGFRB	10uM	MCF7	24h	LINCSCP_140735
LINCSCP_95589	-0.7223673337	4.470257162e-06	31	Dipraglurant	LSM-45908	GRM5	3.33uM	HA1E	24h	LINCSCP_95589
LINCSCP_34208	-0.7154619297	6.073777578e-06	31	Erbstatin Analog	LSM-43038	EGFR	10uM	MCF7	6h	LINCSCP_34208
LINCSCP_20435	0.7077453948	8.467501057e-06	31	Androstenedione	LSM-5464	AKR1C3|HSD17B1|HSD3B1	10uM	HCC515	6h	LINCSCP_20435
LINCSCP_95935	-0.7006690053	1.137980471e-05	31	1-(4-fluorobenzyl)-N-(piperidin-4-yl)-1H-benzo[d]imidazol-2-amine	LSM-45608	NA	10uM	HA1E	24h	LINCSCP_95935
LINCSCP_201075	0.6972479324	1.308878818e-05	31	Cucurbitacin-I	LSM-43115	JAK2|STAT3	0.001uM	A549	24h	LINCSCP_201075
LINCSCP_100981	-0.6955268717	1.403319814e-05	31	869288-64-2	LSM-1200	NA	3.33uM	HCC515	24h	LINCSCP_100981
LINCSCP_148457	0.6940176075	1.491148564e-05	31	Tivozanib	LSM-1005	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB	0.37uM	NPC	24h	LINCSCP_148457
LINCSCP_140561	-0.6932013645	1.540685055e-05	31	Andrographolide	LSM-45595	NA	10uM	MCF7	24h	LINCSCP_140561
LINCSCP_22962	-0.6919025776	1.62256999e-05	31	Methyl 7-desoxypurpurogallin-7-carboxylate trimethyl ether	LSM-3428	NA	10uM	HEPG2	6h	LINCSCP_22962
LINCSCP_291770	-0.6918154065	1.62820381e-05	31	Pifithrin MU	LSM-4188	HSPA1A|TP53	10uM	VCAP	6h	LINCSCP_291770
LINCSCP_45425	-0.6902500444	1.7324191e-05	31	MLS002473425	LSM-3986	NA	10uM	PC3	6h	LINCSCP_45425
LINCSCP_69401	-0.6899340149	1.754174016e-05	31	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_69401
