signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_43960	-0.3903680532	2.280050639e-05	111	AC1N6AX4	LSM-1272	NA	10uM	PC3	24h	LINCSCP_43960
LINCSCP_15120	-0.3875855558	2.637055269e-05	111	Thioridazine	LSM-1863	DRD1|DRD2|DRD3|DRD4|HTR2A|HTR2C	10uM	HA1E	6h	LINCSCP_15120
LINCSCP_151278	-0.3758244296	4.807655598e-05	111	Dasatinib	LSM-1020	ABL1|BCR|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|YES1	0.04uM	PC3	24h	LINCSCP_151278
LINCSCP_13778	0.3678174055	7.142645561e-05	111	Gangleoidin Acetate	LSM-3750	NA	10uM	HA1E	24h	LINCSCP_13778
LINCSCP_13815	0.3645200639	8.382198411e-05	111	Dehydroepiandrosterone Acetate	LSM-4181	NA	10uM	HA1E	24h	LINCSCP_13815
LINCSCP_44266	-0.3643768514	8.440329974e-05	111	AM 251	LSM-4057	CNR1	10uM	PC3	24h	LINCSCP_44266
LINCSCP_66290	-0.3639338966	8.622516972e-05	111	BML-259	LSM-6266	CDK2|CDK5	80uM	WSUDLCL2	6h	LINCSCP_66290
LINCSCP_23553	-0.3638725756	8.648025049e-05	111	AC1MJFJP	LSM-36616	NA	3uM	HEPG2	6h	LINCSCP_23553
LINCSCP_174311	-0.3627964099	9.107286861e-05	111	Sertindole	LSM-5765	DRD2|HTR2A|HTR2C	10uM	YAPC	24h	LINCSCP_174311
LINCSCP_49862	-0.3585902527	0.0001112909187	111	12K-516S	LSM-2954	NA	10uM	PHH	24h	LINCSCP_49862
LINCSCP_99930	-0.3566134268	0.0001221703034	111	Radicicol	LSM-43303	NA	10uM	HCC515	24h	LINCSCP_99930
LINCSCP_46895	0.3562358042	0.0001243578483	111	Verrucarin A	LSM-43143	NA	10uM	PC3	6h	LINCSCP_46895
