signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_129610	0.8236929391	6.57406928e-21	80	BRD-A25736793	LSM-43054	MTOR	0.37uM	JURKAT	24h	LINCSCP_129610
LINCSCP_129611	0.8184421236	1.856712249e-20	80	BRD-A25736793	LSM-43054	MTOR	0.12uM	JURKAT	24h	LINCSCP_129611
LINCSCP_129608	0.8072632536	1.520832297e-19	80	BRD-A25736793	LSM-43054	MTOR	3.33uM	JURKAT	24h	LINCSCP_129608
LINCSCP_129609	0.8011191499	4.561466707e-19	80	BRD-A25736793	LSM-43054	MTOR	1.11uM	JURKAT	24h	LINCSCP_129609
LINCSCP_129607	0.7841209072	7.880237685e-18	80	BRD-A25736793	LSM-43054	MTOR	10uM	JURKAT	24h	LINCSCP_129607
LINCSCP_69177	0.7706848138	6.286022912e-17	80	PLX-4720	LSM-1049	BRAF	10uM	A375	24h	LINCSCP_69177
LINCSCP_129397	0.7689806614	8.098316229e-17	80	Sirolimus	LSM-42783	FKBP1A|MTOR	10uM	JURKAT	24h	LINCSCP_129397
LINCSCP_132837	0.7610032971	2.57741062e-16	80	EX-8678	LSM-1147	NA	0.12uM	MCF7	24h	LINCSCP_132837
LINCSCP_69179	0.7484447709	1.459826393e-15	80	PLX-4720	LSM-1049	BRAF	1.11uM	A375	24h	LINCSCP_69179
LINCSCP_73832	0.747304463	1.700160139e-15	80	Pimasertib	LSM-5946	MAP2K1|MAP2K2	1.11uM	A375	24h	LINCSCP_73832
LINCSCP_30160	0.7470658795	1.755067222e-15	80	Wortmannin	LSM-1318	PIK3CA|PIK3CG|PLK1	10uM	MCF7	6h	LINCSCP_30160
LINCSCP_29198	0.745077015	2.284392082e-15	80	SCHEMBL17497626	LSM-44605	NA	10uM	JURKAT	24h	LINCSCP_29198
LINCSCP_69398	0.7354577884	7.904980964e-15	80	PD-0325901	LSM-1101	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_69398
LINCSCP_69180	0.7335531017	1.00436118e-14	80	PLX-4720	LSM-1049	BRAF	0.37uM	A375	24h	LINCSCP_69180
LINCSCP_69001	0.7218942459	4.164975544e-14	80	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	A375	24h	LINCSCP_69001
LINCSCP_73831	0.7203593899	4.995864594e-14	80	Pimasertib	LSM-5946	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_73831
LINCSCP_100000	0.7182365569	6.412281757e-14	80	EX-8678	LSM-1147	NA	0.12uM	HCC515	24h	LINCSCP_100000
LINCSCP_69351	0.7181363886	6.487886482e-14	80	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	3.33uM	A375	24h	LINCSCP_69351
LINCSCP_78244	0.7180346155	6.56558161e-14	80	MEK162 (ARRY-162, ARRY-438162)	LSM-45640	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_78244
LINCSCP_73830	0.714822246	9.534668319e-14	80	Pimasertib	LSM-5946	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_73830
LINCSCP_69210	0.7144808369	9.917359953e-14	80	CI-1040	LSM-1048	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_69210
LINCSCP_156595	0.713983514	1.050139594e-13	80	PF-04691502	LSM-45239	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	3.33uM	PC3	24h	LINCSCP_156595
LINCSCP_68998	0.713925106	1.057212292e-13	80	PD-0325901	LSM-1101	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_68998
LINCSCP_69402	0.7135303168	1.106234928e-13	80	PD-0325901	LSM-1101	MAP2K1|MAP2K2	0.12uM	A375	24h	LINCSCP_69402
LINCSCP_11	0.7113052001	1.426210055e-13	80	PLX-4720	LSM-1049	BRAF	10uM	A375	24h	LINCSCP_11
LINCSCP_73833	0.7098214186	1.687272641e-13	80	Pimasertib	LSM-5946	MAP2K1|MAP2K2	0.37uM	A375	24h	LINCSCP_73833
LINCSCP_27	0.7072856494	2.243345912e-13	80	Vemurafenib	LSM-42737	BRAF	3uM	A375	24h	LINCSCP_27
LINCSCP_29459	0.706491556	2.451139905e-13	80	SCHEMBL3958507	LSM-5245	COQ8B|EGFR	10uM	MCF10A	24h	LINCSCP_29459
LINCSCP_116791	0.7046206292	3.016534364e-13	80	EX-8678	LSM-1147	NA	0.12uM	HT29	24h	LINCSCP_116791
LINCSCP_8	0.7041009452	3.194642378e-13	80	Dabrafenib	LSM-6303	BRAF	3uM	A375	24h	LINCSCP_8
LINCSCP_129668	0.7038203115	3.294986906e-13	80	BGT-226	LSM-6710	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	0.12uM	JURKAT	24h	LINCSCP_129668
LINCSCP_69626	0.7035098274	3.409538784e-13	80	AS-605240	LSM-42784	PIK3CG	10uM	A375	24h	LINCSCP_69626
LINCSCP_113971	0.7031002179	3.566538047e-13	80	Osimertinib	LSM-6344	EGFR|ERBB2|ERBB3|ERBB4	10uM	HME1	24h	LINCSCP_113971
LINCSCP_76895	0.7024866074	3.814814773e-13	80	RO4987655	LSM-45489	MAP2K1|MAP2K2	3.33uM	A375	24h	LINCSCP_76895
LINCSCP_25	0.7018414941	4.093745107e-13	80	Vemurafenib	LSM-42737	BRAF	0.5uM	A375	24h	LINCSCP_25
LINCSCP_76894	0.7016731542	4.169698928e-13	80	RO4987655	LSM-45489	MAP2K1|MAP2K2	10uM	A375	24h	LINCSCP_76894
LINCSCP_69627	0.7016670799	4.1724648e-13	80	AS-605240	LSM-42784	PIK3CG	3.33uM	A375	24h	LINCSCP_69627
