signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_53427	-1	0	3	ZINC01050121	LSM-6210	NA	20uM	SKMEL28	6h	LINCSCP_53427
LINCSCP_94640	-1	0	3	MG-132	LSM-1107	PSMB1	20uM	HA1E	24h	LINCSCP_94640
LINCSCP_126177	1	0	3	SIN-1, Hydrochloride	LSM-45857	NA	0.04uM	HT29	24h	LINCSCP_126177
LINCSCP_174715	1	0	3	Ulipristal	LSM-45584	NA	1.11uM	YAPC	24h	LINCSCP_174715
LINCSCP_26303	0.9999999998	1.392705009e-05	3	Haloperidol	LSM-3512	DRD1|DRD2|DRD3|DRD4|HTR2A	10uM	HT29	6h	LINCSCP_26303
LINCSCP_27745	-0.9999999996	1.837491759e-05	3	BRD-K93112400	LSM-14140	NA	5uM	HT29	24h	LINCSCP_27745
LINCSCP_21785	-0.9999999992	2.60534342e-05	3	PS-1145	LSM-5975	IKBKB	5uM	HEPG2	6h	LINCSCP_21785
LINCSCP_43308	0.9999999987	3.293654657e-05	3	Riluzole	LSM-2471	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	10uM	NPC	6h	LINCSCP_43308
LINCSCP_7153	-0.9999999986	3.324060863e-05	3	H 8	LSM-2410	NA	10uM	A549	6h	LINCSCP_7153
LINCSCP_15456	0.9999999973	4.639931111e-05	3	PS-1145	LSM-5975	IKBKB	5uM	HA1E	24h	LINCSCP_15456
LINCSCP_68540	0.9999999952	6.232514562e-05	3	Genistein	LSM-5549	CFTR|ESR2	10uM	VCAP	24h	LINCSCP_68540
LINCSCP_21709	-0.999999995	6.3501015e-05	3	HSCI1_000314	LSM-6251	ARG1|ARG2	80uM	HEPG2	6h	LINCSCP_21709
LINCSCP_201090	-0.9999999946	6.636229095e-05	3	Wortmannin	LSM-3947	PIK3CA|PIK3CG|PLK1	0.001uM	A549	24h	LINCSCP_201090
LINCSCP_57318	0.9999999943	6.802931893e-05	3	CHEMBL566495	LSM-3726	NA	10uM	VCAP	24h	LINCSCP_57318
LINCSCP_131111	-0.9999999929	7.609298704e-05	3	AS601245	LSM-1034	MAPK10|MAPK8|MAPK9	10uM	MCF10A	3h	LINCSCP_131111
