signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_3869	0.44506205	3.140225693e-05	81	Tozasertib	LSM-1021	ABL1|AURKA|AURKB|AURKC|BCR|FLT3|JAK2	3.33uM	A375	24h	LINCSCP_3869
LINCSCP_36884	0.4409968698	3.779357975e-05	81	AT 7867	LSM-1155	NA	10uM	MCF7	6h	LINCSCP_36884
LINCSCP_140129	0.4367953136	4.565686375e-05	81	Fluphenazine	LSM-3226	DRD1|DRD2	10uM	MCF7	24h	LINCSCP_140129
LINCSCP_297175	0.4348201333	4.985686135e-05	81	BRD-K46769156	LSM-39870	NA	5uM	VCAP	6h	LINCSCP_297175
LINCSCP_259063	0.4333020603	5.332598058e-05	81	BRD-K73517272	LSM-14916	NA	10uM	NEU	24h	LINCSCP_259063
LINCSCP_11095	-0.4243143339	7.890126138e-05	81	Pilaralisib	LSM-5998	PIK3CA|PIK3CD|PIK3CG	10uM	ASC	24h	LINCSCP_11095
LINCSCP_17075	-0.4191298756	9.841772783e-05	81	9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione	LSM-4412	NR3C1	20uM	HA1E	24h	LINCSCP_17075
LINCSCP_25147	0.4123592698	0.0001306479888	81	AC1NWALX	LSM-1410	RPS2	10uM	HT29	6h	LINCSCP_25147
LINCSCP_49399	0.4105314145	0.0001408870345	81	Oxetane	LSM-44627	NA	0.5uM	PC3	24h	LINCSCP_49399
LINCSCP_25701	0.4084948968	0.0001531648422	81	3-Chloro-l-alanine	LSM-6205	RPS2	0.5uM	HT29	6h	LINCSCP_25701
LINCSCP_58618	-0.4064085014	0.0001667614819	81	Sydowinin B	LSM-4927	NA	10uM	VCAP	24h	LINCSCP_58618
LINCSCP_36166	0.4061718532	0.000168372043	81	Omacetaxine Mepesuccinate	LSM-3716	NA	0.01uM	MCF7	6h	LINCSCP_36166
LINCSCP_61063	-0.3994835005	0.000220276914	81	BRD-K59550348	LSM-12028	NA	5uM	VCAP	24h	LINCSCP_61063
LINCSCP_18441	0.3970005353	0.0002430355417	81	Cephaeline	LSM-3808	NA	10uM	HCC515	6h	LINCSCP_18441
LINCSCP_33537	0.3967231367	0.0002457081805	81	Omacetaxine Mepesuccinate	LSM-3716	NA	10uM	MCF7	6h	LINCSCP_33537
LINCSCP_44983	0.3957485246	0.0002553140541	81	(S)-Tipifarnib	LSM-6259	NA	10uM	PC3	24h	LINCSCP_44983
LINCSCP_12729	-0.3943495694	0.0002697068744	81	BSPBIO_001592	LSM-43102	PTGS1|PTGS2	50uM	COV644	6h	LINCSCP_12729
LINCSCP_68699	0.3935851834	0.0002778825932	81	13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	LSM-1895	ESR1	10uM	VCAP	24h	LINCSCP_68699
LINCSCP_3691	0.3933136463	0.0002808413007	81	CHEMBL3188986	LSM-38984	NA	10uM	A375	24h	LINCSCP_3691
LINCSCP_12705	-0.3916300821	0.0002998412215	81	HLI-373	LSM-6225	MDM2	10uM	COV644	6h	LINCSCP_12705
LINCSCP_83403	0.3911716762	0.0003052152782	81	848193-68-0	LSM-6271	SIRT1	0.37uM	ASC.C	24h	LINCSCP_83403
LINCSCP_26001	0.3897758747	0.0003221281784	81	Emetine	LSM-2041	RPS2	10uM	HT29	6h	LINCSCP_26001
LINCSCP_10574	-0.3895709218	0.0003246827811	81	Capsaicin	LSM-43180	TRPV1	100uM	AGS	6h	LINCSCP_10574
LINCSCP_66085	0.3885480047	0.0003377130248	81	MLS003130158	LSM-38142	NA	10uM	VCAP	24h	LINCSCP_66085
LINCSCP_33754	0.3870031682	0.0003583032216	81	Cycloheximide	LSM-2791	RPL3	10uM	MCF7	6h	LINCSCP_33754
LINCSCP_227154	-0.3857340758	0.0003760727687	81	Butylparaben	LSM-2161	NA	10uM	HT29	6h	LINCSCP_227154
LINCSCP_3883	0.3853969481	0.000380927084	81	AZD-1152-HQPA	LSM-1067	AURKA|AURKB	3.33uM	A375	24h	LINCSCP_3883
LINCSCP_26266	0.3853964522	0.0003809342669	81	H0635_SIGMA	LSM-5010	NA	10uM	HT29	6h	LINCSCP_26266
LINCSCP_56170	0.3849186596	0.0003879125614	81	RHC80267	LSM-3249	NA	10uM	VCAP	6h	LINCSCP_56170
LINCSCP_174686	-0.3776526936	0.000509522922	81	Procainamide	LSM-3681	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	0.37uM	YAPC	24h	LINCSCP_174686
LINCSCP_64157	-0.3774655369	0.0005130719321	81	BRD-K10323659	LSM-14718	NA	5uM	VCAP	24h	LINCSCP_64157
LINCSCP_272100	-0.3764988787	0.000531764867	81	Zidovudine	LSM-5806	NA	10uM	PC3	24h	LINCSCP_272100
LINCSCP_36366	0.3758491723	0.0005446762107	81	Narciclasine	LSM-4934	RHOA	1uM	MCF7	6h	LINCSCP_36366
LINCSCP_12717	-0.375457953	0.0005525882587	81	PIK 75	LSM-44948	PIK3CA	0.1uM	COV644	6h	LINCSCP_12717
LINCSCP_268803	-0.3752072897	0.0005577127309	81	MLS000717682	LSM-1320	NA	10uM	PC3	6h	LINCSCP_268803
LINCSCP_19321	0.3745445987	0.0005714703357	81	O-Demethylated Adapalene	LSM-6237	RARG	10uM	HCC515	24h	LINCSCP_19321
LINCSCP_62547	0.3744566662	0.0005733189397	81	BRD-K48927563	LSM-11407	NA	5uM	VCAP	6h	LINCSCP_62547
LINCSCP_53905	-0.3740593953	0.0005817390201	81	HLI-373	LSM-6225	MDM2	10uM	SNUC5	6h	LINCSCP_53905
LINCSCP_16385	-0.3738526689	0.0005861650708	81	N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-2-{[3-cyano-6-(thiophen-2-yl)pyridin-2-yl]sulfanyl}acetamide	LSM-4755	NA	10uM	HA1E	6h	LINCSCP_16385
LINCSCP_252072	-0.3729911823	0.0006049426361	81	331771-20-1	LSM-1096	AURKA|AURKB	10uM	MCF7	6h	LINCSCP_252072
LINCSCP_124932	-0.3726165712	0.0006132778944	81	Varenicline Tartrate	LSM-45774	CHRNA4|CHRNB2	1.11uM	HT29	24h	LINCSCP_124932
LINCSCP_35375	0.3721352117	0.0006241421987	81	CHEMBL3188797	LSM-44904	NA	10uM	MCF7	24h	LINCSCP_35375
LINCSCP_10756	-0.3712943506	0.000643542638	81	NINDS_000152	LSM-4661	CYCS	10uM	ASC	24h	LINCSCP_10756
LINCSCP_45981	0.3703552166	0.0006658595638	81	H0635_SIGMA	LSM-5010	NA	10uM	PC3	6h	LINCSCP_45981
LINCSCP_48669	-0.3696288678	0.000683601494	81	BRD-K53475565	LSM-40207	NA	10uM	PC3	6h	LINCSCP_48669
LINCSCP_108887	0.3692085911	0.0006940630169	81	Urapidil	LSM-5807	HTR1A	10uM	HELA	24h	LINCSCP_108887
LINCSCP_81213	-0.3683433144	0.0007160623525	81	Seliciclib	LSM-1001	CDK1|CDK2|CDK5|CDK7|CDK9	0.04uM	A549	24h	LINCSCP_81213
LINCSCP_181622	-0.367876501	0.0007281929984	81	BRD-K60477859	LSM-12085	NA	5uM	A375	24h	LINCSCP_181622
LINCSCP_9810	0.3676425788	0.0007343418666	81	Narciclasine	LSM-4934	RHOA	0.5uM	A549	6h	LINCSCP_9810
LINCSCP_143381	0.3668508559	0.0007555056441	81	Omacetaxine Mepesuccinate	LSM-3716	NA	10uM	MCF7	24h	LINCSCP_143381
