signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_62131	-0.6112962162	1.363528254e-18	168	BRD-K22562809	LSM-9795	NA	5uM	VCAP	24h	LINCSCP_62131
LINCSCP_9521	0.5995923653	8.899258925e-18	168	Teniposide	LSM-1483	TOP2A	10uM	A549	6h	LINCSCP_9521
LINCSCP_133118	0.5882256451	5.12112185e-17	168	AT-7519	LSM-1004	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	0.37uM	MCF7	3h	LINCSCP_133118
LINCSCP_29030	0.5832154403	1.083950221e-16	168	6266-99-5	LSM-3501	GRM5	10uM	HUH7	6h	LINCSCP_29030
LINCSCP_51716	0.5808381643	1.540200565e-16	168	CGP 60474	LSM-1025	CDK1	10uM	SKBR3	6h	LINCSCP_51716
LINCSCP_62177	-0.5777368414	2.425264919e-16	168	BRD-K82399474	LSM-13463	NA	5uM	VCAP	24h	LINCSCP_62177
LINCSCP_188324	0.5730877324	4.747619914e-16	168	CHEMBL1495595	LSM-3294	NA	10uM	A549	24h	LINCSCP_188324
LINCSCP_145567	-0.5642891239	1.644906868e-15	168	Lapatinib	LSM-1051	EGFR|ERBB2	0.04uM	MDAMB231	24h	LINCSCP_145567
LINCSCP_141904	0.5630934081	1.942014721e-15	168	Quisinostat	LSM-5900	HDAC1|MDM2	0.04uM	MCF7	24h	LINCSCP_141904
LINCSCP_66958	0.5596252743	3.131679242e-15	168	Trichostatin A, Streptomyces Sp.	LSM-42814	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	10uM	HCT116	6h	LINCSCP_66958
LINCSCP_164048	0.5591440304	3.344902164e-15	168	AT-7519	LSM-1004	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	10uM	SKBR3	3h	LINCSCP_164048
LINCSCP_7119	0.5583872408	3.709158304e-15	168	(+)-Camptothecin	LSM-1442	TOP1	10uM	A549	6h	LINCSCP_7119
LINCSCP_133029	0.5569967205	4.481914552e-15	168	CGP 60474	LSM-1025	CDK1	0.12uM	MCF7	3h	LINCSCP_133029
LINCSCP_164919	0.5552102516	5.708147544e-15	168	EMF-sumo1-1	NA	NA	10uM	SKL.C	24h	LINCSCP_164919
LINCSCP_62169	-0.5545723284	6.220837265e-15	168	BRD-K70237789	LSM-12716	NA	5uM	VCAP	24h	LINCSCP_62169
LINCSCP_30528	-0.5537914805	6.909765042e-15	168	Fcodpguefhccia-Uhfffaoysa-N	LSM-42689	CASP3	10uM	MCF7	24h	LINCSCP_30528
LINCSCP_30728	0.5480393889	1.485411708e-14	168	Rita	LSM-6201	MDM2	10uM	MCF7	6h	LINCSCP_30728
LINCSCP_48892	-0.5478160595	1.529762538e-14	168	BRD-K78496556	LSM-41553	NA	10uM	PC3	6h	LINCSCP_48892
LINCSCP_61761	-0.5472592809	1.646028414e-14	168	BRD-K31671785	LSM-10347	NA	5uM	VCAP	24h	LINCSCP_61761
LINCSCP_26368	0.5457808311	1.998151011e-14	168	C23H24CLN3O5	LSM-4296	TOP1	10uM	HT29	6h	LINCSCP_26368
LINCSCP_20554	0.5452571895	2.139677749e-14	168	ZG-10	LSM-42727	IRAK1	10uM	HCC515	6h	LINCSCP_20554
LINCSCP_20544	0.5444494808	2.377332883e-14	168	WZ-3105	LSM-42711	CLK2|CSNK1E|FLT3|ULK1	10uM	HCC515	6h	LINCSCP_20544
LINCSCP_21286	0.5426989797	2.98403504e-14	168	PG 490	LSM-6185	NA	0.1uM	HEC108	6h	LINCSCP_21286
LINCSCP_62184	-0.5417675506	3.365860177e-14	168	BRD-K88114920	LSM-13841	NA	5uM	VCAP	24h	LINCSCP_62184
LINCSCP_8031	-0.5379366748	5.501520477e-14	168	BRD-K20718732	LSM-38389	NA	10uM	A549	6h	LINCSCP_8031
LINCSCP_61747	-0.5370660753	6.146123151e-14	168	BRD-K21528100	LSM-9734	NA	5uM	VCAP	24h	LINCSCP_61747
LINCSCP_132390	0.5334842808	9.663223018e-14	168	Seliciclib	LSM-1001	CDK1|CDK2|CDK5|CDK7|CDK9	10uM	MCF7	3h	LINCSCP_132390
LINCSCP_39257	0.5282608259	1.851797018e-13	168	PHA-793887	LSM-1073	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	10uM	MDAMB231	6h	LINCSCP_39257
LINCSCP_39076	-0.5276662224	1.992699244e-13	168	CP-724714	LSM-42777	ERBB2	1uM	MDAMB231	24h	LINCSCP_39076
LINCSCP_62483	-0.5275928405	2.010795758e-13	168	BRD-K97364711	LSM-14411	NA	5uM	VCAP	24h	LINCSCP_62483
LINCSCP_11406	-0.5271673872	2.118910701e-13	168	Cdc	LSM-42873	ALOX12	10uM	ASC	24h	LINCSCP_11406
LINCSCP_131615	0.5268655825	2.19901335e-13	168	CGP 60474	LSM-1025	CDK1	0.04uM	MCF10A	3h	LINCSCP_131615
LINCSCP_116008	0.5259268348	2.467467885e-13	168	AT-7519	LSM-1004	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	10uM	HS578T	3h	LINCSCP_116008
LINCSCP_62164	-0.52586981	2.484764688e-13	168	BRD-K61388502	LSM-12147	NA	5uM	VCAP	24h	LINCSCP_62164
LINCSCP_131467	0.5257758581	2.51351993e-13	168	LRRK2-IN-1	LSM-1086	LRRK2	10uM	MCF10A	24h	LINCSCP_131467
LINCSCP_115438	-0.5257281912	2.528232617e-13	168	Trametinib	LSM-1143	MAP2K1|MAP2K2	0.12uM	HS578T	3h	LINCSCP_115438
LINCSCP_67325	0.5256177814	2.562633892e-13	168	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	10uM	MCF7	6h	LINCSCP_67325
LINCSCP_54418	0.5255116919	2.596117997e-13	168	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	LSM-6189	TOP1	0.5uM	SW948	6h	LINCSCP_54418
LINCSCP_133116	0.5254459676	2.617075171e-13	168	AT-7519	LSM-1004	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	3.33uM	MCF7	3h	LINCSCP_133116
LINCSCP_30871	-0.5253011246	2.663843446e-13	168	SCHEMBL13991002	LSM-6278	NA	40uM	MCF7	6h	LINCSCP_30871
LINCSCP_21080	0.5249734789	2.772657509e-13	168	Camptothecin	LSM-4611	TOP1	1uM	HCC515	6h	LINCSCP_21080
LINCSCP_4155	-0.5228990962	3.569008663e-13	168	BSPBIO_001542	LSM-42823	PPP1CA|PPP2CA	10uM	A549	24h	LINCSCP_4155
LINCSCP_68236	0.5228447634	3.592606262e-13	168	Trichostatin A, Streptomyces Sp.	LSM-42814	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	10uM	SNGM	6h	LINCSCP_68236
LINCSCP_36717	0.5227444876	3.636556853e-13	168	CGP 60474	LSM-1025	CDK1	10uM	MCF7	6h	LINCSCP_36717
LINCSCP_131395	-0.5223324499	3.822707573e-13	168	THZ-2-98-01	LSM-44946	NA	0.04uM	MCF10A	24h	LINCSCP_131395
LINCSCP_10818	-0.5221336894	3.915786916e-13	168	2002-H20	LSM-4781	NA	10uM	ASC	24h	LINCSCP_10818
LINCSCP_163994	0.5219184902	4.019050592e-13	168	BMS-387032	LSM-1132	CDK2|CDK7|CDK9	10uM	SKBR3	3h	LINCSCP_163994
LINCSCP_31130	-0.5218917498	4.032065637e-13	168	MLS002264514	LSM-42882	NA	10uM	MCF7	24h	LINCSCP_31130
LINCSCP_145826	0.5205327375	4.750362679e-13	168	A-443654	LSM-1045	NA	3.33uM	MDAMB231	3h	LINCSCP_145826
LINCSCP_32534	0.5204735808	4.784304668e-13	168	WZ 3146	LSM-5809	EGFR	10uM	MCF7	24h	LINCSCP_32534
LINCSCP_22716	0.5203396026	4.862051092e-13	168	Teniposide	LSM-1483	TOP2A	10uM	HEPG2	6h	LINCSCP_22716
LINCSCP_66960	0.5202751556	4.899885579e-13	168	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	10uM	HCT116	6h	LINCSCP_66960
LINCSCP_62179	-0.5198038885	5.185387985e-13	168	BRD-K82925070	LSM-13493	NA	5uM	VCAP	24h	LINCSCP_62179
LINCSCP_301315	0.519569129	5.33358433e-13	168	Withaferin A	LSM-6685	IKBKB|NAMPT	10uM	VCAP	24h	LINCSCP_301315
LINCSCP_20054	0.5190026838	5.708329899e-13	168	C23H24CLN3O5	LSM-4296	TOP1	10uM	HCC515	6h	LINCSCP_20054
LINCSCP_61767	-0.5181485013	6.322310831e-13	168	BRD-K35060817	LSM-10537	NA	5uM	VCAP	24h	LINCSCP_61767
LINCSCP_131701	0.5178595912	6.544161547e-13	168	AT-7519	LSM-1004	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	3.33uM	MCF10A	3h	LINCSCP_131701
LINCSCP_35237	-0.5175966	6.752679994e-13	168	BRD-K70711508	LSM-41121	NA	10uM	MCF7	24h	LINCSCP_35237
LINCSCP_49377	0.5173327923	6.968332478e-13	168	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	0.5uM	PC3	6h	LINCSCP_49377
LINCSCP_67025	0.5168099295	7.415723969e-13	168	Wortmannin	LSM-3947	PIK3CA|PIK3CG|PLK1	10uM	HEPG2	24h	LINCSCP_67025
LINCSCP_132462	0.5167439659	7.474113313e-13	168	apigenin	LSM-5206	NA	10uM	MCF7	3h	LINCSCP_132462
LINCSCP_51714	0.5167299469	7.486580006e-13	168	CGP 60474	LSM-1025	CDK1	0.1uM	SKBR3	6h	LINCSCP_51714
LINCSCP_145851	0.5166026963	7.60066963e-13	168	AT-7519	LSM-1004	CDK1|CDK10|CDK11B|CDK12|CDK13|CDK14|CDK15|CDK16|CDK17|CDK18|CDK19|CDK2|CDK20|CDK3|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9	1.11uM	MDAMB231	3h	LINCSCP_145851
LINCSCP_114108	-0.5161038878	8.064415596e-13	168	848193-68-0	LSM-6271	SIRT1	3.33uM	HME1	24h	LINCSCP_114108
