signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_86286	0.4710627607	8.039283413e-16	261	BRD-A24396574-001-01-5	LSM-5006	NA	10uM	BT20	3h	LINCSCP_86286
LINCSCP_55456	-0.456944176	7.196667643e-15	261	(S)-(-)-BAY K 8644	LSM-4545	CACNA1C	10uM	U937	6h	LINCSCP_55456
LINCSCP_61761	-0.4526694308	1.370227109e-14	261	BRD-K31671785	LSM-10347	NA	5uM	VCAP	24h	LINCSCP_61761
LINCSCP_68446	0.4487380778	2.45787411e-14	261	Withaferin A	LSM-6685	IKBKB|NAMPT	10uM	VCAP	6h	LINCSCP_68446
LINCSCP_61813	-0.4403230127	8.373211604e-14	261	BRD-K69498175	LSM-12668	NA	5uM	VCAP	24h	LINCSCP_61813
LINCSCP_13884	0.439513798	9.404005734e-14	261	IKK Inhibitor VII	LSM-2309	IKBKB	10uM	HA1E	6h	LINCSCP_13884
LINCSCP_55538	-0.4384908023	1.088586016e-13	261	Triacsin C	LSM-43284	ACSL1	10uM	U937	6h	LINCSCP_55538
LINCSCP_301315	0.4364335165	1.458880984e-13	261	Withaferin A	LSM-6685	IKBKB|NAMPT	10uM	VCAP	24h	LINCSCP_301315
LINCSCP_894	0.4248144682	7.349340532e-13	261	Auranofin	LSM-43136	NA	10uM	A375	6h	LINCSCP_894
LINCSCP_43707	0.4243141857	7.868374728e-13	261	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	LSM-6189	TOP1	0.5uM	OV7	6h	LINCSCP_43707
LINCSCP_48892	-0.4158770597	2.445635997e-12	261	BRD-K78496556	LSM-41553	NA	10uM	PC3	6h	LINCSCP_48892
LINCSCP_49788	0.4154132711	2.600569076e-12	261	Camptothecin	LSM-4611	TOP1	0.1uM	PC3	6h	LINCSCP_49788
LINCSCP_55453	-0.4145145545	2.928498309e-12	261	XAV 939	LSM-5303	TNKS|TNKS2	10uM	U937	6h	LINCSCP_55453
LINCSCP_54087	0.4052744517	9.729661503e-12	261	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	LSM-6189	TOP1	0.5uM	SW620	6h	LINCSCP_54087
LINCSCP_866	0.4031492568	1.275790797e-11	261	SMR000075319	LSM-6371	KPNB1	60uM	A375	6h	LINCSCP_866
LINCSCP_292994	-0.4031422467	1.276927593e-11	261	Lamivudine	LSM-5215	NA	10uM	VCAP	6h	LINCSCP_292994
LINCSCP_9521	0.4010505536	1.664095467e-11	261	Teniposide	LSM-1483	TOP2A	10uM	A549	6h	LINCSCP_9521
LINCSCP_57882	-0.3986984999	2.236401349e-11	261	Mafenide	LSM-5445	CA6	10uM	VCAP	6h	LINCSCP_57882
LINCSCP_288248	-0.3976804927	2.539794794e-11	261	Vorinostat	LSM-3828	HDAC1|HDAC2|HDAC3|HDAC6|HDAC8	10uM	THP1	6h	LINCSCP_288248
LINCSCP_57862	-0.396773247	2.843661246e-11	261	Celecoxib	LSM-2032	PTGS2	10uM	VCAP	6h	LINCSCP_57862
