signatureID	similarity	pValue	nGenes	compound	lincsPertID	GeneTargets	concentration	cellLine	time	_row
LINCSCP_9228	-1	0	3	Trichostatin	LSM-43005	HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8	10uM	A549	24h	LINCSCP_9228
LINCSCP_145315	1	0	3	SCHEMBL6874948	LSM-5674	LCK	0.04uM	MDAMB231	24h	LINCSCP_145315
LINCSCP_164139	-1	8.961987794e-07	3	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	3.33uM	SKBR3	3h	LINCSCP_164139
LINCSCP_31099	-1	4.408980413e-06	3	SMR000030495	LSM-4137	NA	10uM	MCF7	6h	LINCSCP_31099
LINCSCP_107826	-0.9999999996	1.854099817e-05	3	Thioguanine	LSM-6723	NA	3.33uM	HELA	24h	LINCSCP_107826
LINCSCP_7109	-0.9999999994	2.193194652e-05	3	Beclomethasone Dipropionate	LSM-4209	NR3C1	10uM	A549	24h	LINCSCP_7109
LINCSCP_48883	0.9999999989	3.010885246e-05	3	BRD-K53642448	LSM-40219	NA	10uM	PC3	6h	LINCSCP_48883
LINCSCP_294674	0.9999999971	4.810654482e-05	3	11K-629S	LSM-3579	NA	10uM	VCAP	6h	LINCSCP_294674
LINCSCP_88650	0.9999999945	6.660312898e-05	3	C30H33N3O5S	LSM-1156	ATM	0.37uM	HA1E	24h	LINCSCP_88650
LINCSCP_149250	-0.9999999941	6.940692068e-05	3	Dabrafenib	LSM-6303	BRAF	0.37uM	NPC	24h	LINCSCP_149250
LINCSCP_9558	0.9999999931	7.471439574e-05	3	Dactolisib	LSM-4255	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|PIK3R2|PIK3R3|PIK3R5	1uM	A549	6h	LINCSCP_9558
LINCSCP_44826	-0.9999999929	7.611470566e-05	3	Rolipram	LSM-1471	PDE4A|PDE4B|PDE4C|PDE4D	10uM	PC3	24h	LINCSCP_44826
LINCSCP_13358	0.9999999926	7.731741851e-05	3	MG-132	LSM-1107	PSMB1	10uM	FIBRNPC	6h	LINCSCP_13358
LINCSCP_17976	-0.9999999909	8.603101699e-05	3	Tyrphostin AG 879	LSM-3320	ERBB2|KDR|NTRK1	10uM	HCC515	24h	LINCSCP_17976
LINCSCP_95518	-0.9999999893	9.328043498e-05	3	Orlistat	LSM-5724	DAGLA|FASN|LIPF|PNLIP	1.11uM	HA1E	24h	LINCSCP_95518
LINCSCP_155283	-0.9999999883	9.723223855e-05	3	Hydroflumethiazide	LSM-5497	SLC12A1|SLC12A3	10uM	PC3	24h	LINCSCP_155283
LINCSCP_40927	-0.9999999882	9.771759322e-05	3	GSK-1070916	LSM-1062	AURKB|AURKC	10uM	NEU	24h	LINCSCP_40927
LINCSCP_18896	0.999999988	9.867933337e-05	3	AG-957	LSM-2807	ABL1|EGFR	10uM	HCC515	24h	LINCSCP_18896
LINCSCP_212469	-0.9999999879	9.903150774e-05	3	2,3,7,8-Tetrachlorodibenzo-p-dioxin	LSM-37232	NA	1uM	HA1E	24h	LINCSCP_212469
LINCSCP_51768	0.9999999876	0.0001002555496	3	QL47	LSM-6019	BMX|BTK	0.5uM	SKBR3	6h	LINCSCP_51768
LINCSCP_28922	-0.9999999868	0.000103350285	3	Aminopurvalanol	LSM-2151	CDK1|CDK2|CDK5	10uM	HUH7	6h	LINCSCP_28922
LINCSCP_42757	-0.9999999857	0.0001077138201	3	WHI-P154	NA	EGFR|JAK3	10uM	NPC	24h	LINCSCP_42757
LINCSCP_170374	-0.9999999851	0.0001098296564	3	Brexpiprazole	LSM-45790	DRD2|HTR1A|HTR2A	0.12uM	YAPC	24h	LINCSCP_170374
LINCSCP_63853	-0.9999999845	0.0001119622989	3	BRD-K94646939	LSM-14225	NA	5uM	VCAP	6h	LINCSCP_63853
LINCSCP_118678	0.9999999812	0.0001234872109	3	Methocarbamol	LSM-1453	CA1	3.33uM	HT29	24h	LINCSCP_118678
LINCSCP_119734	-0.9999999787	0.0001315420738	3	Mubritinib (TAK 165)	LSM-45710	ERBB2	1.11uM	HT29	24h	LINCSCP_119734
LINCSCP_164069	0.9999999762	0.000138832234	3	CHEMBL585951	LSM-36386	MAPK8	0.37uM	SKBR3	3h	LINCSCP_164069
LINCSCP_13818	0.9999999761	0.0001392649289	3	PI828	LSM-4198	NA	10uM	HA1E	24h	LINCSCP_13818
LINCSCP_22026	-0.9999999712	0.0001529067361	3	MLS002264451	LSM-2624	NA	10uM	HEPG2	6h	LINCSCP_22026
LINCSCP_47592	-0.9999999701	0.0001556591946	3	Closantel	LSM-4989	NA	10uM	PC3	24h	LINCSCP_47592
LINCSCP_61363	-0.9999999649	0.0001686431036	3	BRD-K64023191	LSM-12337	NA	5uM	VCAP	6h	LINCSCP_61363
LINCSCP_115342	0.999999961	0.0001777774738	3	SB590885	LSM-42746	NA	0.12uM	HS578T	3h	LINCSCP_115342
LINCSCP_25495	-0.9999999514	0.0001985020306	3	MST-312	LSM-6230	TERT	10uM	HT29	24h	LINCSCP_25495
LINCSCP_82390	0.9999999419	0.000216944092	3	AZ20	LSM-36357	NA	10uM	A549	24h	LINCSCP_82390
LINCSCP_87981	-0.9999999415	0.0002177128081	3	BI-2536	LSM-1041	PLK1	3.33uM	HA1E	24h	LINCSCP_87981
LINCSCP_49702	-0.999999937	0.0002259436079	3	Crizotinib	LSM-1027	ALK|MET	10uM	PC3	24h	LINCSCP_49702
LINCSCP_11977	-0.999999935	0.0002296071084	3	Palbociclib	LSM-1071	CCND1|CDK4|CDK6	10uM	BT20	6h	LINCSCP_11977
LINCSCP_65453	-0.9999999327	0.0002334893827	3	CHEMBL2140189	LSM-39406	NA	10uM	VCAP	6h	LINCSCP_65453
LINCSCP_179392	-0.999999931	0.0002364491995	3	WZ 4002	LSM-1085	EGFR|ERBB2	10uM	A375	6h	LINCSCP_179392
LINCSCP_172073	0.9999999283	0.0002410411347	3	Sumatriptan	LSM-5618	HTR1A|HTR1B|HTR1D|HTR1F	0.04uM	YAPC	24h	LINCSCP_172073
LINCSCP_55303	-0.9999999261	0.0002448032077	3	BRD-K13077924	LSM-45363	NA	10uM	U937	24h	LINCSCP_55303
LINCSCP_52163	-0.9999999248	0.0002468389947	3	BRD-K69888333	LSM-41074	NA	10uM	SKB	24h	LINCSCP_52163
LINCSCP_169421	0.9999999243	0.0002477671747	3	BRD-A82197375	LSM-45476	NA	0.04uM	YAPC	24h	LINCSCP_169421
LINCSCP_9193	0.9999999176	0.0002584408582	3	CHEMBL1242477	LSM-6208	PIK3CA|PIK3CB|PIK3CD|PIK3CG	1uM	A549	24h	LINCSCP_9193
LINCSCP_66861	0.999999916	0.0002609116227	3	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	10uM	HA1E	6h	LINCSCP_66861
LINCSCP_45604	-0.9999999151	0.0002623214778	3	Triazolothiadiazine, 6	LSM-3276	NA	10uM	PC3	6h	LINCSCP_45604
LINCSCP_57838	-0.9999999123	0.0002666114863	3	SCHEMBL2557158	LSM-4121	NA	10uM	VCAP	24h	LINCSCP_57838
LINCSCP_148653	0.9999999112	0.0002683475765	3	MLN-0128	LSM-1206	MTOR	0.37uM	NPC	24h	LINCSCP_148653
LINCSCP_60380	-0.9999999059	0.0002761060775	3	CHEMBL3183458	LSM-7414	NA	5uM	VCAP	24h	LINCSCP_60380
LINCSCP_45311	0.9999999042	0.000278607596	3	SMR000076922	LSM-3142	NA	10uM	PC3	24h	LINCSCP_45311
LINCSCP_86846	0.9999999028	0.0002807007476	3	AT 7867	LSM-1155	NA	1.11uM	CD34	24h	LINCSCP_86846
LINCSCP_1970	0.9999998993	0.0002857608319	3	CAY-10415	LSM-5100	INS	10uM	A375	6h	LINCSCP_1970
LINCSCP_52762	-0.999999893	0.000294545084	3	Cyclopamine	LSM-3304	SMO	10uM	SKB	24h	LINCSCP_52762
LINCSCP_8568	0.9999998919	0.0002960587411	3	BRD-K79947616	LSM-6763	NA	5uM	A549	24h	LINCSCP_8568
LINCSCP_159357	-0.9999998868	0.0003029231522	3	SPECTRUM2_000920	LSM-1590	NA	3.33uM	PC3	24h	LINCSCP_159357
LINCSCP_158086	-0.9999998865	0.0003033025428	3	Romidepsin	LSM-45396	NA	3.33uM	PC3	24h	LINCSCP_158086
LINCSCP_73459	0.999999886	0.0003039367295	3	SU-11652	LSM-43098	KDR|PDGFRB	0.12uM	A375	24h	LINCSCP_73459
LINCSCP_26764	-0.9999998858	0.0003041908528	3	Terfenadine	LSM-1273	HRH1|KCNH2	10uM	HT29	6h	LINCSCP_26764
LINCSCP_73453	0.9999998856	0.0003044797941	3	MG-132	LSM-1107	PSMB1	20uM	A375	24h	LINCSCP_73453
LINCSCP_79180	0.9999998842	0.0003063269505	3	MG-132	LSM-1107	PSMB1	20uM	A375	24h	LINCSCP_79180
LINCSCP_163396	-0.999999877	0.0003157780466	3	TWS 119	LSM-1111	GSK3B	0.04uM	SKBR3	3h	LINCSCP_163396
LINCSCP_70403	-0.9999998697	0.0003250436374	3	triptolide	NA	NA	0.12uM	A375	24h	LINCSCP_70403
LINCSCP_96097	0.9999998677	0.0003274819312	3	Meclofenamic acid	LSM-3108	ALOX5|PTGS1|PTGS2	10uM	HA1E	24h	LINCSCP_96097
LINCSCP_61328	-0.999999859	0.0003380933894	3	BRD-K27411066	LSM-10081	NA	5uM	VCAP	6h	LINCSCP_61328
LINCSCP_52847	-0.9999998546	0.0003433509678	3	MEK1/2 Inhibitor	LSM-42879	MAP2K1|MAP2K2	10uM	SKB	24h	LINCSCP_52847
LINCSCP_26022	-0.9999998503	0.000348293196	3	MLS000094939	LSM-3353	NA	10uM	HT29	6h	LINCSCP_26022
LINCSCP_73914	-0.9999998422	0.0003576120757	3	Seocalcitol	LSM-45464	VDR	10uM	A375	24h	LINCSCP_73914
LINCSCP_7038	-0.9999998384	0.0003619454625	3	SR59230A	LSM-2774	ADRB3	10uM	A549	24h	LINCSCP_7038
LINCSCP_46265	-0.9999998299	0.000371267348	3	ZINC04889240	LSM-4055	NA	10uM	PC3	24h	LINCSCP_46265
LINCSCP_2677	-0.999999825	0.0003765899827	3	Budesonide	LSM-1472	NR3C1	10uM	A375	6h	LINCSCP_2677
LINCSCP_122710	-0.9999998224	0.000379386486	3	Chlorprothixene	LSM-42990	DRD2|DRD3|HTR2A|HTR2C	10uM	HT29	24h	LINCSCP_122710
LINCSCP_175126	0.9999998207	0.0003812496319	3	Etodolac	LSM-1781	PTGS2	10uM	YAPC	24h	LINCSCP_175126
LINCSCP_53414	-0.999999816	0.000386193277	3	Sirolimus	LSM-42783	FKBP1A|MTOR	10uM	SKMEL28	6h	LINCSCP_53414
LINCSCP_37406	-0.9999998139	0.0003884334538	3	BRD-K98339888	LSM-15084	NA	3uM	MCF7	6h	LINCSCP_37406
LINCSCP_14224	0.9999998069	0.0003955998991	3	U 46619	LSM-42901	NA	10uM	HA1E	6h	LINCSCP_14224
LINCSCP_112958	0.9999998027	0.0003999081216	3	Olaparib	LSM-1145	PARP1|PARP2|PARP3	1.11uM	HEPG2	24h	LINCSCP_112958
LINCSCP_123151	0.9999998013	0.0004013390225	3	ipratropium	LSM-45809	NA	0.12uM	HT29	24h	LINCSCP_123151
LINCSCP_165500	0.9999997979	0.0004047454782	3	MLN-0128	LSM-1206	MTOR	0.12uM	SKL	24h	LINCSCP_165500
LINCSCP_68681	-0.9999997958	0.0004068887474	3	Olaparib	LSM-1145	PARP1|PARP2|PARP3	10uM	VCAP	24h	LINCSCP_68681
LINCSCP_155229	-0.999999788	0.0004145446401	3	Niclosamide	LSM-2787	STAT3	10uM	PC3	24h	LINCSCP_155229
LINCSCP_34438	-0.9999997732	0.0004287389256	3	Tetrahydrozoline	LSM-1430	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	10uM	MCF7	24h	LINCSCP_34438
LINCSCP_7383	-0.9999997287	0.0004689650261	3	fluticasone	NA	NR3C1|PGR	10uM	A549	6h	LINCSCP_7383
LINCSCP_51145	-0.9999997246	0.0004724978693	3	MLS003448149	LSM-3003	NA	10uM	RMUGS	6h	LINCSCP_51145
LINCSCP_567	-0.9999997167	0.0004791667763	3	Lenalidomide	LSM-6187	CRBN|CUL4A|DDB1|RBX1|TNF	100uM	A375	24h	LINCSCP_567
LINCSCP_193590	-0.9999997038	0.0004899709786	3	BRD-K45232279	LSM-39776	NA	10uM	A549	24h	LINCSCP_193590
LINCSCP_115432	0.9999996975	0.0004952097159	3	C19H19FN4O3	LSM-1178	FGFR1|FLT1|KDR	0.12uM	HS578T	3h	LINCSCP_115432
LINCSCP_150987	-0.9999996799	0.0005093563443	3	Fedratinib	LSM-1142	FLT3|JAK2	1.11uM	PC3	24h	LINCSCP_150987
LINCSCP_73256	-0.9999996789	0.0005101542428	3	Diethylpropion	LSM-5038	SLC6A2|SLC6A3	0.04uM	A375	24h	LINCSCP_73256
LINCSCP_93340	-0.9999996683	0.0005184880393	3	CI-218872	LSM-1991	GABRA1	3.33uM	HA1E	24h	LINCSCP_93340
LINCSCP_87735	-0.999999652	0.0005311072809	3	CP466722	LSM-1009	ATM	10uM	HA1E	24h	LINCSCP_87735
LINCSCP_169537	0.9999996503	0.0005324207252	3	Taranabant	LSM-45803	CNR1	3.33uM	YAPC	24h	LINCSCP_169537
LINCSCP_39833	0.9999996442	0.0005370394163	3	PIK 90	LSM-6697	NA	10uM	MDST8	6h	LINCSCP_39833
LINCSCP_128761	0.9999996322	0.0005460281894	3	ABT737	LSM-1180	BCL2|BCL2L1|BCL2L2	0.12uM	HUVEC	24h	LINCSCP_128761
LINCSCP_96918	0.9999995898	0.0005766215566	3	BRD-A62647958	LSM-45248	NA	3.33uM	HA1E	24h	LINCSCP_96918
LINCSCP_15522	-0.9999995667	0.0005926393296	3	TL_HRAS26	LSM-2013	NA	10uM	HA1E	6h	LINCSCP_15522
LINCSCP_58043	-0.9999995562	0.0005997895799	3	AC1LFTYS	LSM-3640	NA	10uM	VCAP	6h	LINCSCP_58043
LINCSCP_7827	-0.999999556	0.0005999277109	3	CHEMBL2139002	LSM-39211	NA	10uM	A549	24h	LINCSCP_7827
LINCSCP_9403	0.999999554	0.0006012449518	3	Sirolimus	LSM-42783	FKBP1A|MTOR	0.1uM	A549	24h	LINCSCP_9403
LINCSCP_46176	-0.999999553	0.0006019062854	3	Dextrorphan	LSM-36603	OPRD1|OPRK1|OPRM1	10uM	PC3	6h	LINCSCP_46176
LINCSCP_156936	-0.9999995444	0.0006077107051	3	Alizapride	LSM-4953	DRD2	10uM	PC3	24h	LINCSCP_156936
LINCSCP_13369	0.9999995395	0.0006109573745	3	BG-1019	LSM-37161	NA	10uM	FIBRNPC	6h	LINCSCP_13369
LINCSCP_43994	-0.999999477	0.0006511066076	3	Sericetin	LSM-2095	NA	10uM	PC3	24h	LINCSCP_43994
LINCSCP_125770	-0.9999994692	0.0006559239137	3	SGI-1776	LSM-6307	PIM1|PIM2|PIM3	10uM	HT29	24h	LINCSCP_125770
LINCSCP_41264	-0.9999994675	0.0006570067893	3	BRD-A70541707	LSM-36922	NA	10uM	NEU	6h	LINCSCP_41264
LINCSCP_29668	0.9999994648	0.0006586285378	3	WYE 125132	LSM-1064	MTOR	0.5uM	MCF10A	6h	LINCSCP_29668
LINCSCP_1427	-0.999999446	0.0006701074133	3	DM-55-3	LSM-3831	NA	10uM	A375	24h	LINCSCP_1427
LINCSCP_267186	-0.999999446	0.0006701113969	3	Calcipotriene	LSM-42986	VDR	10uM	PC3	6h	LINCSCP_267186
LINCSCP_56486	-0.9999994459	0.0006702054502	3	HMS3264J07	LSM-1485	NA	10uM	VCAP	6h	LINCSCP_56486
LINCSCP_67898	-0.9999994348	0.0006768288498	3	13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate	LSM-42815	HSP90AA1	10uM	PC3	24h	LINCSCP_67898
LINCSCP_7220	-0.9999994032	0.0006955294047	3	Mevastatin	LSM-4123	HMGCR	10uM	A549	6h	LINCSCP_7220
LINCSCP_37319	-0.9999993882	0.0007042181067	3	MLS000778276	LSM-43118	NA	10uM	MCF7	6h	LINCSCP_37319
LINCSCP_70391	0.9999993787	0.0007096271329	3	GSK429286A	LSM-1012	ROCK1	10uM	A375	24h	LINCSCP_70391
LINCSCP_51518	-0.9999993746	0.000712002433	3	ITK Inhibitor	LSM-1043	ITK	0.1uM	SKBR3	6h	LINCSCP_51518
LINCSCP_150454	0.9999993644	0.0007177920111	3	GSK-2334470	LSM-1222	PDK1|PDPK1	3.33uM	NPC.TAK	24h	LINCSCP_150454
LINCSCP_37157	-0.999999361	0.0007197054231	3	SA-1939064	LSM-40654	NA	10uM	MCF7	6h	LINCSCP_37157
LINCSCP_83243	0.9999993591	0.0007207678562	3	761437-28-9	LSM-1208	NA	3.33uM	ASC.C	24h	LINCSCP_83243
LINCSCP_87237	0.9999993566	0.0007221406158	3	EMF-sumo1-1	NA	NA	0.37uM	CD34	24h	LINCSCP_87237
LINCSCP_59621	-0.9999993563	0.0007223403799	3	NCGC00170421-01	LSM-36757	NA	10uM	VCAP	6h	LINCSCP_59621
LINCSCP_48459	-0.9999993549	0.0007231279566	3	BRD-K73008154	LSM-41235	NA	10uM	PC3	24h	LINCSCP_48459
LINCSCP_164771	0.9999993293	0.0007373392521	3	GSK 1059615	LSM-42799	PIK3CA|PIK3CB|PIK3CD|PIK3CG	0.04uM	SKL.C	24h	LINCSCP_164771
