term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.A011_MCF7_24H_H24_rilpivirine_0.04uM up	eaccd8d5-020b-45ed-a358-508143de88d5	250	3.290562832113078e-31	5.520922772533483e-25	5.7123360000000005	63	REP.A011	MCF7	24H	H24	rilpivirine	0.04uM	up
FIBR023_MCLF126CN_6H_L19_ABT-751_0.37uM up	58b45cb4-454f-4e42-be6e-8f1adf1eb559	250	2.2387342076474728e-29	1.878079723630984e-23	5.530992	61	FIBR023	MCLF126CN	6H	L19	ABT-751	0.37uM	up
REP.B016_YAPC_24H_H24_orphenadrine_0.01uM up	250a893c-87ee-4d64-9f16-513be12c6ebf	250	1.7810763773917357e-28	9.96099617123247e-23	5.44032	60	REP.B016	YAPC	24H	H24	orphenadrine	0.01uM	up
XPR014_BICR6.311_96H_E22_CEACAM18 down	468589c0-ba79-48a6-a865-d89c47382766	250	1.382845148571406e-27	3.314492149284068e-22	5.349648	59	XPR014	BICR6.311	96H	E22	CEACAM18	N/A	down
REP.A011_MCF7_24H_I03_UK-383367_1.11uM up	c9fd33e0-7fae-4e68-b78e-c1f007e23f88	250	1.382845148571406e-27	3.314492149284068e-22	5.349648	59	REP.A011	MCF7	24H	I03	UK-383367	1.11uM	up
ASG003_XC.P930_24H_B12_floxuridine_0.12uM up	1b44d578-6fc5-4f6c-aebf-e426aee596ae	250	1.382845148571406e-27	3.314492149284068e-22	5.349648	59	ASG003	XC.P930	24H	B12	floxuridine	0.12uM	up
CRCGN004_HMELZ_6H_E02_pentachlorophenol_20uM up	86444f96-4643-4ac4-ab9c-4bdd0bf08911	250	1.382845148571406e-27	3.314492149284068e-22	5.349648	59	CRCGN004	HMELZ	6H	E02	pentachlorophenol	20uM	up
XPR041_IPC298.311_96H_L03_EIF2S1 up	acb82dba-914d-475f-b600-2b7aaca8d118	250	1.0475436497894638e-26	2.196967466668764e-21	5.2589760000000005	58	XPR041	IPC298.311	96H	L03	EIF2S1	N/A	up
FIBR011_MCLF015CN_6H_G06_pifithrin-mu_2.22uM down	3dcff42d-411d-458a-95ec-8a6e9b8f5433	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	FIBR011	MCLF015CN	6H	G06	pifithrin-mu	2.22uM	down
ASG003_XC.P930_24H_B11_floxuridine_1.11uM up	6c58fec4-f209-4cfd-b267-32c17c1b738b	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	ASG003	XC.P930	24H	B11	floxuridine	1.11uM	up
ASG003_WA09.AST_24H_E10_AM-580_10uM up	b638bcfc-dd0e-431b-9bdc-fec4321608f0	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	ASG003	WA09.AST	24H	E10	AM-580	10uM	up
REP.A006_MCF7_24H_H19_riluzole_10uM down	5d34caf1-1cdb-40cf-a4c3-71f868eb3e17	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	REP.A006	MCF7	24H	H19	riluzole	10uM	down
DOS022_VCAP_24H_B24_BRD-K52981369_4uM up	732c89cc-02e5-418a-879e-9b334f30c2d9	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	DOS022	VCAP	24H	B24	BRD-K52981369	4uM	up
CPC007_A549_6H_M19_BRD-K05153001_10uM up	d82ad439-1754-42be-9df3-8b3361943ea5	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	CPC007	A549	6H	M19	BRD-K05153001	10uM	up
PAC062_U2OS_6H_G20_VU-0418946-1_20uM up	bdb7b92b-62d6-450a-8558-b5c6e3e898dc	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	PAC062	U2OS	6H	G20	VU-0418946-1	20uM	up
ASG003_XC.P033_24H_O16_chelidonine_10uM down	da7bb286-9c0e-4caf-8b04-a899e25cb227	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	ASG003	XC.P033	24H	O16	chelidonine	10uM	down
FIBR019_MCLF135CN_6H_K02_gemcitabine_0.02uM down	6d34c9f6-1483-490b-9685-0de24e653585	250	7.740532380719022e-26	7.639472900607222e-21	5.168304	57	FIBR019	MCLF135CN	6H	K02	gemcitabine	0.02uM	down
XPR042_KYSE30.311_96H_E17_JUN up	e5d335de-8153-4761-80a2-5bd9da599570	250	5.577736643181189e-25	3.4660571957824496e-20	5.077632	56	XPR042	KYSE30.311	96H	E17	JUN	N/A	up
FIBR011_MCLF015CN_6H_E10_NSC-95397_2.22uM down	63a3fd2f-b5bb-470e-ab0e-d25b27c62ec6	250	5.577736643181189e-25	3.4660571957824496e-20	5.077632	56	FIBR011	MCLF015CN	6H	E10	NSC-95397	2.22uM	down
