term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.B016_THP1_24H_E02_R-547_0.74uM down	b3ff8c5d-df85-4181-8efe-454d68f48ce7	250	5.066332826023288e-41	8.500318547166003e-35	3.3885858951175405	124	REP.B016	THP1	24H	E02	R-547	0.74uM	down
XPR008_MCF7.311_96H_E12_XPO1 down	ec09220d-f300-422b-b052-328e9ccb2b44	250	2.597023491003802e-36	2.178649499161817e-30	3.2246220614828207	118	XPR008	MCF7.311	96H	E12	XPO1	N/A	down
XPR008_MCF7.311_96H_H09_RPL8 down	d8cac060-b897-4245-a94f-09ceddb339c7	250	1.491133181663007e-35	8.339435692867004e-30	3.1972947558770346	117	XPR008	MCF7.311	96H	H09	RPL8	N/A	down
LJP008_THP1_24H_O03_PD-0325901_1.11uM down	0fdf3f57-c330-4328-8a15-784d1d9603cb	250	4.6702019403215585e-34	1.3059480277468687e-28	3.142640144665461	115	LJP008	THP1	24H	O03	PD-0325901	1.11uM	down
XPR027_MCF7.311_96H_J04_RPL23A down	16f60bb6-479e-4ca8-898d-ae2ec0e27cb4	250	4.6702019403215585e-34	1.3059480277468687e-28	3.142640144665461	115	XPR027	MCF7.311	96H	J04	RPL23A	N/A	down
XPR027_MCF7.311_96H_I04_WDR12 down	384cd36f-6e31-4bcb-92d4-ccb49acb2f9a	250	4.6702019403215585e-34	1.3059480277468687e-28	3.142640144665461	115	XPR027	MCF7.311	96H	I04	WDR12	N/A	down
REP.B016_THP1_24H_A20_palbociclib_0.74uM down	ac3b1dcb-0098-45b4-93cc-724fd699170a	250	2.5474208582302022e-33	4.748972725603249e-28	3.1153128390596745	114	REP.B016	THP1	24H	A20	palbociclib	0.74uM	down
REP.B018_A375_24H_J19_AMG-232_2.22uM down	7a22bf9b-7a60-4f5c-aa81-418f0758fe2f	250	2.5474208582302022e-33	4.748972725603249e-28	3.1153128390596745	114	REP.B018	A375	24H	J19	AMG-232	2.22uM	down
REP.B016_THP1_24H_A19_palbociclib_2.22uM down	466445d6-4b14-40b4-a3f7-c6a82c6ecef4	250	2.5474208582302022e-33	4.748972725603249e-28	3.1153128390596745	114	REP.B016	THP1	24H	A19	palbociclib	2.22uM	down
REP.A018_A549_24H_C08_RG-7388_3.33uM down	dcb0dfe8-6681-414c-994b-500474b7a179	250	1.3659207451831249e-32	1.909790546559977e-27	3.087985533453888	113	REP.A018	A549	24H	C08	RG-7388	3.33uM	down
