term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
LJP007_NPC.CAS9_24H_H04_WZ-7043_0.37uM down	2b20adbb-1168-4ffb-a19f-1e7dadb12dd3	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	LJP007	NPC.CAS9	24H	H04	WZ-7043	0.37uM	down
REP.B005_PC3_24H_D23_BRD-K08703257_0.03uM down	f4bcc415-6b9b-447c-9bca-4a6346900603	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B005	PC3	24H	D23	BRD-K08703257	0.03uM	down
PBIOA015_MCF7_24H_F23_BRD-K99807031_0.125uM up	0a1c5837-67a4-4156-8370-a360e6f4521b	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	PBIOA015	MCF7	24H	F23	BRD-K99807031	0.125uM	up
REP.B026_A549_24H_H04_retigabine_0.08uM up	492b7096-9dbd-4f6d-8107-64461c121bbd	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B026	A549	24H	H04	retigabine	0.08uM	up
REP.B013_HELA_24H_O15_indoprofen_0.25uM up	d22d03fe-9908-4c4a-a298-841e3d83cf84	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B013	HELA	24H	O15	indoprofen	0.25uM	up
REP.B015_PC3_24H_L24_tedizolid_0.01uM down	82d364b2-e2e6-4bff-a964-04035d575720	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B015	PC3	24H	L24	tedizolid	0.01uM	down
PBIOA004_XC.R10_24H_A09_BRD-K49639333_1.11uM down	0845e1be-baff-4eb6-8d57-fe3c0a3924ed	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	PBIOA004	XC.R10	24H	A09	BRD-K49639333	1.11uM	down
REP.B018_HEK293_24H_D24_RU-58841_0.01uM down	6216a6e6-6a23-4c88-9849-e3d176b053ba	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B018	HEK293	24H	D24	RU-58841	0.01uM	down
EMU001_THP1_3H_E14_GDC-0834_2.5uM down	fa64df7d-e682-4f3f-bd18-253b7ac68000	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	EMU001	THP1	3H	E14	GDC-0834	2.5uM	down
XPR041_U251MG.311_96H_H22_TRA2B down	95d60a49-f24b-4fcd-8261-2060f4f61a03	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	XPR041	U251MG.311	96H	H22	TRA2B	N/A	down
REP.A011_HELA_24H_P06_dexloxiglumide_0.04uM down	7f8b5720-df8c-48d3-ab1d-76c1a351ac53	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A011	HELA	24H	P06	dexloxiglumide	0.04uM	down
ERG014_VCAP_24H_B20_BRD-K43838150_10uM down	3b3b2545-4ec8-4647-905d-51dc982fb409	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	ERG014	VCAP	24H	B20	BRD-K43838150	10uM	down
ISO002_MCF10A.TP53.M_24H_J21_SB-590885_1.11uM up	bcb20b62-0b53-48c0-8758-586a938053d4	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	ISO002	MCF10A.TP53.M	24H	J21	SB-590885	1.11uM	up
REP.B019_MDAMB231_24H_K18_GSK-2636771_0.01uM up	a36df208-590a-4f07-bb07-33611753ad3c	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B019	MDAMB231	24H	K18	GSK-2636771	0.01uM	up
REP.B013_A375_24H_I04_ambrisentan_0.08uM down	ecdfaa9e-cc75-417f-b354-c17f43269a6e	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B013	A375	24H	I04	ambrisentan	0.08uM	down
REP.A017_HELA_24H_I08_Ro-4987655_3.33uM down	d8eabb73-de82-4003-ac2f-243c93708727	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A017	HELA	24H	I08	Ro-4987655	3.33uM	down
REP.A001_A375_24H_I19_ramelteon_10uM down	1267137a-d334-4107-a879-0662378269af	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A001	A375	24H	I19	ramelteon	10uM	down
REP.B008_YAPC_24H_C08_glibenclamide_0.74uM up	389106e5-13fa-4466-93d3-f89862df904d	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B008	YAPC	24H	C08	glibenclamide	0.74uM	up
CPC005_PC3_6H_L06_huperzine-a_10uM up	54fa057e-e57f-4080-9be7-56229dbe8210	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	CPC005	PC3	6H	L06	huperzine-a	10uM	up
REP.A004_HA1E_24H_P10_sparfloxacin_0.37uM down	97a1c853-cc85-455f-ab13-49e78a7f46f4	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A004	HA1E	24H	P10	sparfloxacin	0.37uM	down
REP.A023_HA1E_24H_E17_amitifadine_0.125uM up	d9123e34-4b3e-43d7-a506-25ca15bcb05c	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A023	HA1E	24H	E17	amitifadine	0.125uM	up
XPR014_ES2.311_96H_D13_CFL1 up	eec92f49-32c2-40d1-831a-3b12eaecde17	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	XPR014	ES2.311	96H	D13	CFL1	N/A	up
ASG003_MCF7_24H_B22_DL-PDMP_10uM up	b2bc4ba3-027d-45cc-bcb4-3e99b807beb7	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	ASG003	MCF7	24H	B22	DL-PDMP	10uM	up
DOS003_VCAP_6H_N04_BRD-K67862892_4uM down	45faafc3-6b9e-4da2-8985-577ed8793bf2	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	DOS003	VCAP	6H	N04	BRD-K67862892	4uM	down
REP.B014_MCF7_24H_P20_triclosan_0.74uM down	28393bcc-f4b5-4214-b8ef-bf391c427bb2	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.B014	MCF7	24H	P20	triclosan	0.74uM	down
REP.A016_MCF7_24H_K13_lorcaserin_10uM down	122d70eb-c054-48e9-aad1-5a8086005142	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A016	MCF7	24H	K13	lorcaserin	10uM	down
MOAR012_HEC108_24H_O20_K-145_3.33uM up	b17eb780-faf3-4dc7-a45a-1a8e48d3328e	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	MOAR012	HEC108	24H	O20	K-145	3.33uM	up
CPC009_HEPG2_6H_E01_BRD-K77239206_10uM down	e7d74667-8f1d-4ada-8b3c-b6eb16719d93	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	CPC009	HEPG2	6H	E01	BRD-K77239206	10uM	down
LJP008_PC3_24H_G17_dasatinib_0.12uM down	83b50dce-e90c-4e79-b6fc-df37fc0dca34	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	LJP008	PC3	24H	G17	dasatinib	0.12uM	down
MOAR008_HEC1A_24H_I20_PF-573228_3.33uM down	0ecace44-c326-4ae1-b3ae-023861aa96ad	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	MOAR008	HEC1A	24H	I20	PF-573228	3.33uM	down
DOS020_VCAP_24H_I01_BRD-K68796015_4uM down	fa71d1e0-2a54-4af2-a664-b7f0e0c8474a	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	DOS020	VCAP	24H	I01	BRD-K68796015	4uM	down
REP.A019_JURKAT_24H_O11_clomethiazole_0.125uM down	f0fdd8bf-8983-490c-969b-65d8b7936a9b	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A019	JURKAT	24H	O11	clomethiazole	0.125uM	down
LJP001_MCF10A_6H_N07_NPK76-II-72-1_0.37uM up	267f7354-c17d-4c94-b93d-0ddd45c4ccf1	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	LJP001	MCF10A	6H	N07	NPK76-II-72-1	0.37uM	up
LJP007_HCC515_24H_G03_KW-2449_1.11uM up	323e9ce7-b3e0-4aeb-be60-c1e4fe221500	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	LJP007	HCC515	24H	G03	KW-2449	1.11uM	up
REP.A004_A375_24H_C04_prochlorperazine_0.37uM down	aef0ed37-db6c-4e3c-beac-a2feaa88ee13	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A004	A375	24H	C04	prochlorperazine	0.37uM	down
XPR037_PC3.311B_96H_H11_GEM up	7e89649a-eabc-4869-ab38-faa75cef92cb	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	XPR037	PC3.311B	96H	H11	GEM	N/A	up
AICHI002_KMS34_24H_G17_vorinostat_0.04uM up	1f32c63b-dd37-47ab-9cc4-3bff5063331f	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	AICHI002	KMS34	24H	G17	vorinostat	0.04uM	up
PBIOA022_A549_24H_B09_TW-37_1.11uM down	8bb45fc9-76e2-44f7-ba58-e3a36d494c9c	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	PBIOA022	A549	24H	B09	TW-37	1.11uM	down
MUC.CP003_MCF7_24H_N19_SA-1459963_1.11uM up	e76a273c-fbe9-4eb1-8808-5b3696171f76	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	MUC.CP003	MCF7	24H	N19	SA-1459963	1.11uM	up
CPC006_HCT116_6H_F04_BRD-K09907482_40uM down	9cc68225-d56c-4118-ad99-634424a83dd3	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	CPC006	HCT116	6H	F04	BRD-K09907482	40uM	down
REP.A014_JURKAT_24H_F20_naproxen_3.33uM up	d226b747-219f-46a0-936e-e014f874f6a4	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	REP.A014	JURKAT	24H	F20	naproxen	3.33uM	up
CPC011_A375_6H_I12_paroxetine_10uM down	d41323a3-64e7-41c0-a416-60739c193e87	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	CPC011	A375	6H	I12	paroxetine	10uM	down
ASG002_MKN45_24H_L21_simvastatin_0.12uM down	56e0d792-a587-4777-9260-c3a8ab37f3ef	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	ASG002	MKN45	24H	L21	simvastatin	0.12uM	down
PBIOA014_HCC515_24H_D12_PD-98059_0.04uM up	b5538c67-c502-41d5-98d0-840d166fa213	250	1.132725581612381e-06	0.04319301464675365	36.268800000000006	4	PBIOA014	HCC515	24H	D12	PD-98059	0.04uM	up
