term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
XPR021_BICR6.311_96H_D14_WHSC1 up	68a70d55-e1b0-425a-b99b-4033a7367682	250	6.613129378930266e-25	1.1095541537616095e-18	9.558795180722893	35	XPR021	BICR6.311	96H	D14	WHSC1	N/A	up
XPR021_BICR6.311_96H_O15_MYO9B down	64a06acc-eb75-48c4-9775-bc6d102de1e9	250	1.484029213904939e-21	8.299705450785921e-16	8.739469879518072	32	XPR021	BICR6.311	96H	O15	MYO9B	N/A	down
XPR010_A549.311_96H_E08_FAAH down	bd2630f5-316e-4d4c-9f89-4f5f26da3729	250	1.484029213904939e-21	8.299705450785921e-16	8.739469879518072	32	XPR010	A549.311	96H	E08	FAAH	N/A	down
REP.A021_HA1E_24H_C08_CX-4945_3.33uM down	82f3675f-0faa-42b7-807b-2b190aef295b	250	1.7847488073245423e-20	5.988920945346308e-15	8.466361445783132	31	REP.A021	HA1E	24H	C08	CX-4945	3.33uM	down
XPR021_A375.311_96H_F06_NUPL2 down	081e893d-cc73-454c-8924-ff7be5642de1	250	1.7847488073245423e-20	5.988920945346308e-15	8.466361445783132	31	XPR021	A375.311	96H	F06	NUPL2	N/A	down
XPR028_BICR6.311_96H_D23_AKR1A1 down	8b083491-101b-4aa4-b9bb-5d540caf72f9	250	2.0542749249519457e-19	4.308340925573749e-14	8.193253012048192	30	XPR028	BICR6.311	96H	D23	AKR1A1	N/A	down
XPR035_U251MG.311_96H_C01_CKMT1A down	d8ac61ad-f04f-4fdd-80a6-45f29eebe12c	250	2.0542749249519457e-19	4.308340925573749e-14	8.193253012048192	30	XPR035	U251MG.311	96H	C01	CKMT1A	N/A	down
LJP001_SKBR3_6H_H21_KIN001-127_0.37uM down	5a5ee455-ccff-4856-9730-b7ea5ff64986	250	2.0542749249519457e-19	4.308340925573749e-14	8.193253012048192	30	LJP001	SKBR3	6H	H21	KIN001-127	0.37uM	down
PBIOA016_PC3_24H_A18_cytarabine_0.04uM up	6c201c8f-2ec3-4d98-bb25-487b292adf7a	250	2.260889122918279e-18	2.709522196341359e-13	7.920144578313254	29	PBIOA016	PC3	24H	A18	cytarabine	0.04uM	up
XPR031_A549.311_96H_H06_PPM1G down	d22a9c36-0b1c-4f6d-95f4-b00bf0f83478	250	2.260889122918279e-18	2.709522196341359e-13	7.920144578313254	29	XPR031	A549.311	96H	H06	PPM1G	N/A	down
XPR017_HT29.311_96H_F11_HPS4 up	880e8f58-c231-4db3-a92e-f12d76dda6cd	250	2.260889122918279e-18	2.709522196341359e-13	7.920144578313254	29	XPR017	HT29.311	96H	F11	HPS4	N/A	up
FIBR002_MCLF117SZ_6H_B03_tretinoin_4uM up	fc30e468-26f6-4f52-94c1-c86de3ce7030	250	2.260889122918279e-18	2.709522196341359e-13	7.920144578313254	29	FIBR002	MCLF117SZ	6H	B03	tretinoin	4uM	up
