term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
ASG002_JHH5_24H_H03_BI-2536_0.12uM up	78f33d47-165e-4655-90bf-aff698bb0f11	250	3.786561333406729e-17	6.353111537996477e-11	16.754608695652173	17	ASG002	JHH5	24H	H03	BI-2536	0.12uM	up
REP.B012_HEK293_24H_D04_ATN-161_0.08uM up	afa679a0-943d-419b-b2d1-f4345a265d05	250	1.023156623686445e-15	5.722190996680786e-10	15.769043478260869	16	REP.B012	HEK293	24H	D04	ATN-161	0.08uM	up
REP.B025_MCF10A_24H_D05_isradipine_0.03uM up	5b7ce650-d94f-4bd7-87a5-911f8c179607	250	1.023156623686445e-15	5.722190996680786e-10	15.769043478260869	16	REP.B025	MCF10A	24H	D05	isradipine	0.03uM	up
LCP001_MCF10A.WT_24H_M16_myricitrin_10uM up	b073b861-d79d-4ee6-8461-00a79f55b828	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	LCP001	MCF10A.WT	24H	M16	myricitrin	10uM	up
REP.B010_MDAMB231_24H_F21_troglitazone_0.25uM up	bf7fb997-2466-4248-ae0a-5b4d482d8884	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	REP.B010	MDAMB231	24H	F21	troglitazone	0.25uM	up
REP.A017_HELA_24H_N07_haloperidol_10uM up	ac9f2e69-25a9-4223-983e-1e930d1c3662	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	REP.A017	HELA	24H	N07	haloperidol	10uM	up
LJP007_HELA_24H_M14_NVP-TAE226_3.33uM down	0b203f60-7a57-4807-a4f2-fca4b3819ba5	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	LJP007	HELA	24H	M14	NVP-TAE226	3.33uM	down
REP.B028_MCF10A_24H_O07_netupitant_2.22uM up	4411a099-5b51-4fd5-8e41-6726ad11634d	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	REP.B028	MCF10A	24H	O07	netupitant	2.22uM	up
REP.A025_THP1_24H_B10_pimecrolimus_0.37uM up	b59b4e6b-d797-4340-9b2c-2a0cee56702b	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	REP.A025	THP1	24H	B10	pimecrolimus	0.37uM	up
REP.B019_HA1E_24H_L06_nintedanib_0.01uM up	035ee2bb-d6e4-4d48-8038-09cd7b9904da	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	REP.B019	HA1E	24H	L06	nintedanib	0.01uM	up
XPR018_PC3.311B_96H_A08_IL36G up	25d4fdd9-2eb1-4d10-8428-ffa67168bbc1	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	XPR018	PC3.311B	96H	A08	IL36G	N/A	up
PBIOA020_HCC515_24H_H17_BRD-K88830558_0.125uM up	0352ed55-2a64-489a-8d96-ce80a7ce201d	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	PBIOA020	HCC515	24H	H17	BRD-K88830558	0.125uM	up
REP.B003_HT29_24H_F01_VGX-1027_2.22uM up	36adf5e1-573d-473e-bf9a-04d9d8ecaeff	250	2.507389893175781e-14	3.23608561516907e-09	14.783478260869567	15	REP.B003	HT29	24H	F01	VGX-1027	2.22uM	up
CPC001_PC3_24H_F08_ozagrel_10uM up	34d82de8-1be9-4916-9f06-38226a17454b	250	5.557573946773054e-13	2.9139141736767385e-08	13.797913043478262	14	CPC001	PC3	24H	F08	ozagrel	10uM	up
