term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
PAC069_U2OS_6H_P19_BRD-K56477805_20uM up	9143f4ba-2c47-402a-88dd-ef578f00eb2e	250	3.657580313836676e-33	6.136706538456744e-27	7.65045	54	PAC069	U2OS	6H	P19	BRD-K56477805	20uM	up
FIBR037_MCLF035SZ_6H_E22_AGK-2_4uM up	32203ccb-d1e4-4456-95ca-0594d42d65fb	250	4.575883689537915e-31	2.5591468445750537e-25	7.367100000000001	52	FIBR037	MCLF035SZ	6H	E22	AGK-2	4uM	up
CVD001_HUH7_6H_F19_NSC-632839_2.5uM up	85c8715c-6b0e-49c0-b66a-94ae3d1ef832	250	4.575883689537915e-31	2.5591468445750537e-25	7.367100000000001	52	CVD001	HUH7	6H	F19	NSC-632839	2.5uM	up
CVD001_HUH7_6H_E19_NSC-632839_10uM up	58ec9806-2c50-470c-9c3f-dfa424d090c1	250	4.9073239173295025e-30	2.0583831512787564e-24	7.2254249999999995	51	CVD001	HUH7	6H	E19	NSC-632839	10uM	up
NMH002_FIBRNPC_6H_D22_anisomycin_10uM up	9561d241-e163-45fb-a5a8-f9909914ebff	250	5.115033872357161e-29	9.53558822912245e-24	7.08375	50	NMH002	FIBRNPC	6H	D22	anisomycin	10uM	up
CVD001_HUH7_6H_N05_BRD-K41172353_4uM up	d1c06f02-4244-4ea5-9dfb-186001bed1cd	250	5.115033872357161e-29	9.53558822912245e-24	7.08375	50	CVD001	HUH7	6H	N05	BRD-K41172353	4uM	up
FIBR040_MCLF056CN_6H_E22_AGK-2_4uM up	35018a72-5aab-46d2-b450-f3a5524fdcf1	250	5.115033872357161e-29	9.53558822912245e-24	7.08375	50	FIBR040	MCLF056CN	6H	E22	AGK-2	4uM	up
PAC069_U2OS_6H_L22_BRD-K06765193_20uM up	ef28fecb-e5f9-42c6-91f0-65e31a3cfdb6	250	5.115033872357161e-29	9.53558822912245e-24	7.08375	50	PAC069	U2OS	6H	L22	BRD-K06765193	20uM	up
CPC013_MCF7_6H_H23_F-1566-0341_10uM up	0803cfea-d809-45d1-9315-117cc4553858	250	5.115033872357161e-29	9.53558822912245e-24	7.08375	50	CPC013	MCF7	6H	H23	F-1566-0341	10uM	up
ASG001_MCF7_6H_M21_withaferin-a_10uM up	f1f72a01-f6b1-45d4-af42-afe8af1ec214	250	5.18011681440974e-28	5.432016182375459e-23	6.942075000000001	49	ASG001	MCF7	6H	M21	withaferin-a	10uM	up
CRCGN004_HMELZ_6H_L10_kepone_20uM up	68a0b12e-0635-4212-b67e-792e43a958ab	250	5.18011681440974e-28	5.432016182375459e-23	6.942075000000001	49	CRCGN004	HMELZ	6H	L10	kepone	20uM	up
ASG001_MCF7_6H_A21_withaferin-a_10uM up	2b2b7336-ec94-4936-bcc6-9a506b0ed37c	250	5.18011681440974e-28	5.432016182375459e-23	6.942075000000001	49	ASG001	MCF7	6H	A21	withaferin-a	10uM	up
LJP005_SKBR3_3H_G14_withaferin-a_3.33uM up	741e5d1c-f6dd-4f99-8e7e-cc9060b8bb75	250	5.18011681440974e-28	5.432016182375459e-23	6.942075000000001	49	LJP005	SKBR3	3H	G14	withaferin-a	3.33uM	up
CPC005_A375_6H_G20_etoposide_10uM up	e7e1db82-c61d-4406-8d24-a1f1a19b70b2	250	5.18011681440974e-28	5.432016182375459e-23	6.942075000000001	49	CPC005	A375	6H	G20	etoposide	10uM	up
FIBR033_MCLF100SZ_6H_N15_narciclasine_0.37uM up	88a20345-8a6a-478e-ad0a-0508c1a1f403	250	5.18011681440974e-28	5.432016182375459e-23	6.942075000000001	49	FIBR033	MCLF100SZ	6H	N15	narciclasine	0.37uM	up
ASG001_MCF7_6H_E21_withaferin-a_10uM up	f770763d-9b7b-4218-ba34-b7c791b1fbc3	250	5.18011681440974e-28	5.432016182375459e-23	6.942075000000001	49	ASG001	MCF7	6H	E21	withaferin-a	10uM	up
FIBR004_MCLF027CN_6H_E22_AGK-2_4uM up	f0798490-fd88-45d4-86fb-b7319a80fc10	250	5.095237793759626e-27	4.274407723279435e-22	6.8004	48	FIBR004	MCLF027CN	6H	E22	AGK-2	4uM	up
AICHI001_THP1_4H_D12_barasertib-HQPA_0.01uM down	26c5f482-7608-4d60-8335-ca0a46d248d6	250	5.095237793759626e-27	4.274407723279435e-22	6.8004	48	AICHI001	THP1	4H	D12	barasertib-HQPA	0.01uM	down
CPC006_A375_6H_L07_BRD-K92317137_10uM up	0a3b0e65-9365-482d-85e9-4e4b8e295eea	250	5.095237793759626e-27	4.274407723279435e-22	6.8004	48	CPC006	A375	6H	L07	BRD-K92317137	10uM	up
LJP005_BT20_3H_N13_nilotinib_10uM up	b90b958b-40d9-484d-976b-b01d0cf15fd9	250	5.095237793759626e-27	4.274407723279435e-22	6.8004	48	LJP005	BT20	3H	N13	nilotinib	10uM	up
FIBR034_MCLF100SZ_6H_N15_narciclasine_0.37uM up	fdb70b8d-03ec-461f-9592-b3cb193bec6c	250	4.865896427448209e-26	2.551257923579607e-21	6.6587250000000004	47	FIBR034	MCLF100SZ	6H	N15	narciclasine	0.37uM	up
FIBR006_MCLF033SZ_6H_E22_AGK-2_4uM up	8c9e8f47-1ccf-4803-ac19-6503dcc62172	250	4.865896427448209e-26	2.551257923579607e-21	6.6587250000000004	47	FIBR006	MCLF033SZ	6H	E22	AGK-2	4uM	up
AICHI001_THP1_4H_H14_BRD-K54606188_2.5uM up	ac162035-5003-4505-a326-d099bf1400f0	250	4.865896427448209e-26	2.551257923579607e-21	6.6587250000000004	47	AICHI001	THP1	4H	H14	BRD-K54606188	2.5uM	up
AICHI001_THP1_4H_G07_MI-2_10uM up	1b789692-4327-4544-a10d-700b56ae20f0	250	4.865896427448209e-26	2.551257923579607e-21	6.6587250000000004	47	AICHI001	THP1	4H	G07	MI-2	10uM	up
CPC014_HA1E_6H_K17_nilotinib_10uM up	2c028c9e-eb2f-47a9-8b4c-110d271ce8ff	250	4.865896427448209e-26	2.551257923579607e-21	6.6587250000000004	47	CPC014	HA1E	6H	K17	nilotinib	10uM	up
PAC002_U2OS_6H_A14_trifluoperazine_20uM up	2f7a4db2-5ec0-4d79-aaf7-b00f51854ca4	250	4.865896427448209e-26	2.551257923579607e-21	6.6587250000000004	47	PAC002	U2OS	6H	A14	trifluoperazine	20uM	up
CPC014_HCC515_6H_M23_STK-397047_10uM up	925e47c7-9fdf-4383-a7bb-60ae8bd949fe	250	4.865896427448209e-26	2.551257923579607e-21	6.6587250000000004	47	CPC014	HCC515	6H	M23	STK-397047	10uM	up
FIBR026_MCLF141SZ_6H_N15_narciclasine_0.37uM up	59e33d15-af02-4210-8c95-13dba7f91f2e	250	4.865896427448209e-26	2.551257923579607e-21	6.6587250000000004	47	FIBR026	MCLF141SZ	6H	N15	narciclasine	0.37uM	up
