term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
CPC012_PHH_24H_F21_VU-0410183-2_10uM up	c7bbb32d-6ec8-42c8-91d4-788d9ebdc0bd	250	4.966586878264855e-09	0.004166482148643583	18.134400000000003	8	CPC012	PHH	24H	F21	VU-0410183-2	10uM	up
CPC009_VCAP_6H_P19_BRD-U32049204_10uM up	b6f74ac7-dd31-46fe-9ad5-ba10eb4cd04a	250	4.966586878264855e-09	0.004166482148643583	18.134400000000003	8	CPC009	VCAP	6H	P19	BRD-U32049204	10uM	up
LKCP001_A549_48H_H05_nalbuphine_1.11uM up	a87b6588-7e87-4fa7-956d-5d7acff27198	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	LKCP001	A549	48H	H05	nalbuphine	1.11uM	up
MOAR008_OVTOKO_24H_J14_AZD-7762_3.33uM down	bcd4382e-da83-4170-944d-e15123ea3364	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	MOAR008	OVTOKO	24H	J14	AZD-7762	3.33uM	down
XPR024_AGS.311_96H_C02_SLC24A4 up	fe207b88-e21b-49d3-b879-49c91b3d26d5	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	XPR024	AGS.311	96H	C02	SLC24A4	N/A	up
CPC006_PC3_24H_H13_PF-750_80uM up	f86b94b5-3ae1-4b7b-a0a7-91de64a9c96d	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	CPC006	PC3	24H	H13	PF-750	80uM	up
CPC012_A375_6H_E14_BRD-K36087356_10uM up	3885a26c-5edc-4c1a-97dd-0ba150380721	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	CPC012	A375	6H	E14	BRD-K36087356	10uM	up
CPC006_PC3_24H_L02_TW-37_10uM up	c784d6d2-f3aa-4932-98d4-8987f1fcfdb8	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	CPC006	PC3	24H	L02	TW-37	10uM	up
ERG020_VCAP_24H_M05_BRD-K61717269_10uM up	391a15d4-fef1-4575-b666-73b80af8023a	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	ERG020	VCAP	24H	M05	BRD-K61717269	10uM	up
CPC006_SW480_6H_C09_CAY-10618_10uM up	4a0b9dca-52f3-40d3-9233-8f370e74d69e	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	CPC006	SW480	6H	C09	CAY-10618	10uM	up
MOAR011_HCC95_24H_M24_BIX-01294_1.11uM up	8e8000a0-111d-417a-8dbd-a053ee6453fe	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	MOAR011	HCC95	24H	M24	BIX-01294	1.11uM	up
MOAR011_NCIH1573_24H_F18_SC-144_1.11uM up	44e24003-1dfb-465c-a7da-2bb56ba14f48	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	MOAR011	NCIH1573	24H	F18	SC-144	1.11uM	up
MOAR012_NCIH838_24H_D01_molidustat_10uM up	e6261130-4683-4e79-8b2e-9bf5bc2ca90a	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	MOAR012	NCIH838	24H	D01	molidustat	10uM	up
MOAR012_SKES1_24H_O07_CGM-097_10uM down	ca91e279-dc7d-4373-859e-325347b2426a	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	MOAR012	SKES1	24H	O07	CGM-097	10uM	down
CPC012_A375_6H_G01_QW-BI-011_10uM up	b80546c4-9275-45fe-af1d-f805edb99eab	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	CPC012	A375	6H	G01	QW-BI-011	10uM	up
CPC014_ASC_24H_P18_tamibarotene_10uM down	48aaccab-3470-4ca8-bbbb-d01b9b949423	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	CPC014	ASC	24H	P18	tamibarotene	10uM	down
XPR040_DANG.311_96H_O15_LIMK1 up	eaed441b-e1e2-4997-bda6-08c81718bed1	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	XPR040	DANG.311	96H	O15	LIMK1	N/A	up
FIBR034_MCLF100SZ_6H_J08_tubacin_4uM down	1e247171-3d3f-42e4-aa9c-0fa8b086faf0	250	1.405577784696164e-07	0.005126707467504668	15.8676	7	FIBR034	MCLF100SZ	6H	J08	tubacin	4uM	down
