term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
AICHI002_K562_4H_H01_GSK-1838705A_10uM up	3b28862c-8ea4-487b-bce8-d9dc8550c395	250	1.4164867709171328e-13	2.37658858667862e-07	13.334117647058823	15	AICHI002	K562	4H	H01	GSK-1838705A	10uM	up
CPC007_PC3_24H_E12_BRD-K60870698_10uM up	fa14166b-5381-4b33-9f11-7ebbcd0ea5fd	250	2.7154789410477674e-12	9.112088289369298e-07	12.445176470588237	14	CPC007	PC3	24H	E12	BRD-K60870698	10uM	up
AICHI002_K562_4H_L19_everolimus_10uM up	f7c94917-c892-41ac-ae35-e23280a34845	250	2.7154789410477674e-12	9.112088289369298e-07	12.445176470588237	14	AICHI002	K562	4H	L19	everolimus	10uM	up
AICHI001_K562_4H_C17_BRD-A04845303_0.04uM down	c639be50-abd3-4ba5-813a-907b15c1582b	250	2.7154789410477674e-12	9.112088289369298e-07	12.445176470588237	14	AICHI001	K562	4H	C17	BRD-A04845303	0.04uM	down
AICHI002_K562_4H_K06_BRD-K13733627_0.01uM down	d1eb80dd-47a6-4faf-a918-ee9e62d3b486	250	2.7154789410477674e-12	9.112088289369298e-07	12.445176470588237	14	AICHI002	K562	4H	K06	BRD-K13733627	0.01uM	down
AICHI002_K562_4H_A21_TG-101348_0.66uM up	d72b5d71-61cc-4093-82ad-f96a2e493b59	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	AICHI002	K562	4H	A21	TG-101348	0.66uM	up
CPC006_PC3_24H_P07_fostamatinib_10uM down	021adb48-59a0-4c7a-a5ce-a8d45da99cd2	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	CPC006	PC3	24H	P07	fostamatinib	10uM	down
AICHI002_K562_4H_J21_enzastaurin_0.66uM down	d12f8830-60b2-4585-896f-c152e4e73494	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	AICHI002	K562	4H	J21	enzastaurin	0.66uM	down
PAC062_U2OS_6H_G20_VU-0418946-1_20uM up	bdb7b92b-62d6-450a-8558-b5c6e3e898dc	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	PAC062	U2OS	6H	G20	VU-0418946-1	20uM	up
AICHI002_K562_4H_O02_wortmannin_2.5uM up	9fdca7a7-a907-480b-bfdb-bdd1963974b6	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	AICHI002	K562	4H	O02	wortmannin	2.5uM	up
CVD001_HUH7_6H_B21_tyrphostin-A9_2.5uM up	39b887fb-9c2c-480e-86b4-01e3bc04b271	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	CVD001	HUH7	6H	B21	tyrphostin-A9	2.5uM	up
AICHI002_K562_4H_J22_enzastaurin_0.125uM down	a1b4a56b-7c15-419c-b25e-2974a370c55a	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	AICHI002	K562	4H	J22	enzastaurin	0.125uM	down
ASG002_COV434_24H_H19_ABT-737_10uM up	a0f47503-143a-44b8-a89c-81bdda535b81	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	ASG002	COV434	24H	H19	ABT-737	10uM	up
ERG004_VCAP_6H_C15_BRD-K48672996_10uM down	3bd68008-6046-4f8b-b467-12e858dd2cd6	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	ERG004	VCAP	6H	C15	BRD-K48672996	10uM	down
CRCGN015_MCF10A.TP53.M_24H_I06_monoethylhexylphthalate_12uM down	cc225616-053c-4aac-bb42-5646912dc589	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	CRCGN015	MCF10A.TP53.M	24H	I06	monoethylhexylphthalate	12uM	down
PAC018_U2OS_6H_F14_BRD-K07385991_10uM down	983f2af4-5fc1-436e-bc8b-0f1efe4a2a7e	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	PAC018	U2OS	6H	F14	BRD-K07385991	10uM	down
DOSBIO002_A549_24H_K14_BRD-K39647256_10uM up	65f5d03c-fde2-4ffb-b832-790add0121dc	250	4.7122723606181685e-11	4.650749487062921e-06	11.556235294117647	13	DOSBIO002	A549	24H	K14	BRD-K39647256	10uM	up
LJP008_HEPG2_24H_C01_GSK-1070916_10uM up	bfd611fa-c2dd-463a-99b3-8bb9f2fa45dc	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	LJP008	HEPG2	24H	C01	GSK-1070916	10uM	up
CPC007_A549_24H_D24_BRD-K37940862_10uM up	e1a537e3-0b05-4510-b400-036a81591c52	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	CPC007	A549	24H	D24	BRD-K37940862	10uM	up
CPC006_HCC515_6H_E12_niclosamide_10uM up	604ee14a-f5f2-4ff2-85f9-590edd40dd95	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	CPC006	HCC515	6H	E12	niclosamide	10uM	up
AICHI002_K562_4H_E23_BRD-K28372487_0.04uM down	a5e92a56-dd42-4a94-9862-11b80a69c10a	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	AICHI002	K562	4H	E23	BRD-K28372487	0.04uM	down
AICHI002_K562_4H_H21_enzastaurin_0.66uM down	5fdb4cd1-aaf6-491c-8e2f-8a62c4ebfda6	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	AICHI002	K562	4H	H21	enzastaurin	0.66uM	down
ERG004_VCAP_6H_K19_BRD-K51592837_10uM up	fc4bb6cf-4ccf-4066-ba3f-b527a9532acb	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	ERG004	VCAP	6H	K19	BRD-K51592837	10uM	up
ERG005_VCAP_6H_E06_troglitazone_1.11uM down	d8390e83-f5c0-496e-a2b2-267307d1cf71	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	ERG005	VCAP	6H	E06	troglitazone	1.11uM	down
REP.A002_A549_24H_M22_phensuximide_0.37uM down	d9bac3aa-34f6-4c03-91d7-ccc5f164ff02	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	REP.A002	A549	24H	M22	phensuximide	0.37uM	down
MOAR003_A375_24H_N10_gossypol_10uM up	96a394fc-58a3-491e-8b2e-c84fd223745d	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	MOAR003	A375	24H	N10	gossypol	10uM	up
CPC015_MCF7_24H_D10_penfluridol_10uM up	38e0f986-55ef-4068-bbe1-a59d83056698	250	7.371043107953715e-10	1.5855349976590107e-05	10.667294117647058	12	CPC015	MCF7	24H	D10	penfluridol	10uM	up
