term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
ERG005_VCAP_6H_I11_radicicol_1.11uM up	9b8880e6-ade5-4c23-b9e0-7c39a0ce9c06	250	4.635875083854516e-13	2.592698131688842e-07	15.928864864864867	13	ERG005	VCAP	6H	I11	radicicol	1.11uM	up
CVD001_HUH7_6H_H17_BRD-K76674262_2.5uM down	ae50c3c8-a283-4807-ad8d-89650a53abe1	250	4.635875083854516e-13	2.592698131688842e-07	15.928864864864867	13	CVD001	HUH7	6H	H17	BRD-K76674262	2.5uM	down
ERG005_VCAP_6H_I04_alvespimycin_1.11uM up	94b07110-ee75-4475-afce-78de12f61256	250	4.635875083854516e-13	2.592698131688842e-07	15.928864864864867	13	ERG005	VCAP	6H	I04	alvespimycin	1.11uM	up
ERG005_VCAP_6H_C11_tanespimycin_20uM up	901f2049-7db0-4c9f-9f9f-2e8fd038165e	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	ERG005	VCAP	6H	C11	tanespimycin	20uM	up
ERG005_VCAP_6H_J10_geldanamycin_4uM up	7e5d5c6b-e465-4044-a5e7-7652b09cab65	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	ERG005	VCAP	6H	J10	geldanamycin	4uM	up
LRS001_PHH.MGH_24H_F01_geldanamycin_10uM up	72a6a76f-3db7-4a6f-8d3c-b439dd7daf98	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	LRS001	PHH.MGH	24H	F01	geldanamycin	10uM	up
AML001_CD34_6H_K03_geldanamycin_10uM up	fdc7495d-1755-4ccf-9fd8-43c1d345ab86	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	AML001	CD34	6H	K03	geldanamycin	10uM	up
LKCP002_U2OS_6H_K23_ganetespib_1.11uM up	71165b63-e4ba-485a-872e-85a51e0ee562	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	LKCP002	U2OS	6H	K23	ganetespib	1.11uM	up
ERG005_VCAP_6H_I10_geldanamycin_1.11uM up	7fc64ff9-21a0-4517-a616-0c8666fbe26b	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	ERG005	VCAP	6H	I10	geldanamycin	1.11uM	up
AML001_HL60_6H_L04_geldanamycin_0.37uM up	137fe822-eb7c-41cb-8146-d1aa6b071dc9	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	AML001	HL60	6H	L04	geldanamycin	0.37uM	up
CPC006_HCC515_24H_G11_gossypol_12uM down	ca35eba9-d96e-4b44-a838-3691aa6b4306	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	CPC006	HCC515	24H	G11	gossypol	12uM	down
AML001_HL60_6H_L03_geldanamycin_1.11uM up	8de1533e-aa32-4455-8aa8-91bf3265fb77	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	AML001	HL60	6H	L03	geldanamycin	1.11uM	up
CEGS002_HIMG001_24H_P17_ruboxistaurin_1.25uM down	e50bf08c-e883-4da7-842c-2085a0feb4e4	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	CEGS002	HIMG001	24H	P17	ruboxistaurin	1.25uM	down
ASG002_MCF7_24H_P09_mitoxantrone_0.12uM down	80f219d7-1136-4efa-a59f-9b736ae158b5	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	ASG002	MCF7	24H	P09	mitoxantrone	0.12uM	down
LKCP002_U2OS_6H_K22_ganetespib_10uM up	cc7d32c3-4fd9-4903-80b5-e037cc45fe5a	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	LKCP002	U2OS	6H	K22	ganetespib	10uM	up
LRS001_PHH.MGH_24H_F02_geldanamycin_3.33uM up	5efbf3ae-3756-4aaa-9923-9e4e6046f53a	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	LRS001	PHH.MGH	24H	F02	geldanamycin	3.33uM	up
ASG001_MCF7_6H_B10_radicicol_2.22uM up	4cbcdb34-bbb0-4839-8a3a-5806740ffced	250	1.1305480024372319e-11	9.484195456145999e-07	14.70356756756757	12	ASG001	MCF7	6H	B10	radicicol	2.22uM	up
