term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.B005_HELA_24H_N14_CPI-1189_0.74uM up	4d01f153-fdfd-4493-855d-4a68392b3dc3	250	6.31099514664984e-20	5.2943096060124174e-14	4.317714285714286	52	REP.B005	HELA	24H	N14	CPI-1189	0.74uM	up
REP.B008_A549_24H_B14_amcinonide_0.74uM down	6775e31f-c225-4bd6-83d8-058013cd683f	250	6.31099514664984e-20	5.2943096060124174e-14	4.317714285714286	52	REP.B008	A549	24H	B14	amcinonide	0.74uM	down
ERG014_VCAP_24H_D09_BRD-K18377730_10uM up	c2513d94-071d-4cd7-95d5-c23ecda60116	250	2.009227932631378e-18	6.742185343017179e-13	4.151648351648351	50	ERG014	VCAP	24H	D09	BRD-K18377730	10uM	up
REP.B001_PC3_24H_E08_imiquimod_0.74uM up	740b51c0-3302-41a6-b0b7-914e3a25d259	250	2.009227932631378e-18	6.742185343017179e-13	4.151648351648351	50	REP.B001	PC3	24H	E08	imiquimod	0.74uM	up
LKCP001_MCF7_48H_J18_fulvestrant_0.12uM down	f1cbee58-66ed-46cc-b4e1-aed0acae008c	250	2.009227932631378e-18	6.742185343017179e-13	4.151648351648351	50	LKCP001	MCF7	48H	J18	fulvestrant	0.12uM	down
LKCP002_A549_24H_E08_dexamethasone_1.11uM down	b2ce5a74-e038-4471-9e06-c6b6ccbb9be3	250	1.0888710709848917e-17	2.0299036969486735e-12	4.068615384615384	49	LKCP002	A549	24H	E08	dexamethasone	1.11uM	down
DOSVAL003_HA1E_24H_B20_BRD-K63455741_10uM up	bd99f0aa-1b39-460a-82c4-34bbbf5920bb	250	1.0888710709848917e-17	2.0299036969486735e-12	4.068615384615384	49	DOSVAL003	HA1E	24H	B20	BRD-K63455741	10uM	up
REP.A017_A375_24H_N22_BRD-A63236097_0.37uM down	ddf5c1ff-00f4-41ee-9e7e-b1a204b02e3d	250	1.0888710709848917e-17	2.0299036969486735e-12	4.068615384615384	49	REP.A017	A375	24H	N22	BRD-A63236097	0.37uM	down
ASG003_MCF7_48H_I14_raloxifene_1.11uM down	2661e88b-ef12-423e-b06d-17ed3a2e2264	250	1.0888710709848917e-17	2.0299036969486735e-12	4.068615384615384	49	ASG003	MCF7	48H	I14	raloxifene	1.11uM	down
XPR029_BICR6.311_96H_P15_AMY1A down	5e089eff-8f83-4da5-bf99-560739c115c0	250	5.741726123188641e-17	6.0209354988228245e-12	3.985582417582418	48	XPR029	BICR6.311	96H	P15	AMY1A	N/A	down
