term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
ERG014_VCAP_6H_N19_BRD-K88722443_10uM up	6238edd5-a897-477f-8b80-f053ab263d9b	250	5.630338635878977e-33	9.446610314970927e-27	32.00188235294118	24	ERG014	VCAP	6H	N19	BRD-K88722443	10uM	up
ERG014_VCAP_6H_M15_BRD-K48031880_10uM up	f754377a-8466-492a-9e2b-e51fb7dc188d	250	5.684801215919774e-29	1.9075975808152554e-23	29.335058823529415	22	ERG014	VCAP	6H	M15	BRD-K48031880	10uM	up
ASG003_XC.P092_24H_F13_PI-103_10uM down	e5aeb574-009d-4efd-b0c5-40d8c9901567	250	5.684801215919774e-29	1.9075975808152554e-23	29.335058823529415	22	ASG003	XC.P092	24H	F13	PI-103	10uM	down
ERG003_VCAP_6H_N13_BRD-K11006288_30uM up	249ecdf8-28e7-4f05-830f-14f798abb58a	250	5.684801215919774e-29	1.9075975808152554e-23	29.335058823529415	22	ERG003	VCAP	6H	N13	BRD-K11006288	30uM	up
ERG014_VCAP_6H_E11_BRD-K89000102_10uM up	8474d303-c103-4cdb-a55b-35b5694f115e	250	5.684801215919774e-29	1.9075975808152554e-23	29.335058823529415	22	ERG014	VCAP	6H	E11	BRD-K89000102	10uM	up
ERG014_VCAP_6H_P16_BRD-K44559054_10uM up	b75f9e9b-14d5-46d0-af80-ac423476f1d2	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	ERG014	VCAP	6H	P16	BRD-K44559054	10uM	up
ASG003_XC.P931_24H_D01_obatoclax_10uM up	afb884f3-4b11-43f3-9473-7aeec0ec098f	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	ASG003	XC.P931	24H	D01	obatoclax	10uM	up
PAC033_U2OS_6H_K07_vorinostat_20uM up	93988d97-74d9-4ac3-b327-c60c943af70d	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	PAC033	U2OS	6H	K07	vorinostat	20uM	up
ERG003_VCAP_6H_K19_BRD-K51592837_10uM up	0b6ae6c7-5d16-4dcf-a25a-4a70569ded6c	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	ERG003	VCAP	6H	K19	BRD-K51592837	10uM	up
PAC017_U2OS_6H_C12_wortmannin_20uM up	12246d49-b460-4c59-b7db-5cb32a7a19fb	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	PAC017	U2OS	6H	C12	wortmannin	20uM	up
ASG003_XC.P930_24H_F13_PI-103_10uM down	61e3d084-b452-482c-a623-6a784ad595e7	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	ASG003	XC.P930	24H	F13	PI-103	10uM	down
CPC007_VCAP_6H_E08_BRD-K95196255_10uM up	353f7297-8eee-453b-8cf2-ff060a405cf6	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	CPC007	VCAP	6H	E08	BRD-K95196255	10uM	up
PAC017_U2OS_6H_E10_fluphenazine_20uM up	74fed1d0-dd6d-4dde-a00f-514cae84b04b	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	PAC017	U2OS	6H	E10	fluphenazine	20uM	up
ERG014_VCAP_6H_I14_BRD-K66261897_10uM up	5448f3a1-280b-4db7-922c-4d6561b9ebfa	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	ERG014	VCAP	6H	I14	BRD-K66261897	10uM	up
PAC033_U2OS_6H_D11_BRD-K13665559_20uM up	576204a2-aae8-457c-a096-9ebea14801a5	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	PAC033	U2OS	6H	D11	BRD-K13665559	20uM	up
PAC017_U2OS_6H_H04_thioridazine_20uM up	b4f0e433-71e9-4e2b-b02b-11be81c8aca1	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	PAC017	U2OS	6H	H04	thioridazine	20uM	up
CPC015_HT29_6H_O21_CGP-71683_10uM up	b7c275a4-902c-4b55-a18d-5f0897b678a4	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	CPC015	HT29	6H	O21	CGP-71683	10uM	up
ASG003_XC.P930_24H_K04_imatinib_10uM up	1ce9a3b9-3437-4368-8223-5eea03598ef9	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	ASG003	XC.P930	24H	K04	imatinib	10uM	up
ERG014_VCAP_6H_I07_BRD-K33218708_10uM up	151d954d-14c5-4fce-9380-972034bbcb2a	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	ERG014	VCAP	6H	I07	BRD-K33218708	10uM	up
PAC017_U2OS_6H_P12_BRD-K13665559_20uM up	e60eac66-2272-4c74-9b5d-1045b375a511	250	4.693948067729892e-27	3.4241432772945876e-22	28.00164705882353	21	PAC017	U2OS	6H	P12	BRD-K13665559	20uM	up
