term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
PAC061_U2OS_6H_C18_BRD-K19995377_10uM down	d4e1a200-7027-4324-bb71-61ca3c4e27f4	250	6.942475815310215e-16	1.1648120635306555e-09	2.0316547717842326	108	PAC061	U2OS	6H	C18	BRD-K19995377	10uM	down
XPR035_A375.311_96H_I01_PDE7B up	2d1c5e6b-aec0-41b1-bfc0-ba0318db32ee	250	2.0912674476407843e-15	1.1695796599963153e-09	2.012843153526971	107	XPR035	A375.311	96H	I01	PDE7B	N/A	up
PAC046_U2OS_6H_O16_BRD-K10680649_10uM up	8423aed7-49a2-4e70-a980-575c5e9ac069	250	2.0912674476407843e-15	1.1695796599963153e-09	2.012843153526971	107	PAC046	U2OS	6H	O16	BRD-K10680649	10uM	up
FIBR005_MCLF033SZ_6H_A04_pifithrin-alpha_4uM up	3b94dca2-3ed7-472a-96a4-58f489d300e3	250	5.160173409425006e-14	1.4429607912000536e-08	1.9564082987551867	104	FIBR005	MCLF033SZ	6H	A04	pifithrin-alpha	4uM	up
CEGS002_HIMG001_24H_H20_topotecan_12.5uM down	75eb0de7-555d-47f3-9837-296ce93e92e3	250	5.160173409425006e-14	1.4429607912000536e-08	1.9564082987551867	104	CEGS002	HIMG001	24H	H20	topotecan	12.5uM	down
PBIOA019_HEPG2_24H_G16_withaferin-a_10uM down	c86063d6-29de-4b9b-8f4e-363626306efe	250	5.160173409425006e-14	1.4429607912000536e-08	1.9564082987551867	104	PBIOA019	HEPG2	24H	G16	withaferin-a	10uM	down
REP.A006_YAPC_24H_L04_OCO-1112_0.37uM down	ef172ef7-9a3b-456e-bf84-8e64c5619745	250	1.451755252752981e-13	3.479660316921736e-08	1.9375966804979254	103	REP.A006	YAPC	24H	L04	OCO-1112	0.37uM	down
LJP006_SKBR3_24H_G13_withaferin-a_10uM down	daa8f93d-86a5-4b25-92c1-bf3438684e05	250	4.0148557068403764e-13	7.484605532461464e-08	1.9187850622406641	102	LJP006	SKBR3	24H	G13	withaferin-a	10uM	down
PAC056_U2OS_6H_N24_BRD-K46120075_10uM down	c4cbc40b-e54a-42ce-a0bd-f16bc1960463	250	4.0148557068403764e-13	7.484605532461464e-08	1.9187850622406641	102	PAC056	U2OS	6H	N24	BRD-K46120075	10uM	down
PAC056_U2OS_6H_F15_BRD-M88429329_10uM up	1ca5ee39-e3e2-4375-a2ba-67cdb77be8e0	250	1.0913849187719731e-12	1.6646646124001913e-07	1.8999734439834024	101	PAC056	U2OS	6H	F15	BRD-M88429329	10uM	up
