term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
ASG003_XC.P930_24H_F19_salmeterol_10uM up	830dab66-a59a-4df4-9177-7f639a9bccbe	250	1.6139165325343965e-20	1.3539186139344365e-14	16.136542372881355	21	ASG003	XC.P930	24H	F19	salmeterol	10uM	up
ASG003_XC.P930_24H_A07_NVP-BEZ235_10uM down	b39ff603-8abc-4b84-8b57-a4c55894e4c1	250	1.6139165325343965e-20	1.3539186139344365e-14	16.136542372881355	21	ASG003	XC.P930	24H	A07	NVP-BEZ235	10uM	down
ASG003_XC.P908_24H_D01_obatoclax_10uM up	634cbf64-3151-4e19-9781-47c6da592c37	250	4.2160846740229007e-19	7.073767946498994e-14	15.36813559322034	20	ASG003	XC.P908	24H	D01	obatoclax	10uM	up
ASG003_XC.P911_24H_D02_obatoclax_1.11uM up	adb9549d-4287-48b1-bcbe-5cf6bacd9b0b	250	4.2160846740229007e-19	7.073767946498994e-14	15.36813559322034	20	ASG003	XC.P911	24H	D02	obatoclax	1.11uM	up
ASG003_XC.P905_24H_D02_obatoclax_1.11uM up	594c9a86-21b4-4e39-b1f7-7dd5fc3df277	250	4.2160846740229007e-19	7.073767946498994e-14	15.36813559322034	20	ASG003	XC.P905	24H	D02	obatoclax	1.11uM	up
ASG003_XC.P930_24H_L12_AZD-8055_0.12uM down	f29173f7-f9dc-4707-a555-c7944b1bdd7c	250	4.2160846740229007e-19	7.073767946498994e-14	15.36813559322034	20	ASG003	XC.P930	24H	L12	AZD-8055	0.12uM	down
ASG003_XC.P908_24H_I04_crizotinib_10uM up	7bccc0cb-6ed8-440b-ab5e-8ba115e3e2fa	250	4.2160846740229007e-19	7.073767946498994e-14	15.36813559322034	20	ASG003	XC.P908	24H	I04	crizotinib	10uM	up
ASG003_XC.P911_24H_L19_lomerizine_10uM up	18b4368a-5910-4c47-9bb6-3244674869ed	250	4.2160846740229007e-19	7.073767946498994e-14	15.36813559322034	20	ASG003	XC.P911	24H	L19	lomerizine	10uM	up
ASG003_XC.P922_24H_A08_NVP-BEZ235_1.11uM down	8d0bdff4-5632-485f-8798-bd54d2ac2f9e	250	4.2160846740229007e-19	7.073767946498994e-14	15.36813559322034	20	ASG003	XC.P922	24H	A08	NVP-BEZ235	1.11uM	down
ASG003_XC.P911_24H_O07_lapatinib_10uM up	bdf77432-17b9-4895-9626-ace7438729a4	250	4.2160846740229007e-19	7.073767946498994e-14	15.36813559322034	20	ASG003	XC.P911	24H	O07	lapatinib	10uM	up
CPC019_PC3_6H_M12_BRD-K08448573_10uM up	7410d1f4-6a40-422a-b97c-f52ce4bda30d	250	1.0181433987635581e-17	5.338269016132786e-13	14.599728813559322	19	CPC019	PC3	6H	M12	BRD-K08448573	10uM	up
ASG003_XC.P904_24H_D02_obatoclax_1.11uM up	695f008b-ca84-4d27-9403-c74f80adcded	250	1.0181433987635581e-17	5.338269016132786e-13	14.599728813559322	19	ASG003	XC.P904	24H	D02	obatoclax	1.11uM	up
