term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
CPC019_HA1E_6H_D03_prostratin_10uM up	a0e62a22-429e-4709-a838-2400db11518b	250	6.39569788633343e-53	1.073073389217966e-46	8.793128463476071	77	CPC019	HA1E	6H	D03	prostratin	10uM	up
CPC014_PC3_6H_K17_nilotinib_10uM up	1cb0e57c-49ff-4881-a72f-f8951450971e	250	9.76147161977656e-52	5.459281963673071e-46	8.678931989924433	76	CPC014	PC3	6H	K17	nilotinib	10uM	up
CPC019_MCF7_6H_D03_prostratin_10uM up	4a5c05fc-2c6a-45c9-a7f2-6138711fac65	250	9.76147161977656e-52	5.459281963673071e-46	8.678931989924433	76	CPC019	MCF7	6H	D03	prostratin	10uM	up
PAC001_U2OS_6H_I12_BRD-K68552125_8uM up	89601b3e-55b7-43a3-8faa-96f37e5d4fe1	250	2.1263232714495376e-49	8.918889541135979e-44	8.450539042821159	74	PAC001	U2OS	6H	I12	BRD-K68552125	8uM	up
HOG001_MCF7_6H_B14_ingenol_10uM up	dff5fe39-5e16-49fd-a1c4-afe3939d39d5	250	3.0339029297820906e-48	1.0180595010206082e-42	8.336342569269522	73	HOG001	MCF7	6H	B14	ingenol	10uM	up
FIBR030_MCLF040SZ_6H_N15_narciclasine_0.37uM up	85a132a9-53ef-4ae6-af7a-67de9a380057	250	4.2315988674638553e-47	1.0142568196893134e-41	8.222146095717884	72	FIBR030	MCLF040SZ	6H	N15	narciclasine	0.37uM	up
FIBR029_MCLF040SZ_6H_N15_narciclasine_0.37uM up	8c4e737d-3c01-4661-be1a-866493d5126f	250	4.2315988674638553e-47	1.0142568196893134e-41	8.222146095717884	72	FIBR029	MCLF040SZ	6H	N15	narciclasine	0.37uM	up
LKCP001_A549_6H_G01_nilotinib_10uM up	b6285a44-1a11-47e9-b2b0-0e5967e3c929	250	5.768660424832962e-46	1.2098359130108586e-40	8.107949622166247	71	LKCP001	A549	6H	G01	nilotinib	10uM	up
HOG001_A549_6H_G21_BRD-A15079084_0.004uM up	f42daeac-fcfc-4499-ad52-45029173bcb9	250	7.685072714029257e-45	1.1721866749965325e-39	7.993753148614609	70	HOG001	A549	6H	G21	BRD-A15079084	0.004uM	up
HOG001_A549_6H_G18_BRD-A15079084_0.125uM up	50660f4f-8387-49e0-a72b-1ce45bb39371	250	7.685072714029257e-45	1.1721866749965325e-39	7.993753148614609	70	HOG001	A549	6H	G18	BRD-A15079084	0.125uM	up
HOG001_MCF7_6H_G18_BRD-A15079084_0.125uM up	3eddb725-892e-47ba-af40-49608fa35548	250	7.685072714029257e-45	1.1721866749965325e-39	7.993753148614609	70	HOG001	MCF7	6H	G18	BRD-A15079084	0.125uM	up
FIBR008_MCLF051CN_6H_N15_narciclasine_0.37uM up	880de669-eddb-4fc8-ba5a-8f632efe595f	250	1.0003589815018203e-43	1.1988623578276155e-38	7.879556675062973	69	FIBR008	MCLF051CN	6H	N15	narciclasine	0.37uM	up
CPC006_HA1E_6H_O09_BRD-A15079084_10uM up	9cd94756-f2b1-4967-9509-662bd54456d2	250	1.0003589815018203e-43	1.1988623578276155e-38	7.879556675062973	69	CPC006	HA1E	6H	O09	BRD-A15079084	10uM	up
CPC006_PC3_6H_N11_LDN-193189_10uM up	b595a1ad-11c8-4cdb-99aa-3014fb4af9a6	250	1.0003589815018203e-43	1.1988623578276155e-38	7.879556675062973	69	CPC006	PC3	6H	N11	LDN-193189	10uM	up
FIBR004_MCLF027CN_6H_N15_narciclasine_0.37uM up	f750949f-3146-44d4-86c6-d897e90e3751	250	1.2721210560415722e-42	1.18576170468435e-37	7.765360201511335	68	FIBR004	MCLF027CN	6H	N15	narciclasine	0.37uM	up
MUC.CP003_MCF7_6H_B24_ingenol_0.37uM up	2a2b8887-57d3-41c5-9f2b-87ea577035fc	250	1.2721210560415722e-42	1.18576170468435e-37	7.765360201511335	68	MUC.CP003	MCF7	6H	B24	ingenol	0.37uM	up
PAC005_U2OS_6H_A14_trifluoperazine_20uM up	e057ea53-9e39-4bd4-b6f2-62728bf65c2b	250	1.2721210560415722e-42	1.18576170468435e-37	7.765360201511335	68	PAC005	U2OS	6H	A14	trifluoperazine	20uM	up
CPC019_HCC515_6H_D03_prostratin_10uM up	79b834d9-8cf5-45d9-967b-9ead721cb4a5	250	1.2721210560415722e-42	1.18576170468435e-37	7.765360201511335	68	CPC019	HCC515	6H	D03	prostratin	10uM	up
PAC001_U2OS_6H_A14_trifluoperazine_20uM up	59ba53cb-08c3-4332-9af2-bffc9b80f174	250	1.5801298472541864e-41	1.1046457326551292e-36	7.651163727959698	67	PAC001	U2OS	6H	A14	trifluoperazine	20uM	up
MUC.CP003_MCF7_6H_A23_ingenol_10uM up	9b6ca0f3-ef0b-469a-950a-d316668eb49b	250	1.5801298472541864e-41	1.1046457326551292e-36	7.651163727959698	67	MUC.CP003	MCF7	6H	A23	ingenol	10uM	up
PAC066_U2OS_6H_K04_BRD-K25805580_10uM up	8338b55f-f43f-4dd7-9209-12606a1ee272	250	1.5801298472541864e-41	1.1046457326551292e-36	7.651163727959698	67	PAC066	U2OS	6H	K04	BRD-K25805580	10uM	up
PAC067_U2OS_6H_E11_BRD-K77281588_10uM up	275df4d7-5bd9-4d25-ba01-e10073ed694d	250	1.5801298472541864e-41	1.1046457326551292e-36	7.651163727959698	67	PAC067	U2OS	6H	E11	BRD-K77281588	10uM	up
HOG001_A549_6H_G14_BRD-A15079084_10uM up	21f94956-a817-4e9b-b494-a9f307991fff	250	1.5801298472541864e-41	1.1046457326551292e-36	7.651163727959698	67	HOG001	A549	6H	G14	BRD-A15079084	10uM	up
CPC006_HA1E_6H_I05_ingenol_10uM up	d30f192a-aca6-44b4-8ce9-93e2cc08af7a	250	1.5801298472541864e-41	1.1046457326551292e-36	7.651163727959698	67	CPC006	HA1E	6H	I05	ingenol	10uM	up
HOG001_MCF7_6H_G22_BRD-A15079084_0.002uM up	cf7f55cd-a2be-4079-af9e-3083aff33a43	250	1.9167840747099164e-40	1.1089620360236796e-35	7.53696725440806	66	HOG001	MCF7	6H	G22	BRD-A15079084	0.002uM	up
