term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
NMH002_FIBRNPC_24H_N13_BRD-K31342827_10uM down	47742656-1088-423b-aeeb-36c8dd3da812	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	NMH002	FIBRNPC	24H	N13	BRD-K31342827	10uM	down
NMH002_FIBRNPC_24H_K16_BRD-K04923131_10uM down	45ce1ce6-5a4c-40da-9a3d-9a3160f8dcb1	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	NMH002	FIBRNPC	24H	K16	BRD-K04923131	10uM	down
PBIOA010_XC.R10_24H_L14_BRD-K70759276_3.33uM down	9040a72e-4974-4dac-b077-d84e23a15836	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	PBIOA010	XC.R10	24H	L14	BRD-K70759276	3.33uM	down
AICHI001_THP1_4H_A19_AVL-292_10uM up	d6535e94-ff7a-49bc-8bee-430a48348342	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	AICHI001	THP1	4H	A19	AVL-292	10uM	up
MOAR001_PC3_24H_C10_estradiol_10uM up	8b6b8eaa-2287-4ebe-8627-5d4a71d95ff2	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	MOAR001	PC3	24H	C10	estradiol	10uM	up
ASG002_BC3C_24H_H16_erlotinib_10uM up	cb630314-f76c-4042-b508-ac4a8dde7292	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	ASG002	BC3C	24H	H16	erlotinib	10uM	up
CPC012_MCF7_6H_L12_BRD-K00944562_10uM up	5c2ddbd1-a36f-4d08-9282-b83535098968	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	CPC012	MCF7	6H	L12	BRD-K00944562	10uM	up
CPC018_HT29_6H_D01_cyclosporin-a_10uM up	f4e91273-e6f4-4666-a7b7-f864aaa3c761	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	CPC018	HT29	6H	D01	cyclosporin-a	10uM	up
REP.A028_HELA_24H_O14_BRD-K97440753_3.33uM up	bae54c8b-61fc-48b3-818a-61a26635172f	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	REP.A028	HELA	24H	O14	BRD-K97440753	3.33uM	up
LJP008_PC3_24H_P13_LY-2603618_10uM down	35744385-31f8-4d4d-9f9d-838927370167	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	LJP008	PC3	24H	P13	LY-2603618	10uM	down
XPR021_BICR6.311_96H_O16_NEO1 down	a2009c43-839f-4846-b1c1-8257e1a4aa72	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	XPR021	BICR6.311	96H	O16	NEO1	N/A	down
DOS055_MCF7_24H_P09_BRD-K76264608_4uM up	3be36137-0f26-4747-b5c7-0e1257e2f0f1	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	DOS055	MCF7	24H	P09	BRD-K76264608	4uM	up
CPC002_HCC515_24H_D08_carmoxirole_10uM up	f26c70f7-53eb-48a4-b45d-7d2a02832386	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	CPC002	HCC515	24H	D08	carmoxirole	10uM	up
CPC019_HT29_6H_J10_SA-427543_10uM down	4c5d822d-3cd6-4182-8050-2ddd8e1d86bb	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	CPC019	HT29	6H	J10	SA-427543	10uM	down
XPR025_BICR6.311_96H_P11_TCN2 up	5c540f87-ad14-48cb-aa6f-3c01da0e8cea	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	XPR025	BICR6.311	96H	P11	TCN2	N/A	up
CPC011_MCF7_6H_F19_nitrazepam_10uM down	4fa85563-5abd-40c8-afc6-7dfe1b0c913b	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	CPC011	MCF7	6H	F19	nitrazepam	10uM	down
ERG014_VCAP_6H_P16_BRD-K44559054_10uM up	b75f9e9b-14d5-46d0-af80-ac423476f1d2	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	ERG014	VCAP	6H	P16	BRD-K44559054	10uM	up
XPR028_BICR6.311_96H_C08_GRPR up	58df6a76-2e35-4a7a-acc0-d615fbc3c602	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	XPR028	BICR6.311	96H	C08	GRPR	N/A	up
ERG015_VCAP_24H_O15_BRD-K24946412_10uM down	a3c2d93d-1a1e-4d27-a183-0769d55b0cf9	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	ERG015	VCAP	24H	O15	BRD-K24946412	10uM	down
CPC014_HT29_6H_J07_androstenol_10uM down	dd020d18-d115-4f83-a291-7a36dea4b19e	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	CPC014	HT29	6H	J07	androstenol	10uM	down
ASG002_BC3C_24H_F13_sorafenib_10uM up	79b9a0a5-e52a-4646-9fa2-56113cc75adc	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	ASG002	BC3C	24H	F13	sorafenib	10uM	up
CPC009_HA1E_6H_K13_BRD-K30781400_10uM down	0670278a-ec29-49d1-bf39-c471d0cab54c	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	CPC009	HA1E	6H	K13	BRD-K30781400	10uM	down
XPR016_YAPC.311_96H_P15_EPN2 up	37b04109-5ea4-4a79-b534-d3a2004ab179	250	2.24104479224427e-17	1.0742960450432562e-12	45.336	10	XPR016	YAPC.311	96H	P15	EPN2	N/A	up
