term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
PBIOA014_HCC515_24H_K18_dasatinib_0.04uM down	0993f888-8dd7-401b-949e-91b37f542b60	250	1.2134781738096365e-08	0.020359797474086772	16.485818181818182	8	PBIOA014	HCC515	24H	K18	dasatinib	0.04uM	down
XPR009_ES2.311_96H_H10_ABAT up	bfdac5da-91f1-45c3-932c-831692d4d710	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	XPR009	ES2.311	96H	H10	ABAT	N/A	up
REP.A017_JURKAT_24H_O15_milrinone_1.11uM down	9885f48a-7566-4dea-b8b4-bcd7a4618ed4	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	REP.A017	JURKAT	24H	O15	milrinone	1.11uM	down
DOS017_VCAP_24H_D19_BRD-K82246602_4uM down	b6a5a9f4-a356-4dc3-975f-459a16c431ab	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	DOS017	VCAP	24H	D19	BRD-K82246602	4uM	down
PCL001_HCC515_24H_C01_BRD-K50511260_10uM up	c84b304b-cfe5-4ddb-9ea0-11d3b8e19cc5	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	PCL001	HCC515	24H	C01	BRD-K50511260	10uM	up
REP.A007_HT29_24H_C20_bortezomib_20uM down	854f34f6-e20c-4f3d-bae6-c652317414d4	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	REP.A007	HT29	24H	C20	bortezomib	20uM	down
LJP001_BT20_6H_I07_PD-184352_10uM down	5840f73f-0a12-4f74-a2f8-929a73890940	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	LJP001	BT20	6H	I07	PD-184352	10uM	down
XPR020_U251MG.311_96H_H13_MEF2D down	046f4206-1dd4-4b49-839e-62b23d793cb4	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	XPR020	U251MG.311	96H	H13	MEF2D	N/A	down
LJP007_SKL.C_24H_J08_KIN001-270_3.33uM up	6b4d177d-70e5-4d08-8fd6-a183991ffbb0	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	LJP007	SKL.C	24H	J08	KIN001-270	3.33uM	up
REP.B021_HELA_24H_B18_gliquidone_0.01uM up	3a5a9123-4ae6-42b9-aa90-1e23940d6fc4	250	2.9777646931173027e-07	0.029388873476092214	14.425090909090908	7	REP.B021	HELA	24H	B18	gliquidone	0.01uM	up
