gene_name	gene_id	log2FoldChange	pvalue	padj
NRP2	ENSG00000118257	1.349257	8.306388e-14	9.430004e-10
MAFF	ENSG00000185022	1.785977	1.422967e-13	9.430004e-10
CTGF	ENSG00000118523	1.325052	1.372954e-12	6.065712e-09
ANKRD1	ENSG00000148677	1.704289	5.803821e-12	1.923096e-08
NDRG1	ENSG00000104419	1.475583	6.261264e-11	1.659736e-07
GADD45B	ENSG00000099860	1.044603	1.727005e-09	3.814955e-06
MAFK	ENSG00000198517	1.103999	3.495361e-09	6.618216e-06
HBEGF	ENSG00000113070	1.040143	5.961143e-09	9.876124e-06
PIM1	ENSG00000137193	1.241623	1.020855e-08	1.503378e-05
EDN1	ENSG00000078401	1.318095	1.189935e-08	1.57714e-05
PIK3CD	ENSG00000171608	1.074891	2.849146e-08	3.432962e-05
AMIGO2	ENSG00000139211	1.093904	3.21774e-08	3.553993e-05
UBALD2	ENSG00000185262	1.11924	1.171899e-06	0.0007766177
UBALD1	ENSG00000153443	1.010179	1.400543e-06	0.0008414612
MIR24-2	ENSG00000267519	1.138235	1.460209e-06	0.0008414612
NFATC2	ENSG00000101096	1.026323	8.988605e-06	0.003309305
LRRC2	ENSG00000163827	1.048109	9.696003e-06	0.003473266
C2orf27A	ENSG00000197927	1.055916	1.342922e-05	0.004237877
MCHR1	ENSG00000128285	-1.060709	6.004228e-06	0.002652668
SEMA6D	ENSG00000137872	-1.002161	3.615614e-06	0.001774865
DDIT4	ENSG00000168209	-1.336202	1.312171e-07	0.0001159434
