gene_name	gene_id	log2FoldChange	pvalue	padj
RHOBTB1	ENSG00000072422	1.931286	0	0
CA12	ENSG00000074410	2.773151	0	0
TPD52L1	ENSG00000111907	1.864567	0	0
OLFM1	ENSG00000130558	1.910238	0	0
TGM2	ENSG00000198959	4.248132	0	0
KRT18	ENSG00000111057	1.10259	8.073401e-289	4.532609e-286
TMEM164	ENSG00000157600	1.07066	6.087069e-277	2.789741e-274
HDDC2	ENSG00000111906	1.00275	4.111208e-270	1.741988e-267
SYT12	ENSG00000173227	1.274654	7.59579e-263	2.842978e-260
G6PD	ENSG00000160211	1.395946	6.809925e-255	2.317129e-252
HSPB8	ENSG00000152137	2.481092	6.748691e-244	2.165077e-241
H19	ENSG00000130600	2.239958	1.022509e-242	3.234152e-240
SLC9A3R1	ENSG00000109062	1.262323	1.160143e-224	3.21646e-222
KRT8	ENSG00000170421	1.215832	1.176579e-219	3.183427e-217
PADI3	ENSG00000142619	3.999707	6.600319e-212	1.703717e-209
SDK2	ENSG00000069188	2.41408	2.703005e-179	5.188153e-177
SLC7A5	ENSG00000103257	1.805163	3.833263e-173	6.942224e-171
RUVBL1	ENSG00000175792	1.177432	2.212549e-168	3.708001e-166
NCS1	ENSG00000107130	1.33864	9.081e-165	1.446326e-162
TRIM16L	ENSG00000108448	1.532661	2.623221e-164	4.148569e-162
TRAF3	ENSG00000131323	1.143403	3.010862e-164	4.728316e-162
TSKU	ENSG00000182704	1.591994	1.790614e-163	2.792487e-161
NME1-NME2	ENSG00000243678	1.046649	2.007108e-154	2.731735e-152
USP31	ENSG00000103404	1.122358	1.145424e-148	1.486866e-146
AIMP2	ENSG00000106305	1.095157	2.468786e-147	3.186294e-145
PLCD3	ENSG00000161714	1.265583	6.072478e-146	7.748275e-144
TRIM14	ENSG00000106785	1.174672	1.510854e-139	1.722297e-137
TH	ENSG00000180176	2.73648	2.407823e-138	2.690174e-136
B4GALT1	ENSG00000086062	1.114391	3.491161e-135	3.733381e-133
PFKFB3	ENSG00000170525	1.153583	4.147332e-135	4.414059e-133
PCP4	ENSG00000183036	1.840803	3.276609e-133	3.390913e-131
MARCKSL1	ENSG00000175130	1.150242	1.144921e-132	1.179426e-130
ATP11A	ENSG00000068650	1.098179	5.418289e-132	5.530841e-130
LRRN2	ENSG00000170382	1.452146	3.85961e-131	3.886783e-129
MYBL1	ENSG00000185697	1.551481	1.240383e-129	1.232534e-127
GREB1	ENSG00000196208	2.65602	4.022846e-127	3.8443e-125
TRIM16	ENSG00000221926	1.155669	2.398642e-125	2.244429e-123
RPS6KL1	ENSG00000198208	1.170346	4.172323e-125	3.855879e-123
DLX3	ENSG00000064195	1.223072	2.079315e-124	1.905926e-122
NME1	ENSG00000239672	1.182441	1.470546e-122	1.310479e-120
BACE2	ENSG00000182240	1.012753	5.261564e-122	4.615584e-120
ZNF618	ENSG00000157657	1.058508	1.105433e-121	9.547968e-120
FRK	ENSG00000111816	1.413329	8.711385e-121	7.466854e-119
RASGRP1	ENSG00000172575	1.896938	7.527499e-120	6.331275e-118
SHISA2	ENSG00000180730	1.971749	9.526503e-120	7.953036e-118
FREM2	ENSG00000150893	1.067443	2.35939e-117	1.899098e-115
C15orf59	ENSG00000205363	2.759212	9.082014e-117	7.156309e-115
RPS2	ENSG00000140988	1.115168	8.112905e-116	6.348136e-114
GPX3	ENSG00000211445	1.395527	3.200653e-115	2.461544e-113
ASB13	ENSG00000196372	1.126555	1.291098e-114	9.828539e-113
PREX1	ENSG00000124126	1.08145	3.350933e-114	2.533734e-112
XXYLT1	ENSG00000173950	1.07868	1.383595e-113	1.035713e-111
TUBB6	ENSG00000176014	1.05314	1.87263e-113	1.397131e-111
LIMK1	ENSG00000106683	1.002045	2.792683e-111	2.010105e-109
PRSS23	ENSG00000150687	1.452486	1.75022e-108	1.228272e-106
NFE2L3	ENSG00000050344	1.940166	2.562812e-105	1.707806e-103
ABCF2	ENSG00000033050	1.028262	1.399271e-104	9.242183e-103
FABP5	ENSG00000164687	1.819736	3.298757e-103	2.116577e-101
ME2	ENSG00000082212	1.063912	3.693759e-102	2.31706e-100
RAPGEFL1	ENSG00000108352	1.371061	4.056397e-99	2.422726e-97
PLIN4	ENSG00000167676	1.624039	1.662108e-98	9.771196e-97
LAMB1	ENSG00000091136	1.112496	3.507449e-98	2.051218e-96
ZP3	ENSG00000188372	1.300809	7.895622e-98	4.593574e-96
LGALS1	ENSG00000100097	1.305743	1.084918e-96	6.121606e-95
CYP24A1	ENSG00000019186	3.09033	1.381003e-96	7.77273e-95
CTSD	ENSG00000117984	1.244342	4.390659e-96	2.44062e-94
MRPL12	ENSG00000262814	1.074879	3.435363e-95	1.886258e-93
NLN	ENSG00000123213	1.03773	4.512408e-95	2.471589e-93
RAI14	ENSG00000039560	1.493284	9.425827e-95	5.125322e-93
IGFBP5	ENSG00000115461	1.640888	1.147114e-92	6.090007e-91
METAP1D	ENSG00000172878	1.192421	2.056869e-92	1.089413e-90
ADAT2	ENSG00000189007	1.611749	4.88046e-92	2.560759e-90
PKP1	ENSG00000081277	1.668834	1.126419e-91	5.855553e-90
ATP8A2	ENSG00000132932	2.415666	6.393252e-85	2.96639e-83
HERC5	ENSG00000138646	2.131981	8.760104e-85	4.056199e-83
PDZK1	ENSG00000174827	3.574892	2.481782e-84	1.137416e-82
CELSR2	ENSG00000143126	1.328785	3.154652e-83	1.41972e-81
PTP4A3	ENSG00000184489	1.385042	4.795782e-79	1.972507e-77
VPS9D1-AS1	ENSG00000261373	1.403243	5.779655e-79	2.368499e-77
POP1	ENSG00000104356	1.19156	2.446882e-78	9.936642e-77
SLC16A1	ENSG00000155380	1.203045	2.383428e-77	9.390289e-76
MYC	ENSG00000136997	1.75597	1.339222e-76	5.21229e-75
ADA	ENSG00000196839	2.778635	3.54375e-75	1.351138e-73
MPP2	ENSG00000108852	1.406626	5.41374e-75	2.050192e-73
AMER1	ENSG00000184675	1.067985	5.3712e-74	2.007006e-72
CTPS1	ENSG00000171793	1.446566	1.163122e-73	4.324542e-72
CPS1	ENSG00000021826	1.744796	1.749543e-73	6.462085e-72
FSCN1	ENSG00000075618	1.685684	2.216714e-73	8.174179e-72
