gene_name	gene_id	log2FoldChange	pvalue	padj
CSF3	ENSG00000108342	9.370235	8.200291e-13	1.251938e-08
TOP2A	ENSG00000131747	3.899111	1.542352e-10	9.034955e-07
KIF2C	ENSG00000142945	4.913486	3.550778e-10	9.034955e-07
APOBEC3B	ENSG00000179750	6.731447	3.692762e-09	5.125218e-06
IQGAP3	ENSG00000183856	5.157146	9.853182e-09	1.212169e-05
HIST1H2AL	ENSG00000198374	4.089086	1.494373e-08	1.629614e-05
BUB1B	ENSG00000156970	4.581458	1.679576e-08	1.709473e-05
NCAPH	ENSG00000121152	4.681641	1.937681e-08	1.848911e-05
RARB	ENSG00000077092	5.395996	4.038889e-08	3.62716e-05
MYBL2	ENSG00000101057	4.201397	5.727852e-08	4.858173e-05
SHCBP1	ENSG00000171241	4.104424	1.156181e-07	8.825711e-05
SPC24	ENSG00000161888	4.542252	1.292748e-07	9.398276e-05
FANCD2	ENSG00000144554	4.003981	2.521652e-07	0.0001679891
DLGAP5	ENSG00000126787	4.03071	2.639305e-07	0.0001679891
KIF18B	ENSG00000186185	5.272655	2.640818e-07	0.0001679891
HIST1H1B	ENSG00000184357	3.907675	3.011102e-07	0.000183882
CCNA2	ENSG00000145386	4.042545	4.217774e-07	0.0002384917
CDK1	ENSG00000170312	4.159253	5.496179e-07	0.0002996791
ABCA13	ENSG00000179869	4.009012	9.08171e-07	0.0004771049
CCNB2	ENSG00000157456	3.829136	9.952446e-07	0.0004771049
UBE2T	ENSG00000077152	3.573426	1.02418e-06	0.0004771049
KIF20A	ENSG00000112984	4.092244	1.031274e-06	0.0004771049
TROAP	ENSG00000135451	4.457597	1.239034e-06	0.0005528364
SPC25	ENSG00000152253	3.806293	1.457408e-06	0.0006180623
TACC3	ENSG00000013810	3.021301	1.531049e-06	0.0006317441
CENPU	ENSG00000151725	3.42593	1.578717e-06	0.0006342703
CENPF	ENSG00000117724	3.203354	1.863253e-06	0.000711157
RP11-259K5.2	ENSG00000270194	5.272728	2.145998e-06	0.0007990964
MCM5	ENSG00000100297	2.735536	2.369369e-06	0.0008612655
CIT	ENSG00000122966	3.658892	2.740241e-06	0.0009729131
KIF4A	ENSG00000090889	3.210441	3.320853e-06	0.001152261
CDCA3	ENSG00000111665	3.425081	4.012322e-06	0.001330746
CDC45	ENSG00000093009	3.602644	4.126852e-06	0.001330746
CDT1	ENSG00000167513	3.669624	4.183912e-06	0.001330746
CDH5	ENSG00000179776	2.626887	4.398447e-06	0.00137043
BCL2A1	ENSG00000140379	3.965485	4.505365e-06	0.001375668
HIST1H2BO	ENSG00000196331	3.372178	5.113232e-06	0.001530661
NUSAP1	ENSG00000137804	3.254578	5.500741e-06	0.001614996
FAM72D	ENSG00000215784	4.832905	5.996092e-06	0.001727214
CXCL3	ENSG00000163734	3.994487	7.080454e-06	0.001965405
NUF2	ENSG00000143228	3.360988	8.137513e-06	0.002179569
FOXM1	ENSG00000111206	3.528128	8.509962e-06	0.002240027
RASL11A	ENSG00000122035	3.749433	9.984749e-06	0.002583681
TMEM189-UBE2V1	ENSG00000124208	4.702567	1.033806e-05	0.002628219
MND1	ENSG00000121211	4.448747	1.050117e-05	0.002628219
FANCA	ENSG00000187741	3.565312	1.08172e-05	0.002663648
HIST1H2BB	ENSG00000196226	3.397673	1.257977e-05	0.003048497
KIFC1	ENSG00000237649	3.287196	1.323393e-05	0.003156912
STMN1	ENSG00000117632	2.78891	1.663265e-05	0.003806452
SKA3	ENSG00000165480	3.023294	1.670481e-05	0.003806452
LINC00884	ENSG00000233058	3.686413	1.896066e-05	0.004195252
AP000695.6	ENSG00000230479	3.345121	2.172657e-05	0.004738565
OIP5	ENSG00000104147	4.255169	2.491153e-05	0.00535668
PRC1	ENSG00000198901	3.023276	2.83034e-05	0.0060015
RFXAP	ENSG00000133111	3.268843	3.397563e-05	0.007009539
KIAA1755	ENSG00000149633	4.005476	3.774693e-05	0.00759742
RP3-393E18.2	ENSG00000237927	4.173794	3.782039e-05	0.00759742
ETV4	ENSG00000175832	3.066386	3.858881e-05	0.007651108
ESCO2	ENSG00000171320	3.448617	4.115703e-05	0.008052355
KIF15	ENSG00000163808	3.033517	4.337037e-05	0.008276693
HIST1H2BM	ENSG00000196374	2.983944	4.484552e-05	0.008401401
AC104695.3	ENSG00000229951	4.052136	4.512445e-05	0.008401401
ANLN	ENSG00000011426	3.138161	5.117188e-05	0.009365174
GATSL1	ENSG00000183086	3.937815	5.152778e-05	0.009365174
NCAPG	ENSG00000109805	2.736806	5.447073e-05	0.009783584
RAD51B	ENSG00000182185	3.367963	5.774139e-05	0.01025044
DYX1C1-CCPG1	ENSG00000261771	3.870434	5.87208e-05	0.01030449
RAD51AP1	ENSG00000111247	3.120495	5.9463e-05	0.01031615
GLDC	ENSG00000178445	3.656407	6.036369e-05	0.01035475
TMEM187	ENSG00000177854	3.828432	6.243723e-05	0.01059144
TNFAIP8	ENSG00000145779	2.884765	6.503977e-05	0.01091167
HIST1H3B	ENSG00000124693	2.755082	6.872955e-05	0.01140537
ASF1B	ENSG00000105011	3.287314	7.769809e-05	0.01261933
CEBPD	ENSG00000221869	2.384488	0.000101665	0.01583796
HIST1H4H	ENSG00000158406	2.534257	0.0001181808	0.01786402
ARHGDIB	ENSG00000111348	2.522312	0.0001196012	0.01790149
TMEM35	ENSG00000126950	2.885447	0.0001212736	0.01794945
ZWINT	ENSG00000122952	2.900482	0.0001222731	0.01794945
PTTG1	ENSG00000164611	2.939657	0.0001288605	0.01867906
PALMD	ENSG00000099260	3.451325	0.0001296902	0.01867906
CDCA5	ENSG00000146670	2.810574	0.0001320506	0.01884128
AURKB	ENSG00000178999	3.070453	0.0001555592	0.0215902
GINS2	ENSG00000131153	2.740211	0.0001745286	0.02379044
