gene_name	gene_id	log2FoldChange	pvalue	padj
ARL16	ENSG00000214087	-1.33789	3.434191e-05	0.004336004
HSD17B7P2	ENSG00000099251	-3.630942	3.312633e-05	0.004249446
RP11-457M11.5	ENSG00000261584	-3.606336	3.305596e-05	0.004249446
RP11-110G21.1	ENSG00000228801	-2.97391	2.565298e-05	0.003457158
AHRR	ENSG00000063438	-1.930364	2.082485e-05	0.003120808
MON1A	ENSG00000164077	-1.202318	1.522593e-05	0.00246614
AC005606.1	ENSG00000269205	-3.217702	1.493134e-05	0.002443103
WNT10B	ENSG00000169884	-4.176235	1.44902e-05	0.002395365
TDH	ENSG00000154316	-3.018442	1.157614e-05	0.001974717
RSPO1	ENSG00000169218	-4.401742	1.060808e-05	0.001885984
MPP3	ENSG00000161647	-2.733303	1.024026e-05	0.001865938
ZNF473	ENSG00000142528	-1.041346	9.020776e-06	0.001701743
HPDL	ENSG00000186603	-1.2171	7.70873e-06	0.001471542
RPL23AP7	ENSG00000240356	-2.367459	7.248829e-06	0.001435
WASH3P	ENSG00000185596	-5.08513	6.999229e-06	0.001420666
MLXIPL	ENSG00000009950	-1.580218	5.717088e-06	0.001190565
SNHG17	ENSG00000196756	-1.069307	4.770394e-06	0.001047853
RP11-229P13.2	ENSG00000213590	-5.058517	3.013005e-06	0.0007001962
CTD-2270L9.4	ENSG00000260136	-2.85322	2.424662e-06	0.0006171342
MT-ND6	ENSG00000198695	-1.514746	2.248305e-06	0.0005910094
ACAD10	ENSG00000111271	-2.643243	1.983819e-06	0.0005391617
COL11A2	ENSG00000204248	-5.158423	1.897987e-06	0.0005339337
VIPR2	ENSG00000106018	-5.348188	1.699269e-06	0.0005089452
RRS1	ENSG00000179041	-1.573926	1.675874e-06	0.0005089452
LINC00685	ENSG00000226179	-1.223713	1.095515e-06	0.000373757
AC005280.1	ENSG00000170468	-6.785541	6.478679e-07	0.0002533796
ARMCX6	ENSG00000198960	-5.133443	6.22025e-07	0.0002533796
C2orf27A	ENSG00000197927	-5.895486	4.949473e-07	0.000223669
PWP2	ENSG00000241945	-1.094319	2.411179e-07	0.0001333216
MIR24-2	ENSG00000267519	-2.542873	2.310136e-07	0.0001333216
FAM216A	ENSG00000204856	-1.26408	2.270362e-07	0.0001333216
PPRC1	ENSG00000148840	-1.515378	1.677055e-07	0.0001128266
RNU2-63P	ENSG00000222724	-5.928294	1.576185e-07	0.0001128266
RP11-21L23.2	ENSG00000261578	-1.561313	7.462002e-08	6.297537e-05
ANGPTL4	ENSG00000167772	-1.444386	3.251404e-08	3.724019e-05
ITGB2	ENSG00000160255	-2.031048	2.967734e-08	3.660586e-05
N6AMT2	ENSG00000150456	-1.965934	2.68927e-08	3.593537e-05
PADI1	ENSG00000142623	-6.471101	6.543605e-09	1.165852e-05
SRPRB	ENSG00000144867	-1.044121	2.699397e-09	7.214139e-06
TVP23B	ENSG00000171928	-5.196444	3.665743e-14	5.878018e-10
