gene_name	gene_id	log2FoldChange	pvalue	padj
FLG2	ENSG00000143520	2.124112	7.010435e-267	9.769041e-263
LOR	ENSG00000203782	2.727884	5.075947e-222	3.536666e-218
LCE3D	ENSG00000163202	1.861945	5.41458e-216	2.515072e-212
KPRP	ENSG00000203786	2.272206	8.61575e-207	3.001512e-203
KRT4	ENSG00000170477	1.167531	2.30495e-169	5.353246e-166
ASPRV1	ENSG00000244617	2.508651	2.162249e-160	4.30442e-157
FLG	ENSG00000143631	1.728976	2.663716e-159	4.63986e-156
LCE3E	ENSG00000185966	1.880719	1.252971e-152	1.940017e-149
KRT13	ENSG00000171401	1.056323	3.305337e-117	4.187262e-114
SPRR2G	ENSG00000159516	1.566187	9.651125e-112	1.120737e-108
RPTN	ENSG00000215853	1.282059	1.697528e-109	1.819619e-106
KRT78	ENSG00000170423	1.085527	1.143046e-108	1.137739e-105
C6orf15	ENSG00000204542	1.88255	4.25802e-107	3.9557e-104
CRCT1	ENSG00000169509	1.319345	6.612548e-106	5.759116e-103
PLA2G4D	ENSG00000159337	1.704399	2.521065e-93	2.066532e-90
CDSN	ENSG00000204539	1.106577	9.631669e-93	7.456517e-90
SPRR2B	ENSG00000196805	1.524782	2.012375e-92	1.475918e-89
WFDC12	ENSG00000168703	1.319359	1.091094e-76	7.240189e-74
SMPD3	ENSG00000103056	1.601576	7.170152e-73	4.344177e-70
TMPRSS11B	ENSG00000185873	1.159716	1.060087e-71	6.155129e-69
RNASE7	ENSG00000165799	1.292221	1.930515e-62	9.276456e-60
LCE1B	ENSG00000196734	2.79753	1.065481e-60	4.949158e-58
LCE2B	ENSG00000159455	2.721393	1.322051e-57	5.582662e-55
LCE2C	ENSG00000187180	2.647038	3.89381e-56	1.550293e-53
LCE1C	ENSG00000197084	2.705664	1.345574e-55	5.208491e-53
LRRC20	ENSG00000172731	1.195238	1.450887e-53	5.184132e-51
CXCL5	ENSG00000163735	1.242377	7.771604e-53	2.707433e-50
ATP6V1C2	ENSG00000143882	1.081495	2.74126e-52	9.09511e-50
LY6G6C	ENSG00000204421	1.136541	1.018224e-51	3.224761e-49
C1orf68	ENSG00000198854	3.681589	2.090118e-48	6.331695e-46
ARG1	ENSG00000118520	2.898662	2.580802e-45	7.651804e-43
CXCL6	ENSG00000124875	1.043818	4.582003e-42	1.277004e-39
HAL	ENSG00000084110	2.241851	4.818249e-42	1.316516e-39
LCE1A	ENSG00000186844	2.276652	1.149814e-39	2.810992e-37
MMP3	ENSG00000149968	1.768967	1.758267e-33	3.550936e-31
LCE1F	ENSG00000240386	2.520548	1.769578e-31	3.377955e-29
FAM25A	ENSG00000188100	1.466126	1.809818e-31	3.408082e-29
FMO2	ENSG00000094963	1.875976	1.126256e-30	2.092583e-28
WFDC5	ENSG00000175121	1.08211	1.963252e-30	3.599726e-28
DHRS9	ENSG00000073737	2.218949	8.843916e-27	1.416551e-24
LCE2A	ENSG00000187173	2.19746	3.874316e-25	5.565834e-23
GSDMA	ENSG00000167914	1.065674	1.334485e-24	1.859605e-22
CLDN17	ENSG00000156282	1.266951	2.657139e-24	3.63012e-22
HRNR	ENSG00000197915	2.004851	2.148247e-23	2.746406e-21
LCE2D	ENSG00000187223	2.192093	9.992968e-23	1.265927e-20
LCE1E	ENSG00000186226	2.868875	7.034323e-22	8.598534e-20
LCE6A	ENSG00000235942	2.938067	1.025073e-21	1.231413e-19
PSAPL1	ENSG00000178597	1.646569	1.239808e-18	1.261075e-16
CSF3	ENSG00000108342	1.372271	1.863304e-18	1.8415e-16
CRISP3	ENSG00000096006	2.363519	1.060171e-17	1.018861e-15
IL36A	ENSG00000136694	1.026411	1.255993e-17	1.182585e-15
PSORS1C2	ENSG00000204538	2.089063	4.390662e-17	4.025255e-15
KRT76	ENSG00000185069	1.079136	7.679817e-17	6.904403e-15
DEFB103B	ENSG00000177243	1.092605	9.849504e-17	8.798259e-15
AZGP1	ENSG00000160862	1.060765	6.891681e-16	5.891753e-14
PTGER3	ENSG00000050628	1.17139	1.763636e-14	1.412429e-12
SLC7A2	ENSG00000003989	1.260788	2.075899e-14	1.625149e-12
