gene_name	gene_id	log2FoldChange	pvalue	padj
SECTM1	ENSG00000141574	2.709139	1.754248e-39	1.195696e-35
CRTAP	ENSG00000170275	2.349527	1.401334e-36	6.367662e-33
PELI2	ENSG00000139946	1.435501	1.01645e-34	3.464063e-31
C19orf38	ENSG00000214212	2.154715	7.087062e-34	1.932216e-30
FRAT1	ENSG00000165879	1.835831	1.959854e-24	3.816676e-21
SLC25A6	ENSG00000169100	1.5112	1.736472e-18	1.690828e-15
HSD17B11	ENSG00000198189	1.00106	1.879267e-18	1.707878e-15
H1FX	ENSG00000184897	1.306501	5.494451e-18	4.681272e-15
GLTSCR2	ENSG00000105373	1.17481	3.334621e-16	1.748367e-13
CREBRF	ENSG00000164463	1.011811	3.175985e-14	1.273383e-11
CCDC28A	ENSG00000024862	1.17273	3.354976e-13	1.115489e-10
SDAD1P1	ENSG00000228451	1.670025	1.509924e-11	3.548843e-09
ATG2A	ENSG00000110046	1.037689	2.099813e-10	3.669827e-08
NFE2L3	ENSG00000050344	1.219162	1.070197e-09	1.705192e-07
FCRLB	ENSG00000162746	1.092364	6.665227e-09	8.491624e-07
NCF1B	ENSG00000182487	1.010882	9.377104e-09	1.141327e-06
RP11-372K14.2	ENSG00000270681	1.083247	2.821049e-06	0.0001672023
NCF1C	ENSG00000165178	1.002692	4.586152e-06	0.0002471084
THBD	ENSG00000178726	-1.146771	3.949779e-05	0.001521
MERTK	ENSG00000153208	-1.095144	1.044395e-05	0.0004960696
CCL2	ENSG00000108691	-1.236308	9.929519e-06	0.0004766169
CXCL6	ENSG00000124875	-2.328008	3.11812e-06	0.0001808775
CCL7	ENSG00000108688	-2.146207	7.326409e-07	5.20175e-05
PHGDH	ENSG00000092621	-2.136039	5.463439e-07	4.047696e-05
CTSL	ENSG00000135047	-1.223379	4.760968e-07	3.60564e-05
ALDH1L2	ENSG00000136010	-1.286484	4.21722e-07	3.266429e-05
IARS	ENSG00000196305	-1.123752	3.636685e-07	2.865624e-05
SDF2L1	ENSG00000128228	-1.032135	2.265056e-07	1.941965e-05
PRLR	ENSG00000113494	-1.019492	5.420763e-08	5.684296e-06
GPNMB	ENSG00000136235	-1.264989	5.03437e-09	6.794904e-07
PDIA5	ENSG00000065485	-1.031288	4.837119e-09	6.59396e-07
SERPINB2	ENSG00000197632	-2.103003	1.376292e-10	2.501548e-08
AARS	ENSG00000090861	-1.492414	7.174971e-12	1.778349e-09
ASNS	ENSG00000070669	-2.086361	8.8426e-13	2.56473e-10
NPL	ENSG00000135838	-1.135723	6.694617e-13	2.028023e-10
HSPD1	ENSG00000144381	-1.069406	5.000291e-14	1.90577e-11
STIP1	ENSG00000168439	-1.007013	1.770427e-15	8.619452e-13
HSPE1	ENSG00000115541	-1.1944	2.717814e-16	1.481969e-13
PSAT1	ENSG00000135069	-2.993061	1.052271e-16	6.520252e-14
SLCO2B1	ENSG00000137491	-2.374805	1.946966e-17	1.327052e-14
FABP5P7	ENSG00000234964	-2.271288	1.854793e-17	1.327052e-14
C5AR1	ENSG00000197405	-1.284066	9.409467e-18	7.126103e-15
FABP5	ENSG00000164687	-2.114192	1.07849e-20	1.336543e-17
HS3ST1	ENSG00000002587	-2.665389	1.619737e-21	2.453362e-18
HSPH1	ENSG00000120694	-1.542136	4.210722e-30	9.566761e-27
HSPA8	ENSG00000109971	-1.442711	1.034458e-39	1.195696e-35
