gene_name	gene_id	log2FoldChange	pvalue	padj
AHR	ENSG00000106546	2.359358	2.406317e-23	4.006188e-20
NEDD4L	ENSG00000049759	3.283263	2.616061e-23	4.006188e-20
VOPP1	ENSG00000154978	1.934837	3.645845e-23	4.750256e-20
HMHA1	ENSG00000180448	1.147866	4.98688e-23	5.631185e-20
NET1	ENSG00000173848	4.464652	2.847603e-19	1.722596e-16
SRSF8	ENSG00000180771	1.660681	7.145929e-19	3.66781e-16
LYST	ENSG00000143669	1.561113	1.082483e-18	5.238597e-16
IL18R1	ENSG00000115604	4.149039	1.738396e-18	8.179153e-16
ZBTB33	ENSG00000177485	1.194361	2.024738e-17	7.975584e-15
WDR48	ENSG00000114742	1.181026	7.35493e-17	2.768396e-14
CASS4	ENSG00000087589	3.090882	2.168413e-16	7.529593e-14
RP11-404O13.5	ENSG00000176320	3.373723	2.178239e-16	7.529593e-14
PAGR1	ENSG00000185928	1.079234	1.093795e-14	3.140118e-12
BIRC3	ENSG00000023445	3.216072	1.787914e-14	4.806935e-12
SCN5A	ENSG00000183873	6.670891	2.708179e-14	6.745756e-12
CCDC26	ENSG00000229140	3.051604	5.651343e-14	1.293547e-11
TAF9B	ENSG00000187325	1.775356	6.985968e-14	1.536732e-11
CRIM1	ENSG00000150938	3.007743	9.146685e-14	1.961096e-11
LY75	ENSG00000054219	2.607661	1.263898e-13	2.642952e-11
ARHGAP22	ENSG00000128805	2.918306	2.516937e-13	4.900215e-11
C10orf105	ENSG00000214688	3.211744	2.955654e-13	5.562542e-11
SETBP1	ENSG00000152217	3.262414	1.446279e-12	2.499702e-10
RANBP6	ENSG00000137040	1.237381	1.602562e-12	2.741838e-10
RYK	ENSG00000163785	1.203714	2.337909e-12	3.844611e-10
COX20	ENSG00000203667	1.587694	2.464332e-12	3.97532e-10
MARCKSL1	ENSG00000175130	2.159063	2.512637e-12	4.015005e-10
EBI3	ENSG00000105246	4.36902	2.661412e-12	4.21299e-10
CXCR1	ENSG00000163464	4.585545	3.253421e-12	4.920219e-10
MAGED2	ENSG00000102316	2.353744	3.79079e-12	5.682159e-10
MAN1A1	ENSG00000111885	1.880675	4.744552e-12	6.927863e-10
RP11-404O13.4	ENSG00000229914	3.556291	4.944116e-12	7.157559e-10
CELF2	ENSG00000048740	1.226419	5.591108e-12	8.025609e-10
CTD-2135D7.5	ENSG00000262097	3.131805	7.222098e-12	1.002688e-09
RBM3	ENSG00000102317	1.536481	8.274997e-12	1.130338e-09
RP11-379H18.1	ENSG00000271122	1.966705	1.013563e-11	1.35179e-09
PPAPDC2	ENSG00000205808	2.119962	1.075106e-11	1.411639e-09
PPFIBP1	ENSG00000110841	1.922493	1.123105e-11	1.452149e-09
PLA2G16	ENSG00000176485	3.85985	1.16652e-11	1.496857e-09
AUH	ENSG00000148090	1.746469	1.497765e-11	1.907455e-09
ARL4A	ENSG00000122644	1.651417	1.67293e-11	2.068328e-09
CERK	ENSG00000100422	1.525944	2.497727e-11	3.00046e-09
ALDH1A2	ENSG00000128918	3.136835	2.610557e-11	3.070668e-09
TNF	ENSG00000232810	2.252247	7.078434e-11	7.588261e-09
PSEN2	ENSG00000143801	1.117861	9.11883e-11	9.360894e-09
ERCC6-PGBD3	ENSG00000258838	1.88963	1.622045e-10	1.543494e-08
N4BP3	ENSG00000145911	2.562558	1.971458e-10	1.814813e-08
CCL17	ENSG00000102970	3.936351	2.455694e-10	2.189187e-08
CHMP4A	ENSG00000254505	1.126707	2.534881e-10	2.247948e-08
GP1BA	ENSG00000185245	3.459954	3.800828e-10	3.235097e-08
ALMS1	ENSG00000116127	2.028689	4.12084e-10	3.489939e-08
TMPPE	ENSG00000188167	1.019329	4.447192e-10	3.729036e-08
KLF12	ENSG00000118922	3.257137	4.765283e-10	3.956586e-08
RNFT1	ENSG00000189050	1.084552	5.624384e-10	4.624554e-08
SAMHD1	ENSG00000101347	1.092916	6.68006e-10	5.387946e-08
CXCR2	ENSG00000180871	4.361357	7.665112e-10	6.066901e-08
SYNJ2	ENSG00000078269	1.223816	7.952246e-10	6.264891e-08
CARD10	ENSG00000100065	3.28826	8.782257e-10	6.792414e-08
AC005280.1	ENSG00000170468	6.038004	8.842369e-10	6.80782e-08
PPP1R14A	ENSG00000167641	2.268288	1.169613e-09	8.765886e-08
ORAI2	ENSG00000160991	1.525241	1.558509e-09	1.144663e-07
SEPHS1	ENSG00000086475	1.543522	1.608253e-09	1.169124e-07
A4GALT	ENSG00000128274	3.535634	1.791364e-09	1.296672e-07
SMPD2	ENSG00000135587	1.07669	1.995946e-09	1.414533e-07
AKAP2	ENSG00000241978	2.413675	2.363559e-09	1.61917e-07
RP11-434C1.1	ENSG00000247157	3.468743	2.37073e-09	1.61917e-07
TRIM69	ENSG00000185880	1.548993	2.651654e-09	1.761322e-07
SIRT1	ENSG00000096717	1.047893	2.698324e-09	1.785321e-07
TVP23A	ENSG00000166676	2.240185	2.767139e-09	1.816659e-07
DYRK2	ENSG00000127334	1.32172	2.801818e-09	1.832324e-07
EHF	ENSG00000135373	3.529633	3.329759e-09	2.120281e-07
PGBD3	ENSG00000243251	1.849782	4.517848e-09	2.803052e-07
ACTL10	ENSG00000182584	2.259151	4.715575e-09	2.904451e-07
PSTPIP2	ENSG00000152229	1.904463	4.757798e-09	2.91984e-07
PM20D2	ENSG00000146281	1.407135	4.898757e-09	2.984718e-07
ZCCHC2	ENSG00000141664	1.038866	7.508158e-09	4.325619e-07
CD1E	ENSG00000158488	3.391919	1.114001e-08	6.186541e-07
EXO5	ENSG00000164002	1.376825	1.214629e-08	6.632318e-07
KBTBD11	ENSG00000176595	1.415764	1.217765e-08	6.632318e-07
