gene_name	gene_id	log2FoldChange	pvalue	padj
FN1	ENSG00000115414	2.030871	4.567183e-174	3.360762e-170
KRT13	ENSG00000171401	1.332349	1.389418e-135	6.81602e-132
KRT4	ENSG00000170477	2.002443	3.191174e-94	9.392902e-91
TAGLN	ENSG00000149591	2.058882	6.528404e-90	1.601309e-86
KRT76	ENSG00000185069	2.314262	6.231777e-68	6.114204e-65
COL12A1	ENSG00000111799	1.190817	1.821023e-65	1.675e-62
DUOX2	ENSG00000140279	1.779635	2.90791e-56	1.945259e-53
APOBEC3A	ENSG00000128383	1.626681	7.247499e-45	3.555381e-42
ITGB8	ENSG00000105855	1.055386	8.030622e-42	3.693333e-39
C3	ENSG00000125730	1.290724	2.636294e-41	1.143882e-38
KRT15	ENSG00000171346	1.084611	1.446873e-37	4.721011e-35
XDH	ENSG00000158125	1.153405	9.996469e-36	3.002409e-33
GALNT5	ENSG00000136542	1.431162	6.360833e-34	1.872248e-31
SMOC1	ENSG00000198732	1.322619	1.228371e-33	3.347766e-31
TMPRSS11B	ENSG00000185873	1.209284	2.38765e-33	6.388917e-31
MUC16	ENSG00000181143	1.505539	2.67042e-33	7.017959e-31
HSPG2	ENSG00000142798	1.115884	1.556963e-31	3.637116e-29
FMO2	ENSG00000094963	2.036633	3.015137e-30	6.826733e-28
TMPRSS11A	ENSG00000187054	1.287154	8.48104e-30	1.891143e-27
GLUL	ENSG00000135821	1.083346	5.437906e-29	1.15985e-26
LOR	ENSG00000203782	1.162934	1.028223e-26	2.044913e-24
MXRA5	ENSG00000101825	1.396077	1.847772e-25	3.486367e-23
NPL	ENSG00000135838	1.678274	3.943324e-21	5.37351e-19
TFRC	ENSG00000072274	1.103713	1.115295e-20	1.427287e-18
CLCA4	ENSG00000016602	1.118327	2.426605e-20	3.001037e-18
GPR110	ENSG00000153292	1.077492	3.61325e-20	4.323268e-18
NEB	ENSG00000183091	1.648719	3.465387e-19	3.669072e-17
CTGF	ENSG00000118523	1.334398	4.247735e-19	4.465279e-17
BMP6	ENSG00000153162	1.625356	4.7202e-19	4.892056e-17
RNASE7	ENSG00000165799	1.224216	5.211132e-19	5.32585e-17
EPHA4	ENSG00000116106	1.000196	5.373419e-19	5.453835e-17
LBH	ENSG00000213626	1.729725	1.046982e-18	1.034123e-16
SPRR2F	ENSG00000244094	1.020921	6.988221e-18	6.387929e-16
COL22A1	ENSG00000169436	1.755523	7.295861e-18	6.627975e-16
BCL2L11	ENSG00000153094	1.106503	2.543478e-17	2.126839e-15
FBXO32	ENSG00000156804	1.015858	3.520072e-17	2.87805e-15
B3GALT5	ENSG00000183778	1.30861	1.328437e-15	9.009498e-14
GPC4	ENSG00000076716	1.544623	1.307168e-14	7.88426e-13
ID2	ENSG00000115738	1.11206	3.800398e-14	2.219462e-12
DUOXA2	ENSG00000140274	2.083052	9.966139e-14	5.513972e-12
BMF	ENSG00000104081	1.358121	1.559264e-13	8.436651e-12
VTCN1	ENSG00000134258	2.050921	1.831739e-13	9.83858e-12
HERC6	ENSG00000138642	1.042398	1.946876e-13	1.030654e-11
B4GALNT2	ENSG00000167080	2.128954	3.183217e-13	1.626646e-11
SVEP1	ENSG00000165124	1.273207	8.760439e-13	4.145575e-11
SEMA5A	ENSG00000112902	1.001168	8.46448e-12	3.499207e-10
SLC15A2	ENSG00000163406	1.529699	1.673444e-11	6.784593e-10
IL23A	ENSG00000110944	1.695468	2.38208e-11	9.449345e-10
SECTM1	ENSG00000141574	1.214954	8.771242e-11	3.235247e-09
AC069213.1	ENSG00000224769	1.048865	3.196982e-10	1.084101e-08
RP11-646E20.6	ENSG00000250026	1.182756	3.907343e-10	1.306917e-08
MYLK	ENSG00000065534	1.126327	4.143048e-10	1.376371e-08
DHRS9	ENSG00000073737	1.468404	7.512379e-09	2.089975e-07
RP11-774O3.3	ENSG00000251615	1.031678	1.638991e-08	4.322766e-07
COL10A1	ENSG00000123500	1.231641	1.745865e-08	4.555655e-07
WNK2	ENSG00000165238	1.946906	2.839837e-08	7.156486e-07
PDGFD	ENSG00000170962	1.493154	3.023706e-08	7.568006e-07
DAPL1	ENSG00000163331	1.164729	3.759386e-08	9.298635e-07
CX3CL1	ENSG00000006210	1.663939	4.782731e-08	1.159596e-06
TGFB2	ENSG00000092969	1.786952	1.460432e-07	3.133116e-06
RTKN2	ENSG00000182010	1.030647	1.689513e-07	3.572496e-06
APOBEC3B	ENSG00000179750	1.262076	2.468576e-07	5.045837e-06
CDH2	ENSG00000170558	1.470131	3.625575e-07	7.220243e-06
AP003068.23	ENSG00000254614	1.037617	1.184417e-06	2.159982e-05
MMP3	ENSG00000149968	1.019131	2.756011e-06	4.572741e-05
FLG2	ENSG00000143520	1.000119	3.072889e-06	5.041661e-05
ZNF33B	ENSG00000272373	1.253975	3.223276e-06	5.241653e-05
EYA2	ENSG00000064655	1.024723	4.655659e-06	7.326101e-05
SAA2-SAA4	ENSG00000255071	1.390913	4.982784e-06	7.784674e-05
TNFSF11	ENSG00000120659	1.373436	5.428935e-06	8.392609e-05
LRRN1	ENSG00000175928	1.667989	6.321552e-06	9.591164e-05
C1orf68	ENSG00000198854	1.194051	1.872837e-05	0.0002554453
FDCSP	ENSG00000181617	1.371635	3.070435e-05	0.0003967304
RP11-708H21.4	ENSG00000262973	1.187739	8.573337e-05	0.0009712644
LCE1E	ENSG00000186226	1.008092	0.0001148065	0.001251561
CNTN1	ENSG00000018236	-1.034848	0.0001619852	0.001676192
CDCA7	ENSG00000144354	-1.029265	0.0001510077	0.001577274
FOXD1	ENSG00000251493	-1.001062	7.568087e-05	0.0008749375
GDPD2	ENSG00000130055	-1.224235	7.273393e-05	0.0008461859
OLAH	ENSG00000152463	-1.155694	2.938796e-05	0.0003813956
BIRC5	ENSG00000089685	-1.097127	2.892516e-05	0.0003763852
TM4SF19	ENSG00000145107	-1.574173	9.391282e-06	0.0001369787
LTB4R2	ENSG00000272658	-1.001299	7.592052e-06	0.000112975
NEFL	ENSG00000104725	-1.02408	8.268759e-07	1.558147e-05
LDHD	ENSG00000166816	-1.712295	7.764619e-07	1.470681e-05
S1PR1	ENSG00000170989	-1.966485	5.59749e-07	1.079663e-05
CD164L2	ENSG00000174950	-1.21266	3.624245e-07	7.220243e-06
MCAM	ENSG00000076706	-1.178068	3.186243e-07	6.406003e-06
GSTM3	ENSG00000134202	-1.0204	1.722839e-07	3.632526e-06
CES3	ENSG00000172828	-1.134705	1.687307e-07	3.572496e-06
PLCD4	ENSG00000115556	-2.039948	1.160206e-07	2.537109e-06
PPFIA4	ENSG00000143847	-1.424995	1.078967e-07	2.388015e-06
CCNB1	ENSG00000134057	-1.178052	8.110677e-08	1.850618e-06
ARTN	ENSG00000117407	-1.509787	6.760936e-08	1.579376e-06
CAPN12	ENSG00000182472	-1.631096	5.912535e-08	1.405731e-06
PALD1	ENSG00000107719	-2.383623	2.254895e-08	5.781408e-07
MLLT11	ENSG00000213190	-1.036639	7.09059e-09	1.980118e-07
CBS	ENSG00000160200	-1.085756	6.488527e-09	1.82236e-07
SH2D2A	ENSG00000027869	-1.46144	1.384228e-09	4.25296e-08
IGFBP6	ENSG00000167779	-2.059583	9.938486e-10	3.132006e-08
AC007879.7	ENSG00000229647	-1.560681	7.21159e-10	2.335254e-08
RASGEF1A	ENSG00000198915	-1.652123	5.440433e-10	1.791205e-08
CA9	ENSG00000107159	-1.730357	4.28406e-10	1.416821e-08
PTPLAD2	ENSG00000188921	-1.175015	2.266747e-10	7.849346e-09
CYP27B1	ENSG00000111012	-1.350261	1.997914e-10	7.017496e-09
PDK1	ENSG00000152256	-1.007655	1.397707e-10	5.039448e-09
NRSN2	ENSG00000125841	-1.452645	5.353397e-11	2.014986e-09
PCDHGC5	ENSG00000240764	-1.640687	3.798979e-11	1.455978e-09
PROCR	ENSG00000101000	-1.109807	3.016795e-11	1.17767e-09
DEGS2	ENSG00000168350	-1.545885	2.969686e-11	1.162364e-09
MCTP1	ENSG00000175471	-1.523356	1.89564e-11	7.62244e-10
RN7SL471P	ENSG00000263426	-2.543908	1.010827e-11	4.155404e-10
DYSF	ENSG00000135636	-1.049652	4.420138e-12	1.896536e-10
RAC2	ENSG00000128340	-1.040006	2.745601e-12	1.217078e-10
HFE	ENSG00000010704	-1.444776	1.547151e-12	7.160197e-11
PFKFB4	ENSG00000114268	-1.187434	5.588383e-13	2.732367e-11
NAGS	ENSG00000161653	-1.907897	4.810509e-13	2.391765e-11
NXPH4	ENSG00000182379	-1.181837	3.70773e-13	1.868721e-11
AKR1C1	ENSG00000187134	-1.237526	1.940993e-13	1.030654e-11
QPRT	ENSG00000103485	-2.818243	1.891094e-13	1.008378e-11
SPRR4	ENSG00000184148	-2.027609	1.889612e-13	1.008378e-11
FHL1	ENSG00000022267	-1.038283	1.514637e-14	8.988271e-13
SH2D5	ENSG00000189410	-1.250222	4.611319e-15	2.950643e-13
PCSK9	ENSG00000169174	-1.110985	1.851217e-15	1.244035e-13
SLC20A1	ENSG00000144136	-1.028395	2.412753e-16	1.802461e-14
NOS1	ENSG00000089250	-1.614738	2.249656e-17	1.902769e-15
ALDH1L2	ENSG00000136010	-1.228519	1.278128e-19	1.435894e-17
CHST2	ENSG00000175040	-1.432477	9.416909e-20	1.066067e-17
STARD4	ENSG00000164211	-1.277634	2.406677e-20	3.001037e-18
SLAMF7	ENSG00000026751	-1.295936	6.627045e-21	8.630994e-19
LEPREL1	ENSG00000090530	-1.013726	4.954125e-21	6.628169e-19
LYPD5	ENSG00000159871	-1.090641	3.097471e-21	4.260326e-19
GPX2	ENSG00000176153	-1.404559	6.298485e-22	9.26948e-20
APOE	ENSG00000130203	-1.71572	1.946179e-22	2.922644e-20
G0S2	ENSG00000123689	-1.485166	1.277403e-22	1.978899e-20
CKMT1A	ENSG00000223572	-1.592099	2.547955e-23	4.120688e-21
SLC6A8	ENSG00000130821	-1.087048	3.748824e-24	6.490758e-22
ACAT2	ENSG00000120437	-1.050937	1.790493e-24	3.136987e-22
PTHLH	ENSG00000087494	-1.156803	1.921004e-26	3.719923e-24
PGF	ENSG00000119630	-1.973486	1.265737e-26	2.483714e-24
ACP5	ENSG00000102575	-1.323699	7.515001e-27	1.515045e-24
IGFL2	ENSG00000204866	-1.16498	4.421485e-29	9.569264e-27
MSMO1	ENSG00000052802	-1.282392	5.874469e-32	1.417288e-29
CKMT1B	ENSG00000237289	-2.217466	1.130874e-33	3.140201e-31
ALDOC	ENSG00000109107	-1.606555	8.062715e-36	2.472062e-33
DHRS1	ENSG00000157379	-1.032506	2.645752e-36	8.284583e-34
NQO1	ENSG00000181019	-1.328684	5.078049e-38	1.779373e-35
CDA	ENSG00000158825	-1.358495	2.485125e-38	9.143396e-36
EGLN3	ENSG00000129521	-1.467338	7.872629e-40	3.048986e-37
PLTP	ENSG00000100979	-1.886983	1.985925e-42	9.42802e-40
CDH16	ENSG00000166589	-1.506605	1.562482e-47	8.516686e-45
AC022596.6	ENSG00000226145	-1.311026	5.925439e-48	3.488188e-45
FDPS	ENSG00000160752	-1.026483	5.108668e-54	3.268881e-51
FGFBP1	ENSG00000137440	-1.244808	2.799763e-56	1.945259e-53
NEAT1	ENSG00000245532	-1.10639	2.408063e-56	1.771973e-53
SLC2A1	ENSG00000117394	-1.178026	4.215398e-58	3.265158e-55
DDIT4	ENSG00000168209	-1.499015	6.833022e-62	5.586755e-59
UPP1	ENSG00000183696	-1.235316	2.757761e-63	2.38741e-60
ALOX12B	ENSG00000179477	-1.631373	1.66908e-69	1.754561e-66
NDUFA4L2	ENSG00000185633	-2.032018	4.006333e-72	4.535477e-69
FADS2	ENSG00000134824	-2.183437	1.558027e-72	1.91079e-69
ALOX15B	ENSG00000179593	-1.904409	1.443853e-72	1.91079e-69
SQLE	ENSG00000104549	-1.082356	8.703567e-77	1.423227e-73
IL36RN	ENSG00000136695	-1.382939	5.515444e-78	1.014635e-74
RRAD	ENSG00000166592	-1.57701	1.473604e-81	3.098147e-78
NDRG1	ENSG00000104419	-1.160733	1.150879e-108	4.234373e-105
SCD	ENSG00000099194	-1.843473	2.572753e-181	3.78632e-177
