gene_name	gene_id	log2FoldChange	pvalue	padj
DKK3	ENSG00000050165	2.976468	2.332378e-07	0.003288461
SFN	ENSG00000175793	3.400995	4.440866e-07	0.003288461
CAPN6	ENSG00000077274	3.866876	1.269021e-06	0.005901686
HOXA5	ENSG00000106004	3.962061	1.593973e-06	0.005901686
HAPLN1	ENSG00000145681	3.268865	2.827082e-06	0.008373816
NKAIN4	ENSG00000101198	3.214604	3.505946e-06	0.008653843
TMEM35	ENSG00000126950	2.88242	7.378736e-06	0.014680834
VGF	ENSG00000128564	2.741412	1.031629e-05	0.014680834
PTN	ENSG00000105894	2.820487	1.046573e-05	0.014680834
IRX3	ENSG00000177508	2.558617	1.211593e-05	0.014680834
TAGLN3	ENSG00000144834	2.824802	1.244043e-05	0.014680834
CRMP1	ENSG00000072832	2.610193	1.263126e-05	0.014680834
PDZRN4	ENSG00000165966	3.037269	1.294796e-05	0.014680834
AREGB	ENSG00000205595	2.967177	1.38779e-05	0.014680834
KRT7	ENSG00000135480	2.952179	1.631964e-05	0.015171434
CALCA	ENSG00000110680	3.081186	1.705049e-05	0.015171434
IRX2	ENSG00000170561	2.812198	1.741488e-05	0.015171434
SLC2A1	ENSG00000117394	2.54319	1.931876e-05	0.015895047
APCDD1	ENSG00000154856	2.800747	2.139003e-05	0.016672966
GPM6B	ENSG00000046653	2.710664	2.253784e-05	0.016689271
GFRA1	ENSG00000151892	2.830031	2.506775e-05	0.016875151
ELAVL2	ENSG00000107105	2.759756	2.764073e-05	0.017710432
WNT7B	ENSG00000188064	2.970813	2.932526e-05	0.017710432
MARCH4	ENSG00000144583	2.796393	2.989607e-05	0.017710432
L1TD1	ENSG00000240563	2.640636	3.121687e-05	0.017781607
TFDP2	ENSG00000114126	1.80418	3.584492e-05	0.018258596
UPK1B	ENSG00000114638	2.713693	3.734694e-05	0.018258596
ASCL1	ENSG00000139352	2.848267	3.885299e-05	0.018258596
PAPPA	ENSG00000182752	2.407313	3.93704e-05	0.018258596
EBF1	ENSG00000164330	2.834555	3.973341e-05	0.018258596
COL17A1	ENSG00000065618	2.825983	4.096744e-05	0.018258596
TFAP2B	ENSG00000008196	2.830879	4.132362e-05	0.018258596
RP3-468K18.5	ENSG00000257065	2.001256	4.314996e-05	0.018258596
CGA	ENSG00000135346	2.625001	4.447367e-05	0.018295975
SULF1	ENSG00000137573	2.679751	4.838687e-05	0.019367825
RN7SL398P	ENSG00000244356	1.859531	5.100122e-05	0.019765163
GAP43	ENSG00000172020	2.40477	5.204871e-05	0.019765163
NPTX2	ENSG00000106236	2.631755	5.543762e-05	0.020428214
ACTG2	ENSG00000163017	2.438677	5.655346e-05	0.020428214
CTGF	ENSG00000118523	2.265359	6.232478e-05	0.021920427
PTRF	ENSG00000177469	1.854976	6.364472e-05	0.021920427
NRXN1	ENSG00000179915	2.468217	6.947669e-05	0.023304642
CDH4	ENSG00000179242	2.462765	7.081086e-05	0.023304642
NSG1	ENSG00000168824	2.154899	7.884968e-05	0.024883545
NRK	ENSG00000123572	2.551107	7.964277e-05	0.024883545
NEFM	ENSG00000104722	2.38247	8.06489e-05	0.024883545
FAIM2	ENSG00000135472	2.522364	8.480085e-05	0.025402496
GNAO1	ENSG00000087258	2.456436	8.57613e-05	0.025402496
L1CAM	ENSG00000198910	2.351429	8.993491e-05	0.026116391
SOX2	ENSG00000181449	2.246983	0.0001024791	0.029186845
BCYRN1	ENSG00000236824	1.916533	0.0001146361	0.031498314
NFASC	ENSG00000163531	2.378582	0.0001148487	0.031498314
MEIS2	ENSG00000134138	2.122168	0.0001271245	0.034231155
RCOR2	ENSG00000167771	2.236096	0.0001340661	0.035455702
HMGA2	ENSG00000149948	1.845808	0.000139319	0.036198499
KCNK3	ENSG00000171303	2.233876	0.0001455914	0.036545899
SFRP2	ENSG00000145423	2.187382	0.0001539969	0.038011557
AKT3	ENSG00000117020	1.738469	0.000165133	0.039579532
RGPD5	ENSG00000015568	2.184255	0.0001656942	0.039579532
PLXNA4	ENSG00000221866	2.132194	0.0001719392	0.040419349
CRABP1	ENSG00000166426	2.10134	0.0001749945	0.040494816
HES5	ENSG00000197921	2.145095	0.0001837314	0.041153418
PAK3	ENSG00000077264	2.121501	0.0001856299	0.041153418
CAV1	ENSG00000105974	1.955763	0.0001861768	0.041153418
POU5F1	ENSG00000204531	2.032977	0.0002043559	0.044333723
NEFL	ENSG00000104725	2.003322	0.0002107708	0.044333723
DCLK1	ENSG00000133083	2.006599	0.0002107882	0.044333723
SCARNA13	ENSG00000252481	1.487072	0.0002125384	0.044333723
DCX	ENSG00000077279	1.851418	0.0002343651	0.047711071
RGMA	ENSG00000182175	1.97285	0.0002351727	0.047711071
KCNN3	ENSG00000143603	1.998967	0.0002441603	0.048865056
KIAA0408	ENSG00000189367	1.974321	0.000248251	0.049021293
SPCS2	ENSG00000118363	-1.580184	4.210779e-05	0.018258596
N6AMT2	ENSG00000150456	-2.040227	2.401315e-05	0.016875151
