gene_name	gene_id	log2FoldChange	pvalue	padj
KLHL24	ENSG00000114796	1.69704	3.633982e-14	8.802976e-11
CTD-2020K17.1	ENSG00000267121	1.293977	3.740634e-14	8.802976e-11
HBP1	ENSG00000105856	1.094348	4.359067e-13	7.209274e-10
PMCH	ENSG00000183395	2.26661	1.079222e-10	5.432242e-08
SRGAP3	ENSG00000196220	2.225209	2.527481e-10	1.12541e-07
CREBRF	ENSG00000164463	1.260699	2.962494e-09	6.999345e-07
YPEL3	ENSG00000090238	1.174254	6.028312e-09	1.268905e-06
HDAC5	ENSG00000108840	1.003022	9.295612e-09	1.681489e-06
TCP11L2	ENSG00000166046	1.228685	4.914087e-08	6.615161e-06
ABTB1	ENSG00000114626	1.144436	5.884193e-07	4.900813e-05
RNU1-28P	ENSG00000206588	1.516836	1.512485e-06	9.948885e-05
RNU1-1	ENSG00000206652	1.516836	1.512485e-06	9.948885e-05
RNVU1-18	ENSG00000206737	1.516836	1.512485e-06	9.948885e-05
RNU1-3	ENSG00000207513	1.516836	1.512485e-06	9.948885e-05
ZBTB20	ENSG00000181722	1.292055	2.799714e-06	0.0001580319
C17orf103	ENSG00000154035	1.205338	2.947633e-06	0.000162642
CCL3	ENSG00000006075	-1.185436	1.288177e-08	2.161336e-06
IL3	ENSG00000164399	-2.59163	2.562671e-09	6.312349e-07
IL22	ENSG00000127318	-1.425235	3.355494e-10	1.387377e-07
HK2	ENSG00000159399	-1.091118	8.205867e-12	7.30764e-09
EMP1	ENSG00000134531	-1.146312	3.076784e-17	3.561993e-13
