gene_name	gene_id	log2FoldChange	pvalue	padj
PTGS2	ENSG00000073756	3.941695	4.562064e-51	2.601289e-47
LIPG	ENSG00000101670	3.480726	7.831782e-44	1.674631e-40
TFPI2	ENSG00000105825	2.614286	2.344961e-35	2.865207e-32
SIM2	ENSG00000159263	3.173752	1.280671e-29	9.524853e-27
F2RL1	ENSG00000164251	3.571282	5.59907e-28	3.683757e-25
CXCL2	ENSG00000081041	2.19288	1.874401e-27	1.126278e-24
INHBA	ENSG00000122641	2.128866	1.909392e-27	1.126278e-24
NFKBIZ	ENSG00000144802	1.713036	1.278677e-24	6.249443e-22
PLA2G4A	ENSG00000116711	1.989093	7.465634e-23	3.192679e-20
CXCL3	ENSG00000163734	2.694915	1.526176e-21	6.071342e-19
HMGA2	ENSG00000149948	2.35558	1.733755e-21	6.740368e-19
DSP	ENSG00000096696	2.32351	1.571272e-20	5.718762e-18
C8orf4	ENSG00000176907	2.014134	3.038013e-20	1.039365e-17
GNG11	ENSG00000127920	1.926476	5.010046e-20	1.680428e-17
CAMK4	ENSG00000152495	2.217722	6.010531e-20	1.939927e-17
IL8	ENSG00000169429	2.782909	1.303655e-19	4.054603e-17
PGM2L1	ENSG00000165434	1.632686	2.535439e-19	7.744861e-17
FOSB	ENSG00000125740	2.728153	2.782542e-19	8.206579e-17
NR4A2	ENSG00000153234	2.268074	2.920591e-18	7.806193e-16
SULT1B1	ENSG00000173597	1.969477	3.606122e-18	8.940048e-16
ESM1	ENSG00000164283	2.591961	8.689754e-18	2.123528e-15
SPHK1	ENSG00000176170	1.84359	1.034514e-17	2.477454e-15
HES1	ENSG00000114315	2.011831	1.042772e-17	2.477454e-15
ADAMTS4	ENSG00000158859	2.273337	3.303608e-17	7.435725e-15
PAPPA	ENSG00000182752	2.002595	3.228682e-16	6.422074e-14
SOX4	ENSG00000124766	1.570404	2.892134e-15	5.100293e-13
CHMP1B	ENSG00000255112	1.47384	3.681947e-15	6.426877e-13
PCDH9	ENSG00000184226	2.504874	4.55564e-15	7.871594e-13
DUSP10	ENSG00000143507	1.61765	5.370711e-15	9.096176e-13
RPS17L	ENSG00000182774	4.865497	5.676029e-15	9.519035e-13
GK	ENSG00000198814	1.855352	9.189369e-15	1.494289e-12
IL6	ENSG00000136244	1.988309	1.133584e-14	1.795471e-12
MLLT11	ENSG00000213190	1.65954	1.444839e-14	2.246856e-12
FBXO32	ENSG00000156804	1.556479	1.510401e-14	2.32765e-12
NFKBIA	ENSG00000100906	1.500828	1.870456e-14	2.782263e-12
ITGB3	ENSG00000259207	1.697775	2.172863e-14	3.176838e-12
ARHGDIB	ENSG00000111348	1.481114	4.357975e-14	5.963802e-12
HGF	ENSG00000019991	2.22081	6.829508e-14	9.27187e-12
MYO10	ENSG00000145555	1.528629	9.225236e-14	1.242574e-11
