gene_name	gene_id	log2FoldChange	pvalue	padj
PFKFB3	ENSG00000170525	1.045876	3.936984e-59	2.483594e-57
AC002456.2	ENSG00000223969	2.330237	9.175545e-59	5.742513e-57
KLHDC7A	ENSG00000179023	1.0112	1.14931e-58	7.136536e-57
CENPE	ENSG00000138778	1.520807	2.114442e-58	1.302726e-56
RIN2	ENSG00000132669	1.286334	3.319125e-56	1.946483e-54
SLC22A23	ENSG00000137266	1.16341	3.366538e-55	1.945466e-53
PLK1	ENSG00000166851	1.257048	1.810578e-54	1.031248e-52
CACNG4	ENSG00000075461	1.111083	1.752358e-53	9.839306e-52
EDN2	ENSG00000127129	2.350521	1.107255e-52	6.151675e-51
KIF18B	ENSG00000186185	1.107072	1.548052e-52	8.570579e-51
TYMS	ENSG00000176890	1.091412	1.864405e-52	1.028606e-50
CDCA8	ENSG00000134690	1.171728	2.12627e-52	1.169005e-50
PRSS23	ENSG00000150687	2.011599	9.66282e-52	5.204119e-50
KITLG	ENSG00000049130	1.154724	2.966843e-51	1.59244e-49
JUN	ENSG00000177606	1.752959	1.551873e-50	8.245756e-49
MYBL1	ENSG00000185697	1.507442	2.472137e-49	1.275043e-47
BUB1	ENSG00000169679	1.028623	3.967467e-49	2.039639e-47
CCNG2	ENSG00000138764	1.672642	4.061537e-49	2.081242e-47
BMP4	ENSG00000125378	1.465325	5.345745e-49	2.717212e-47
TMEM54	ENSG00000121900	1.001276	5.354113e-49	2.717212e-47
ZFP36L2	ENSG00000152518	1.099289	9.187333e-49	4.618166e-47
SAMD9	ENSG00000205413	1.596591	1.933578e-45	9.031351e-44
COL5A2	ENSG00000204262	1.133396	3.066617e-44	1.407444e-42
KRT15	ENSG00000171346	1.755225	9.318846e-44	4.252294e-42
EDN1	ENSG00000078401	1.960839	1.841188e-43	8.282205e-42
KIF20B	ENSG00000138182	1.27395	2.541935e-43	1.140198e-41
FAM111B	ENSG00000189057	1.125513	3.102135e-43	1.387548e-41
AURKA	ENSG00000087586	1.141547	3.205232e-43	1.429624e-41
MXD3	ENSG00000213347	1.30518	3.671179e-43	1.63285e-41
C1orf116	ENSG00000182795	1.911648	5.495411e-43	2.437376e-41
PIF1	ENSG00000140451	2.235278	8.047584e-43	3.549455e-41
CCNE2	ENSG00000175305	1.156889	2.364842e-41	1.012025e-39
TMEM139	ENSG00000178826	1.354574	6.188606e-41	2.620064e-39
TTK	ENSG00000112742	1.087797	5.139624e-40	2.124825e-38
NEK2	ENSG00000117650	1.068687	1.247372e-39	5.090435e-38
EMP1	ENSG00000134531	2.41723	4.131092e-39	1.64765e-37
RP11-346D6.6	ENSG00000231131	1.525958	6.311991e-39	2.511157e-37
PTGER4	ENSG00000171522	2.531411	1.181614e-38	4.619675e-37
FAM64A	ENSG00000129195	1.268573	1.875328e-38	7.277928e-37
C1GALT1C1	ENSG00000171155	1.196145	9.302692e-37	3.425554e-35
KIF14	ENSG00000118193	1.132466	1.77088e-36	6.475777e-35
WWC3	ENSG00000047644	1.097935	3.853025e-36	1.396083e-34
KLF2	ENSG00000127528	2.520184	4.575834e-36	1.654195e-34
CXCL13	ENSG00000156234	2.007591	8.974464e-36	3.179008e-34
GTSE1	ENSG00000075218	1.119868	9.029416e-36	3.191334e-34
MIS18BP1	ENSG00000129534	1.057981	1.072794e-35	3.783213e-34
SPINK5	ENSG00000133710	2.51478	1.286318e-35	4.516087e-34
CCNF	ENSG00000162063	1.065842	5.81316e-35	2.009729e-33
LDLRAD4	ENSG00000168675	1.13424	9.590673e-35	3.294115e-33
BTG2	ENSG00000159388	1.102033	2.061889e-34	7.021066e-33
CNTRL	ENSG00000119397	1.257312	4.302263e-34	1.440212e-32
SGOL2	ENSG00000163535	1.201553	2.690513e-33	8.729833e-32
GAS2L3	ENSG00000139354	1.286476	1.327386e-31	4.081131e-30
VEPH1	ENSG00000197415	1.44551	5.834767e-31	1.746459e-29
KIAA1524	ENSG00000163507	1.080769	7.350559e-31	2.179565e-29
FBXL16	ENSG00000127585	1.382026	3.323559e-30	9.673757e-29
GCA	ENSG00000115271	1.08661	7.402061e-30	2.127119e-28
ALDH1A3	ENSG00000184254	1.582646	1.4344e-29	4.092304e-28
ARHGAP11B	ENSG00000187951	1.259458	1.832056e-29	5.208039e-28
MS4A7	ENSG00000166927	1.563863	2.147871e-29	6.073106e-28
CACFD1	ENSG00000160325	1.01244	4.4051e-29	1.230165e-27
RBPMS	ENSG00000157110	1.035935	8.20616e-29	2.271614e-27
LMO7	ENSG00000136153	1.486313	1.426323e-28	3.873825e-27
ERCC6L	ENSG00000186871	1.028876	1.73024e-28	4.691202e-27
MBIP	ENSG00000151332	1.130844	4.387366e-28	1.175458e-26
CLSTN2	ENSG00000158258	2.628224	1.923845e-27	5.010224e-26
GRB7	ENSG00000141738	1.037773	2.208388e-27	5.741809e-26
PLEKHM1P	ENSG00000214176	1.061992	7.098257e-27	1.809884e-25
PCDHGC3	ENSG00000240184	1.048895	3.316468e-26	8.256753e-25
EPHA4	ENSG00000116106	2.12236	4.699796e-26	1.162759e-24
ARHGAP24	ENSG00000138639	2.742908	5.981736e-26	1.475309e-24
CABLES1	ENSG00000134508	1.079444	1.037786e-25	2.543701e-24
PSG4	ENSG00000243137	4.043608	1.105725e-25	2.706035e-24
CITED4	ENSG00000179862	1.273799	1.411773e-25	3.444378e-24
TAX1BP3	ENSG00000213977	1.028066	1.996109e-25	4.855053e-24
JHDM1D-AS1	ENSG00000260231	1.03875	2.970465e-25	7.20281e-24
S1PR3	ENSG00000213694	1.057707	2.715653e-24	6.360896e-23
CYR61	ENSG00000142871	1.108606	3.988971e-24	9.261198e-23
CNIH2	ENSG00000174871	1.793698	2.235909e-23	5.043217e-22
HUNK	ENSG00000142149	1.240499	6.343042e-23	1.400777e-21
CDCA2	ENSG00000184661	1.030103	8.40168e-23	1.842551e-21
PQLC3	ENSG00000162976	1.011588	1.168913e-22	2.549389e-21
TRIM59	ENSG00000213186	1.05763	2.197154e-22	4.726867e-21
PIM1	ENSG00000137193	1.179742	2.391988e-22	5.139041e-21
STARD13	ENSG00000133121	1.459842	2.92003e-22	6.248075e-21
CTD-3099C6.9	ENSG00000269825	1.021486	4.745348e-22	1.000504e-20
CRYBG3	ENSG00000080200	1.213359	2.480157e-21	5.028272e-20
VTCN1	ENSG00000134258	2.733023	4.910471e-21	9.755633e-20
ARHGDIB	ENSG00000111348	1.610984	7.698084e-21	1.516063e-19
HSD11B2	ENSG00000176387	1.505288	8.845735e-21	1.733458e-19
PSRC1	ENSG00000134222	1.062615	1.880058e-20	3.612724e-19
CPNE2	ENSG00000140848	1.443145	3.724371e-20	7.054029e-19
SPSB1	ENSG00000171621	1.227813	5.793594e-20	1.092093e-18
C10orf54	ENSG00000107738	2.081384	9.725177e-20	1.805257e-18
TCF7L1	ENSG00000152284	1.415316	1.142955e-19	2.116673e-18
HSPB1	ENSG00000106211	1.018198	2.824513e-19	5.076428e-18
CPAMD8	ENSG00000160111	1.112613	3.28105e-19	5.870299e-18
FAM102B	ENSG00000162636	1.35785	2.073483e-18	3.511394e-17
CRYBG3	ENSG00000233280	1.342293	2.866123e-18	4.802349e-17
IGFBP3	ENSG00000146674	3.189403	9.023042e-18	1.474415e-16
hsa-mir-6080	ENSG00000215769	1.577076	1.972293e-17	3.159535e-16
HLA-DMA	ENSG00000204257	1.589868	2.580212e-17	4.101915e-16
SNN	ENSG00000184602	1.535473	2.771473e-17	4.392743e-16
HSD17B13	ENSG00000170509	2.234037	7.973554e-17	1.2222e-15
CAPN9	ENSG00000135773	1.400421	1.108581e-16	1.689439e-15
TNFAIP8L1	ENSG00000185361	1.422858	1.430211e-16	2.162938e-15
NEDD9	ENSG00000111859	1.485652	1.465174e-16	2.213698e-15
DQX1	ENSG00000144045	1.211461	1.661118e-16	2.504967e-15
VAMP1	ENSG00000139190	1.401003	2.531138e-16	3.763197e-15
CENPA	ENSG00000115163	1.012286	3.985038e-16	5.831709e-15
ZNF850	ENSG00000267041	1.382266	1.237535e-14	1.660604e-13
BIRC3	ENSG00000023445	1.055188	2.010854e-14	2.67113e-13
IRF1	ENSG00000125347	1.167414	2.438322e-14	3.201358e-13
RARRES3	ENSG00000133321	1.339394	3.086503e-14	4.019053e-13
PLCE1	ENSG00000138193	1.112236	3.539934e-14	4.575618e-13
NPNT	ENSG00000168743	1.322458	4.555239e-14	5.821441e-13
TUBB2A	ENSG00000137267	1.336853	8.972484e-14	1.126648e-12
EPHB6	ENSG00000106123	1.275883	2.282576e-13	2.786609e-12
NRP1	ENSG00000099250	2.37385	2.302873e-13	2.807059e-12
HELZ2	ENSG00000130589	1.178989	2.540147e-13	3.084408e-12
P2RY1	ENSG00000169860	1.782233	5.788586e-13	6.799441e-12
VN1R53P	ENSG00000236313	1.384261	7.023649e-13	8.159388e-12
C9orf3	ENSG00000148120	1.200034	8.334618e-13	9.625846e-12
SOX9	ENSG00000125398	1.172031	1.213626e-12	1.389484e-11
GLCCI1	ENSG00000106415	1.113872	3.090431e-12	3.421949e-11
KIFC3	ENSG00000140859	1.498725	4.691025e-12	5.129675e-11
RASSF1	ENSG00000068028	1.043322	7.268054e-12	7.79163e-11
ARHGAP42	ENSG00000165895	1.27905	7.348859e-12	7.872925e-11
PSG5	ENSG00000204941	4.470601	9.009184e-12	9.5675e-11
DENND3	ENSG00000105339	1.334518	9.556401e-12	1.012825e-10
YPEL1	ENSG00000100027	1.232962	9.968546e-12	1.055093e-10
KLHL2	ENSG00000109466	1.081734	1.100712e-11	1.162687e-10
AC159540.1	ENSG00000230606	1.104295	1.461822e-11	1.530852e-10
VGLL1	ENSG00000102243	2.874284	1.481313e-11	1.549215e-10
IGFBP5	ENSG00000115461	1.290198	1.841253e-11	1.904272e-10
TINCR	ENSG00000223573	1.014693	2.461216e-11	2.50778e-10
STARD8	ENSG00000130052	1.025234	2.727691e-11	2.768606e-10
FAM83E	ENSG00000105523	2.984694	2.871444e-11	2.905204e-10
DOK7	ENSG00000175920	1.132879	5.737412e-11	5.649638e-10
MID1	ENSG00000101871	1.066242	6.323169e-11	6.203287e-10
RP11-61L23.2	ENSG00000253882	1.240896	8.639019e-11	8.392038e-10
ATP6V1B1	ENSG00000116039	1.464602	1.119808e-10	1.079844e-09
ADM	ENSG00000148926	1.488058	2.399194e-10	2.233324e-09
NTN1	ENSG00000065320	3.080678	2.731182e-10	2.530458e-09
EFNA5	ENSG00000184349	1.141913	3.35369e-10	3.078395e-09
AC006273.5	ENSG00000267530	1.554045	5.588192e-10	5.027467e-09
MEF2C	ENSG00000081189	2.73354	2.025775e-09	1.731038e-08
UCP3	ENSG00000175564	1.246214	2.2162e-09	1.88866e-08
CDKN2B	ENSG00000147883	1.136003	4.975383e-09	4.101e-08
CLDN8	ENSG00000156284	1.378365	5.67179e-09	4.645997e-08
LYPD6	ENSG00000187123	1.077358	5.887578e-09	4.817773e-08
FMO4	ENSG00000076258	1.100984	8.898716e-09	7.141524e-08
BRINP2	ENSG00000198797	1.367726	1.939056e-08	1.50137e-07
RP11-400K9.4	ENSG00000237807	1.135585	2.043314e-08	1.576698e-07
GATA3-AS1	ENSG00000197308	1.094273	2.634305e-08	2.010197e-07
GSTM2	ENSG00000213366	1.362188	3.869709e-08	2.895698e-07
HLF	ENSG00000108924	1.041061	5.150713e-08	3.786276e-07
IRF9	ENSG00000213928	1.016749	7.803318e-08	5.590848e-07
PER3	ENSG00000049246	1.054773	7.967413e-08	5.700678e-07
RP11-7K24.3	ENSG00000261068	1.357722	9.883505e-08	6.977058e-07
SRGAP3	ENSG00000196220	1.053067	1.330032e-07	9.281501e-07
SGK1	ENSG00000118515	1.030303	1.634855e-07	1.131394e-06
ISPD	ENSG00000214960	1.109627	2.201618e-07	1.496155e-06
RP3-340B19.3	ENSG00000228559	1.019195	2.438864e-07	1.650298e-06
SMPD3	ENSG00000103056	1.362828	2.57623e-07	1.73731e-06
CHD5	ENSG00000116254	1.384903	2.888399e-07	1.933823e-06
CMPK2	ENSG00000134326	1.659827	2.930564e-07	1.95874e-06
STRIP2	ENSG00000128578	1.751417	3.007833e-07	2.006151e-06
RP11-465N4.4	ENSG00000234678	1.294627	3.872516e-07	2.544292e-06
RP11-312O7.2	ENSG00000229874	1.09256	4.517019e-07	2.932451e-06
CACNA2D3	ENSG00000157445	1.110411	5.011551e-07	3.229666e-06
ACKR3	ENSG00000144476	1.535101	5.198471e-07	3.337899e-06
RP11-356O9.1	ENSG00000258414	1.784028	7.099064e-07	4.473003e-06
ZBTB16	ENSG00000109906	1.095841	7.277764e-07	4.574677e-06
RP11-38P22.2	ENSG00000241732	1.571416	7.565285e-07	4.74223e-06
ERAP2	ENSG00000164308	1.723833	1.018022e-06	6.269683e-06
F2R	ENSG00000181104	1.511466	1.036242e-06	6.374456e-06
RP1	ENSG00000104237	1.005775	1.170757e-06	7.150702e-06
MS4A14	ENSG00000166928	1.224834	1.485124e-06	8.92766e-06
GBP3	ENSG00000117226	1.147446	2.693201e-06	1.552955e-05
SEMA6D	ENSG00000137872	2.702393	2.80035e-06	1.611804e-05
PSG9	ENSG00000183668	2.483894	3.047745e-06	1.744055e-05
DSCAML1	ENSG00000177103	1.431077	4.604715e-06	2.567291e-05
KCNC4	ENSG00000116396	1.153072	4.991166e-06	2.771042e-05
RP11-654E17.2	ENSG00000226774	2.097049	5.541086e-06	3.054929e-05
APOL3	ENSG00000128284	1.063497	8.131748e-06	4.382508e-05
RP11-104H15.10	ENSG00000272884	1.099528	9.457438e-06	5.038664e-05
OLR1	ENSG00000173391	1.707116	9.83391e-06	5.213918e-05
CYP4A22	ENSG00000162365	1.440904	1.045752e-05	5.517639e-05
MAFA	ENSG00000182759	1.515639	1.124166e-05	5.896008e-05
CTD-2292M14.1	ENSG00000248474	1.965117	1.190175e-05	6.203168e-05
DMBX1	ENSG00000197587	1.466035	1.897282e-05	9.604081e-05
CHKB-CPT1B	ENSG00000254413	1.147366	2.432465e-05	0.0001210803
RP11-54O7.17	ENSG00000272512	1.443551	2.495733e-05	0.0001239568
COL7A1	ENSG00000114270	1.159172	2.631936e-05	0.0001302193
HSD17B11	ENSG00000198189	2.172152	2.94715e-05	0.0001443401
SLC19A3	ENSG00000135917	1.318736	3.123165e-05	0.0001521606
CYP4Z2P	ENSG00000154198	1.010585	3.46817e-05	0.0001676794
HLA-F-AS1	ENSG00000214922	1.084082	3.60634e-05	0.0001740939
SCN1A	ENSG00000144285	1.717045	3.721804e-05	0.0001791217
H19	ENSG00000130600	1.414544	7.088147e-05	0.0003243749
AC009061.1	ENSG00000203401	1.011037	9.106412e-05	0.0004091684
RP11-490M8.1	ENSG00000260025	1.195067	0.0001063634	0.0004709616
PLEKHS1	ENSG00000148735	1.279543	0.0001095936	0.000484046
SYTL4	ENSG00000102362	1.543802	0.0001531343	0.0006574645
CALML5	ENSG00000178372	1.630725	0.0001577249	0.0006751598
IL1RAPL2	ENSG00000189108	1.063155	0.0001744136	0.0007400192
HERC6	ENSG00000138642	1.044763	0.0001909955	0.0008049568
KMT2E-AS1	ENSG00000239569	1.120055	0.0002466294	0.001019883
TMPRSS3	ENSG00000160183	1.373025	0.0002545121	0.001048373
AC092143.1	ENSG00000256390	1.460432	0.0002602855	0.001070761
C1QL1	ENSG00000131094	1.442486	0.0002750193	0.001125816
PKHD1L1	ENSG00000205038	1.053965	0.000372493	0.001486405
RP11-53B2.2	ENSG00000267702	1.094378	0.0003851641	0.001531564
AMOTL1	ENSG00000166025	1.156263	0.0005381081	0.002078147
PSMB9	ENSG00000240065	1.107281	0.0006795065	0.002564181
LYN	ENSG00000254087	1.125899	0.0007491225	0.002803499
NDUFC2-KCTD14	ENSG00000259112	1.090396	0.0008741574	0.00322343
PLAC1	ENSG00000170965	-1.055939	0.0009583759	0.003502984
RP11-20G6.3	ENSG00000260566	-1.091097	0.000804481	0.002990879
SNTB1	ENSG00000172164	-1.053793	0.0007072492	0.002657471
RP11-573D15.2	ENSG00000232233	-1.206417	0.0005679444	0.002183256
FCRLA	ENSG00000132185	-1.120233	0.0003193878	0.001291087
MMP17	ENSG00000198598	-1.373917	0.0002895539	0.001179521
SLC43A1	ENSG00000149150	-1.410433	0.0002845728	0.001161321
KRT83	ENSG00000170523	-1.001806	0.0002807507	0.00114661
GPR1	ENSG00000183671	-1.172496	0.0002778908	0.001135516
COL16A1	ENSG00000084636	-1.349318	0.0002500281	0.001032589
ERICH2	ENSG00000204334	-1.027067	0.0002306107	0.0009586479
PPM1E	ENSG00000175175	-1.130943	0.0002091342	0.0008755766
CASC9	ENSG00000249395	-1.343412	0.0002079666	0.0008711489
PDE2A	ENSG00000186642	-1.624436	0.0001595868	0.0006816558
RAB31	ENSG00000168461	-1.604766	0.0001567489	0.0006711632
CTA-384D8.35	ENSG00000272666	-1.643275	0.0001386066	0.0005998079
ST8SIA6	ENSG00000148488	-1.117173	0.0001370822	0.0005941855
B3GNT5	ENSG00000176597	-1.625939	0.0001347647	0.0005849409
SMOX	ENSG00000088826	-1.020354	0.000125972	0.0005497907
RP11-280G9.1	ENSG00000251127	-1.330763	0.0001247352	0.0005449937
CEACAM1	ENSG00000079385	-1.481971	0.0001167316	0.0005127122
SLC4A10	ENSG00000144290	-1.416782	0.0001163432	0.0005112899
PON3	ENSG00000105852	-1.133153	0.0001049707	0.0004650549
CNTN4	ENSG00000144619	-1.756578	7.671549e-05	0.0003487548
AF127936.7	ENSG00000235609	-1.195057	6.995211e-05	0.0003204924
A2ML1	ENSG00000166535	-1.068493	5.19034e-05	0.0002430756
KB-1507C5.2	ENSG00000253320	-1.200026	4.960051e-05	0.0002331795
RP11-159H10.3	ENSG00000246528	-1.714089	4.943309e-05	0.0002324691
RP11-731F5.1	ENSG00000254140	-1.099326	4.444423e-05	0.0002105085
BATF3	ENSG00000123685	-1.657424	4.217013e-05	0.0002008186
PLCG2	ENSG00000197943	-1.33116	3.877485e-05	0.0001860488
COL15A1	ENSG00000204291	-1.715471	3.770981e-05	0.0001813232
SULF1	ENSG00000137573	-1.544357	2.959292e-05	0.00014489
PDGFRL	ENSG00000104213	-1.616262	2.018772e-05	0.0001018325
TMTC2	ENSG00000179104	-1.033189	1.460113e-05	7.525854e-05
NAALADL2	ENSG00000177694	-1.123467	1.317911e-05	6.832939e-05
PDLIM3	ENSG00000154553	-1.298872	1.107118e-05	5.814299e-05
HRASLS	ENSG00000127252	-1.11727	1.067662e-05	5.625744e-05
AMBP	ENSG00000106927	-1.04836	1.027762e-05	5.433586e-05
CTB-131B5.5	ENSG00000254363	-1.810399	6.067011e-06	3.318309e-05
RP11-259N19.1	ENSG00000272711	-1.037551	5.861878e-06	3.220575e-05
RCSD1	ENSG00000198771	-1.767852	5.549436e-06	3.058467e-05
PPP1R3C	ENSG00000119938	-1.668882	5.431185e-06	3.000606e-05
NABP1	ENSG00000173559	-1.256173	3.979839e-06	2.23543e-05
FBXO36	ENSG00000153832	-1.051667	2.99059e-06	1.714446e-05
PTPRH	ENSG00000080031	-1.509653	2.189579e-06	1.287404e-05
CCR2	ENSG00000121807	-1.657475	1.936515e-06	1.147559e-05
SLC16A1-AS1	ENSG00000226419	-1.167441	1.925629e-06	1.141963e-05
VMO1	ENSG00000182853	-1.473018	1.76305e-06	1.049874e-05
ACOX2	ENSG00000168306	-1.464716	1.364547e-06	8.252953e-06
TOB2P1	ENSG00000176933	-1.127761	1.30002e-06	7.893966e-06
RP11-421L21.3	ENSG00000233184	-1.214822	1.210985e-06	7.377738e-06
DLGAP1-AS2	ENSG00000262001	-1.66117	1.198302e-06	7.308901e-06
MYLK	ENSG00000065534	-1.234951	1.135679e-06	6.948352e-06
SOX11	ENSG00000176887	-1.077194	1.132718e-06	6.932919e-06
ZNF385C	ENSG00000187595	-1.156135	9.175196e-07	5.67722e-06
CCDC147-AS1	ENSG00000231233	-1.477653	5.787511e-07	3.698122e-06
AKAP2	ENSG00000241978	-1.039705	4.767991e-07	3.082743e-06
TMEM52	ENSG00000178821	-2.189831	3.797413e-07	2.502215e-06
CCDC160	ENSG00000203952	-1.161975	3.547417e-07	2.347255e-06
RP11-442H21.2	ENSG00000269926	-1.464826	3.037492e-07	2.023376e-06
DMGDH	ENSG00000132837	-2.256563	2.647502e-07	1.783094e-06
LCP1	ENSG00000136167	-1.601479	2.573286e-07	1.736064e-06
PLCH2	ENSG00000149527	-1.402293	1.975516e-07	1.350618e-06
GPD1	ENSG00000167588	-1.48214	1.372788e-07	9.571435e-07
RFX3	ENSG00000080298	-1.049961	9.732065e-08	6.879353e-07
PIP5K1B	ENSG00000107242	-2.483537	7.542042e-08	5.420822e-07
GNGT1	ENSG00000127928	-1.143845	6.828535e-08	4.943897e-07
CTD-2292P10.4	ENSG00000253741	-1.357348	5.578981e-08	4.076492e-07
INHBE	ENSG00000139269	-4.110611	4.887807e-08	3.598026e-07
